YNL216W	YBR049C	YDL020C	YKL062W	YDR216W	YDR451C	YMR016C	YNL167C	YGL181W	YGL071W
0.3554676	0.8094106	0.8895925	0.0640102	1.0048156	0.0478577	1.0314838	0.0084821	0.0188870	0.9357157
0.3975666	0.4200184	0.9330328	0.0868090	0.9722040	0.0381956	1.0250044	0.0043263	0.0534638	0.9306058
0.5348617	0.5620193	0.4857958	0.0971580	1.0153043	0.0299230	0.9664476	0.0048039	0.0237250	1.0038414
0.6943124	0.8417347	0.9638125	0.0425861	0.8999966	0.0460123	1.0279412	0.0096510	0.0216462	1.0028462
0.6888259	0.7763834	0.9882874	0.0939584	0.5151133	0.0368982	1.0017154	0.0106021	0.0153315	1.1013085
0.6897490	0.8251274	0.8399159	0.1868225	1.0495297	0.0202033	0.9733773	0.0057136	0.0230286	0.9836311
0.6404743	0.6670934	0.8260511	0.2462464	0.9341417	0.0459287	0.5444170	0.0045127	0.0245128	1.1029949
0.7824751	0.8354998	0.8996743	0.1737384	1.0040546	0.0346667	0.9641551	0.0052721	0.0114532	0.9652805
0.6543752	0.7655569	1.0260324	0.0980873	1.0692778	0.0377125	0.9592272	0.0061756	0.0118137	0.9763153
0.6035040	0.8076745	0.9417666	0.1009605	0.9383199	0.0430688	0.9777272	0.0024649	0.0287851	0.5070082
