YML007W	YKL185W	YLR131C	YIL131C	YDR501W	YNL216W	YBR049C	YDL020C	YKL062W	YDR216W
1.0069548	1.0287636	1.0106101	0.9208528	0.3973623	0.1371533	1.0034994	0.1215914	0.8753875	0.9955565
0.5880889	0.9072174	0.9820732	0.9689259	0.1711921	0.1268686	0.9876304	0.3900420	0.9296999	0.8218961
0.9414838	1.0809837	0.9371012	0.5472842	0.0003064	0.0392373	0.9570064	0.2440942	0.7582308	0.9662049
0.9408242	0.9693312	1.0396856	0.6128372	0.4512183	0.1683509	0.9487890	0.0206966	0.7881888	1.0340279
0.8035361	1.0199240	0.8479577	0.9102922	0.2156738	0.0643168	0.8787185	0.4864214	0.5822406	1.0080916
0.7717007	0.9024966	0.9737021	0.6665719	0.1831022	0.0504813	0.7267465	0.3476385	1.0023115	1.0519740
0.5648233	1.0141913	0.9133407	0.7380456	0.2284823	0.1565797	1.0230359	0.0892329	0.9215298	0.7276533
0.5972030	1.0721713	0.8485264	0.8140127	0.4178410	0.1911488	0.6629479	0.5001236	0.7918819	1.0589900
0.6892215	1.0718303	0.9641401	1.1150892	0.0537296	0.2031011	0.7707750	0.5127258	0.6439610	0.9074625
0.6782176	0.9632480	0.9947740	0.8481342	0.0281858	0.0305176	1.0157169	0.0896637	0.6345473	0.9240576
