"Time"	YDL020C	YKL062W	YDR216W	YDR451C	YMR016C	YNL167C	YGL181W	YGL071W	YKL015W	YKL109W

0	0.6710480	0.8130244	0.1924476	0.0633759	0.7482674	0.5250400	0.4792274	0.4001153	0.4922284	0.0590272
50	0.7064249	0.6789409	0.4261696	0.0984595	0.6803834	0.4260177	0.3710174	0.5277696	0.4584126	0.0442744
100	0.8107453	0.8778330	0.5671324	0.0958887	0.6396407	0.1479922	0.3682218	0.5057059	0.3760545	0.0532588
150	0.7697367	0.8568401	0.5416356	0.0768015	0.7307152	0.0685323	0.5989544	0.4574131	0.3874560	0.0753915
200	0.7275501	0.9179231	0.8294737	0.0851127	0.7747880	0.0525964	0.3927213	0.5657082	0.4269153	0.1063150
250	0.6287758	0.7317429	0.7167124	0.0796311	0.8371364	0.0206195	0.5108936	0.5490397	0.4256347	0.0436672
300	0.7053070	0.9448662	0.6393007	0.0494124	0.7106998	0.0181229	0.5711241	0.6690326	0.4413408	0.0464941
350	0.6479934	0.7447185	0.7697295	0.0827296	0.7607954	0.0082535	0.6869605	0.5335761	0.4446931	0.0355504
400	0.7723624	0.7159538	0.7457376	0.1024453	0.8865992	0.0038286	0.5221295	0.4983123	0.3788612	0.0363128
450	0.7809640	0.6504881	0.7062384	0.0825419	0.7418963	0.0107182	0.4688918	0.6793286	0.3157860	0.0449367
500	0.8170273	0.7068993	0.7441377	0.0804354	0.6988165	0.0029965	0.4131229	0.5717092	0.3889052	0.0918500
550	0.7739195	0.7722509	0.4898958	0.0399722	0.6700104	0.2809367	0.4302556	0.7156381	0.4262988	0.0759105
600	0.7758355	0.6999010	0.3253543	0.1009700	0.5718790	0.3686762	0.5879336	0.5547143	0.3505957	0.0643841
650	0.6485694	0.8129364	0.3764503	0.0603233	0.6744923	0.4975917	0.5138354	0.5729525	0.4962439	0.0163166
700	0.6471172	0.7030967	0.3652846	0.0617885	0.6687407	0.3888703	0.5614462	0.4934125	0.3689730	0.0659925
750	0.6218147	0.7527837	0.3097384	0.0562568	0.6951389	0.3806152	0.5644330	0.6119380	0.4732005	0.0500098
800	0.8443211	0.7823577	0.3198203	0.0315327	0.7800564	0.6140493	0.3907641	0.5469661	0.5155418	0.0597572
850	0.8042962	0.9459950	0.2814820	0.0292529	0.8327509	0.6541915	0.5644256	0.5417006	0.4747978	0.0896002
900	0.6295669	0.7161060	0.2615805	0.0457631	0.8417056	0.5607105	0.5147627	0.5144259	0.5122649	0.0387792
950	0.6676254	0.8080603	0.3292308	0.0586254	0.7286858	0.5130240	0.3479201	0.4690468	0.5603348	0.0469808
1000	0.7048052	0.7487096	0.3516984	0.0420634	0.7707055	0.7155858	0.5292857	0.4544830	0.4940314	0.0933695

0	0.5848656	0.9208478	0.2096661	0.1199343	0.9912361	0.8234260	0.6055690	0.4544962	0.4630609	0.0809157
50	0.6053621	0.8623806	0.4655067	0.0713034	0.6898301	0.6249360	0.5309390	0.5163276	0.3187621	0.0249947
100	0.7045104	0.8906591	0.5626165	0.0327777	0.9068158	0.7863567	0.4934349	0.6394244	0.1783314	0.0045132
150	0.5792224	0.7525467	0.5717464	0.0729113	0.7076046	0.6323070	0.5872648	0.6181826	0.1380246	0.0025641
200	0.7432608	0.8559884	0.7956345	0.0324005	0.5875300	0.4401300	0.5573113	0.6949543	0.0969176	0.0054473
250	0.8360835	0.8242473	0.7537551	0.0305744	0.7478326	0.4234978	0.5351352	0.6666358	0.0629043	0.0064121
300	0.5568176	0.6899967	0.7646209	0.0693800	0.7164992	0.3283511	0.5700191	0.8354248	0.0538157	0.0036491
350	0.7660684	0.7724641	0.7882495	0.0292932	0.5186451	0.3241531	0.5700182	0.7036125	0.0628480	0.0090543
400	0.7614491	0.8693964	0.7998712	0.0411695	0.8651322	0.2551605	0.6932892	0.7612299	0.0247193	0.0174400
450	0.7554485	0.7545593	0.6942569	0.0427239	0.7386255	0.3398795	0.6600379	0.6765424	0.0583063	0.0095689
500	0.7178856	0.8410775	0.7132580	0.0282099	0.6928199	0.3552293	0.6047065	0.7565347	0.0500175	0.0019506
550	0.7377873	0.8569315	0.6157740	0.0215369	0.7348951	0.2553541	0.6126352	0.8313419	0.1305256	0.0133556
600	0.7602136	0.8061198	0.4139376	0.0594777	0.5426408	0.2922661	0.5954842	0.7024657	0.2809943	0.0321239
650	0.6388702	0.6821489	0.4188808	0.0435862	0.8067087	0.3308595	0.6510655	0.7296792	0.4105368	0.0939358
700	0.7155674	0.6490626	0.3284057	0.0397431	0.8094624	0.3311227	0.5210871	0.5458252	0.3624656	0.0489705
750	0.8764968	0.6043276	0.2596359	0.0572547	0.6853767	0.2805726	0.6031651	0.5009158	0.4562143	0.0315347
800	0.6631476	0.7657471	0.2099660	0.0687695	0.7287508	0.4182608	0.5370206	0.5628985	0.3295946	0.0339084
850	0.6353095	0.7319756	0.2780395	0.0384719	0.7135587	0.4100515	0.4356679	0.5082217	0.4887588	0.0498585
900	0.6528512	0.8284716	0.2432645	0.0365912	0.5377884	0.5402796	0.4735103	0.5432271	0.4522257	0.0528347
950	0.7635723	0.6875646	0.2307657	0.0545688	0.5752160	0.6179398	0.5487366	0.5248369	0.4462909	0.0343259
1000	0.7395833	0.7103977	0.1643401	0.0459433	0.7128393	0.7212293	0.4936999	0.3906741	0.5036519	0.0442426

0	0.6608197	0.7831966	0.1861223	0.0376674	0.7028576	0.7254558	0.5630950	0.4509135	0.5953143	0.0533619
50	0.7970265	0.8610764	0.2591210	0.0092139	0.8024541	0.6021928	0.4364741	0.4935302	0.3579300	0.0433281
100	0.8020765	0.8947453	0.1282441	0.0085630	0.7664645	0.5419188	0.4364752	0.3555657	0.3964174	0.0210978
150	0.7536952	0.7933524	0.0918555	0.0154072	0.6489566	0.5680152	0.6058362	0.3913558	0.5596556	0.0133415
200	0.8976530	0.8041888	0.0388522	0.0027511	0.7864049	0.4754370	0.4476863	0.2684194	0.7651046	0.0096064
250	0.6444493	0.7563977	0.0309829	0.0027247	0.7041778	0.5778571	0.4070405	0.2027345	0.6257960	0.0014507
300	0.6723375	0.7929623	0.0198854	0.0007901	0.7641453	0.5946918	0.4437942	0.1860049	0.7908575	0.0001829
350	0.8594985	0.7664962	0.0185268	0.0007010	0.6536138	0.6975265	0.3330951	0.2239929	0.7828656	0.0000000
400	0.6824946	0.6888637	0.0052768	0.0024972	0.9015092	0.8163538	0.3056264	0.1616735	0.7387087	0.0037940
450	0.7059963	0.8215786	0.0240745	0.0003292	0.8585350	0.7421261	0.3081126	0.1818718	0.8681306	0.0031404
500	0.6278695	0.7210525	0.0331842	0.0095916	0.8675426	0.8523536	0.2711960	0.2540921	0.8388011	0.0037367
550	0.8316704	0.7282341	0.0382355	0.0107574	0.7241961	0.7773841	0.2588101	0.1500897	0.7443381	0.0111599
600	0.6834445	0.8169970	0.1056167	0.0292315	0.8633985	0.8618067	0.2269549	0.1371123	0.7877287	0.0725172
650	0.7062507	0.8021678	0.1461945	0.0567442	0.7556977	0.9018233	0.2554296	0.1778822	0.6018717	0.0808911
700	0.8626425	0.8036429	0.1200731	0.0341982	0.8225740	0.9584585	0.3287813	0.2695793	0.5842921	0.0362567
750	0.7328021	0.8015280	0.1406801	0.0336754	0.7371760	0.7645689	0.3045012	0.3123140	0.8100052	0.0664215
800	0.7160074	0.9076583	0.1365798	0.0366317	0.8463988	0.6785430	0.4030654	0.3116471	0.5620637	0.0571776
850	0.7635578	0.8057224	0.1799327	0.0490679	0.8299648	0.7424830	0.3978981	0.3932911	0.6388048	0.0893689
900	0.6211455	0.6795504	0.2752519	0.0421628	0.7663892	0.6844191	0.3393422	0.5214437	0.4958941	0.0507459
950	0.7290939	0.7604642	0.2768007	0.0319803	0.8403349	0.7596739	0.4788384	0.3874948	0.4624640	0.0380178
1000	0.6955796	0.7811515	0.1494987	0.0230136	0.7355594	0.7420777	0.4631528	0.3963792	0.5483068	0.0875597

0	0.8045040	0.8442507	0.2952807	0.0512892	0.7802821	0.8160413	0.5115475	0.3556088	0.4928959	0.0351801
50	0.7682182	0.7624476	0.2240433	0.0422449	0.8143956	0.6394109	0.4630815	0.5029004	0.4157166	0.0957008
100	0.8054711	0.7945864	0.1315658	0.0149901	0.8512676	0.5887324	0.3796717	0.4657485	0.5097393	0.0461675
150	0.8200487	0.7005148	0.0862079	0.0111030	0.7269216	0.5480740	0.4026478	0.4735431	0.6208218	0.0043337
200	0.7921479	0.8109432	0.0572070	0.0074581	0.8305789	0.4964222	0.3394894	0.4973353	0.6792393	0.0174814
250	0.7316913	0.6395099	0.0661217	0.0079580	0.7789763	0.5741505	0.2765068	0.4447915	0.6114593	0.0095883
300	0.6450653	0.6828174	0.0432777	0.0042262	0.7413148	0.6696698	0.2529246	0.4401464	0.7881426	0.0099917
