YJR060W	YGL096W	YKL043W	YER111C	YLR182W	YLR183C	YPR104C	YOR344C	YMR037C	YGL162W
0.0194998	1.0040049	0.4072013	0.4427923	0.6910221	0.3598669	0.9688708	0.3578147	0.0468553	0.9139921
0.0225959	0.9146109	0.1169485	0.2429501	0.3157174	0.2798534	0.8384881	0.3144405	0.9204480	1.0791598
0.0270050	1.0157950	0.2507059	0.4122278	0.1711642	0.1033679	0.9717567	0.4288104	0.1728330	1.0783227
0.0278295	0.9765386	0.3784991	0.4760284	0.2090697	0.1444784	1.0351479	0.3881046	0.7743646	0.9854446
0.0286070	1.0444104	0.5535499	0.4133016	0.7673776	0.5464881	0.8180565	0.1828960	0.1863709	1.0241320
0.0279790	0.9962768	0.4753817	0.7425120	0.0963085	0.0978260	0.9092730	0.3587001	0.2300673	0.7607297
0.0195821	1.0006252	0.4022653	0.4491028	0.8770379	0.4706449	0.7190483	0.2556143	0.2012099	0.7431021
0.0183676	1.1307226	0.4705060	0.1038347	0.1053607	0.0732770	0.8578100	0.2869214	0.3846588	0.9511249
0.0070011	1.0248292	0.0794732	0.0400620	0.2449982	0.1775021	0.9908753	0.4005655	0.0991626	1.0668075
0.0230624	0.9726138	0.3588772	0.3201832	0.8459141	0.3406481	1.0573182	0.0752286	0.5461061	0.9896044
