"Time"	YDR216W	YDR451C	YMR016C	YNL167C	YGL181W	YGL071W	YKL015W	YKL109W	YGL035C	YGL209W

0	0.4963613	0.6662293	0.2566788	0.7431923	0.3116753	0.3704670	0.7853611	0.6037340	0.4717783	0.6324585
50	0.4393080	0.4213593	0.3090301	0.5644494	0.2330403	0.4645496	0.6117501	0.4267879	0.3849439	0.6611567
100	0.3275511	0.1874864	0.3840643	0.4660346	0.3243306	0.4005754	0.5479314	0.3181334	0.6179869	0.7122088
150	0.2056142	0.1258150	0.2876291	0.3363400	0.2457202	0.3804384	0.6867595	0.2607137	0.6156420	0.4776283
200	0.1552640	0.1251485	0.3824124	0.4485952	0.2601077	0.3424926	0.6622224	0.2330506	0.7187526	0.6018516
250	0.0586240	0.0565389	0.5606553	0.3309932	0.2088213	0.3199384	0.7248723	0.2515910	0.6480084	0.4949057
300	0.0896859	0.0862926	0.4728491	0.4094115	0.2454632	0.2823546	0.6808086	0.2750323	0.6441226	0.4629255
350	0.0390126	0.1453021	0.5194846	0.2824925	0.2650596	0.3865663	0.7101216	0.3288931	0.6112560	0.4736468
400	0.0137347	0.1036210	0.5366487	0.3331665	0.2475507	0.3995112	0.7670428	0.2292705	0.7524490	0.4988331
450	0.0178731	0.0888959	0.5901880	0.2879785	0.2062729	0.4129869	0.7777080	0.3023284	0.7081894	0.4066260
500	0.0163208	0.0679023	0.5050220	0.3683263	0.1929928	0.4038752	0.6992656	0.2125334	0.5523403	0.5917088
550	0.0455304	0.2365213	0.4963316	0.5005530	0.2296554	0.4016907	0.8677747	0.3496637	0.5758743	0.6563104
600	0.1271484	0.4206816	0.4678117	0.5393336	0.2499389	0.3640000	0.7571811	0.5315780	0.3854457	0.6004810
650	0.1373465	0.3476844	0.4161294	0.7007889	0.2591008	0.4515190	0.7377446	0.4985053	0.4520140	0.7255914
700	0.1783718	0.5516958	0.4188708	0.6842662	0.2242387	0.4051651	0.7062927	0.6013166	0.4304751	0.8043279
750	0.2597072	0.6024839	0.3647408	0.6323390	0.2792850	0.3658238	0.8120921	0.5120325	0.4300773	0.6700984
800	0.4054757	0.6477888	0.4495451	0.6420872	0.3035731	0.4196406	0.8300619	0.5443768	0.3959167	0.7454530
850	0.4637664	0.7129113	0.3134277	0.5583363	0.3292943	0.5466996	0.7722525	0.4727959	0.4968740	0.7067120
900	0.3643266	0.6446131	0.4242066	0.5996572	0.2479800	0.4162720	0.6714940	0.5598375	0.4482808	0.7500504
950	0.2727885	0.6019470	0.3830801	0.6562832	0.2740836	0.2904437	0.6494725	0.6373887	0.5279599	0.7566540
1000	0.3892377	0.6401565	0.4262380	0.5241682	0.2671602	0.3799099	0.8893992	0.4996946	0.4465500	0.7653256

0	0.4697161	0.7342404	0.4508863	0.8406492	0.3436829	0.3849887	0.7868008	0.5326712	0.4733047	0.8483540
50	0.4745869	0.6071172	0.4302777	0.7936889	0.2341673	0.3762945	0.6134594	0.5870801	0.4104439	0.6471390
100	0.4338745	0.6377096	0.3246760	0.7349722	0.2284501	0.4467369	0.6997843	0.4996425	0.3792846	0.7728626
150	0.4106549	0.5571042	0.2724506	0.8336291	0.3137188	0.3991192	0.6559303	0.5770452	0.3485309	0.6703926
200	0.4918432	0.6498492	0.2832433	0.6454858	0.2391747	0.4482325	0.7059647	0.4021842	0.3966179	0.9567150
250	0.4322861	0.5385278	0.3412794	0.6971632	0.3063224	0.5127195	0.8019507	0.4634787	0.4482276	0.8566163
