YMR016C	YNL167C	YGL181W	YGL071W	YKL015W	YKL109W	YGL035C	YGL209W	YCR065W	YER040W
0.0000000	0.4728873	0.5533694	0.5942568	1.1138501	0.1053301	0.0000000	0.0706118	0.0461651	0.1604301
0.0000000	0.5393763	0.6829315	0.6074940	0.9217890	0.1186336	0.0723106	0.0000000	0.0796267	0.3075751
0.1098641	0.5268918	0.6713189	0.0000000	0.0000000	0.1303388	0.1236811	0.0804385	0.0152387	0.0666891
0.2053631	0.3714279	0.6430358	0.5984154	0.8649750	0.1001789	0.0000000	0.0000000	0.0760005	0.2173882
