"Time"	YPL248C	YOL108C	YIR018W	YJR060W	YGL096W	YKL043W	YER111C	YLR182W	YLR183C	YPR104C
50	0.3253339	0.1565563	0.4238961	0.3850478	0.3735509	0.1178405	0.7415666	0.3462456	0.5668472	0.8158131
100	0.4396584	0.3511728	0.6772154	0.6721447	0.2387610	0.2093376	0.7254104	0.3285221	0.5216836	0.6645014
150	0.3356980	0.4616097	0.6390709	0.7645797	0.1294170	0.1266023	0.8272704	0.3824989	0.5884666	0.6393198
200	0.3373434	0.5215409	0.7171910	0.6886311	0.1611749	0.0976282	0.8075462	0.2571825	0.5626162	0.7052619
250	0.3018386	0.6024171	0.6590062	0.6560050	0.1452747	0.1041029	0.6345115	0.2365479	0.5906558	0.7642223
300	0.3068981	0.7431725	0.7200847	0.7984475	0.1380594	0.1507528	0.7658046	0.2597763	0.5810045	0.7285130
350	0.4758912	0.8416090	0.8356147	0.7013230	0.1220521	0.2019957	0.7795108	0.3496741	0.6510146	0.7542943
400	0.4968958	0.7051087	0.6864256	0.6649212	0.1256378	0.1326679	0.7336315	0.3885823	0.5813927	0.7856873
450	0.3941614	0.7141888	0.6281726	0.5871468	0.0906731	0.1380293	0.9109181	0.3384405	0.5897205	0.8090041
500	0.3218115	0.8084009	0.6821384	0.7057824	0.1143104	0.1366337	0.7208730	0.3227969	0.6667882	0.6804163
550	0.5741950	0.8444426	0.6579279	0.6819818	0.2562562	0.1411136	0.6246394	0.4197063	0.5843391	0.7474214
600	0.5970801	0.7724276	0.4006681	0.7082730	0.3989484	0.1597444	0.5588194	0.2947911	0.5132057	0.6262717
650	0.4227675	0.4714172	0.3891065	0.7305768	0.5341137	0.1214138	0.7677092	0.3343428	0.5649269	0.6587202
700	0.6092864	0.4625307	0.5700652	0.6010654	0.5095879	0.1564189	0.7215645	0.3477838	0.8049976	0.6216588
750	0.4920174	0.3576340	0.3487866	0.4581045	0.6819811	0.1304945	0.6186968	0.4112856	0.5135611	0.8218746
800	0.3834787	0.2980073	0.3749845	0.5070550	0.6666771	0.1657190	0.7718868	0.3342225	0.5065664	0.8990173
850	0.4822990	0.1504123	0.3893826	0.5105896	0.8428215	0.2035778	0.6366940	0.2984719	0.4374206	0.6617183
900	0.3692809	0.1744441	0.3141740	0.4966638	0.4929515	0.1504780	0.7853106	0.3372817	0.5498558	0.7716905
950	0.4246362	0.1866435	0.2038756	0.5347667	0.5558727	0.0870711	0.6728806	0.3817832	0.5342996	0.8233781
1000	0.5093563	0.2062852	0.3036556	0.4565136	0.6531550	0.1137089	0.6484444	0.2921196	0.5366901	0.7547788

0	0.4750383	0.2013530	0.2835668	0.6209644	0.5161108	0.1416840	0.6846099	0.3284565	0.5504472	0.6560329
50	0.3342818	0.1745024	0.5654630	0.6608941	0.6488439	0.1473586	0.6685446	0.3239569	0.4096180	0.6320631
100	0.2611066	0.1308454	0.6749380	0.5704915	0.5734905	0.1827920	0.7146112	0.2759902	0.5429857	0.5951198
150	0.2518609	0.2219121	0.7424090	0.5713252	0.6453003	0.1573832	0.6366085	0.3167646	0.5584994	0.6380095
200	0.2315540	0.1392586	0.6758436	0.4489179	0.5118728	0.1686564	0.7156495	0.3198856	0.4280112	0.6428909
250	0.2168210	0.0822363	0.8319652	0.5575526	0.5458993	0.1443745	0.7742861	0.2486477	0.3934428	0.6171619
300	0.2779819	0.1088560	0.8089019	0.4870211	0.6332922	0.1278206	0.6452455	0.2246993	0.3757764	0.4347054
350	0.2326927	0.0735459	0.7141171	0.5218862	0.7040683	0.1253807	0.5696118	0.1668581	0.3362611	0.4644698
400	0.2073116	0.0750636	0.8089395	0.3993577	0.7550399	0.1322500	0.8539711	0.1110241	0.3832570	0.5256454
450	0.1970211	0.0334206	0.7284434	0.4265683	0.7186384	0.1403107	0.7184949	0.1177004	0.2578060	0.5248411
500	0.1936075	0.0377285	0.7745063	0.5348213	0.6729408	0.1286599	0.7225265	0.0851429	0.3689733	0.5281534
550	0.2499051	0.0640432	0.6699600	0.4763451	0.8351554	0.1205647	0.8064448	0.0796184	0.4318402	0.7137324
600	0.3237658	0.1057838	0.3934128	0.4695455	0.6193288	0.1006593	0.8612035	0.1743105	0.5171228	0.6264367
650	0.3654445	0.1336522	0.4177861	0.5935456	0.5585305	0.1123585	0.8958563	0.1423139	0.4302875	0.7830207
700	0.4820573	0.1170053	0.3122989	0.5611372	0.7015561	0.1520588	0.7627298	0.2664917	0.4643290	0.6696672
750	0.4604909	0.1335873	0.2271350	0.4036859	0.6331452	0.1779033	0.7504027	0.3599731	0.5237995	0.6833026
800	0.5029174	0.1925020	0.2343159	0.4728057	0.5895775	0.1458041	0.7156344	0.2074985	0.7618452	0.7018029
850	0.4299768	0.1806995	0.2606710	0.5076346	0.5969041	0.1675270	0.8711491	0.2722885	0.5796153	0.8007009
900	0.5398261	0.2915666	0.2583519	0.6069609	0.4909857	0.1789421	0.8010873	0.3316999	0.6248673	0.7549299
950	0.4829143	0.2416268	0.3431124	0.5721138	0.5746401	0.1653587	0.6962539	0.3256380	0.7179178	0.6270687
1000	0.5743132	0.1856940	0.3102401	0.4815509	0.6201900	0.1093052	0.7567061	0.2511550	0.5150026	0.7004447

0	0.4263668	0.1742983	0.2466199	0.5399827	0.4725659	0.0988800	0.5773716	0.3287836	0.6498585	0.7109298
50	0.4746529	0.1270048	0.2922937	0.5435641	0.6069983	0.2777098	0.5770627	0.3868317	0.5467340	0.5644223
100	0.5870102	0.1922572	0.3176436	0.5309509	0.4850475	0.2769940	0.2365875	0.3741120	0.5552875	0.6684345
150	0.6389265	0.2755703	0.2635327	0.4775758	0.2634377	0.4666008	0.1252221	0.3053460	0.4365595	0.5231384
200	0.6160802	0.3658410	0.2884769	0.5623094	0.1489149	0.6644172	0.0226881	0.2165729	0.5518365	0.5543808
250	0.6858914	0.6033105	0.3974518	0.7121247	0.0301422	0.6987910	0.0233374	0.2515766	0.4870221	0.6523082
300	0.6793579	0.5777289	0.4511931	0.8149641	0.0117493	0.7009587	0.0147399	0.2400737	0.4969927	0.6527193
350	0.9548372	0.6752556	0.4811236	0.6740167	0.0058429	0.7810337	0.0089923	0.2888163	0.4743445	0.6346974
400	0.7234958	0.7936814	0.4744810	0.7766959	0.0024808	0.7324331	0.0063324	0.3190883	0.4291657	0.5899891
450	0.7376888	0.7031994	0.4680699	0.7666770	0.0010233	0.7888397	0.0104198	0.2778273	0.4212657	0.6206904
500	0.7802997	0.7254294	0.4788518	0.5793876	0.0001278	0.8458601	0.0051852	0.1821654	0.3799857	0.6432425
550	0.8148510	0.6817132	0.4178540	0.7069418	0.0078325	0.9573300	0.2321307	0.2134437	0.4520878	0.6418382
600	0.7490905	0.8304907	0.5016869	0.6501923	0.0306338	0.6933887	0.6014665	0.2024999	0.4684730	0.8369759
650	0.8780521	0.9942944	0.3900518	0.8535619	0.0300029	0.3255052	0.6690812	0.1730254	0.5917837	0.7702247
700	0.6737943	0.8237503	0.4737303	0.8161029	0.0289237	0.1613011	0.7228069	0.2120178	0.6231874	0.6693319
750	0.8267708	0.6585906	0.4873734	0.6488213	0.2152123	0.1004064	0.6746612	0.2514892	0.4992929	0.7072730
800	0.8028980	0.6566143	0.3758284	0.7890841	0.4375818	0.1586865	0.6715993	0.3404689	0.6227176	0.7910368
850	0.5737796	0.5820258	0.4023158	0.6255951	0.5848450	0.1675796	0.6284364	0.3399080	0.6202457	0.7349425
900	0.5223851	0.3774833	0.3830130	0.5794051	0.4372339	0.1850838	0.6512530	0.4398030	0.5069177	0.8645467
950	0.4494798	0.3054668	0.4471498	0.5545422	0.4912599	0.1581005	0.6744028	0.4185726	0.6359968	0.7777187
1000	0.6103676	0.3277394	0.4145492	0.5739400	0.5199375	0.1909888	0.6741451	0.3728199	0.4404140	0.8092065

0	0.4715375	0.1774493	0.3218280	0.6125610	0.6068052	0.1426986	0.7206274	0.2185364	0.5514944	0.6719670
50	0.2695722	0.1871281	0.3343956	0.4354867	0.4173901	0.1912687	0.6324874	0.3363843	0.5613118	0.6942511
100	0.1191851	0.1706556	0.4536499	0.1744681	0.4639588	0.1629275	0.7710992	0.3823593	0.6960951	0.7853449
150	0.0526268	0.0973635	0.4490755	0.0966873	0.4437669	0.1436804	0.5424873	0.4469392	0.6647803	0.7243546
200	0.0452460	0.0677186	0.5224773	0.1206248	0.3381653	0.2450433	0.5438994	0.4495344	0.5608447	0.9002261
250	0.0207915	0.0777015	0.3805648	0.1439898	0.3353414	0.2147423	0.5163350	0.5000722	0.6265303	0.7772944
300	0.0130798	0.0934528	0.4006568	0.1299280	0.2167132	0.2845297	0.5591007	0.5291023	0.8810697	0.7456545
350	0.0227473	0.0886592	0.4278981	0.1245842	0.2087715	0.1927434	0.4967273	0.5036436	0.6375014	0.7686185
400	0.0120878	0.0722188	0.4151722	0.1189792	0.2160417	0.2230675	0.3963905	0.6029062	0.7248520	0.9234178
450	0.0180344	0.0905599	0.5022637	0.0926097	0.2016715	0.2148425	0.5346481	0.5717828	0.6526262	0.6795994
500	0.0262676	0.2046528	0.4520821	0.1302553	0.2671220	0.2531941	0.6211927	0.5328907	0.7024093	0.8002902
550	0.3355527	0.2063593	0.3444518	0.4633945	0.2099591	0.2643507	0.6563086	0.5383856	0.8595854	0.8229972
600	0.4910209	0.5577763	0.2418687	0.6531893	0.2117497	0.1811481	0.7281442	0.3854288	0.6226733	0.7449275
650	0.6338913	0.6035521	0.3361016	0.7110594	0.2946388	0.2498460	0.7010274	0.5489478	0.5822960	0.8495471
700	0.7239257	0.6592953	0.4000135	0.6983092	0.3574275	0.2260573	0.6627622	0.4581368	0.6215140	0.7841096
750	0.7993022	0.4817873	0.4241460	0.6829861	0.3375970	0.1761629	0.6870904	0.3533939	0.6341284	0.6920600
800	0.5990122	0.4680838	0.4247235	0.6019929	0.3381662	0.1974865	0.6461154	0.4286098	0.6150309	0.6795617
850	0.6720782	0.4415311	0.4744803	0.6574868	0.4564872	0.2190526	0.6673784	0.3051509	0.6482447	0.8178676
900	0.5878188	0.3655410	0.4027419	0.5650184	0.5273906	0.1649970	0.6403940	0.3312689	0.6160095	0.8297621
950	0.5678604	0.3516453	0.2612822	0.5351760	0.5633506	0.2364979	0.5792086	0.3275344	0.4933794	0.7221337
1000	0.4807117	0.2682393	0.3689175	0.5948036	0.5023570	0.2942972	0.6326940	0.4339573	0.5292537	0.7297180

0	0.4997928	0.2217148	0.3128327	0.4881096	0.5693846	0.1658591	0.6595775	0.3442824	0.5526279	0.7083863
50	0.5661801	0.2673641	0.4033510	0.5441746	0.5534578	0.1009489	0.7019727	0.4425299	0.5898017	0.7638696
100	0.6000865	0.1772899	0.3281181	0.4841988	0.6029858	0.0636773	0.7008409	0.6267311	0.6365855	0.6671057
150	0.3595387	0.1613946	0.3343621	0.4613863	0.6295677	0.0743463	0.5674235	0.5766283	0.4888977	0.6958030
200	0.4156059	0.1911140	0.3666129	0.5633882	0.6680790	0.0265654	0.6145142	0.5403557	0.5580538	0.8347638
250	0.4351251	0.1128491	0.2818289	0.5004209	0.7563878	0.0303116	0.5848715	0.6750265	0.5610917	0.8432360
300	0.3576227	0.0721605	0.3007496	0.3910868	0.9098448	0.0185897	0.5176361	0.7174137	0.6718016	0.7050187
350	0.4363943	0.1291421	0.3847018	0.5629642	0.5962255	0.0479866	0.5884737	0.6629386	0.5023641	0.7456049
400	0.4394749	0.0808839	0.3324490	0.4807093	0.6407577	0.0613516	0.4928269	0.6446921	0.6570746	0.7010790
450	0.4105546	0.0843788	0.2890917	0.3926155	0.8703097	0.0285086	0.6830614	0.7792399	0.5041244	0.6311255
500	0.3188146	0.0896034	0.3005569	0.4440676	0.8428470	0.0301077	0.6198627	0.7021812	0.6812622	0.7459522
550	0.3594399	0.1124510	0.2777948	0.3396993	0.7360007	0.1052319	0.6142898	0.5889792	0.6722950	0.6631693
600	0.4648953	0.1228029	0.2329117	0.3657395	0.6899599	0.1940489	0.6259371	0.3437808	0.5458392	0.6966786
650	0.3574592	0.1158533	0.2931605	0.5889292	0.5931733	0.1757982	0.6669247	0.3981175	0.5672762	0.7557123
700	0.4565103	0.0974905	0.3136621	0.4847724	0.6322651	0.1885897	0.7177719	0.3446506	0.5185232	0.9368099
750	0.4731172	0.1170412	0.2586029	0.4992742	0.4818273	0.1906349	0.6527131	0.3176742	0.5118141	0.6639826
800	0.5529388	0.1827831	0.2743464	0.5519341	0.5028174	0.1683140	0.7053659	0.2672953	0.5292008	0.8046664
850	0.6477568	0.2467436	0.5106067	0.6056384	0.6261318	0.1313461	0.5632431	0.3494901	0.6784048	0.7168901
900	0.4253612	0.2686616	0.3122019	0.5409754	0.5860388	0.1438306	0.8672633	0.4823468	0.5159366	0.8713133
950	0.4838370	0.2376989	0.3781975	0.5141838	0.5733720	0.1550423	0.6894960	0.3536680	0.5555367	0.9227434
1000	0.5753189	0.1749202	0.3695610	0.4691659	0.5695560	0.1164348	0.8060127	0.3826759	0.5553831	0.9305109

0	0.4804853	0.2082973	0.2874650	0.5909736	0.5770670	0.1664355	0.6361211	0.2981094	0.5673997	0.7351780
50	0.3063310	0.1769383	0.3796500	0.6189415	0.5960924	0.1490425	0.6064503	0.2861204	0.6170963	0.7335998
100	0.1728853	0.1509121	0.3588306	0.5690850	0.5750237	0.2375863	0.6249201	0.3656197	0.7004607	0.7796749
150	0.1164946	0.1707405	0.3323403	0.5065660	0.6771963	0.1872689	0.7476707	0.3781569	0.7273030	0.8765070
200	0.1038557	0.1914763	0.3110660	0.5154232	0.6090786	0.1721317	0.5864316	0.5793947	0.6588997	0.6676995
250	0.1116198	0.2342838	0.4065165	0.5992107	0.6574361	0.1190769	0.5545655	0.4772852	0.6549324	0.7370753
300	0.0760924	0.1849325	0.2726800	0.4302232	0.7675524	0.1723258	0.5222974	0.6627870	0.7711529	0.8544528
350	0.1135267	0.1950946	0.3078925	0.4908049	0.6390053	0.2196205	0.5965928	0.6071286	0.7571941	0.7451244
400	0.1470329	0.1586978	0.3155606	0.5319474	0.5118075	0.1860552	0.4969606	0.6287530	0.6506318	0.7013934
450	0.0907931	0.2127711	0.3769385	0.6231784	0.3960243	0.1614499	0.4854899	0.5812177	0.9141146	0.7625454
500	0.1519299	0.2850908	0.1890254	0.7252339	0.3087459	0.2828912	0.5315764	0.5363092	0.8568886	0.8443162
550	0.5407237	0.3674372	0.4336012	0.7264921	0.3497346	0.2292198	0.6156058	0.5974608	0.7441342	0.7296584
600	0.6499295	0.4515685	0.4052545	0.5718427	0.3667384	0.2590484	0.6225211	0.5915941	0.7421042	0.6148559
650	0.5190759	0.6772321	0.5677469	0.6849804	0.3308964	0.1763971	0.6645583	0.6634440	0.5398642	0.8381011
700	0.6373993	0.5433537	0.3235201	0.6346182	0.4784566	0.2818553	0.4501738	0.4588688	0.6074664	0.7205702
750	0.7235356	0.4534925	0.3876000	0.6577741	0.5060542	0.1806756	0.5467574	0.4372120	0.6846594	0.6088590
800	0.7141434	0.5683550	0.4267183	0.5590015	0.4269821	0.1258500	0.7718359	0.4153784	0.6752528	0.6555472
850	0.4940582	0.4213741	0.4659798	0.5496973	0.5201568	0.1729362	0.6772657	0.4381159	0.6124066	0.7414398
900	0.6112581	0.3932752	0.3235171	0.5276054	0.4153648	0.1416541	0.7922823	0.3276397	0.5575635	0.8458469
950	0.6187297	0.3523887	0.3723627	0.5509969	0.4192151	0.1809558	0.6143062	0.4410402	0.5370585	0.7173726
1000	0.5315758	0.4246967	0.3554399	0.5788330	0.5033056	0.1559334	0.5791927	0.3458724	0.5190660	0.7558431

0	0.5449959	0.1654376	0.3164011	0.4532928	0.4991477	0.2077017	0.7313562	0.3423521	0.6015716	0.6801265
50	0.4327962	0.1373874	0.2945038	0.4535243	0.4693109	0.1215173	0.7144166	0.2666571	0.4796573	0.7285787
100	0.5786926	0.1338386	0.2761983	0.3340231	0.5729794	0.0817780	0.7590185	0.2965169	0.5444666	0.6895027
150	0.4779823	0.1596590	0.3213850	0.2420727	0.6273852	0.0929892	0.6731210	0.3251061	0.4539585	0.8506558
200	0.4200289	0.1673519	0.2283901	0.2504849	0.6582364	0.1242571	0.6431949	0.2602344	0.6219331	0.9664328
250	0.4076557	0.1704600	0.1711504	0.2264146	0.6843923	0.1703773	0.7811429	0.2942701	0.5705369	0.7582709
300	0.4480241	0.1703992	0.1124292	0.2299467	0.7561018	0.2168949	0.7496985	0.4573706	0.6298109	0.6602269
350	0.4436579	0.1475943	0.1799372	0.3197057	0.5635007	0.1667164	0.6532862	0.3977563	0.6461377	0.7601998
400	0.4944329	0.2164154	0.1509649	0.4098369	0.5924562	0.1546984	0.6420184	0.4951003	0.7552536	0.8483127
450	0.4936501	0.2110388	0.2316524	0.4297313	0.5884005	0.1347393	0.6982031	0.5216707	0.6532121	0.8108725
500	0.5810048	0.2392541	0.1795184	0.2760324	0.6272275	0.1000356	0.7162820	0.3454097	0.5916453	0.9099411
550	0.4244473	0.1381592	0.1691774	0.4023003	0.8149174	0.1472862	0.6291436	0.2947111	0.6976287	0.8260507
600	0.4429746	0.1287174	0.2097888	0.4011732	0.7863869	0.1180108	0.6072316	0.2969077	0.5716687	0.8599753
650	0.3273792	0.1310330	0.2452140	0.5266950	0.6144328	0.1278759	0.6632799	0.3785339	0.6220143	0.7471864
700	0.4349649	0.1772005	0.1865071	0.4394987	0.8405738	0.1554609	0.7874201	0.3610560	0.5277492	0.5907726
750	0.3917902	0.1316387	0.2513484	0.4991288	0.6149395	0.2177725	0.6831656	0.3158702	0.5014557	0.8641901
800	0.4697666	0.1628480	0.2445181	0.5876629	0.6225202	0.1542330	0.7963716	0.3252549	0.6188382	0.9223937
850	0.3714912	0.1796407	0.3042288	0.4254243	0.6034228	0.2203574	0.8287971	0.2563016	0.4900073	0.8734949
900	0.3792393	0.1135750	0.2796175	0.4934923	0.6414548	0.1048490	0.7337351	0.3844450	0.5838500	0.7076153
950	0.5013329	0.1501981	0.2685584	0.4078442	0.6975404	0.1020265	0.7075654	0.4244285	0.6529367	0.7246267
1000	0.5237958	0.1297041	0.2429892	0.5298181	0.5951768	0.1608592	0.6249240	0.4562605	0.5900920	0.7962023

0	0.4813068	0.2255507	0.2522660	0.5869599	0.5509474	0.1507066	0.5485447	0.3729123	0.5583721	0.6467693
50	0.4096620	0.1915017	0.4437278	0.6213253	0.5377276	0.1554683	0.7093770	0.4129782	0.6409675	0.6534655
100	0.5487798	0.1126930	0.5414977	0.5267631	0.5795017	0.2469751	0.6506065	0.4372201	0.5202067	0.6528285
150	0.4929918	0.0938743	0.7242370	0.4500732	0.4882888	0.1920680	0.7655276	0.3700538	0.4668018	0.5140934
200	0.5828495	0.0286798	0.6548028	0.4520325	0.5861808	0.1677723	0.7726159	0.2729303	0.3723452	0.4458204
250	0.4238145	0.0540753	0.6495616	0.5448577	0.6891093	0.1420987	0.7080201	0.1962592	0.2809825	0.4522057
300	0.5301290	0.0554340	0.6610945	0.4706801	0.7171473	0.1088197	0.7255639	0.1461106	0.2713141	0.4085376
350	0.4494477	0.0589743	0.6206968	0.3600781	0.6633038	0.1358111	0.8321084	0.0579533	0.2264190	0.3245437
400	0.4438269	0.0392197	0.7268144	0.4161878	0.6667971	0.1373082	0.8563070	0.0176660	0.2797403	0.4367127
450	0.3598178	0.0366874	0.7280775	0.4498553	0.7264799	0.1642057	0.7453094	0.0111939	0.1838601	0.4293085
500	0.4586789	0.0458936	0.6632436	0.3786912	0.6749322	0.1400111	0.7436209	0.0042387	0.2123822	0.4370916
550	0.5310208	0.0336505	0.5097133	0.3847650	0.5742316	0.2054905	0.8257804	0.0160257	0.2018636	0.5482243
600	0.4324559	0.0711880	0.3429325	0.4302636	0.7196221	0.1699105	0.6449343	0.0195343	0.2887112	0.5642946
650	0.5105400	0.0847907	0.3003481	0.5048904	0.7336344	0.1120624	0.7979308	0.0313408	0.4846811	0.6153131
700	0.4189970	0.0977150	0.2540677	0.4317205	0.8928063	0.0750563	0.7623337	0.1035701	0.5287662	0.7667197
750	0.3177991	0.1045745	0.2428704	0.4394299	0.7872990	0.1117769	0.7776961	0.2570687	0.6439998	0.8276772
800	0.4654619	0.1213376	0.2212727	0.4325116	0.6400175	0.1738701	0.8162254	0.2683191	0.6051303	0.8693419
850	0.3946514	0.1535135	0.2632573	0.4724267	0.6158171	0.1717673	0.8238600	0.3532358	0.6311055	0.8471973
900	0.4816532	0.1841346	0.2232630	0.6356502	0.5709567	0.2253269	0.5694991	0.2966469	0.7543496	0.7824732
950	0.4204097	0.1096863	0.2792996	0.5842060	0.4931351	0.1911427	0.7904917	0.4206943	0.6906003	0.8323235
1000	0.4351924	0.1723568	0.4524657	0.5292449	0.5018342	0.1773380	0.6555596	0.4808508	0.6156516	0.7475445
