"Time"	YER111C	YLR182W	YLR183C	YPR104C	YOR344C	YMR037C	YGL162W	YPR065W	YHL027W	YBR182C

0	0.5676928	0.9162149	0.5161376	1.0000000	0.4258892	0.4034096	0.1300795	0.1707464	0.9956346	1.0000000
50	0.5679374	0.9120672	0.5161375	1.0000000	0.4258245	0.4033066	0.3788518	0.1707453	0.9830937	0.9419362
100	0.5693603	0.9088680	0.5161375	1.0000000	0.4257804	0.4031320	0.6336962	0.1709628	0.8468741	0.8753056
150	0.5712897	0.9075483	0.5161375	1.0000000	0.4257471	0.4030774	0.7617322	0.1735008	0.6471995	0.8371335
200	0.5728997	0.9070509	0.5161375	1.0000000	0.4257249	0.4030917	0.8154203	0.1878426	0.5213616	0.8189505
250	0.5739676	0.9068669	0.5161375	1.0000000	0.4257133	0.4031248	0.8381403	0.2257576	0.4649579	0.8109997
300	0.5745890	0.9067992	0.5161375	1.0000000	0.4257094	0.4031533	0.8521653	0.2779630	0.4421930	0.8076878
350	0.5749216	0.9067742	0.5161375	1.0000000	0.4257095	0.4031705	0.8657195	0.3260555	0.4312086	0.8063499
400	0.5750898	0.9067651	0.5161375	1.0000000	0.4257111	0.4031778	0.8791453	0.3627159	0.4231726	0.8058205
450	0.5751713	0.9067617	0.5161375	1.0000000	0.4257127	0.4031790	0.8908224	0.3897115	0.4159608	0.8056140
500	0.5752096	0.9067605	0.5161375	1.0000000	0.4257138	0.4031776	0.9000613	0.4105924	0.4096874	0.8055343
550	0.5749477	0.9109085	0.5161375	1.0000000	0.4257143	0.4031757	0.7674086	0.4271400	0.4109679	0.8635676
600	0.5735142	0.9141079	0.5161375	1.0000000	0.4257143	0.4031744	0.6355050	0.4284744	0.4566340	0.9301865
650	0.5715804	0.9154275	0.5161375	1.0000000	0.4257141	0.4031741	0.5643858	0.3900192	0.5369072	0.9683542
700	0.5699703	0.9159250	0.5161375	1.0000000	0.4257141	0.4031743	0.5005417	0.3263239	0.6171653	0.9865356
750	0.5689037	0.9161090	0.5161375	1.0000000	0.4257142	0.4031750	0.4188004	0.2680714	0.7024853	0.9944858
800	0.5682835	0.9161767	0.5161375	1.0000000	0.4257144	0.4031769	0.3314133	0.2265230	0.7972857	0.9977974
850	0.5679517	0.9162017	0.5161375	1.0000000	0.4257147	0.4031828	0.2573474	0.2006116	0.8814828	0.9991352
900	0.5677841	0.9162108	0.5161375	1.0000000	0.4257155	0.4032017	0.2045444	0.1859202	0.9381058	0.9996646
950	0.5677028	0.9162142	0.5161375	1.0000000	0.4257173	0.4032490	0.1711574	0.1781596	0.9689249	0.9998711
1000	0.5676646	0.9162154	0.5161375	1.0000000	0.4257218	0.4033364	0.1517358	0.1742641	0.9836734	0.9999508

0	0.5676928	0.9162149	0.5161376	1.0000000	0.4258892	0.4034096	0.1300795	0.1707464	0.9956346	1.0000000
50	0.4678112	0.7759277	0.5161375	1.0000000	0.4036813	0.3835493	0.1558631	0.1260836	0.5715669	0.9229876
