YDR146C	YHR084W	YBR083W	YLR256W	YBR112C	YNL068C	YIR023W	YKL112W	YML027W	YOR028C
0.1830402	0.9997146	0.9307821	0.1263406	1.0000000	1.0000000	0.9920269	1.0000000	1.0000000	1.0000000
0.1268038	0.4895274	0.3131636	0.1263406	1.0000000	1.0000000	0.9920269	1.0000000	1.0000000	1.0000000
0.3644429	0.9955462	0.4647658	0.1263406	1.0000000	1.0000000	0.9920269	1.0000000	1.0000000	1.0000000
0.3657895	0.9989929	0.6766597	0.0631723	1.0000000	1.0000000	0.9920269	1.0000000	1.0000000	1.0000000
0.3661012	0.9997768	0.9903708	0.2672821	0.5000000	1.0000000	0.9920269	1.0000000	1.0000000	1.0000000
0.2330083	0.9997146	0.9307820	0.1263406	1.0000000	0.5000006	0.9920269	1.0000000	1.0000000	1.0000000
0.3660762	0.9997146	0.9307821	0.1263406	1.0000000	1.0000000	0.4960186	1.0000000	1.0000000	1.0000000
0.3660762	0.9997146	0.9307821	0.1263406	1.0000000	1.0000000	0.9596391	0.5000213	1.0000000	1.0000000
0.3660762	0.9997146	0.9307821	0.1263406	1.0000000	1.0000000	0.9920269	1.0000000	0.5000012	1.0000000
0.3660762	0.9997146	0.9307821	0.1263406	1.0000000	1.0000000	0.9920269	1.0000000	1.0000000	0.5000013
