"Time"	YPL202C	YML007W	YKL185W	YLR131C	YIL131C	YDR501W	YNL216W	YBR049C	YDL020C	YKL062W

0	0.1063144	0.3162905	0.9646432	0.3097629	0.4964139	0.6787939	1.1224843	0.0356820	0.1548556	0.5604120
50	0.0821177	0.3018787	0.9381941	0.2333181	0.3481446	0.7108270	1.0193195	0.0193150	0.2030321	0.4679508
100	0.0443138	0.2739101	1.0241680	0.3128190	0.1548634	0.8757127	0.9632619	0.0319899	0.1020841	0.5346781
150	0.0585453	0.2939894	0.9313780	0.4745899	0.1518173	0.8615360	0.9750127	0.0272699	0.1800721	0.5294645
200	0.0683633	0.2286230	0.8677474	0.5077171	0.1097828	0.8852088	0.9612216	0.0090989	0.1433378	0.6124498
250	0.0547842	0.2337445	0.8835365	0.5723859	0.0933384	0.9137375	1.0993915	0.0098462	0.1809283	0.5589102
300	0.0699360	0.2645808	0.8612640	0.6454087	0.0968697	0.8824509	1.0550408	0.0116094	0.2003368	0.4989512
350	0.0427625	0.2777777	0.8592974	0.5936972	0.0694905	0.8695106	1.0248033	0.0357787	0.1806156	0.5244712
400	0.0388855	0.2644412	0.7396519	0.7168471	0.0894277	0.8302203	1.0945518	0.0488762	0.2199178	0.5855979
450	0.0414438	0.2399648	0.7350514	0.6437784	0.0712267	0.9034223	0.9825113	0.0450130	0.2216368	0.6154307
500	0.0487102	0.2536986	0.7062084	0.6800803	0.0831454	0.8947491	0.9876633	0.0446349	0.1716064	0.5494133
550	0.0533982	0.3275768	0.7273570	0.6855008	0.1551206	0.7882864	0.9511662	0.0154182	0.1985204	0.5599717
600	0.0763862	0.3745599	0.7520749	0.7414517	0.3184431	0.6746804	0.9298559	0.0237340	0.2143245	0.5376873
650	0.0829594	0.3344737	0.6334591	0.6232022	0.4412037	0.5682042	0.9701801	0.0197188	0.1607604	0.4747897
700	0.0679758	0.3170840	0.6741973	0.4575472	0.4851866	0.5754953	0.9993620	0.0297040	0.2155760	0.5167814
750	0.0802778	0.2603809	0.7460528	0.3286987	0.4799880	0.6096264	1.0810925	0.0243443	0.2002164	0.6046403
800	0.0874638	0.2581164	0.8651504	0.2984814	0.5417994	0.6453865	1.0282234	0.0194961	0.2487888	0.6006169
850	0.0674876	0.2664696	0.9037416	0.3043084	0.4672418	0.7577383	0.9983709	0.0286736	0.1437867	0.6055125
900	0.0548572	0.2849092	0.8975208	0.3539604	0.5079989	0.7179991	1.0256116	0.0264544	0.1221382	0.5513241
950	0.0822070	0.3031840	0.9148545	0.3632702	0.5117926	0.6459384	0.9600239	0.0254420	0.2226371	0.5611133
1000	0.0527416	0.3004192	0.9207621	0.3092939	0.5780320	0.6427513	1.0071520	0.0383591	0.2304016	0.5453453

0	0.1063144	0.3162905	0.9646432	0.3097629	0.4964139	0.6787939	1.1224843	0.0356820	0.1548556	0.5604120
50	0.1238267	0.2960212	0.9081383	0.3500487	0.5104693	0.6532014	0.7792792	0.1502408	0.1829945	0.5469246
100	0.0949537	0.2839045	0.9609875	0.3246486	0.4904825	0.4532823	0.4997583	0.2632135	0.1824920	0.4474051
150	0.0748296	0.3082572	0.9696662	0.2674615	0.5776747	0.3398139	0.2776655	0.3687359	0.1642751	0.3460799
200	0.0702962	0.2962171	0.9864389	0.2630100	0.6768851	0.2100002	0.1418661	0.4608652	0.1335577	0.2793593
250	0.0873218	0.2992169	1.0038856	0.2284445	0.6621191	0.1803625	0.0544516	0.5079566	0.1423334	0.1497949
300	0.0870585	0.3790972	0.9425256	0.1814952	0.6683672	0.1350501	0.0193767	0.4307437	0.1415461	0.0846589
350	0.1004518	0.3597868	1.0421134	0.1768852	0.8257425	0.1468716	0.0088324	0.4200952	0.1386996	0.0459505
400	0.0813003	0.4505011	1.0163585	0.1496180	1.0279595	0.1213565	0.0025066	0.4470266	0.1158832	0.0477990
450	0.0761341	0.3549431	0.9404170	0.1613073	0.8394162	0.1103883	0.0100946	0.4519078	0.1375728	0.0365139
500	0.0906916	0.3942815	1.0602291	0.1600716	0.8350359	0.1250691	0.0101272	0.4238507	0.1455914	0.0182397
550	0.0790710	0.3956445	1.0562640	0.1462353	0.8562652	0.0938910	0.0283316	0.3521725	0.1553372	0.0517401
600	0.1116897	0.4426012	1.0365670	0.1757365	0.9113536	0.1218954	0.1325846	0.1972211	0.1331421	0.0618265
650	0.1404810	0.3796424	1.0079353	0.1350585	0.8976563	0.1281284	0.3351598	0.0809531	0.1524635	0.1393141
700	0.1366364	0.4050969	1.0584553	0.1383853	0.8701294	0.1517702	0.5794522	0.0428275	0.1073675	0.2356993
750	0.1382758	0.3436387	1.0208461	0.1361884	0.8069444	0.3243958	0.8285044	0.0273487	0.1269205	0.2751409
800	0.0970557	0.3434146	0.9827680	0.1269118	0.7973814	0.4035334	0.9644866	0.0268646	0.1498119	0.3290593
850	0.1080917	0.3360575	1.1125856	0.1565806	0.6924067	0.5873000	1.0219835	0.0173305	0.1563395	0.4301306
