YCL067C	YJL110C	YFL021W	YDR146C	YHR084W	YBR083W	YLR256W	YBR112C	YNL068C	YIR023W
0.0842717	0.9998729	0.9332727	0.3855401	0.1331174	0.8672133	0.6071454	0.7912395	0.9342062	1.0000000
0.0850702	0.9935950	0.9896446	0.2481327	0.0778247	0.9019197	0.5176577	1.0000000	0.5760258	0.9496282
0.0886501	0.9676033	0.7862451	0.5542510	0.2541523	0.6003278	0.5646973	0.5894341	0.7822842	1.0000000
0.0842687	0.9998976	0.9972747	0.2493939	0.0153870	0.8856840	0.5600406	0.8956087	0.6529166	0.4815551
0.0842670	0.9999108	0.9999999	0.0162308	0.1221411	0.8911864	0.5458005	0.9294268	1.0000000	0.7127059
0.0842655	0.9999227	0.9997911	0.0970648	0.2232924	0.9012846	0.5176577	1.0000000	0.6726383	1.0000000
0.0211391	0.9677457	0.9834860	0.2714776	0.3866403	0.9180595	0.4471863	1.0000000	1.0000000	1.0000000
0.0186756	0.9675161	0.7244460	0.1697584	0.1382079	0.9262779	0.4513932	0.7299667	0.8093146	1.0000000
0.0842770	0.9998315	0.8130957	0.0075597	0.5030737	0.6851219	0.5176577	1.0000000	1.0000000	0.7283638
0.0307279	0.9677521	1.0000000	0.0127491	0.1806248	0.7546115	0.5163695	0.7882038	1.0000000	0.5003165
