"Time"	YCL067C	YJL110C	YFL021W	YDR146C	YHR084W	YBR083W	YLR256W	YBR112C	YNL068C	YIR023W
950	0.1302121	0.5865434	0.4596400	0.6604117	0.0455917	0.0063516	0.0290049	0.6970123	0.6089847	0.6229957
1000	0.2167121	0.4216499	0.2987761	0.6585586	0.0319963	0.0054352	0.0599137	0.7674386	0.7106298	0.8313110

0	0.2478524	0.4628175	0.5831975	0.7086002	0.0336683	0.0139463	0.0292870	0.7016192	0.9160896	0.7228601
50	0.3826472	0.3690856	0.3633717	0.5579740	0.0178929	0.0222523	0.0057377	0.7344122	0.7579938	0.7150133
100	0.5070152	0.4161092	0.4688729	0.5509937	0.0544370	0.0102274	0.0026259	0.7001840	0.6043165	0.7848576
150	0.4326252	0.5022465	0.5053301	0.5352895	0.0360135	0.0085050	0.0078294	0.7506861	0.8698658	0.8006466
200	0.6030811	0.4259655	0.4889279	0.5845082	0.0294375	0.0171725	0.0131283	0.7374903	0.7402239	0.8236320
250	0.5611244	0.3875934	0.4503464	0.5700812	0.0533737	0.0064198	0.0057206	0.7296979	0.7260459	0.8543484
300	0.6357742	0.3483011	0.5742906	0.5836915	0.0209127	0.0067816	0.0089866	0.8902388	0.6977538	0.7085189
350	0.5396218	0.3477588	0.5257302	0.5392634	0.0103528	0.0080339	0.0083779	0.6118978	0.7181353	0.7862701
400	0.4626872	0.4277456	0.5092186	0.5275212	0.0612220	0.0122261	0.0100037	0.6609613	0.7924069	0.7529971
450	0.5279084	0.3662295	0.5118812	0.4145683	0.0311025	0.0048554	0.0222269	0.7348678	0.8407959	0.8180055
500	0.5291298	0.5312551	0.3454663	0.6997496	0.0357698	0.0144294	0.0051333	0.7802409	0.6764823	0.6537406
550	0.3901022	0.4386200	0.4048226	0.6929997	0.1117952	0.0062761	0.0242076	0.7309484	0.7690533	0.6337353
600	0.2797043	0.2985437	0.3774413	0.7705275	0.0437839	0.0163615	0.0257298	0.8240094	0.7203123	0.8623050
650	0.1600969	0.4479386	0.3821980	0.7245091	0.0443952	0.0124354	0.0301682	0.6996362	0.6076326	0.5629125
700	0.2202493	0.3233284	0.3465937	0.7739893	0.0226272	0.0070127	0.0323717	0.8378929	0.7807176	0.7720814
750	0.2278826	0.3986687	0.3518961	0.6719361	0.0239055	0.0065888	0.0316805	0.7265121	0.7177425	0.8534125
800	0.1653710	0.3621329	0.4292370	0.6906546	0.0357373	0.0108136	0.0449643	0.8560826	0.7722811	0.7740034
850	0.2506648	0.4333056	0.3814343	0.5961637	0.0220115	0.0110302	0.0524318	0.8630895	0.7718147	0.9083401
900	0.1721006	0.4103655	0.4797764	0.7688635	0.0533869	0.0186077	0.0446044	0.6907857	0.6755824	0.7300810
950	0.1322146	0.4115865	0.4192108	0.7754210	0.0342309	0.0026432	0.0433766	0.8398943	0.7281583	0.6927603
1000	0.1645215	0.5430602	0.4394462	0.7692435	0.0349718	0.0017874	0.0224377	0.7264481	0.7643079	0.6786335

0	0.1692608	0.4238583	0.5049622	0.6825753	0.0446301	0.0383175	0.0190901	0.6613513	0.7844613	0.7613550
50	0.1861322	0.4503548	0.5441325	0.6177553	0.0564553	0.0240202	0.0094342	0.8138032	0.8485645	0.6966381
100	0.1521239	0.4031446	0.4214022	0.6561008	0.0240483	0.0152822	0.0087271	0.6157127	0.8059337	0.8806400
150	0.1736493	0.4968831	0.5236219	0.6259950	0.0233533	0.0310276	0.0205834	0.7125484	0.8163107	0.6927948
200	0.1288979	0.4000387	0.4981305	0.8008172	0.0613389	0.0091259	0.0001265	0.7415476	0.8247089	0.7002512
250	0.1959346	0.3087758	0.3975463	0.8110253	0.0199607	0.0167499	0.0066463	0.7296833	0.5599402	0.7081595
300	0.1591836	0.3761814	0.5113728	0.7508897	0.0286777	0.0195340	0.0089021	0.7109019	0.7258151	0.7112252
350	0.1608059	0.3122070	0.5242784	0.7370851	0.0216042	0.0028201	0.0046203	0.6999547	0.7745159	0.5941244
400	0.1310910	0.4169010	0.3622809	0.6909477	0.0631526	0.0114251	0.0123855	0.6976365	0.7492419	0.6926621
450	0.1889074	0.4933020	0.4085855	0.6406394	0.0270817	0.0097439	0.0039849	0.7992194	0.7232080	0.6463361
500	0.1981879	0.4895494	0.4283297	0.6026413	0.0341441	0.0185989	0.0272255	0.7453626	0.6618410	0.7840759
550	0.1725167	0.3788475	0.3380062	0.7177420	0.0397587	0.0124971	0.0297809	0.7725212	0.6623501	0.6852263
600	0.1758074	0.4438562	0.4635433	0.6929767	0.0538909	0.0042573	0.0167577	0.8333875	0.6234692	0.6233189
650	0.1453337	0.4449156	0.4775667	0.7297949	0.0328825	0.0241322	0.0279267	0.7339473	0.7100613	0.7646031
700	0.1485080	0.4033404	0.3659763	0.7214902	0.0140527	0.0030097	0.0131355	0.6033618	0.8061922	0.7260021
750	0.1092316	0.4234689	0.4457306	0.7016426	0.0227049	0.0149501	0.0425188	0.7277085	0.7350951	0.7476559
800	0.1907136	0.3696022	0.4052964	0.6354823	0.0217627	0.0069403	0.0244091	0.7713793	0.7314349	0.7165631
850	0.1510964	0.4234186	0.3682435	0.6106110	0.0528986	0.0328281	0.0546970	0.7318523	0.7653060	0.7841471
900	0.1917637	0.4980707	0.4218039	0.6553177	0.0207739	0.0055857	0.0161724	0.5849226	0.7786584	0.7514961
950	0.1931403	0.4090999	0.4688601	0.6101801	0.0190684	0.0026237	0.0166653	0.8204743	0.6849944	0.7643130
1000	0.1963840	0.4352808	0.4112104	0.6255328	0.0334306	0.0080140	0.0332191	0.7304160	0.7734642	0.7690758

0	0.2085994	0.4576968	0.4807788	0.7816570	0.0551215	0.0161781	0.0323213	0.7486099	0.6453980	0.5748867
50	0.1694317	0.2291296	0.4962016	0.5977659	0.4259554	0.0179313	0.0195382	0.6788658	0.7532599	0.4808319
100	0.0949854	0.1729163	0.4286704	0.5868426	0.5462688	0.0202877	0.0075387	0.6318544	0.6513986	0.4845606
150	0.0320732	0.1256475	0.4075344	0.4480089	0.7000968	0.0876300	0.0061465	0.8026092	0.6718259	0.4872249
200	0.0527853	0.1350098	0.4005943	0.5980522	0.6776472	0.0445196	0.0010812	0.7800160	0.7097699	0.3595859
250	0.0375703	0.1268045	0.2937320	0.5601050	0.6464366	0.0445655	0.0018592	0.7348466	0.7774393	0.3699590
300	0.0248934	0.1200485	0.3677537	0.5123957	0.6164325	0.0281320	0.0035419	0.6841764	0.6407720	0.3753279
350	0.0224625	0.1174305	0.3404927	0.4551103	0.5853416	0.0146723	0.0034519	0.7067026	0.6189534	0.4304089
400	0.0480158	0.1511111	0.4131521	0.4625262	0.6257752	0.0087037	0.0028485	0.6227107	0.7582715	0.5199180
450	0.0141572	0.1315073	0.4436045	0.4483003	0.6614350	0.0267046	0.0005927	0.9782577	0.6757056	0.4183419
500	0.0438402	0.1046425	0.3478995	0.4803192	0.6025053	0.0077743	0.0027876	0.7711914	0.6765732	0.4297054
550	0.0394523	0.3963137	0.3923105	0.3816130	0.2636152	0.0157172	0.0267149	0.6998109	0.7555446	0.6370175
600	0.0560395	0.4491161	0.3278954	0.5011969	0.0801723	0.0799328	0.0353495	0.7698898	0.7905073	0.7242041
650	0.1271396	0.6275944	0.4342090	0.5678160	0.0583474	0.0799681	0.0431292	0.7741058	0.6345374	0.8225130
700	0.2308142	0.4384676	0.3797960	0.6087619	0.0520689	0.0456830	0.0639858	0.6823455	0.6646497	0.7085102
750	0.2191392	0.4621204	0.3947865	0.6465418	0.0138786	0.0166727	0.0190735	0.6465933	0.7325112	0.6965662
800	0.2076535	0.4377514	0.5165961	0.7180267	0.0306062	0.0089527	0.0244489	0.8246348	0.7161153	0.6915290
850	0.2771233	0.4886846	0.4672830	0.7418515	0.0206867	0.0138387	0.0157440	0.8025636	0.7630823	0.7412105
900	0.1706138	0.3359557	0.4593553	0.6725546	0.0212077	0.0051837	0.0305095	0.7822467	0.7123333	0.6165418
950	0.1683991	0.4577618	0.4231530	0.5926577	0.0418532	0.0176734	0.0158850	0.7219866	0.6176970	0.7459979
1000	0.1459278	0.3987770	0.5269489	0.6752115	0.0192389	0.0134790	0.0094473	0.6952975	0.6002716	0.9273556

0	0.2779218	0.4172458	0.5422509	0.5837261	0.0173349	0.0124985	0.0187850	0.7150236	0.7875438	0.6677840
50	0.2162334	0.3683874	0.7293296	0.8436376	0.0214250	0.0093221	0.0350792	0.8689552	0.4271072	0.8239036
100	0.1861858	0.3202447	0.6834890	0.6589553	0.0280142	0.0038167	0.0017109	0.8665922	0.4087833	0.7368541
150	0.1444113	0.2958614	0.5710723	0.5250616	0.0390356	0.0055954	0.0042353	0.8456867	0.3324358	0.7679108
200	0.0911784	0.3076941	0.5320143	0.6444746	0.0411183	0.0090415	0.0043695	0.7987469	0.2744282	0.6966505
250	0.0894701	0.3642663	0.5586213	0.6306965	0.0285288	0.0115074	0.0033693	0.8049000	0.2659690	0.6700861
300	0.0818037	0.2256178	0.6358053	0.5856737	0.0297585	0.0108437	0.0028705	0.6607006	0.2141233	0.8477917
350	0.0959925	0.3092228	0.6420957	0.5335048	0.0261894	0.0196990	0.0022389	0.7183020	0.3669927	0.8999777
400	0.0971377	0.3201934	0.7062392	0.5958765	0.0889227	0.0163747	0.0142783	0.7796552	0.4561015	0.7185210
450	0.0839878	0.2545881	0.5676642	0.6801461	0.0426958	0.0247091	0.0019819	0.8299290	0.2771522	0.7845620
500	0.0746672	0.2889783	0.5951481	0.6941417	0.0181006	0.0076231	0.0025230	0.7168337	0.3778046	0.7350982
550	0.1154124	0.3181417	0.3200301	0.5432658	0.0367527	0.0101621	0.0064921	0.7109089	0.5708510	0.7318224
600	0.0958193	0.4687173	0.4158231	0.6289477	0.0168069	0.0050738	0.0220109	0.7823807	0.7176595	0.8132537
650	0.1144667	0.3878430	0.5223142	0.8311705	0.0203491	0.0056647	0.0280581	0.7652137	0.7024523	0.8296126
700	0.1731285	0.3877969	0.3977344	0.6670356	0.0279768	0.0183977	0.0406779	0.6814535	0.8242260	0.8535704
750	0.1162363	0.4807984	0.4218822	0.7217097	0.0615580	0.0067086	0.0161099	0.6660303	0.7365401	0.7583303
800	0.1308875	0.4041988	0.4884851	0.7637304	0.0863328	0.0172800	0.0450876	0.7990075	0.6775334	0.8036856
850	0.1268615	0.3873839	0.4664006	0.7461233	0.0533058	0.0071248	0.0738220	0.6843852	0.6490587	0.7792479
900	0.2130232	0.4867166	0.4217555	0.6897016	0.0593636	0.0215667	0.0071913	0.8259500	0.8322147	0.7685493
950	0.0949767	0.3823018	0.4580900	0.7261798	0.0316565	0.0180221	0.0185386	0.7907337	0.7467004	0.8432920
1000	0.1813389	0.4163487	0.3755902	0.6885189	0.0374753	0.0228352	0.0520439	0.7459179	0.6968296	0.7406752

0	0.1491756	0.3193185	0.6604997	0.6725180	0.0179133	0.0112767	0.0372792	0.6334280	0.7156710	0.7153397
50	0.1852525	0.3962323	0.4628307	0.7577592	0.0453347	0.0053678	0.0130172	0.3819458	0.5965609	0.7426440
100	0.2336889	0.3918179	0.3629399	0.8357042	0.0531355	0.0078377	0.0280571	0.3020582	0.3370740	0.6797543
150	0.1665685	0.5002836	0.3602558	0.5846219	0.0275661	0.0124839	0.0391070	0.4262847	0.3005481	0.8681007
200	0.2109996	0.5033776	0.3179928	0.7087351	0.0147249	0.0124320	0.0487039	0.4330752	0.4865415	0.8056024
250	0.2127582	0.4890307	0.3113304	0.6493453	0.0175128	0.0039135	0.0672076	0.4993036	0.4940246	0.6438987
300	0.1780312	0.6570758	0.2816916	0.6509393	0.0184668	0.0044134	0.0418869	0.4708505	0.4245595	0.6749612
350	0.2108752	0.4477772	0.3577482	0.6412530	0.0215592	0.0223383	0.0796161	0.3832632	0.4575841	0.6108455
400	0.2143867	0.4965347	0.2689218	0.6841932	0.0347954	0.0011344	0.1075398	0.3909053	0.4379568	0.6560676
450	0.3747384	0.7195158	0.2974084	0.6026776	0.0250260	0.0106595	0.0751241	0.3686495	0.4552873	0.7077761
500	0.3548377	0.6119121	0.3433099	0.7061075	0.0386517	0.0094759	0.1023121	0.3575294	0.3083438	0.7019358
550	0.3000829	0.5810344	0.2705024	0.6443566	0.0348530	0.0104576	0.0766234	0.7490251	0.7407812	0.7275045
600	0.2501210	0.4606061	0.3645316	0.5275447	0.0348056	0.0044809	0.0457336	0.7076414	0.6914357	0.7316220
650	0.2039201	0.5227857	0.4422595	0.7368448	0.0172591	0.0069077	0.0385526	0.7348875	0.7988153	0.6133903
700	0.1878807	0.4411286	0.4632324	0.7679560	0.0488188	0.0097919	0.0490584	0.7951996	0.6936728	0.7614828
750	0.1769309	0.3917150	0.3698192	0.5774033	0.0331786	0.0123241	0.0320444	0.8955564	0.7819713	0.7677991
800	0.2024301	0.3877967	0.5135848	0.6022128	0.0796936	0.0182398	0.0360283	0.7385809	1.0000000	0.6798109
850	0.2266068	0.4255640	0.5403468	0.6171831	0.0264255	0.0133097	0.0255317	0.6920851	0.7512542	0.8298022
900	0.2176930	0.3809916	0.4049160	0.7380936	0.0335498	0.0152625	0.0173952	0.9844676	0.8057343	0.7700338
950	0.1447083	0.2857525	0.3772821	0.7617218	0.0354030	0.0179392	0.0236833	0.7720050	0.6610541	0.7319145
1000	0.0945981	0.4184168	0.5057882	0.6990883	0.0509445	0.0265879	0.0328188	0.6441982	0.7621547	0.7500773

0	0.2037401	0.3509576	0.5239918	0.6698401	0.0637206	0.0140587	0.0328178	0.7056395	0.6311517	0.7025190
50	0.1749466	0.2684632	0.3263226	0.5668168	0.0297189	0.0045224	0.0333704	0.4920057	0.7238811	0.4633497
100	0.0874011	0.2068603	0.4164341	0.6432577	0.0310387	0.0073464	0.0495287	0.3646685	0.7807379	0.3750564
150	0.0875321	0.1880791	0.4162615	0.5887497	0.0324552	0.0055834	0.0798626	0.4389782	0.6715582	0.4226209
200	0.0362634	0.1964319	0.4607363	0.7086699	0.0293278	0.0050007	0.0889864	0.4729098	0.5963105	0.3603692
250	0.0342131	0.1447110	0.4198264	0.7796109	0.0140496	0.0067745	0.0554115	0.4077185	0.7497095	0.5207280
300	0.0430679	0.1625169	0.3521296	0.6699479	0.0398977	0.0068476	0.0460496	0.4452791	0.7592095	0.5175755
350	0.0447615	0.1667001	0.3583753	0.7510529	0.0168349	0.0054369	0.0647059	0.5103090	0.7906780	0.3962546
400	0.0318091	0.1973815	0.3330012	0.5504454	0.0446951	0.0187434	0.0929229	0.3984958	0.6787463	0.4403800
450	0.0343202	0.1700775	0.4549843	0.7662010	0.0485493	0.0097488	0.1291311	0.5189935	0.8332728	0.5281164
500	0.0379941	0.1562629	0.3673027	0.8174360	0.0490485	0.0205188	0.0577329	0.5067633	0.8104573	0.4419030
550	0.0375267	0.3291975	0.4524239	0.7172312	0.0480403	0.0087409	0.0938872	0.7177530	0.7519110	0.6590095
600	0.0795672	0.3677467	0.3980926	0.6601701	0.0262725	0.0040395	0.0700292	0.7434083	0.7749034	0.8152193
650	0.1205035	0.4117292	0.4408218	0.7263482	0.0168467	0.0060603	0.0364939	0.7284073	0.7863269	0.6709471
700	0.1471435	0.3708269	0.3517381	0.7019855	0.0520969	0.0100662	0.0245724	0.6646948	0.8246804	0.7295813
750	0.1328397	0.3577671	0.4489572	0.7546180	0.0372433	0.0034983	0.0249421	0.8630577	0.7512213	0.6982550
800	0.1583363	0.3507915	0.3761647	0.6709309	0.0434760	0.0117475	0.0532346	0.7892674	0.7048748	0.7109764
850	0.1429290	0.3478463	0.4469099	0.7413628	0.0359254	0.0075349	0.0323899	0.9350476	0.6655257	0.7187126
900	0.1497661	0.3516892	0.4009851	0.5860861	0.0346270	0.0080403	0.0174089	0.7743252	0.6259607	0.8288986
950	0.1157778	0.4067017	0.4400963	0.6970490	0.0536067	0.0092342	0.0103291	0.7738445	0.7103505	0.8487348
1000	0.1325847	0.4696338	0.4004339	0.6323897	0.0101323	0.0075685	0.0273941	0.6599135	0.8141575	0.8911261

0	0.1869507	0.5099351	0.4636260	0.6091427	0.0230197	0.0117456	0.0213144	0.7099821	0.7911293	0.5980517
50	0.4966685	0.4219668	0.4540145	0.7298904	0.0207808	0.2476311	0.0267676	0.2989973	0.8056082	0.8981761
100	0.6091120	0.4245565	0.3919157	0.7956638	0.0188338	0.3442165	0.1131550	0.2127954	0.7922326	0.6434847
150	0.5302188	0.3451607	0.4631605	0.6475665	0.0451572	0.3265041	0.1714109	0.2022412	0.8341590	0.6894400
200	0.4513663	0.3953643	0.4165307	0.5940500	0.0797161	0.3837509	0.2978342	0.2450562	0.6415526	0.7066998
250	0.4634994	0.3430755	0.4197784	0.6801144	0.0784912	0.3749716	0.2457133	0.2445498	0.8618289	0.7353901
300	0.3892123	0.3428348	0.3998510	0.7671686	0.0978300	0.4817425	0.2939714	0.2991223	0.8053530	0.7564489
350	0.4968254	0.3615285	0.4664085	0.6349343	0.0779630	0.4280825	0.2948067	0.2391352	0.8254866	0.6867995
400	0.4925614	0.4768816	0.3889931	0.5868789	0.0658893	0.7032960	0.3672075	0.1989860	0.7473671	0.7183989
450	0.4751388	0.4610940	0.4279072	0.5420139	0.1701127	0.7155316	0.3866059	0.2131891	0.9552230	0.7198463
500	0.4591642	0.4443585	0.5193459	0.5334042	0.1539507	0.6351109	0.3752983	0.1780372	0.8777659	0.7216627
550	0.2399269	0.4084396	0.4227936	0.7408627	0.1368654	0.7056372	0.2213445	0.6599454	0.8049827	0.6686754
600	0.1953752	0.3231037	0.4793385	0.6038113	0.2595724	0.7092274	0.0874451	0.6856656	0.8590997	0.6860977
650	0.1757097	0.3794130	0.4282498	0.4651587	0.3822291	0.6695621	0.0428985	0.7958699	0.7760925	0.5785490
700	0.1952092	0.5348303	0.4294016	0.5628848	0.3302522	0.4978941	0.0340162	0.7489521	0.7881691	0.6343915
750	0.1589991	0.5536406	0.4305094	0.4688384	0.3215172	0.2447636	0.0399408	0.8044625	0.5735725	0.6757513
800	0.1615406	0.5860434	0.3903248	0.6068910	0.1921800	0.1194463	0.0461655	0.7077728	0.6644474	0.8009909
850	0.1753926	0.4135390	0.4485540	0.4850169	0.0793247	0.1430814	0.0377706	0.8469003	0.7815637	0.7854542
900	0.1323066	0.4761186	0.3732493	0.5607267	0.0827632	0.0505935	0.0149032	0.6939199	0.7821604	0.8134365
950	0.1561635	0.5352413	0.5023213	0.5800556	0.0428880	0.0278740	0.0525675	0.7662646	0.7400942	0.8383269
1000	0.1868492	0.3350997	0.5526151	0.6468220	0.0457420	0.0140407	0.0104827	0.8126571	0.5199930	0.9211293

0	0.2021448	0.5287476	0.5454233	0.5461087	0.0243496	0.0172667	0.0436172	0.6259916	0.8240144	0.6168236
50	0.1706250	0.3760729	0.4073528	0.6444953	0.0230490	0.0092405	0.0230001	0.7137803	0.3544242	0.6990639
100	0.0808923	0.3273161	0.3648702	0.6941143	0.0273069	0.0054853	0.0265995	0.6801798	0.2941829	0.8357091
150	0.1656577	0.4749555	0.3097383	0.6012932	0.0421478	0.0153214	0.0686871	0.5599077	0.2602221	0.8106365
200	0.2382064	0.5674479	0.2621988	0.6327618	0.0362847	0.0085916	0.0891702	0.7204655	0.2392455	0.7696796
250	0.2501616	0.5146002	0.2889066	0.6453537	0.0316684	0.0018287	0.0374457	0.6361663	0.1723301	0.7266140
300	0.3386129	0.5069244	0.2752738	0.4848596	0.0281481	0.0104276	0.0360945	0.6349367	0.2894177	0.8339720
350	0.2304939	0.5920530	0.2439248	0.4014101	0.0142068	0.0171977	0.0465764	0.6170890	0.2384436	0.7980946
400	0.2323294	0.7643294	0.1995688	0.4780019	0.0402790	0.0140241	0.0281498	0.6183096	0.2191500	0.7002301
450	0.3326248	0.6809195	0.1683422	0.4663616	0.0229539	0.0035930	0.0368634	0.6680874	0.2678279	0.8090601
500	0.3617181	0.7814701	0.2120119	0.6317943	0.0388888	0.0076163	0.0753363	0.5100065	0.2691496	0.8531505
550	0.4170921	0.6078215	0.2728971	0.5464759	0.0413894	0.0014232	0.0408191	0.7691254	0.5676881	0.6816275
600	0.3636458	0.6578088	0.3401328	0.6166672	0.0692908	0.0088136	0.0547138	0.7078165	0.6348364	0.6804433
650	0.3539210	0.5750677	0.3790672	0.6133726	0.0583362	0.0011956	0.0512269	0.6728174	0.6808626	0.6825495
700	0.3004860	0.5379176	0.4202519	0.5622373	0.0238677	0.0075268	0.0296060	0.6737633	0.6340654	0.7879594
750	0.2846653	0.4812980	0.4681476	0.6331670	0.0326353	0.0041381	0.0253671	0.6169160	0.7158136	0.7428633
800	0.2415448	0.5171295	0.4803839	0.7105973	0.0100978	0.0202820	0.0351471	0.5819426	0.6643416	0.6942578
850	0.2631180	0.4023678	0.4217696	0.6913925	0.0157258	0.0089866	0.0337698	0.6620474	0.8642084	0.6590565
900	0.2245750	0.4009926	0.4324289	0.7539482	0.0300235	0.0021072	0.0544693	0.7146417	0.8673608	0.6251610
950	0.1599089	0.3908078	0.5875613	0.7201615	0.0160664	0.0225997	0.0239949	0.6902445	0.8420425	0.6806795
1000	0.1441479	0.3488227	0.4246269	0.7338912	0.0117670	0.0254506	0.0286548	0.7521523	0.8332129	0.6528947
