"Time"	YPL202C	YML007W	YKL185W	YLR131C	YIL131C	YDR501W	YNL216W	YBR049C	YDL020C	YKL062W
450	0.8500372	0.8269096	0.5698877	0.8989283	0.1047929	0.6425406	0.9935179	0.0415458	0.2820321	0.7150663
500	0.8500362	0.8269151	0.5673339	0.8993640	0.1048519	0.6419748	0.9930431	0.0416564	0.2819506	0.7149097
550	0.4557687	0.4371824	0.5715794	0.7944940	0.3932443	0.6415846	0.9928013	0.0408466	0.2641624	0.5945955
600	0.2379137	0.3336084	0.6307986	0.5587601	0.4780164	0.6413852	0.9932083	0.0343804	0.2219037	0.5614317
650	0.1317150	0.3093145	0.7500318	0.4078541	0.5029668	0.6416105	0.9949022	0.0268201	0.1961677	0.5523687
700	0.0897071	0.3052747	0.8553701	0.3377075	0.5102425	0.6424057	0.9968364	0.0223546	0.1852965	0.5501103
750	0.0748582	0.3054527	0.9149489	0.3084475	0.5121886	0.6434261	0.9981559	0.0202368	0.1810997	0.5497946
800	0.0700393	0.3060239	0.9422900	0.2969416	0.5124918	0.6442949	0.9988750	0.0193121	0.1795867	0.5499669
850	0.0686229	0.3063561	0.9538172	0.2926698	0.5123221	0.6448871	0.9992299	0.0189268	0.1791105	0.5501893
900	0.0682616	0.3064881	0.9584954	0.2912230	0.5120717	0.6452411	0.9993968	0.0187734	0.1790064	0.5503542
950	0.0681891	0.3065218	0.9603315	0.2908249	0.5118631	0.6454358	0.9994731	0.0187160	0.1790165	0.5504563
1000	0.0681806	0.3065194	0.9610147	0.2907822	0.5117193	0.6455371	0.9995073	0.0186965	0.1790490	0.5505137

0	0.0681852	0.3064846	0.9613787	0.2909870	0.5115147	0.6456383	0.9995348	0.0186909	0.1791191	0.5505765
50	0.0685866	0.3257955	0.9513616	0.2910107	0.5115162	0.6456297	0.9992413	0.0691823	0.4679685	0.5505738
100	0.0740410	0.3673527	0.9493480	0.2910177	0.5115497	0.6434872	0.9550922	0.1998991	0.4785886	0.5500419
150	0.0843917	0.3860317	0.9489427	0.2909366	0.5133715	0.5981099	0.6911505	0.2667561	0.4783387	0.5377716
200	0.0935133	0.3940587	0.9489256	0.2894233	0.5292162	0.4493319	0.4386627	0.2895287	0.4739282	0.4916956
250	0.0997170	0.4020251	0.9495356	0.2812119	0.5778264	0.2802031	0.3069421	0.2891523	0.4643134	0.4192431
300	0.1046260	0.4130922	0.9520257	0.2609368	0.6567449	0.1840973	0.2529094	0.2756253	0.4548148	0.3466451
350	0.1098962	0.4264602	0.9572521	0.2324389	0.7380447	0.1469953	0.2402690	0.2596436	0.4494023	0.2927752
400	0.1160298	0.4393446	0.9639729	0.2054399	0.7983812	0.1352312	0.2484572	0.2480309	0.4472109	0.2621685
450	0.1224317	0.4492521	0.9700432	0.1855860	0.8339912	0.1329792	0.2643566	0.2415362	0.4464508	0.2503649
500	0.1280877	0.4553874	0.9743862	0.1731228	0.8514642	0.1345626	0.2797794	0.2384111	0.4462031	0.2501572
550	0.1294132	0.4152469	0.9870294	0.1661266	0.8581505	0.1379831	0.3175047	0.1263273	0.1390477	0.2557001
600	0.1192503	0.3901152	0.9905444	0.1626176	0.8581217	0.1562990	0.5258025	0.0552417	0.1277788	0.2781691
650	0.1081634	0.3793991	0.9917466	0.1614348	0.8430058	0.2455123	0.7842173	0.0301279	0.1278842	0.3429518
700	0.1003915	0.3679468	0.9921639	0.1634110	0.7892401	0.4021204	0.9185036	0.0213603	0.1301127	0.4222902
750	0.0941736	0.3529105	0.9920340	0.1716383	0.7054112	0.5254312	0.9706472	0.0183395	0.1362516	0.4815166
800	0.0880631	0.3376481	0.9911059	0.1880842	0.6286622	0.5914548	0.9894410	0.0173912	0.1465398	0.5163897
850	0.0822215	0.3254142	0.9889707	0.2107188	0.5759321	0.6221614	0.9960770	0.0172603	0.1577772	0.5345635
900	0.0773341	0.3171197	0.9853907	0.2345584	0.5448044	0.6357214	0.9984001	0.0174830	0.1667544	0.5433739
950	0.0737454	0.3121140	0.9806243	0.2549428	0.5279677	0.6415479	0.9992021	0.0178227	0.1725743	0.5474414
1000	0.0713710	0.3093303	0.9754572	0.2697658	0.5193656	0.6439966	0.9994675	0.0181382	0.1758709	0.5492517

0	0.0681852	0.3064846	0.9613787	0.2909870	0.5115147	0.6456383	0.9995348	0.0186909	0.1791191	0.5505765
50	0.5385561	0.3032142	0.9612895	0.2923329	0.4859759	0.9680061	0.9995333	0.0187971	0.1911043	0.6272548
100	0.6588014	0.2951294	0.9604600	0.3048059	0.4406319	0.9932446	0.9995215	0.0198735	0.2170977	0.6483520
150	0.6891192	0.2887683	0.9566769	0.3291512	0.4125163	0.9952205	0.9994548	0.0224276	0.2367654	0.6541547
200	0.6964580	0.2854753	0.9490197	0.3547282	0.3992683	0.9953746	0.9992696	0.0255690	0.2472075	0.6557422
250	0.6980759	0.2840957	0.9391497	0.3740733	0.3936944	0.9953854	0.9989352	0.0281518	0.2518925	0.6561557
300	0.6983591	0.2835797	0.9297210	0.3860062	0.3914864	0.9953839	0.9985007	0.0298007	0.2538044	0.6562280
350	0.6983736	0.2834006	0.9224724	0.3924364	0.3906440	0.9953808	0.9980686	0.0306967	0.2545231	0.6561923
400	0.6983538	0.2833451	0.9177281	0.3955921	0.3903308	0.9953774	0.9977205	0.0311313	0.2547551	0.6561234
450	0.6983400	0.2833337	0.9149740	0.3970401	0.3902168	0.9953744	0.9974818	0.0313214	0.2547966	0.6560522
500	0.6983337	0.2833370	0.9135136	0.3976720	0.3901762	0.9953721	0.9973376	0.0313934	0.2547707	0.6559928
550	0.2243900	0.2863249	0.9128274	0.3964713	0.4087624	0.6717417	0.9972661	0.0307227	0.2356676	0.5791744
600	0.1036374	0.2932814	0.9138809	0.3821294	0.4507526	0.6463562	0.9974170	0.0268652	0.2059279	0.5580207
650	0.0739721	0.2992327	0.9198878	0.3552194	0.4824900	0.6444519	0.9979452	0.0229704	0.1900619	0.5522223
700	0.0676373	0.3029764	0.9303618	0.3294353	0.4993288	0.6445460	0.9985479	0.0206841	0.1833023	0.5507008
750	0.0669401	0.3049521	0.9412001	0.3114866	0.5068898	0.6448551	0.9989893	0.0195650	0.1806078	0.5503784
800	0.0673211	0.3058768	0.9495593	0.3010115	0.5099495	0.6451389	0.9992529	0.0190581	0.1795865	0.5503746
850	0.0677147	0.3062703	0.9549667	0.2955510	0.5110804	0.6453436	0.9993949	0.0188389	0.1792273	0.5504342
900	0.0679568	0.3064226	0.9580913	0.2929336	0.5114528	0.6454733	0.9994671	0.0187479	0.1791174	0.5504888
950	0.0680805	0.3064745	0.9597570	0.2917659	0.5115513	0.6455488	0.9995024	0.0187118	0.1790939	0.5505258
1000	0.0681367	0.3064885	0.9605890	0.2912805	0.5115623	0.6455902	0.9995191	0.0186983	0.1790961	0.5505481

0	0.0681852	0.3064846	0.9613787	0.2909870	0.5115147	0.6456383	0.9995348	0.0186909	0.1791191	0.5505765
50	0.6668834	0.2935135	0.9691322	0.1812096	0.5008174	0.7622841	0.8192218	0.0192833	0.2413299	0.8593306
100	0.8198606	0.2685039	0.9827547	0.1533054	0.4840406	0.7324810	0.7574468	0.0406461	0.4194858	0.9432572
150	0.8586074	0.2835240	0.9899871	0.1495355	0.4795893	0.7001251	0.7245667	0.1833824	0.5530804	0.9655209
200	0.8689025	0.3269048	0.9926404	0.1503416	0.4842785	0.6630694	0.4898058	0.3929667	0.6115386	0.9707592
250	0.8726220	0.3587016	0.9934515	0.1496620	0.4974355	0.5731901	0.2105043	0.5341144	0.6291675	0.9694548
300	0.8746792	0.3733278	0.9937890	0.1454746	0.5238166	0.5026163	0.0844551	0.6012129	0.6299049	0.9650166
350	0.8759124	0.3778077	0.9942379	0.1372753	0.5538796	0.4806944	0.0358282	0.6243547	0.6254306	0.9603887
400	0.8765438	0.3780600	0.9949448	0.1275335	0.5757015	0.4765748	0.0176925	0.6269490	0.6205962	0.9570807
450	0.8767933	0.3771155	0.9957505	0.1192591	0.5877063	0.4759717	0.0110741	0.6222086	0.6169743	0.9551814
500	0.8768506	0.3761517	0.9964457	0.1136141	0.5933242	0.4758925	0.0087765	0.6163761	0.6147143	0.9542308
550	0.2958025	0.3817571	0.9949299	0.2066697	0.6376388	0.1410359	0.0749582	0.5549372	0.3956028	0.3347307
600	0.1458178	0.3558774	0.9892741	0.2183599	0.7368461	0.1150604	0.1026668	0.2535064	0.1596467	0.1789869
650	0.1038857	0.3679760	0.9856073	0.2014509	0.8130586	0.1137148	0.1639833	0.1000997	0.1289799	0.1515381
700	0.0950507	0.3834321	0.9860751	0.1825415	0.8531704	0.1195924	0.4280202	0.0457990	0.1268295	0.1797882
750	0.0964005	0.3883937	0.9882741	0.1697974	0.8639729	0.1840647	0.7506562	0.0268124	0.1267804	0.2751037
800	0.0983178	0.3812887	0.9902589	0.1640435	0.8267756	0.3533031	0.9081526	0.0201866	0.1276680	0.3866349
850	0.0969710	0.3647590	0.9913715	0.1669464	0.7399261	0.5021122	0.9673484	0.0178933	0.1318969	0.4651390
900	0.0921178	0.3458621	0.9913511	0.1802566	0.6510834	0.5819697	0.9883731	0.0171669	0.1415635	0.5093014
950	0.0856897	0.3302870	0.9899144	0.2021079	0.5882021	0.6184152	0.9957337	0.0170864	0.1538546	0.5315843
1000	0.0797165	0.3197265	0.9868392	0.2271097	0.5509459	0.6342449	0.9982946	0.0173253	0.1643392	0.5421444

0	0.0681852	0.3064846	0.9613787	0.2909870	0.5115147	0.6456383	0.9995348	0.0186909	0.1791191	0.5505765
50	0.0477259	0.3066010	0.9675596	0.2052751	0.5123274	0.6161027	0.8154684	0.0186902	0.1786810	0.5428015
100	0.0425505	0.3080552	0.9792043	0.1805254	0.5213212	0.5463371	0.7525272	0.0186273	0.1744748	0.5201015
150	0.0415925	0.3116657	0.9862609	0.1703560	0.5419994	0.4894401	0.7310076	0.0183838	0.1666678	0.4973693
200	0.0421464	0.3163727	0.9897032	0.1612326	0.5673592	0.4566138	0.7236580	0.0180211	0.1591954	0.4816618
250	0.0433605	0.3207631	0.9916624	0.1513144	0.5896228	0.4404454	0.7211580	0.0176875	0.1539669	0.4726794
300	0.0447459	0.3240955	0.9930888	0.1421381	0.6054704	0.4331176	0.7203160	0.0174492	0.1508383	0.4680952
350	0.0459846	0.3262956	0.9942055	0.1349513	0.6152577	0.4299584	0.7200380	0.0173007	0.1491184	0.4659245
400	0.0469324	0.3276097	0.9950345	0.1299871	0.6207257	0.4286424	0.7199496	0.0172152	0.1482232	0.4649493
450	0.0475790	0.3283380	0.9956039	0.1268639	0.6235651	0.4281088	0.7199235	0.0171684	0.1477766	0.4645283
500	0.0479829	0.3287187	0.9959691	0.1250357	0.6249604	0.4278975	0.7199170	0.0171439	0.1475617	0.4643521
550	0.0686672	0.3287553	0.9944754	0.2000657	0.6241506	0.4648999	0.9039969	0.0171319	0.1477452	0.4741745
600	0.0739408	0.3270521	0.9894690	0.2217616	0.6100312	0.5416964	0.9669437	0.0171447	0.1504862	0.4998203
650	0.0748385	0.3229442	0.9845328	0.2319455	0.5830102	0.5953124	0.9884678	0.0172306	0.1564123	0.5223470
700	0.0741110	0.3179609	0.9808630	0.2426446	0.5563093	0.6230575	0.9958245	0.0174202	0.1634764	0.5364177
750	0.0727518	0.3136493	0.9776727	0.2548768	0.5368771	0.6359272	0.9983323	0.0176922	0.1695697	0.5439338
800	0.0713414	0.3105947	0.9743662	0.2664901	0.5248872	0.6415924	0.9991783	0.0179853	0.1738193	0.5476061
850	0.0701846	0.3086940	0.9710091	0.2757392	0.5182004	0.6440025	0.9994539	0.0182393	0.1763827	0.5492982
900	0.0693640	0.3076127	0.9679722	0.2821632	0.5147194	0.6449990	0.9995352	0.0184253	0.1777817	0.5500450
950	0.0688386	0.3070365	0.9655530	0.2861834	0.5129976	0.6453990	0.9995523	0.0185453	0.1784932	0.5503630
1000	0.0685271	0.3067445	0.9638316	0.2885059	0.5121801	0.6455538	0.9995505	0.0186158	0.1788366	0.5504938

0	0.0681852	0.3064846	0.9613787	0.2909870	0.5115147	0.6456383	0.9995348	0.0186909	0.1791191	0.5505765
50	0.0681494	0.3054264	0.9613113	0.2910107	0.5115161	0.6456357	0.9995334	0.0187237	0.1827520	0.5753043
100	0.0678626	0.3027655	0.9612835	0.2910184	0.5115175	0.6456340	0.9995298	0.0189824	0.1897355	0.5821077
150	0.0672685	0.3005311	0.9612726	0.2910204	0.5115187	0.6456310	0.9995158	0.0194256	0.1944844	0.5839788
200	0.0666267	0.2992179	0.9612685	0.2910206	0.5115201	0.6456229	0.9994889	0.0198399	0.1968667	0.5844915
250	0.0661300	0.2985645	0.9612672	0.2910199	0.5115228	0.6456085	0.9994557	0.0201238	0.1979090	0.5846286
300	0.0658146	0.2982688	0.9612670	0.2910184	0.5115275	0.6455898	0.9994245	0.0202862	0.1983320	0.5846611
350	0.0656386	0.2981430	0.9612673	0.2910159	0.5115341	0.6455707	0.9994005	0.0203690	0.1984949	0.5846649
400	0.0655491	0.2980923	0.9612681	0.2910122	0.5115416	0.6455545	0.9993843	0.0204080	0.1985543	0.5846615
450	0.0655065	0.2980729	0.9612692	0.2910078	0.5115488	0.6455423	0.9993746	0.0204253	0.1985742	0.5846572
500	0.0654874	0.2980661	0.9612706	0.2910031	0.5115550	0.6455341	0.9993691	0.0204326	0.1985797	0.5846538
550	0.0655043	0.2991048	0.9612722	0.2909987	0.5115598	0.6455290	0.9993664	0.0203779	0.1942605	0.5599199
600	0.0657694	0.3017031	0.9612738	0.2909950	0.5115632	0.6455265	0.9993712	0.0199922	0.1869165	0.5531137
650	0.0663370	0.3039142	0.9612751	0.2909922	0.5115652	0.6455292	0.9993938	0.0194863	0.1825327	0.5512418
700	0.0669678	0.3052519	0.9612762	0.2909903	0.5115652	0.6455406	0.9994291	0.0191129	0.1805050	0.5507300
750	0.0674712	0.3059377	0.9612770	0.2909897	0.5115624	0.6455591	0.9994643	0.0188965	0.1796533	0.5505947
800	0.0678002	0.3062558	0.9612774	0.2909906	0.5115567	0.6455795	0.9994915	0.0187856	0.1793144	0.5505636
850	0.0679885	0.3063935	0.9612773	0.2909933	0.5115493	0.6455975	0.9995096	0.0187331	0.1791853	0.5505604
900	0.0680863	0.3064499	0.9612765	0.2909973	0.5115417	0.6456110	0.9995204	0.0187095	0.1791384	0.5505635
950	0.0681336	0.3064718	0.9612754	0.2910020	0.5115350	0.6456201	0.9995264	0.0186993	0.1791226	0.5505670
1000	0.0681551	0.3064797	0.9612739	0.2910065	0.5115297	0.6456258	0.9995295	0.0186952	0.1791180	0.5505697

0	0.0681852	0.3064846	0.9613787	0.2909870	0.5115147	0.6456383	0.9995348	0.0186909	0.1791191	0.5505765
50	0.0710063	0.4190234	0.9613113	0.2910098	0.5116082	0.6346602	0.7524040	0.6274039	0.9417401	0.6722870
100	0.1023011	0.5388404	0.9612915	0.2906121	0.5203998	0.4693838	0.3406489	0.8653473	0.9713740	0.6773505
150	0.1506983	0.5747018	0.9615730	0.2847128	0.5701912	0.2468398	0.1853168	0.9493494	0.9727327	0.6264377
200	0.1877432	0.5950073	0.9635941	0.2639454	0.6637507	0.1481985	0.1307280	0.9787184	0.9718595	0.5667546
250	0.2125422	0.6194224	0.9689376	0.2318355	0.7576022	0.1221903	0.1116855	0.9889532	0.9707334	0.5221369
300	0.2331043	0.6471671	0.9763089	0.2018985	0.8213290	0.1161074	0.1050469	0.9925064	0.9699483	0.4956010
350	0.2532720	0.6726229	0.9829184	0.1810115	0.8556883	0.1145342	0.1027298	0.9937336	0.9695141	0.4818069
400	0.2724161	0.6921096	0.9874691	0.1686087	0.8719082	0.1140498	0.1019197	0.9941548	0.9692939	0.4752085
450	0.2886216	0.7051360	0.9901672	0.1619162	0.8789880	0.1138784	0.1016359	0.9942982	0.9691855	0.4722188
500	0.3008105	0.7130193	0.9916417	0.1585303	0.8819338	0.1138131	0.1015363	0.9943465	0.9691330	0.4709141
550	0.2984298	0.5548093	0.9924100	0.1568987	0.8831231	0.1137878	0.1016715	0.6257977	0.1674061	0.2363821
600	0.2311632	0.4256169	0.9927972	0.1561429	0.8835929	0.1137957	0.1056492	0.2316859	0.1294286	0.1719336
650	0.1622516	0.3987643	0.9929867	0.1558046	0.8837523	0.1140618	0.1495589	0.0917378	0.1269008	0.1570765
700	0.1260295	0.3952692	0.9930769	0.1556635	0.8834349	0.1187964	0.4062616	0.0428447	0.1266705	0.1790892
750	0.1112534	0.3930051	0.9931171	0.1557137	0.8769858	0.1778578	0.7420642	0.0257783	0.1267302	0.2697663
800	0.1050396	0.3836130	0.9931128	0.1569840	0.8347537	0.3457069	0.9054508	0.0198248	0.1275325	0.3823181
850	0.0999955	0.3662859	0.9929418	0.1631104	0.7458381	0.4978907	0.9664843	0.0177648	0.1315319	0.4627327
900	0.0935569	0.3468934	0.9922413	0.1777302	0.6548689	0.5801296	0.9880933	0.0171162	0.1410178	0.5081334
950	0.0864309	0.3309274	0.9904938	0.2002016	0.5903160	0.6176588	0.9956434	0.0170585	0.1533468	0.5310541
1000	0.0801182	0.3200897	0.9872879	0.2256788	0.5520320	0.6339385	0.9982661	0.0173034	0.1639906	0.5419132
