"Time"	YGL181W	YGL071W	YKL015W	YKL109W	YGL035C	YGL209W	YCR065W	YER040W	YEL009C	YDR259C
800	0.4459200	0.5166830	0.6494418	0.8175670	0.3944734	1.0483517	0.2468997	1.0136738	0.0804665	0.8948535
850	0.4266939	0.4877564	0.6865155	0.8597864	0.2915196	0.9554184	0.2073046	0.9990346	0.0971775	0.8912905
900	0.4220548	0.5320014	0.5696073	0.8116503	0.2955777	0.9303777	0.2460838	0.9297235	0.1245872	0.9340311
950	0.4050530	0.6610536	0.6105232	0.8308959	0.3420389	1.0120661	0.2387594	0.9880945	0.1540939	0.9771284
1000	0.4219903	0.6000598	0.5975434	0.8934551	0.3189385	0.8708172	0.2443661	0.9838653	0.1400455	1.0066438

0	0.4350688	0.6376198	0.6343319	0.8023831	0.4011398	1.0510882	0.2774931	1.0364001	0.1091703	1.0287187
50	0.5055416	0.5284704	0.6525384	0.9433798	0.4068028	1.0122112	0.2939009	0.7062473	0.1519961	0.8337333
100	0.5041908	0.4721809	0.6963454	0.8104008	0.3399829	0.9865709	0.4465185	0.4024020	0.0999275	0.5488512
150	0.4394841	0.4490491	0.6394454	0.8101689	0.3919161	0.8826783	0.6666017	0.1741115	0.1135161	0.3166008
200	0.4199770	0.4581419	0.6275402	0.7941207	0.3852255	0.8190865	0.9227650	0.0862505	0.1347994	0.2871872
250	0.3478344	0.5076886	0.6073475	0.6727578	0.4239602	0.6748145	0.9994982	0.0381279	0.1070451	0.2896393
300	0.3769290	0.5716752	0.5423354	0.6688138	0.5032345	0.5092879	1.0274515	0.0189296	0.1989924	0.2699805
350	0.4155586	0.5298328	0.5911290	0.7474164	0.5339543	0.3860772	1.0085144	0.0130422	0.3448600	0.2994222
400	0.4255172	0.5930009	0.4745082	0.7626837	0.5084220	0.4462439	1.0987487	0.0064946	0.4997679	0.3117386
450	0.3943273	0.7541337	0.3222624	0.7748966	0.5351284	0.3984802	1.0883494	0.0078880	0.7889822	0.2797912
500	0.3821084	0.9012057	0.2516775	0.7340752	0.6281831	0.3747155	0.9898425	0.0000000	0.8503008	0.2720099
550	0.2784566	0.8620871	0.1753620	0.7616825	0.6106904	0.3372566	0.9938803	0.0635977	0.8214834	0.4801808
600	0.2161089	0.9481623	0.1678300	0.8367992	0.6020682	0.3061940	1.0319819	0.1015046	0.4213737	0.7385582
650	0.2035645	1.0289708	0.3093545	0.7850727	0.6003700	0.3682484	1.0390890	0.2146839	0.2320870	0.7869369
700	0.2974430	1.1230315	0.3935236	0.7773955	0.5840494	0.4454888	0.9401485	0.3218295	0.1770274	0.8626895
750	0.3462178	0.9508778	0.4567684	0.8553932	0.5790574	0.4458974	0.8072300	0.5196402	0.1137039	0.9424689
800	0.4242079	0.9523295	0.5445300	0.8625061	0.4734211	0.5316670	0.6549442	0.6848559	0.0973361	0.9279759
850	0.6026305	0.7717344	0.5517659	0.8663150	0.5017410	0.6990953	0.5344427	0.8185844	0.0952353	0.9778282
900	0.5649112	0.7145840	0.7219964	0.8625807	0.4295041	0.8348077	0.3966336	0.8841891	0.0745219	1.0257806
950	0.5493698	0.6167838	0.6712991	0.8636092	0.4346063	0.8699656	0.3039244	0.9294202	0.0872593	0.9527102
1000	0.5456372	0.6397887	0.6442123	0.8257669	0.3814728	0.9791650	0.2229839	0.9342484	0.1248940	1.0207491

0	0.4350688	0.6376198	0.6343319	0.8023831	0.4011398	1.0510882	0.2774931	1.0364001	0.1091703	1.0287187
50	0.6310581	0.5252719	0.6627941	0.7006299	0.3705669	1.0708763	0.1196647	0.9919005	0.0592863	0.9240047
100	0.6665612	0.5133609	0.6298895	0.7241871	0.2873633	1.0368852	0.0521577	1.0341862	0.0196745	0.9266385
150	0.6644635	0.5444907	0.6714416	0.8243453	0.3045213	1.0333382	0.0170225	1.0172411	0.0176348	1.0338544
200	0.6862649	0.4810143	0.5879310	0.8325155	0.3465086	1.0457130	0.0118189	0.9698568	0.0011088	1.0805062
250	0.6030277	0.4933873	0.6886078	0.8653420	0.3297964	0.9997204	0.0093542	0.9181370	0.0014075	0.9886695
300	0.4971565	0.4738958	0.7116962	0.8804034	0.3928136	1.0634609	0.0104974	0.9178367	0.0039142	1.0180076
350	0.6690889	0.5038316	0.6582251	0.7993565	0.4144205	0.9839532	0.0009945	1.0304185	0.0031344	1.0199505
400	0.7083148	0.5110967	0.6406331	0.8165437	0.4403768	1.0044016	0.0013428	0.9548793	0.0008074	1.0487321
450	0.6892478	0.4742556	0.6110648	0.7548025	0.3517483	0.9331957	0.0062813	0.9630797	0.0003077	0.8638356
500	0.7027361	0.4235526	0.7108465	0.8090591	0.4229700	0.9692341	0.0016467	0.9507886	0.0005326	1.0410758
550	0.6068153	0.4440916	0.6583426	0.8174977	0.4098946	0.9462123	0.1039206	1.0527885	0.0395955	1.0632610
600	0.5508607	0.5481629	0.7248207	0.7591682	0.3913045	0.9967465	0.1677879	1.1050222	0.0849352	1.0829885
650	0.4760602	0.5056754	0.6327987	0.8395200	0.3793352	0.9918193	0.1348547	1.0197109	0.0769977	0.9865330
700	0.4220691	0.4365720	0.6754496	0.8165680	0.3466839	0.9381927	0.1990888	0.9952882	0.1325569	0.9900517
750	0.3956030	0.4823532	0.6431015	0.7865517	0.3321694	0.9298535	0.2512808	0.8736171	0.0985508	0.9765608
800	0.4232310	0.5685024	0.6296859	0.7644565	0.3982442	0.9230827	0.2568009	0.9471166	0.1435621	1.0617168
850	0.4354878	0.5783158	0.5757439	0.7410528	0.4305557	0.9153754	0.2483901	0.9304081	0.1453239	0.9964342
900	0.4806755	0.5470645	0.5711178	0.7883302	0.3900447	1.0580719	0.2682710	0.9912243	0.1135052	1.0303020
950	0.4953640	0.6190895	0.5408230	0.7911789	0.3891217	0.9929029	0.2924304	0.8944961	0.1485680	0.9795070
1000	0.4989795	0.6184716	0.5854723	0.7994108	0.3998578	0.9573986	0.3249056	0.8691507	0.1284426	0.9500015

0	0.4350688	0.6376198	0.6343319	0.8023831	0.4011398	1.0510882	0.2774931	1.0364001	0.1091703	1.0287187
50	0.6103036	0.6137044	0.7060147	0.8819621	0.3619413	1.0056358	0.2522848	0.9228742	0.1270232	1.0241909
100	0.5753557	0.5473373	0.7893365	0.8839290	0.3488812	0.9285705	0.2827574	1.0319336	0.1139655	0.9838041
150	0.5333471	0.4485890	0.7702067	0.8605740	0.3457121	0.9862290	0.2334792	0.9260302	0.0835710	0.9511338
200	0.4525365	0.3700906	0.8605736	0.8646094	0.3837071	1.0374625	0.2506534	0.9635695	0.0670476	1.0636154
250	0.2961087	0.2730986	0.7726682	0.8598329	0.3196586	0.9059560	0.2496982	0.9427133	0.0716177	1.0057945
300	0.3010553	0.2028035	0.7938738	0.7996304	0.3734671	0.8493966	0.2952924	0.9920847	0.0998689	1.0591819
350	0.1954965	0.2487502	0.9017115	0.8365939	0.3881937	0.9391444	0.2109903	1.0426945	0.0921189	0.9641538
400	0.1460172	0.2560289	0.8762411	0.8652641	0.4117029	1.1102552	0.2344316	1.0531945	0.1311004	0.9221514
450	0.2236996	0.2473981	0.8666394	0.7214863	0.4326343	0.9672865	0.2345511	1.0202688	0.1178723	0.9415855
500	0.1810199	0.2000215	0.9419570	0.8328256	0.4862846	1.0003218	0.1928903	0.9756841	0.1052085	1.0263211
550	0.1799743	0.2224016	0.8430275	0.9040468	0.3802265	1.0463420	0.2379703	0.9984370	0.1156558	0.9442048
600	0.1270547	0.2190662	0.7399545	0.8621362	0.3390431	1.0659860	0.2322678	0.9685336	0.1182970	0.9907111
650	0.1629863	0.3148099	0.7101876	0.8193540	0.4133704	1.0187960	0.2346104	1.0775163	0.0952464	0.9480170
700	0.1698671	0.3858576	0.6369301	0.8192387	0.4326150	1.0216723	0.1733286	1.0203738	0.0696770	0.9972686
750	0.2686191	0.4684965	0.6885684	0.8195441	0.3607359	1.0649117	0.2357342	0.9692581	0.0742505	1.1352920
800	0.3223573	0.4491621	0.6789699	0.8844199	0.3544361	1.0075608	0.2294097	1.1064001	0.0910994	1.0312305
850	0.3684459	0.4027073	0.7016461	0.8244769	0.3356520	1.1090891	0.2493805	1.0207796	0.1027898	1.0357942
900	0.3955103	0.4922780	0.7377958	0.7889850	0.2977650	0.9925227	0.2651177	0.9600182	0.0980511	0.9778762
950	0.3501446	0.4431379	0.6575097	0.8046391	0.2613260	1.0336194	0.2319898	0.9150389	0.1092191	1.0213970
1000	0.3210178	0.5019100	0.6118793	0.7493394	0.3178173	1.0368728	0.3008735	1.0530757	0.1448416	0.9821404

0	0.4350688	0.6376198	0.6343319	0.8023831	0.4011398	1.0510882	0.2774931	1.0364001	0.1091703	1.0287187
50	0.5081659	0.5912422	0.5679831	0.6422309	0.3595551	0.9545170	0.2210707	0.7496675	0.1027296	0.8821444
100	0.5275985	0.5608046	0.5490436	0.7973864	0.3781990	1.0288218	0.4061125	0.4782028	0.0840600	0.8308015
150	0.4545946	0.6079423	0.5674505	0.8876534	0.3397865	1.0195886	0.5758533	0.3149136	0.1049190	0.7262412
200	0.4032969	0.5906893	0.6792517	0.8719142	0.3050240	0.9902784	0.7328618	0.2282001	0.0858209	0.7480425
250	0.4623482	0.5367899	0.6812704	0.7630385	0.3675364	0.8491017	0.9491810	0.1931185	0.0997936	0.7126956
300	0.4842912	0.3969155	0.7015199	0.7949715	0.4105515	0.5535297	0.9472985	0.2086479	0.1248175	0.8130447
350	0.4015287	0.4383648	0.6073644	0.8273534	0.4409790	0.4814891	0.8848326	0.1590537	0.1285196	0.8194911
400	0.3009353	0.5481331	0.6422206	0.7079150	0.4613182	0.5044803	0.9761500	0.1623013	0.0910250	0.7833844
450	0.4018497	0.5050376	0.6303401	0.7776878	0.5275702	0.4327351	0.9802600	0.1678415	0.1049012	0.8058125
500	0.4299791	0.4278221	0.5583406	0.8027445	0.5426328	0.4340158	0.9609475	0.1996248	0.0844507	0.7545656
550	0.3939694	0.4693395	0.5873365	0.7705000	0.5349296	0.4414061	1.0032683	0.4257537	0.0995621	0.8435083
600	0.3739528	0.5581914	0.6271474	0.8048011	0.5023623	0.4290199	0.6740838	0.7586782	0.1313786	0.8982466
650	0.4792646	0.5406298	0.5699911	0.7602518	0.5524385	0.5296416	0.4992545	0.8490093	0.1186555	0.8530986
700	0.4689228	0.5981777	0.6672114	0.8118416	0.5361291	0.6906663	0.3645119	0.9419411	0.0751254	0.9908138
750	0.4716149	0.6210858	0.6084010	0.9219789	0.5159490	0.9428682	0.3183749	0.9093404	0.0879818	0.9676293
800	0.5245383	0.5673881	0.5919708	0.9410552	0.4589140	0.9116315	0.3064539	0.9075887	0.1187469	1.0013264
850	0.5534694	0.5867942	0.6750509	0.8459773	0.3831010	0.9628499	0.2405918	0.8809915	0.1524319	1.0195411
900	0.5354904	0.6290726	0.6802070	0.7870734	0.3872393	0.9595929	0.2441615	0.9341503	0.1643253	1.0550866
950	0.4772985	0.5429786	0.6542608	0.8233900	0.3490689	0.9670375	0.2894163	0.8763810	0.1350981	0.9770024
1000	0.5190477	0.6062807	0.5921540	0.7224913	0.3572273	1.0336111	0.2598399	0.8288439	0.1091318	1.0758772
