YPL248C	YOL108C	YIR018W	YJR060W	YGL096W	YKL043W	YER111C	YLR182W	YLR183C	YPR104C
0.2127264	0.1695200	0.8607370	0.4627098	0.5125424	0.8195504	0.7495549	0.9860287	0.0676512	0.9531464
0.3791349	0.0885913	0.9156164	0.4046987	0.2952555	0.3860261	0.5202307	1.0574225	0.0651729	0.9258009
0.5261570	0.2405742	0.4936247	0.2440422	0.4455665	0.4930026	0.4637101	1.0030660	0.1041532	0.9915130
0.3043895	0.0951322	0.9619880	0.2401776	0.2136096	0.3130996	0.4715754	1.0493631	0.0971942	1.0300279
0.1273856	0.0706465	0.6553530	0.7280786	0.2695786	0.9301609	0.8462891	0.9806981	0.0801136	0.9974684
0.2181431	0.0818344	0.7093060	0.7522950	0.2548032	0.5182660	0.9501634	1.0811815	0.0836043	0.9433029
0.1252889	0.0525974	0.6522478	0.7921362	0.2037974	0.3664981	0.5150719	0.9105482	0.0770947	0.9816635
0.3441816	0.1073829	0.8912606	0.3959445	0.2717603	0.1936924	0.4011289	0.5037544	0.0854439	0.8972415
0.2677193	0.0957136	0.7903449	0.5695139	0.3010304	0.7243909	0.7686033	1.1260058	0.0390792	1.0538426
0.3576198	0.1337263	0.9667194	0.4821007	0.3128074	0.4836182	0.5827442	0.9662645	0.1218481	0.5280551
