YGL181W	YGL071W	YKL015W	YKL109W	YGL035C	YGL209W	YCR065W	YER040W	YEL009C	YDR259C
0.0000000	0.7132718	0.5190220	0.8510354	0.3588990	0.9709732	0.2584951	0.9546220	0.1007302	1.0875036
0.0264255	0.0000000	0.6090854	0.8866488	0.3652604	1.0182115	0.1953885	0.9821352	0.0946839	1.0451354
0.0131537	0.9827430	0.0000000	0.7446698	0.4056127	0.9955170	0.2604222	0.9065046	0.1274487	1.0014327
0.4475072	0.9593046	0.3365779	0.0000000	0.3574180	1.0882592	0.2666470	0.8959737	0.1161366	0.9953939
0.3789416	0.5918010	0.5830780	0.8218248	0.0000000	0.9937516	0.1926205	0.9775785	0.1081693	0.8942824
0.4984574	0.7161692	0.5716902	0.6211033	0.9926517	0.0000000	0.2534631	0.9007287	0.1254725	1.0368644
0.4673097	0.5453050	0.6252802	0.8468993	0.4072832	1.0683628	0.0000000	0.9419991	0.0957816	0.9891336
0.1191963	0.9480517	0.2047127	0.8408571	0.5752546	0.3260509	0.9249444	0.0000000	0.9375488	1.0549058
0.3277456	0.3825789	0.7247173	0.8603732	0.3830345	1.0350181	0.2107370	1.0642947	0.0000000	1.1571375
0.0318227	1.0273553	0.0709952	0.4081847	0.6032335	0.3993391	1.0188810	0.1211943	0.9728560	0.0000000
