"Time"	YGL209W	YCR065W	YER040W	YEL009C	YDR259C	YPL177C	YML099C	YKR034W	YCL067C	YJL110C
550	0.9987298	0.9320793	0.8426320	0.9999947	0.0226327	0.5036923	0.5747147	0.1271555	0.9969446	0.7718239
600	0.9983681	0.9320792	0.8426315	0.9999892	0.0355266	0.4909748	0.8319240	0.1271557	0.9969446	0.7718238
650	0.9982459	0.9320789	0.8426296	0.9999682	0.0406378	0.4038149	0.9423481	0.1271558	0.9969446	0.7718238
700	0.9982120	0.9320779	0.8426249	0.9999547	0.0338116	0.3322313	0.9815865	0.1271558	0.9969445	0.7718240
750	0.9982034	0.9320764	0.8426204	0.9999634	0.0250350	0.2912239	0.9943624	0.1271558	0.9969446	0.7718245
800	0.9982013	0.9320754	0.8426195	0.9999779	0.0186611	0.2713271	0.9983207	0.1271557	0.9969446	0.7718250
850	0.9982008	0.9320756	0.8426217	0.9999883	0.0148810	0.2625768	0.9995092	0.1271556	0.9969446	0.7718255
900	0.9982007	0.9320764	0.8426250	0.9999940	0.0128561	0.2589750	0.9998585	0.1271555	0.9969446	0.7718257
950	0.9982007	0.9320774	0.8426279	0.9999968	0.0118348	0.2575622	0.9999596	0.1271554	0.9969446	0.7718255
1000	0.9982007	0.9320782	0.8426300	0.9999981	0.0113397	0.2570281	0.9999885	0.1271554	0.9969446	0.7718252

0	0.9982006	0.9320718	0.8426188	0.9999988	0.0109184	0.2567240	1.0000000	0.1272391	0.9969403	0.7716232
50	0.9909531	0.9315198	0.8350017	0.8683615	0.0108699	0.1740107	1.0000000	0.1272229	0.9969413	0.7717654
100	0.9857032	0.9251508	0.7984131	0.7561627	0.0107293	0.0893983	1.0000000	0.1271996	0.9969435	0.7725451
150	0.9838888	0.9067244	0.7419551	0.7052902	0.0106110	0.0469969	1.0000000	0.1270921	0.9969530	0.7754749
200	0.9832815	0.8771088	0.6888190	0.6844321	0.0105401	0.0294338	1.0000000	0.1266730	0.9969818	0.7813659
250	0.9829538	0.8436759	0.6500956	0.6760849	0.0105027	0.0227870	1.0000000	0.1257386	0.9970381	0.7894346
300	0.9826542	0.8146526	0.6257380	0.6727655	0.0104844	0.0204009	1.0000000	0.1242990	0.9971178	0.7980290
350	0.9823633	0.7939574	0.6117539	0.6714477	0.0104757	0.0195735	1.0000000	0.1225737	0.9972075	0.8056832
400	0.9821159	0.7811186	0.6041932	0.6709247	0.0104718	0.0192936	1.0000000	0.1208504	0.9972927	0.8116221
450	0.9819344	0.7738685	0.6002706	0.6707172	0.0104700	0.0192006	1.0000000	0.1193543	0.9973637	0.8157274
500	0.9818166	0.7700212	0.5982948	0.6706349	0.0104692	0.0191701	1.0000000	0.1181955	0.9974169	0.8182780
550	0.9889974	0.7718167	0.6114542	0.8022398	0.0104689	0.1018735	1.0000000	0.1173769	0.9974533	0.8196043
600	0.9943050	0.8056078	0.6673228	0.9144257	0.0104711	0.1864827	1.0000000	0.1168078	0.9974743	0.8186474
650	0.9964144	0.8567693	0.7314159	0.9652931	0.0104984	0.2288831	1.0000000	0.1165924	0.9974732	0.8134985
700	0.9973352	0.8931041	0.7791744	0.9861492	0.0105736	0.2464458	1.0000000	0.1170748	0.9974392	0.8048823
750	0.9977807	0.9127424	0.8086789	0.9944956	0.0106732	0.2530926	1.0000000	0.1183546	0.9973711	0.7952847
800	0.9979985	0.9225726	0.8252024	0.9978147	0.0107625	0.2554787	1.0000000	0.1201649	0.9972814	0.7868145
850	0.9981035	0.9274264	0.8339341	0.9991324	0.0108262	0.2563060	1.0000000	0.1220943	0.9971878	0.7804445
900	0.9981539	0.9298168	0.8383787	0.9996553	0.0108657	0.2565859	1.0000000	0.1238074	0.9971053	0.7762238
950	0.9981781	0.9309882	0.8405834	0.9998628	0.0108879	0.2566789	1.0000000	0.1251336	0.9970414	0.7737312
1000	0.9981898	0.9315577	0.8416570	0.9999451	0.0108996	0.2567094	1.0000000	0.1260499	0.9969973	0.7724285

0	0.9982006	0.9320718	0.8426188	0.9999988	0.0109184	0.2567240	1.0000000	0.1272391	0.9969403	0.7716232
50	0.9982159	0.9424456	0.8265723	0.6770436	0.0861359	0.2593017	0.9347344	0.1295633	0.9968066	0.6821620
100	0.9982375	0.9264630	0.6997269	0.4014858	0.1844955	0.2731952	0.8766370	0.1469812	0.9955667	0.5465409
150	0.9980786	0.8149843	0.4816301	0.2752402	0.2496562	0.2919272	0.8516949	0.1817248	0.9919237	0.4485428
200	0.9965036	0.5237944	0.2921906	0.2215178	0.2855931	0.3067460	0.8428320	0.2214863	0.9856516	0.4024144
250	0.9831960	0.3057129	0.1705610	0.1983485	0.3038242	0.3156748	0.8399462	0.2557237	0.9792982	0.3948850
300	0.9399193	0.2469220	0.1025671	0.1881529	0.3126655	0.3202454	0.8390521	0.2880924	0.9758969	0.4059464
350	0.8951909	0.2374447	0.0671018	0.1840475	0.3168399	0.3223469	0.8387837	0.3347376	0.9757088	0.4215531
400	0.8721335	0.2361590	0.0493828	0.1836260	0.3187766	0.3232429	0.8387048	0.4042218	0.9772284	0.4354801
450	0.8637207	0.2359728	0.0409844	0.1851742	0.3196636	0.3236042	0.8386819	0.4817305	0.9791257	0.4460918
500	0.8611484	0.2359381	0.0373760	0.1869274	0.3200657	0.3237439	0.8386754	0.5458791	0.9807669	0.4535308
550	0.7367591	0.0805188	0.0595864	0.5069103	0.2451564	0.3204686	0.9039391	0.5761865	0.9829209	0.5520110
600	0.3545219	0.0584542	0.2283425	0.7791118	0.1469702	0.3044976	0.9620360	0.4639665	0.9877687	0.6973892
650	0.2851375	0.2563539	0.4536826	0.9076236	0.0817385	0.2853173	0.9869779	0.3016187	0.9924268	0.8017264
700	0.6735402	0.6356421	0.6241117	0.9625472	0.0456448	0.2714081	0.9958409	0.1966501	0.9953490	0.8501452
750	0.8957962	0.8260172	0.7277615	0.9850126	0.0273187	0.2635156	0.9987266	0.1437821	0.9968277	0.8575239
800	0.9700983	0.8913167	0.7846104	0.9940324	0.0184662	0.2596388	0.9996207	0.1213225	0.9974448	0.8432520
850	0.9909708	0.9147331	0.8140723	0.9976279	0.0143261	0.2579070	0.9998891	0.1143496	0.9976062	0.8219361
900	0.9963845	0.9242455	0.8288227	0.9990575	0.0124331	0.2571839	0.9999680	0.1145422	0.9975460	0.8022652
950	0.9977389	0.9284489	0.8360411	0.9996253	0.0115819	0.2568968	0.9999909	0.1174450	0.9973989	0.7878057
1000	0.9980767	0.9303826	0.8395174	0.9998508	0.0112040	0.2567871	0.9999974	0.1207636	0.9972425	0.7787799

0	0.9982006	0.9320718	0.8426188	0.9999988	0.0109184	0.2567240	1.0000000	0.1272391	0.9969403	0.7716232
50	0.9982016	0.9338534	0.8593691	0.9997703	0.1569199	0.2519374	1.0000000	0.1272194	0.9969545	0.7715757
100	0.9982142	0.9391955	0.8785100	0.9879155	0.3478000	0.2470410	1.0000000	0.1272165	0.9969661	0.7706103
150	0.9982390	0.9431825	0.8874470	0.9335744	0.4741212	0.2445873	1.0000000	0.1273481	0.9969637	0.7688040
200	0.9982608	0.9442338	0.8834224	0.8483282	0.5435523	0.2435709	1.0000000	0.1276567	0.9969492	0.7669771
250	0.9982691	0.9418857	0.8658621	0.7689300	0.5784974	0.2431863	1.0000000	0.1280509	0.9969302	0.7660143
300	0.9982585	0.9359448	0.8386828	0.7122636	0.5952060	0.2430482	1.0000000	0.1283640	0.9969164	0.7665572
350	0.9982270	0.9269641	0.8088249	0.6773629	0.6029325	0.2430003	1.0000000	0.1284302	0.9969164	0.7687984
400	0.9981758	0.9164047	0.7822675	0.6577045	0.6064228	0.2429841	1.0000000	0.1281509	0.9969347	0.7724205
450	0.9981112	0.9061179	0.7618606	0.6472644	0.6079728	0.2429788	1.0000000	0.1275298	0.9969700	0.7767597
500	0.9980430	0.8975289	0.7477458	0.6419453	0.6086521	0.2429770	1.0000000	0.1266632	0.9970165	0.7810952
550	0.9979750	0.8817568	0.6938487	0.6610977	0.4629215	0.2477629	1.0000000	0.1257083	0.9970541	0.7853584
600	0.9978303	0.8452618	0.6551630	0.7674750	0.2721492	0.2526592	1.0000000	0.1247515	0.9970958	0.7915032
650	0.9975977	0.8348504	0.6765328	0.8814492	0.1458816	0.2551128	1.0000000	0.1235474	0.9971547	0.7980750
700	0.9975161	0.8603568	0.7260067	0.9480719	0.0764823	0.2561291	1.0000000	0.1221365	0.9972186	0.8010549
750	0.9976517	0.8900675	0.7713818	0.9786343	0.0415566	0.2565138	1.0000000	0.1210743	0.9972604	0.7990748
800	0.9978481	0.9097545	0.8026580	0.9914107	0.0248595	0.2566519	1.0000000	0.1208264	0.9972629	0.7937426
850	0.9980007	0.9206518	0.8214034	0.9965746	0.0171394	0.2566997	1.0000000	0.1214106	0.9972282	0.7874135
900	0.9980946	0.9263344	0.8317705	0.9986374	0.0136525	0.2567159	1.0000000	0.1225214	0.9971710	0.7817610
950	0.9981463	0.9292299	0.8372195	0.9994582	0.0121043	0.2567213	1.0000000	0.1237862	0.9971082	0.7775087
1000	0.9981734	0.9306836	0.8399868	0.9997844	0.0114258	0.2567231	1.0000000	0.1249293	0.9970522	0.7747003

0	0.9982006	0.9320718	0.8426188	0.9999988	0.0109184	0.2567240	1.0000000	0.1272391	0.9969403	0.7716232
50	0.9982018	0.9341636	0.8623864	0.9999991	0.0109195	0.2718901	0.6696966	0.1274248	0.9969301	0.7632800
100	0.9982165	0.9403817	0.8852035	0.9999992	0.0112198	0.3780008	0.3756707	0.1288013	0.9968553	0.7494816
150	0.9982454	0.9451993	0.8987220	0.9999990	0.0174089	0.5557557	0.2494410	0.1313799	0.9967153	0.7375396
200	0.9982724	0.9477926	0.9055666	0.9999818	0.0668181	0.7111964	0.2045864	0.1343190	0.9965543	0.7291393
250	0.9982903	0.9490422	0.9088134	0.9988222	0.1979138	0.8078637	0.1899818	0.1369113	0.9964109	0.7239932
300	0.9983004	0.9496022	0.9099777	0.9830159	0.3644818	0.8575959	0.1854569	0.1388457	0.9963029	0.7212185
350	0.9983052	0.9496242	0.9078177	0.9213411	0.5074207	0.8803795	0.1840984	0.1401133	0.9962317	0.7199629
400	0.9983058	0.9485004	0.8974215	0.8159083	0.6068065	0.8900374	0.1836991	0.1408470	0.9961909	0.7197189
450	0.9982993	0.9448287	0.8733042	0.7060622	0.6678045	0.8939095	0.1835835	0.1411883	0.9961731	0.7204735
500	0.9982783	0.9368710	0.8349744	0.6195355	0.7022990	0.8953981	0.1835504	0.1412046	0.9961757	0.7226131
550	0.9982283	0.9143273	0.7275328	0.5614759	0.7189189	0.8575331	0.5138443	0.1406551	0.9962155	0.7353949
600	0.9980475	0.8423817	0.6028793	0.5322294	0.6794316	0.6781435	0.8078676	0.1383970	0.9963645	0.7583129
650	0.9974381	0.7241397	0.5182849	0.5676682	0.5138465	0.4885083	0.9340965	0.1342743	0.9966214	0.7846759
700	0.9959844	0.6335182	0.5049516	0.6986712	0.3158216	0.3672251	0.9789510	0.1290480	0.9969237	0.8093327
750	0.9945164	0.6648669	0.5679603	0.8414138	0.1740696	0.3048769	0.9935555	0.1235127	0.9972048	0.8260805
800	0.9948947	0.7697121	0.6577574	0.9291868	0.0921930	0.2764478	0.9980804	0.1187328	0.9974119	0.8305882
850	0.9962029	0.8510690	0.7324793	0.9706124	0.0496316	0.2644421	0.9994389	0.1158726	0.9975163	0.8242000
900	0.9972042	0.8936155	0.7818477	0.9881463	0.0288069	0.2596392	0.9998382	0.1153240	0.9975198	0.8120685
950	0.9977403	0.9137054	0.8107261	0.9952672	0.0190049	0.2577944	0.9999538	0.1166115	0.9974485	0.7991733
1000	0.9979915	0.9232032	0.8264459	0.9981168	0.0145129	0.2571080	0.9999869	0.1188738	0.9973383	0.7884396

0	0.9982006	0.9320718	0.8426188	0.9999988	0.0109184	0.2567240	1.0000000	0.1272391	0.9969403	0.7716232
50	0.9982006	0.9320760	0.8426265	0.9999991	0.0109140	0.2567239	1.0000000	0.1229718	0.9969412	0.7716030
100	0.9982007	0.9320779	0.8426301	0.9999992	0.0109122	0.2567239	1.0000000	0.1186574	0.9969405	0.7708285
150	0.9982007	0.9320788	0.8426317	0.9999992	0.0109114	0.2567239	1.0000000	0.1166207	0.9969336	0.7693658
200	0.9982007	0.9320792	0.8426325	0.9999992	0.0109111	0.2567239	1.0000000	0.1159777	0.9969198	0.7677888
250	0.9982007	0.9320794	0.8426328	0.9999992	0.0109109	0.2567239	1.0000000	0.1159560	0.9969022	0.7665115
300	0.9982007	0.9320795	0.8426330	0.9999992	0.0109109	0.2567239	1.0000000	0.1161399	0.9968854	0.7656587
350	0.9982007	0.9320795	0.8426331	0.9999992	0.0109108	0.2567239	1.0000000	0.1163417	0.9968719	0.7651769
400	0.9982007	0.9320796	0.8426331	0.9999992	0.0109108	0.2567239	1.0000000	0.1164950	0.9968628	0.7649523
450	0.9982007	0.9320796	0.8426331	0.9999992	0.0109108	0.2567239	1.0000000	0.1165905	0.9968574	0.7648773
500	0.9982007	0.9320796	0.8426331	0.9999992	0.0109108	0.2567239	1.0000000	0.1166404	0.9968546	0.7648747
550	0.9982007	0.9320796	0.8426331	0.9999992	0.0109108	0.2567239	1.0000000	0.1209705	0.9968536	0.7650446
600	0.9982007	0.9320796	0.8426331	0.9999992	0.0109108	0.2567239	1.0000000	0.1253175	0.9968557	0.7660034
650	0.9982007	0.9320796	0.8426331	0.9999992	0.0109108	0.2567239	1.0000000	0.1273325	0.9968646	0.7675754
700	0.9982007	0.9320796	0.8426331	0.9999992	0.0109108	0.2567239	1.0000000	0.1279290	0.9968803	0.7691535
750	0.9982007	0.9320796	0.8426331	0.9999992	0.0109108	0.2567239	1.0000000	0.1279079	0.9968985	0.7703768
800	0.9982007	0.9320796	0.8426331	0.9999992	0.0109108	0.2567239	1.0000000	0.1276963	0.9969152	0.7711718
850	0.9982007	0.9320796	0.8426331	0.9999992	0.0109108	0.2567239	1.0000000	0.1274803	0.9969279	0.7716146
900	0.9982007	0.9320796	0.8426331	0.9999992	0.0109108	0.2567239	1.0000000	0.1273209	0.9969364	0.7718212
950	0.9982007	0.9320796	0.8426331	0.9999992	0.0109108	0.2567239	1.0000000	0.1272230	0.9969413	0.7718927
1000	0.9982007	0.9320796	0.8426331	0.9999992	0.0109108	0.2567239	1.0000000	0.1271718	0.9969438	0.7718992

0	0.9982006	0.9320718	0.8426188	0.9999988	0.0109184	0.2567240	1.0000000	0.1272391	0.9969403	0.7716232
50	0.9984724	0.9320760	0.8426265	0.9999991	0.0109020	0.2490663	0.6445591	0.1272221	0.9969413	0.7717252
100	0.9986689	0.9320779	0.8426301	0.9999992	0.0109425	0.3232367	0.3281565	0.1271986	0.9969425	0.7717862
150	0.9987353	0.9320788	0.8426317	0.9999992	0.0129153	0.4728499	0.1923202	0.1271792	0.9969434	0.7718170
200	0.9987538	0.9320792	0.8426324	0.9999975	0.0313198	0.6049748	0.1440519	0.1271664	0.9969441	0.7718294
250	0.9987585	0.9320793	0.8426311	0.9999157	0.0917424	0.6853019	0.1283358	0.1271592	0.9969444	0.7718322
300	0.9987596	0.9320755	0.8425825	0.9984375	0.1859418	0.7255339	0.1234666	0.1271558	0.9969446	0.7718313
350	0.9987598	0.9320177	0.8420630	0.9897040	0.2803428	0.7435279	0.1220046	0.1271547	0.9969446	0.7718351
400	0.9987595	0.9316513	0.8396202	0.9668589	0.3536154	0.7510046	0.1215749	0.1271540	0.9969447	0.7718814
450	0.9987577	0.9304011	0.8331467	0.9323664	0.4022279	0.7539537	0.1214505	0.1271481	0.9969453	0.7720886
500	0.9987524	0.9276197	0.8216148	0.8960260	0.4312964	0.7550725	0.1214149	0.1271183	0.9969475	0.7726653
550	0.9984632	0.9230267	0.8061426	0.8651877	0.4555370	0.7852892	0.4768457	0.1270281	0.9969534	0.7738238
600	0.9982376	0.9168872	0.7888378	0.8368296	0.4674496	0.6621667	0.7932455	0.1268329	0.9969652	0.7756519
650	0.9981323	0.9096045	0.7715703	0.8320308	0.3778902	0.4888191	0.9290810	0.1265014	0.9969842	0.7780796
700	0.9980672	0.9031112	0.7634018	0.8784723	0.2417751	0.3696740	0.9773491	0.1260282	0.9970103	0.7808397
750	0.9980226	0.9025134	0.7725107	0.9352486	0.1370709	0.3065430	0.9930650	0.1254447	0.9970406	0.7831418
800	0.9980138	0.9085723	0.7916519	0.9708762	0.0746030	0.2772901	0.9979343	0.1248706	0.9970680	0.7839823
850	0.9980426	0.9165145	0.8103058	0.9878592	0.0415347	0.2648151	0.9993962	0.1244954	0.9970838	0.7830719
900	0.9980875	0.9228753	0.8239214	0.9950898	0.0251631	0.2597920	0.9998259	0.1244473	0.9970831	0.7809531
950	0.9981288	0.9269962	0.8324498	0.9980362	0.0173921	0.2578537	0.9999503	0.1247142	0.9970674	0.7784372
1000	0.9981586	0.9293932	0.8373235	0.9992174	0.0138080	0.2571302	0.9999859	0.1251797	0.9970428	0.7761453

0	0.9982006	0.9320718	0.8426188	0.9999988	0.0109184	0.2567240	1.0000000	0.1272391	0.9969403	0.7716232
50	0.9982005	0.9315124	0.8327377	0.7806897	0.0109140	0.2567239	1.0000000	0.1272230	0.9969413	0.7717618
100	0.9981893	0.9200422	0.7630443	0.5937654	0.0109122	0.2567239	1.0000000	0.1272063	0.9969439	0.7729423
150	0.9980947	0.8711749	0.6402061	0.5090113	0.0109114	0.2567239	1.0000000	0.1270766	0.9969592	0.7786094
200	0.9976817	0.7539321	0.5191486	0.4742615	0.0109111	0.2567239	1.0000000	0.1264174	0.9970148	0.7916621
250	0.9961451	0.5786054	0.4299957	0.4603550	0.0109109	0.2567239	1.0000000	0.1248171	0.9971333	0.8111075
300	0.9906899	0.4163783	0.3740077	0.4548248	0.0109109	0.2567239	1.0000000	0.1222907	0.9973066	0.8328806
350	0.9746315	0.3115143	0.3420197	0.4526293	0.0109108	0.2567239	1.0000000	0.1192504	0.9975016	0.8528620
400	0.9420561	0.2554386	0.3248125	0.4517580	0.0109108	0.2567239	1.0000000	0.1161960	0.9976836	0.8687154
450	0.8985738	0.2275429	0.3159250	0.4514123	0.0109108	0.2567239	1.0000000	0.1135013	0.9978321	0.8799393
500	0.8574798	0.2139467	0.3114645	0.4512751	0.0109108	0.2567239	1.0000000	0.1113579	0.9979417	0.8871448
550	0.8281587	0.2173623	0.3372172	0.6705300	0.0109108	0.2567239	1.0000000	0.1097215	0.9980161	0.8911928
600	0.8525110	0.3638541	0.4639324	0.8574329	0.0109108	0.2567239	1.0000000	0.1075498	0.9980603	0.8895295
650	0.9293187	0.6402695	0.6079975	0.9421784	0.0109108	0.2567239	1.0000000	0.1052612	0.9980637	0.8764752
700	0.9744436	0.8132821	0.7118840	0.9769248	0.0109108	0.2567239	1.0000000	0.1049266	0.9980028	0.8537341
750	0.9909961	0.8836081	0.7740806	0.9908300	0.0109108	0.2567239	1.0000000	0.1071249	0.9978691	0.8285239
800	0.9961035	0.9109485	0.8080196	0.9963597	0.0109108	0.2567239	1.0000000	0.1110645	0.9976825	0.8067882
850	0.9975786	0.9224095	0.8255872	0.9985550	0.0109108	0.2567239	1.0000000	0.1155417	0.9974795	0.7909840
900	0.9980030	0.9275513	0.8343847	0.9994262	0.0109108	0.2567239	1.0000000	0.1195891	0.9972954	0.7809434
950	0.9981312	0.9299436	0.8386931	0.9997719	0.0109108	0.2567239	1.0000000	0.1227116	0.9971516	0.7753146
1000	0.9981736	0.9310724	0.8407696	0.9999090	0.0109108	0.2567239	1.0000000	0.1248308	0.9970528	0.7725726

0	0.9982006	0.9320718	0.8426188	0.9999988	0.0109184	0.2567240	1.0000000	0.1272391	0.9969403	0.7716232
50	0.9985499	0.9332734	0.8538061	0.9999991	0.0108716	0.1790463	1.0000000	0.1265309	0.9969771	0.7999492
100	0.9988075	0.9369524	0.8667169	0.9999992	0.0107324	0.0995850	1.0000000	0.1221254	0.9971898	0.8430924
150	0.9989032	0.9399206	0.8743660	0.9999992	0.0106134	0.0597650	1.0000000	0.1149553	0.9975075	0.8764356
200	0.9989369	0.9415708	0.8782389	0.9999993	0.0105414	0.0432712	1.0000000	0.1079286	0.9977951	0.8970001
250	0.9989498	0.9423822	0.8800833	0.9999993	0.0105034	0.0370290	1.0000000	0.1026085	0.9979991	0.9076902
300	0.9989552	0.9427629	0.8809374	0.9999993	0.0104847	0.0347881	1.0000000	0.0992050	0.9981231	0.9121420
350	0.9989575	0.9429380	0.8813276	0.9999993	0.0104759	0.0340111	1.0000000	0.0973187	0.9981893	0.9132398
400	0.9989586	0.9430177	0.8815047	0.9999993	0.0104718	0.0337483	1.0000000	0.0964332	0.9982194	0.9128678
450	0.9989591	0.9430538	0.8815848	0.9999993	0.0104700	0.0336609	1.0000000	0.0961192	0.9982298	0.9120750
500	0.9989593	0.9430701	0.8816209	0.9999993	0.0104692	0.0336323	1.0000000	0.0960837	0.9982307	0.9113415
550	0.9986232	0.9420711	0.8704576	0.9999993	0.0104689	0.1113007	1.0000000	0.0967015	0.9982079	0.8807012
600	0.9983732	0.9387184	0.8575577	0.9999993	0.0104718	0.1907589	1.0000000	0.1005423	0.9980627	0.8349414
650	0.9982754	0.9357029	0.8499136	0.9999993	0.0105022	0.2305780	1.0000000	0.1074023	0.9977910	0.8007143
700	0.9982360	0.9338757	0.8460429	0.9999993	0.0105799	0.2470716	1.0000000	0.1147601	0.9974845	0.7808741
750	0.9982179	0.9329286	0.8441997	0.9999993	0.0106796	0.2533137	1.0000000	0.1206783	0.9972277	0.7716036
800	0.9982091	0.9324714	0.8433460	0.9999993	0.0107674	0.2555545	1.0000000	0.1245399	0.9970559	0.7684843
850	0.9982047	0.9322583	0.8429560	0.9999993	0.0108293	0.2563314	1.0000000	0.1266202	0.9969627	0.7682975
900	0.9982026	0.9321606	0.8427790	0.9999993	0.0108675	0.2565943	1.0000000	0.1275028	0.9969239	0.7691590
950	0.9982016	0.9321162	0.8426989	0.9999993	0.0108888	0.2566817	1.0000000	0.1277248	0.9969152	0.7701514
1000	0.9982011	0.9320961	0.8426628	0.9999993	0.0109001	0.2567103	1.0000000	0.1276555	0.9969197	0.7709286
