"Time"	YIL101C	YPL202C	YML007W	YKL185W	YLR131C	YIL131C	YDR501W	YNL216W	YBR049C	YDL020C
0	0.9383202	0.0718134	0.7041165	0.7429406	0.7508019	0.4983541	0.4326578	0.7662498	1.0627869	0.0289077
50	0.9660094	0.0550943	0.7822823	0.7691598	0.6132653	0.7014575	0.4541671	0.9207334	1.0050809	0.0221148
100	0.9536856	0.0225489	0.8234379	0.8958092	0.4795319	0.5750294	0.4238367	0.8778049	1.0430424	0.0126493
150	0.9986081	0.0047231	0.9057920	0.8612924	0.4762853	0.5423605	0.5422820	0.7922920	1.0964038	0.0102503
200	1.0269994	0.0114611	0.8989356	0.7651381	0.4089551	0.5751539	0.4479898	0.7947008	1.0691770	0.0022142
250	0.9324637	0.0058202	0.9155606	0.9115391	0.4185244	0.5632291	0.5906127	0.7899979	1.0609740	0.0027572
300	1.0344873	0.0015651	0.9285540	0.9019698	0.4525427	0.5450211	0.4942766	0.8675305	1.0438303	0.0028680
350	1.0448684	0.0006314	0.8909921	1.0091791	0.5292468	0.4887083	0.4568473	1.0055007	1.0005084	0.0017570
400	1.0076941	0.0018094	0.9048888	1.0140793	0.5077563	0.4859121	0.4185389	0.9718631	0.9091409	0.0024091
450	1.0455995	0.0017741	0.9529717	1.0361688	0.5451202	0.5131245	0.4143496	0.9557245	1.0766981	0.0017764
500	1.0215591	0.0043562	0.9550112	1.0530671	0.5480188	0.4862727	0.4200793	0.8781494	1.0043950	0.0008506
550	0.9805736	0.0185885	0.9306285	0.9483041	0.6878060	0.5375989	0.5299645	0.8222350	0.9098633	0.0141860
600	0.9497717	0.0735172	0.8792647	0.6980351	0.7708253	0.5768247	0.4398585	0.8133602	0.9435320	0.0139499
650	0.9693783	0.0657233	0.7535762	0.6072576	0.7943926	0.5185139	0.4286013	0.8639716	0.9588064	0.0205892
700	0.9186748	0.0676090	0.7584741	0.6475049	0.7731480	0.5892927	0.4972647	0.8597138	0.9674995	0.0253404
750	1.0081100	0.0505707	0.6893807	0.6552068	0.7857518	0.5787281	0.4249695	0.8044178	1.0372547	0.0311978
800	1.0406280	0.0673046	0.6723204	0.6982094	0.8259041	0.5461974	0.4457730	0.8548389	0.9797594	0.0224672
850	0.9308433	0.0763676	0.7402216	0.6845059	0.8253752	0.5261428	0.4046277	0.8464627	0.9036839	0.0250534
900	0.9625209	0.0444822	0.6924640	0.6801860	0.6707556	0.5699143	0.4242139	0.8699219	0.9301153	0.0272780
950	0.9131371	0.0356257	0.7414175	0.7288522	0.8119761	0.5494616	0.4775691	0.7967979	1.0171532	0.0149686
1000	0.8914521	0.0372140	0.7337328	0.6972899	0.7702301	0.5151034	0.4054615	0.7802663	1.0149751	0.0189430

0	0.9383202	0.0718134	0.7041165	0.7429406	0.7508019	0.4983541	0.4326578	0.7662498	1.0627869	0.0289077
50	0.8411595	0.0488858	0.6194407	0.7482991	0.7373136	0.5737252	0.3036103	0.8327889	0.9614921	0.0300032
100	0.7731506	0.0172143	0.6803484	0.6667410	0.6951119	0.6188023	0.2415274	0.7860787	0.9410832	0.0125180
150	0.7526119	0.0066990	0.7287954	0.6965121	0.7048549	0.5209113	0.2198296	0.9164701	0.9601700	0.0155400
200	0.7901422	0.0007362	0.7376748	0.7301986	0.7301543	0.3832137	0.1771271	0.9568901	0.9738235	0.0057012
250	0.7031356	0.0006602	0.6367930	0.6195326	0.9425056	0.3595619	0.1692503	0.9464673	1.0341799	0.0059293
300	0.7127450	0.0015743	0.6583567	0.7671421	0.9172428	0.3381201	0.1765643	1.0112903	0.9930159	0.0091753
350	0.6697209	0.0021516	0.6315557	0.7703775	0.8796403	0.3923629	0.1876854	0.9942192	1.0489893	0.0061820
400	0.6595107	0.0014451	0.6480071	0.6831746	0.9518285	0.3699955	0.1694464	1.0214658	0.9422289	0.0079308
450	0.6996466	0.0012346	0.6752150	0.7847631	0.8462452	0.3443041	0.1792590	0.9570422	0.9418814	0.0042536
500	0.6735214	0.0022201	0.7753632	0.6874111	0.9328831	0.3271919	0.1611992	0.8768148	0.9564042	0.0045945
550	0.8664123	0.0230142	0.7391320	0.7271591	0.8194143	0.3068781	0.3367086	0.9080127	0.9053408	0.0144138
600	0.9878031	0.0422581	0.7353524	0.8372604	0.8018065	0.3533810	0.3998237	0.8852680	1.0202211	0.0242799
650	0.8606225	0.0684447	0.7287474	0.7137222	0.8388000	0.4609542	0.4825062	0.8730343	1.0035244	0.0267421
700	0.9361239	0.0826055	0.7350334	0.8145194	0.8724405	0.5169747	0.4082305	0.8260543	0.9672326	0.0244828
750	0.8607105	0.0949805	0.7095475	0.7988365	0.7863263	0.4763235	0.4445510	0.8626586	0.8779786	0.0278824
800	0.9508697	0.0749873	0.7255389	0.8212116	0.7579203	0.5529182	0.4562732	0.9214204	0.9681186	0.0495320
850	0.8373069	0.0789755	0.7131264	0.6757688	0.8035029	0.5251377	0.4326181	0.8057605	0.8731470	0.0500895
900	1.0094219	0.0651831	0.7490011	0.6239119	0.7880171	0.5828278	0.3866830	0.6856234	1.0062969	0.0548297
950	0.8768778	0.0911849	0.6402777	0.7229123	0.7661392	0.5068924	0.4807281	0.7538082	0.9895327	0.0371073
1000	0.8888729	0.0631694	0.6311448	0.5890011	0.7489211	0.5644933	0.4593606	0.8425719	1.0451599	0.0346701

0	0.9383202	0.0718134	0.7041165	0.7429406	0.7508019	0.4983541	0.4326578	0.7662498	1.0627869	0.0289077
50	1.0700557	0.0206986	0.6617991	0.8345748	0.7907921	0.6559208	0.2167452	0.7849655	0.9156127	0.0161181
100	1.0256789	0.0132171	0.6691036	0.8627471	0.6721251	0.5355006	0.0942914	0.6862208	0.8597902	0.0139569
150	0.8846558	0.0036535	0.6932159	0.9146007	0.7802873	0.5265670	0.0558816	0.7825862	0.8968849	0.0099214
200	0.9963906	0.0010268	0.7527362	0.8993340	0.8027825	0.4711181	0.0398126	0.8393776	0.9621676	0.0017301
250	1.0662290	0.0048802	0.7886661	0.9399848	0.7539676	0.3963338	0.0336937	0.9079472	0.9890862	0.0020110
300	1.0038966	0.0010301	0.6880821	0.8392242	0.7116296	0.4026722	0.0584386	0.7743352	0.9867562	0.0011844
350	0.9886608	0.0012435	0.6760196	0.8658011	0.8956918	0.3315478	0.0462672	0.7755134	0.9539255	0.0058872
400	1.0086280	0.0000038	0.6451739	0.8483973	0.8518569	0.3727105	0.0422601	0.8167357	1.0064336	0.0021990
450	1.0481637	0.0041797	0.6562690	0.8572200	0.8299251	0.3960751	0.0534709	0.8167266	0.9717205	0.0046208
500	0.9854543	0.0027308	0.7174362	0.9839321	0.9452702	0.3859253	0.0610313	0.7925116	0.9560269	0.0021121
550	0.9545376	0.0268907	0.7428094	0.8875496	0.9741873	0.3193462	0.2641364	0.7478868	0.9104074	0.0084257
600	1.0067210	0.0515777	0.7109173	0.7821712	0.9137954	0.3894056	0.3857526	0.7138187	1.0572215	0.0333575
650	1.0810593	0.0552999	0.7695033	0.8502636	0.9795701	0.4568848	0.4603450	0.7439826	1.0509286	0.0323386
700	0.9683415	0.0750824	0.7858516	0.7740518	0.8765823	0.4738247	0.4943288	0.8028480	1.0660196	0.0311641
750	1.0358873	0.0656749	0.7923280	0.7690179	0.8297576	0.4928295	0.4187539	0.7969076	0.9495735	0.0223436
800	0.9928203	0.0869004	0.7145019	0.7485113	0.7674075	0.5649429	0.5008098	0.7072580	0.9927020	0.0141625
850	0.8966211	0.0613731	0.6463874	0.6592949	0.8112227	0.6236899	0.5085374	0.7666096	0.9655561	0.0276115
900	0.9295931	0.1173567	0.6209623	0.6686868	0.6740179	0.5242908	0.4486176	0.7900079	0.9638526	0.0318523
950	0.9016183	0.0773120	0.7094947	0.6934947	0.7897290	0.5078919	0.4698292	0.7685849	1.0007903	0.0367394
1000	0.9607432	0.1052887	0.8051098	0.6107354	0.8336506	0.5142767	0.4089859	0.7240106	1.0199857	0.0618414

0	0.9383202	0.0718134	0.7041165	0.7429406	0.7508019	0.4983541	0.4326578	0.7662498	1.0627869	0.0289077
50	0.9317086	0.0566305	0.7173916	0.7846037	0.6852623	0.5930163	0.3958500	0.8313678	1.0014439	0.0330446
100	0.9727793	0.0161925	0.6426206	0.7258975	0.7283787	0.5014432	0.3898237	0.8161902	0.9745894	0.0163434
150	1.0087299	0.0072915	0.6153254	0.7133903	0.8279963	0.4358938	0.4060843	0.7591660	0.9819477	0.0393018
200	1.0034952	0.0001742	0.6480487	0.6961565	0.8299908	0.4899580	0.4266596	0.7415764	0.9582019	0.0374045
250	0.9319126	0.0001756	0.7307042	0.6584474	0.8271303	0.4936170	0.4458287	0.7234709	1.0351564	0.0439810
300	0.9421729	0.0011485	0.7180053	0.6562465	0.8336667	0.5547874	0.4437570	0.7953352	0.9666086	0.0275847
350	1.0229789	0.0004828	0.7003706	0.6689023	0.6437693	0.5853896	0.3754904	0.8567815	0.9548889	0.0193622
400	1.0341075	0.0049484	0.6306774	0.6581139	0.6664601	0.5366826	0.3388104	0.8560108	1.0441502	0.0205627
450	1.0422843	0.0000469	0.5893539	0.7164345	0.7919143	0.4456830	0.3947027	0.8772621	1.0494238	0.0250369
500	0.9978997	0.0022754	0.6669256	0.7852615	0.8074121	0.5192427	0.4198660	0.8987622	1.0638254	0.0162728
550	0.9468556	0.0383733	0.5801840	0.6771505	0.7676802	0.4440555	0.3416683	0.8389778	1.0728138	0.0248955
600	0.9165865	0.0483513	0.6350550	0.7031161	0.8906987	0.4859669	0.4453025	0.7950327	1.0699187	0.0296944
650	1.0478176	0.0530495	0.6328154	0.7196876	0.8825903	0.5557140	0.4459917	0.8179468	1.0827321	0.0308672
700	1.0293713	0.0483114	0.6873293	0.8032255	0.7524248	0.5550977	0.5033078	0.7041773	1.0599652	0.0307368
750	0.9733534	0.0733223	0.6535127	0.7678989	0.7915346	0.6349152	0.4826117	0.7660425	1.0052500	0.0310833
800	0.9760907	0.0782517	0.6585153	0.6338597	0.7402147	0.6295599	0.5728748	0.7840781	1.0115019	0.0264326
850	0.8592599	0.0913745	0.6281333	0.6746952	0.6919530	0.5935297	0.5651602	0.7320584	1.0852852	0.0313382
900	1.0325034	0.0768835	0.6767958	0.6941594	0.6927587	0.6403193	0.5099322	0.7347184	1.0728976	0.0353059
950	1.0009782	0.0546176	0.6187703	0.6534149	0.6837913	0.6637295	0.4320720	0.7988468	0.9834334	0.0350035
1000	1.0232888	0.0716667	0.6408113	0.6648659	0.7028144	0.6349269	0.4457783	0.8639284	0.9551383	0.0331305

0	0.9383202	0.0718134	0.7041165	0.7429406	0.7508019	0.4983541	0.4326578	0.7662498	1.0627869	0.0289077
50	0.8783006	0.0688347	0.7874862	0.6572037	0.7588200	0.4836747	0.5309962	0.8610854	0.9833458	0.0275916
100	0.8786447	0.0796775	0.7316701	0.8230412	0.7147175	0.5037361	0.4401087	0.7942080	0.9182753	0.0268711
150	0.8089276	0.0740292	0.6993015	0.8077807	0.7466226	0.4886018	0.4961046	0.7156785	0.9760933	0.0357494
200	0.7980200	0.0570027	0.6588197	0.7469775	0.7332602	0.5558118	0.5686978	0.7593410	0.9970134	0.0394607
250	0.8467255	0.0754187	0.6524352	0.7381059	0.7735108	0.6533309	0.4480522	0.7843266	0.9382642	0.0394542
300	0.8095887	0.0719692	0.7363091	0.6747576	0.6117362	0.5520752	0.4833872	0.7283967	0.9587760	0.0477147
350	0.8747636	0.0735552	0.6940459	0.5514915	0.7444084	0.5284858	0.4257999	0.8197174	1.0427190	0.0369114
400	0.7836045	0.0490315	0.6291872	0.6705675	0.7592666	0.5556538	0.4470887	0.8548014	0.9595278	0.0518065
450	0.8282830	0.0652610	0.6163859	0.7217746	0.7624360	0.5660336	0.4583509	0.8498598	0.9374578	0.0669173
500	0.8126126	0.0722414	0.6249813	0.7041270	0.7396101	0.5525729	0.5469668	0.9067083	0.9285575	0.0554438
550	0.9171318	0.0615718	0.6576114	0.6567390	0.7238513	0.5388500	0.4405347	0.8806712	0.9446677	0.0526256
600	0.9483087	0.0797522	0.7166931	0.6229272	0.8019565	0.5302819	0.3669791	0.8288979	0.9474843	0.0432653
650	0.8772326	0.0751820	0.6557715	0.6217888	0.7569375	0.4918440	0.4495515	0.7987115	0.9393586	0.0285271
700	0.9681404	0.0988183	0.6009454	0.6472071	0.7423960	0.5073274	0.4972976	0.7945711	1.0131199	0.0292051
750	0.8740090	0.0797168	0.7110085	0.7272666	0.8088578	0.5416130	0.4423765	0.7097953	0.9245514	0.0418089
800	0.8321762	0.0649336	0.7029114	0.6666621	0.8468139	0.5285841	0.4982987	0.7803372	0.9913947	0.0237613
850	0.8048572	0.0561647	0.7271913	0.6662367	0.7507873	0.5166531	0.5129842	0.8154556	0.9472528	0.0240818
900	0.9325753	0.0660844	0.7741560	0.6912137	0.7880444	0.5048832	0.4297156	0.7834713	1.0295963	0.0395844
950	0.8555043	0.0821123	0.7741192	0.6313302	0.7050921	0.6134896	0.4204810	0.7452839	1.0524818	0.0409564
1000	0.8632115	0.1153850	0.7314734	0.6526113	0.7188401	0.5847934	0.4242996	0.8006601	1.0221486	0.0321048

0	0.9383202	0.0718134	0.7041165	0.7429406	0.7508019	0.4983541	0.4326578	0.7662498	1.0627869	0.0289077
50	0.9034429	0.0805056	0.8593000	0.7000571	0.8015912	0.4963858	0.4317368	0.7393217	0.9663704	0.0314610
100	0.8243521	0.0552565	0.7765108	0.6271507	0.7893604	0.5142295	0.4309454	0.8914499	0.9282063	0.0246244
150	0.8776360	0.0610157	0.7595799	0.7098901	0.8288829	0.5064304	0.4347136	0.8140037	0.9942170	0.0263584
200	0.8367923	0.0934381	0.6909338	0.6456642	0.8373799	0.5961653	0.4847053	0.7459993	0.9589586	0.0373020
250	0.8842668	0.1011584	0.7766691	0.7748982	0.6986708	0.6273048	0.4857901	0.8439422	0.9950708	0.0404753
300	0.9886719	0.0719282	0.7233014	0.7482751	0.6759825	0.5360052	0.4074415	0.8642937	1.0051699	0.0342718
350	0.9459437	0.1006488	0.6748963	0.5825692	0.7822638	0.5306832	0.3915629	0.9285331	1.0109295	0.0290419
400	0.8864449	0.0844099	0.6388645	0.6120171	0.7096232	0.5563590	0.4187309	0.9278846	1.0065544	0.0359240
450	0.9440683	0.0986063	0.7517726	0.7282116	0.8018378	0.5550034	0.4025761	0.9347412	1.0274752	0.0275859
500	0.9011344	0.0823998	0.7208128	0.6953379	0.7561751	0.5735843	0.3965472	0.8691357	0.9985172	0.0452331
550	0.8814463	0.0455778	0.7172730	0.7665395	0.7165589	0.5500872	0.3320337	0.8375661	1.1169465	0.0481210
600	0.9685066	0.0612460	0.7080014	0.7106230	0.6718728	0.4831911	0.4075652	0.8183122	1.0602137	0.0273860
650	0.9610869	0.0681263	0.6987004	0.7372450	0.7605405	0.5093839	0.4234609	0.7487240	0.9566893	0.0216812
700	0.9532035	0.0814208	0.7426447	0.6603401	0.8076696	0.4499568	0.5019488	0.8026521	0.9937694	0.0384805
750	0.9057167	0.0659466	0.7384262	0.7009103	0.7128231	0.5226013	0.4196640	0.7988238	1.0475246	0.0321197
800	0.9290395	0.0824226	0.6697976	0.7049299	0.6677684	0.5038158	0.4161174	0.7988693	0.9370629	0.0351519
850	0.8960715	0.0973331	0.6606797	0.6403084	0.7354784	0.5374320	0.4487528	0.7985942	0.9441182	0.0228954
900	0.9984413	0.0743599	0.6878397	0.6175319	0.7998032	0.5462826	0.4318092	0.7788463	0.9660720	0.0190909
950	0.9889564	0.0548588	0.7601351	0.6882817	0.8166293	0.5417209	0.4534447	0.8046759	0.9854498	0.0195904
1000	0.8981892	0.0783690	0.7824287	0.7456996	0.8579239	0.5226253	0.4178689	0.7957400	1.0313918	0.0151647
