"Time"	YML007W	YKL185W	YLR131C	YIL131C	YDR501W	YNL216W	YBR049C	YDL020C	YKL062W	YDR216W
100	0.6707611	0.7235799	0.7276880	0.6802028	0.0343555	0.1258219	0.8813192	0.0487952	0.1771797	0.6850674
150	0.4947912	0.7899485	0.7875693	0.7518677	0.0439680	0.0965282	0.6299187	0.0621761	0.1319135	0.6719187
200	0.6242168	0.6721159	0.6989864	0.7868305	0.0342666	0.1331711	0.6365907	0.0614540	0.1553875	0.8002657
250	0.8617720	0.7257508	0.6581521	0.7975787	0.0641746	0.1091703	0.7850241	0.0692185	0.1004690	0.8254442
300	0.6902289	0.6584733	0.8479135	0.7393703	0.0384509	0.1177409	0.6727672	0.0558636	0.1119107	0.7531946
350	0.7748734	0.7097999	0.9432963	0.8374431	0.0424309	0.1119207	0.6501859	0.0678865	0.1103154	0.7541668
400	0.7709637	0.8321191	0.5971655	0.8764440	0.0199610	0.0746273	0.6938386	0.1086223	0.0823663	0.8241343
450	0.6615950	0.6880143	0.7440848	0.9002448	0.0162687	0.1063375	0.6016409	0.1026490	0.0958776	0.7439560
500	0.7550414	0.6989534	0.8203160	0.8392412	0.0578578	0.1174163	0.7647896	0.0464555	0.0713809	0.8788091
550	0.6256228	0.7689414	0.7403137	0.7318773	0.0701560	0.0728945	0.8178784	0.3899531	0.4867154	0.8189593
600	0.7622384	0.8676207	0.5769475	0.6833910	0.0141161	0.1526954	0.7245687	0.2560230	0.6415560	0.7370018
650	0.5431462	0.8296159	0.6478733	0.6727596	0.0111386	0.1422722	0.6269533	0.2649336	0.6919051	0.6747005
700	0.6331560	0.7239738	0.7111478	0.7074322	0.0602817	0.1019400	0.8104574	0.2351542	0.6435915	0.7799309
750	0.5968878	0.7033442	0.7216404	0.6997793	0.0315895	0.1169057	0.6666874	0.2857472	0.6266618	0.7177902
800	0.6230137	0.8205783	0.7121257	0.8030505	0.0516052	0.1026999	0.6439678	0.2304038	0.6602977	0.8672362
850	0.6079453	0.7239219	0.6991251	0.7551819	0.0315486	0.0902220	0.6047448	0.2178650	0.7104634	0.8231251
900	0.6489983	0.7863665	0.6792240	0.7530439	0.0435018	0.0747590	0.5688384	0.2703962	0.7418040	0.7261130
950	0.6963753	0.7399878	0.8138557	0.7076280	0.0593259	0.1106207	0.5886617	0.2444773	0.7070417	0.7155362
1000	0.7083026	0.6592897	0.6385452	0.6751241	0.0544485	0.1110825	0.7126477	0.2763435	0.8261318	0.7880174

0	0.6607262	0.6399799	0.6671195	0.7931855	0.0695989	0.1038442	0.6953905	0.1980795	0.7538769	0.8030597
50	0.7104333	0.8513328	0.6327154	0.7245172	0.3362299	0.0679343	0.4598012	0.2614323	0.4995210	0.8014085
100	0.6431039	0.6719064	0.7652779	0.7016054	0.3167205	0.2103902	0.3859000	0.2250185	0.3726748	0.7727419
150	0.7029229	0.6045448	0.6054728	0.6142265	0.3343939	0.1718095	0.3439714	0.2564266	0.3152381	0.7788651
200	0.6441450	0.7927387	0.6811287	0.5334096	0.3883592	0.1709656	0.3012808	0.2870109	0.2664456	0.7461427
250	0.7263435	0.7614916	0.6348263	0.4691750	0.4651465	0.2110985	0.2899573	0.1815052	0.3144048	0.8303981
300	0.7607050	0.7365960	0.7968784	0.5770286	0.3436458	0.2184123	0.2621604	0.1843240	0.4039698	0.7198192
350	0.6586059	0.8213525	0.7537163	0.6670069	0.3766128	0.2303777	0.3452022	0.2774495	0.2666868	0.7959966
400	0.7465858	0.7560871	0.7710652	0.5362296	0.4236468	0.1825208	0.3848190	0.3641691	0.3263319	0.6561592
450	0.7682792	0.6675995	0.6883658	0.4710950	0.4008315	0.2076360	0.2838337	0.2702658	0.3089929	0.8281721
500	0.6794810	0.7388127	0.7447426	0.3889575	0.3988140	0.2032042	0.3149542	0.2816454	0.2650162	0.8470461
550	0.7104211	0.6602405	0.6523037	0.5212373	0.1764407	0.1634265	0.4961963	0.3469219	0.5230833	0.8293367
600	0.5697429	0.8568989	0.5988589	0.7412857	0.0932959	0.1562024	0.5945459	0.2843239	0.6707899	0.7527054
650	0.7508568	0.7604421	0.6807865	0.6425137	0.1081666	0.1379023	0.6500521	0.3015588	0.8625182	0.7647609
700	0.6145734	0.8198096	0.6584334	0.6726116	0.0613610	0.1740782	0.6641782	0.3267722	0.7221558	0.8095840
750	0.6591111	0.7918770	0.8314819	0.7309716	0.0752886	0.0961632	0.7105996	0.3005050	0.8733165	0.8234204
800	0.5851554	0.8077753	0.5646031	0.7784610	0.0726638	0.0898178	0.7325646	0.3586953	0.7591543	0.5885126
850	0.7279265	0.7234300	0.5524027	0.7287054	0.0393522	0.0873167	0.6041119	0.2835956	0.7117604	0.6641491
900	0.5947792	0.7926218	0.5959311	0.6864590	0.0467587	0.1279063	0.6760295	0.2175382	0.7771888	0.7930525
950	0.6659583	0.8131343	0.7724355	0.8215705	0.0285965	0.0939389	0.6358261	0.3149304	0.6790967	0.7954792
1000	0.7294557	0.6472458	0.6061961	0.7097668	0.0625649	0.1188765	0.7307871	0.2491531	0.7341674	0.8049119

0	0.6148206	0.6803453	0.5859330	0.6965431	0.0615595	0.1435205	0.8624460	0.2753273	0.8853600	0.6866893
50	0.5977078	0.8466330	0.7884861	0.8044637	0.0250234	0.0312448	0.5509998	0.2501882	0.8675292	0.5312737
100	0.6043002	0.7344192	0.8231682	0.7499106	0.0339876	0.0260735	0.6664805	0.2048797	0.7389781	0.4998976
150	0.6645994	0.6694850	0.7060786	0.7762935	0.0203945	0.0037932	0.6311535	0.2513830	0.7705675	0.5446278
200	0.5681469	0.7321675	0.6412810	0.6963846	0.0117634	0.0021655	0.6356941	0.3128585	0.8395035	0.4482476
250	0.6705404	0.7159629	0.7900811	0.7656832	0.0113468	0.0173982	0.7026813	0.3229334	0.7149087	0.4310873
300	0.6206086	0.7405608	0.7214118	0.7029594	0.0036613	0.0090197	0.6360971	0.1964898	0.7831868	0.4181397
350	0.5304295	0.6891989	0.7899418	0.7276881	0.0054138	0.0068395	0.6971236	0.2846982	0.8429481	0.5259429
400	0.6189178	0.7170904	0.7672672	0.7152245	0.0218277	0.0087771	0.7238703	0.2962941	0.7619391	0.4769339
450	0.5724927	0.7318166	0.6578441	0.6232593	0.0516027	0.0026574	0.7495050	0.2704690	0.5570197	0.4607335
500	0.7059790	0.6866100	0.6135469	0.7925862	0.0198843	0.0280181	0.6151258	0.2232367	0.6879979	0.4238689
550	0.5922825	0.7156621	0.6543429	0.6910089	0.0213688	0.0807146	0.6177915	0.2338818	0.7665756	0.6402818
600	0.5432515	0.8653777	0.6775031	0.8945290	0.0334942	0.0761373	0.6049462	0.2226660	0.9877932	0.6814989
650	0.6769087	0.6698026	0.7623909	0.7750472	0.0457162	0.1549958	0.5785861	0.2902096	0.8026484	0.7314366
700	0.6789633	0.8332432	0.6856659	0.8333688	0.0726816	0.1319162	0.6301090	0.2502025	0.8138364	0.6339755
750	0.7098427	0.6945465	0.7068619	0.7823091	0.0716773	0.0904280	0.6749251	0.3262818	0.6075374	0.8251562
800	0.6195462	0.6315656	0.7703354	0.7014916	0.0418577	0.1181678	0.6778704	0.2699650	0.8471409	0.7054537
850	0.6024711	0.7068147	0.7010650	0.5955321	0.0635060	0.1204770	0.6050349	0.2415143	0.7174393	0.7110263
900	0.6010317	0.9084799	0.7203354	0.7930271	0.0307543	0.1473026	0.7362857	0.2153633	0.7824127	0.8434097
950	0.6115887	0.7331421	0.7826221	0.9885409	0.0447030	0.0745575	0.6929420	0.2580545	0.7049258	0.8136384
1000	0.7169032	0.7447474	0.6116125	0.7593544	0.0357424	0.1487222	0.6792498	0.2511145	0.7299315	0.8445487

0	0.6946945	0.7296498	0.6297577	0.7785854	0.0473297	0.1147675	0.6153878	0.2177967	0.7972802	0.7041166
50	0.6206005	0.7790299	0.5943492	0.6675934	0.0417872	0.1003801	0.5308168	0.1299425	0.7771290	0.5050047
100	0.5921991	0.7810796	0.7839153	0.6475003	0.0433192	0.1138114	0.4894940	0.2790895	0.6778857	0.3901965
150	0.6008384	0.7293370	0.7171993	0.8700454	0.0533836	0.1000421	0.5882339	0.2723033	0.6708961	0.4017351
200	0.5816110	0.6240438	0.8615893	0.7998438	0.0403118	0.1262928	0.5782006	0.2097945	0.7407859	0.2418663
250	0.6258716	0.6236696	0.8284711	0.8070312	0.0330880	0.1561194	0.5210810	0.2480783	0.6505366	0.2969043
300	0.5151361	0.7358044	0.6982617	0.7751108	0.0494377	0.1572259	0.4845568	0.1924368	0.7247094	0.3521017
350	0.7159555	0.6722461	0.6729689	0.7808827	0.0545639	0.1190776	0.5473829	0.2273400	0.6930424	0.3207118
400	0.6739776	0.7283690	0.7521589	0.7637220	0.0560433	0.2028614	0.5298998	0.2885965	0.7553685	0.3250645
450	0.6208520	0.6898980	0.7693586	0.6419916	0.0500999	0.1716462	0.5064225	0.2037825	0.7150652	0.3334693
500	0.6177799	0.6280229	0.5688761	0.7968121	0.1090780	0.1363685	0.5054473	0.2931213	0.7887064	0.3144720
550	0.6189920	0.6731389	0.8437899	0.7111051	0.0659521	0.1058481	0.5627535	0.2368270	0.8027354	0.6154000
600	0.6170121	0.7930131	0.7607100	0.7416480	0.0701253	0.1090161	0.5704911	0.2985968	0.7046077	0.7293121
650	0.7085629	0.6882975	0.7813098	0.7501580	0.0578627	0.0943254	0.7027287	0.2700541	0.8407322	0.6331197
700	0.6852243	0.8375095	0.6672495	0.7649380	0.0381137	0.0785164	0.5529684	0.2662532	0.8395865	0.7308902
750	0.6740766	0.6876325	0.6144576	0.7224453	0.0645029	0.0999073	0.6039653	0.2209155	0.8239482	0.7218984
800	0.6255795	0.8189102	0.7318526	0.6619050	0.0554217	0.1416922	0.7205438	0.2231230	0.7602802	0.7585150
850	0.6248805	0.7011884	0.7128396	0.7719246	0.0330452	0.1454927	0.6041238	0.2322693	0.7712774	0.6115844
900	0.6673248	0.7601496	0.7136309	0.8574386	0.0857933	0.0663046	0.6151858	0.2352934	0.8051592	0.6393723
950	0.7308035	0.7989694	0.7416133	0.7858227	0.0792233	0.0738611	0.5509030	0.2469545	0.6409252	0.5559613
1000	0.5853939	0.6757854	0.6154351	0.7586195	0.0725238	0.1971731	0.7438283	0.2036415	0.7329044	0.7276471

0	0.5940821	0.7449414	0.7554677	0.6871798	0.0827455	0.1094037	0.6028656	0.2682366	0.7597101	0.7568677
50	0.6605359	0.8361792	0.6264732	0.7411240	0.0890896	0.0979011	0.5853799	0.3491336	0.7683130	0.6837674
100	0.6775695	0.6873794	0.7589018	0.7133686	0.0313566	0.1056342	0.5729078	0.3021282	0.7489021	0.6875991
150	0.5566174	0.6287614	0.7925758	0.6346489	0.0533145	0.1092019	0.5382737	0.2160869	0.7874957	0.8053609
200	0.6570083	0.8532235	0.7168928	0.6608232	0.0238113	0.1404350	0.4850936	0.3318835	0.8233058	0.8108785
250	0.6334096	0.7154311	0.6947095	0.6653001	0.0205269	0.0672378	0.6237349	0.1963672	0.6687886	0.6682431
300	0.5955434	0.8494028	0.7754885	0.7011669	0.0265917	0.0960523	0.6458405	0.2441993	0.6827238	0.7423108
350	0.5958167	0.7461297	0.7267548	0.6811304	0.0285211	0.0868757	0.7209473	0.2990469	0.7861305	0.6539970
400	0.5162771	0.7535643	0.8358887	0.6515982	0.0425182	0.1279023	0.6526351	0.2460911	0.6618317	0.7821548
450	0.6410257	0.8436434	0.7266710	0.7484459	0.0471570	0.1025463	0.6081714	0.2731909	0.7078043	0.7957228
500	0.5543555	0.8138439	0.7413956	0.8240796	0.0244799	0.1000906	0.8274353	0.1736044	0.7673740	0.6686082
550	0.6517164	0.6901036	0.7706015	0.7253217	0.0409247	0.0936931	0.7745279	0.1641832	0.5736741	0.7323550
600	0.6556566	0.7382843	0.7379294	0.7219182	0.0630118	0.1520462	0.6191460	0.2541215	0.6373063	0.7010157
650	0.6526801	0.5614444	0.7688411	0.6750614	0.0263290	0.1061301	0.6916378	0.2176579	0.6999764	0.6745190
700	0.5455009	0.7359385	0.6587037	0.7796826	0.0299832	0.1301236	0.7690101	0.2254050	0.8008316	0.8159495
750	0.6550718	0.6998675	0.6996801	0.6187069	0.0214086	0.1008940	0.5556837	0.2786983	0.7012765	0.7165840
800	0.7566138	0.8472578	0.6649451	0.6764330	0.0512012	0.1137788	0.6146729	0.3092219	0.6295093	0.7106932
850	0.6760627	0.7456865	0.6960774	0.8744115	0.0450066	0.0943264	0.7287632	0.2577327	0.7132239	0.7046733
900	0.7241978	0.6923052	0.6688552	0.7666077	0.0572425	0.1247990	0.5718317	0.2792666	0.5962829	0.7060541
950	0.6413191	0.6992525	0.6690772	0.6507145	0.0422064	0.0957257	0.7598649	0.3514312	0.6679373	0.6441133
1000	0.6446221	0.7884736	0.7445054	0.5977505	0.0213697	0.0504328	0.6407828	0.2424512	0.6288213	0.7231219

0	0.6280126	0.8076674	0.5453871	0.6991374	0.0625006	0.1261762	0.5914580	0.2673586	0.6987646	0.7291971
50	0.6398369	0.7424890	0.7050244	0.7558876	0.0411110	0.1211913	0.4759267	0.0775101	0.4492432	0.6905538
100	0.6397497	0.7874169	0.7632956	0.7598338	0.0150389	0.0852869	0.6589512	0.0554084	0.2705535	0.7358873
150	0.5933569	0.7653900	0.7907633	0.6686081	0.0374774	0.0850025	0.6028801	0.0883339	0.2224008	0.6077564
200	0.6682392	0.7412805	0.7794919	0.7904004	0.0449317	0.0955955	0.8075556	0.0749644	0.2105919	0.7016552
250	0.7226006	0.7044208	0.7510215	0.8083687	0.0214768	0.1150003	0.7077041	0.1091705	0.1993878	0.5989481
300	0.6479041	0.7922177	0.6262275	0.7873829	0.0492449	0.0611063	0.7381949	0.1024490	0.2307731	0.8239018
350	0.6396919	0.7293658	0.6572506	0.5461027	0.0537984	0.1146228	0.7773724	0.0918683	0.1939967	0.7240108
400	0.5818512	0.6884384	0.7592571	0.7442908	0.0625950	0.1276813	0.6468255	0.0681751	0.1925282	0.7538991
450	0.6682688	0.5899432	0.6839346	0.7888381	0.0389523	0.0968608	0.7856915	0.0780374	0.2616272	0.9004940
500	0.6999588	0.6832258	0.7237342	0.6672052	0.0617904	0.0745451	0.6791184	0.1352979	0.1904897	0.7135333
550	0.5981952	0.6827234	0.7822022	0.9005008	0.0955006	0.1103447	0.6658278	0.2646710	0.5685376	0.6718623
600	0.6936247	0.6472906	0.7370264	0.9358403	0.0778474	0.1029509	0.6971720	0.3480865	0.7608449	0.6807694
650	0.5693169	0.7676724	0.7551543	0.6879294	0.0428552	0.1154600	0.7061890	0.3221358	0.6466410	0.9176759
700	0.6798749	0.6666489	0.6855576	0.7265746	0.0837217	0.1109458	0.5636641	0.1740537	0.8675993	0.7461175
750	0.5857606	0.6124179	0.7002843	0.7005288	0.0462680	0.0884642	0.6642322	0.2424512	0.7439979	0.7544709
800	0.5867603	0.9210257	0.5899540	0.7965285	0.0327694	0.0747741	0.6833547	0.2267347	0.8038534	0.6983304
850	0.6883308	0.8499819	0.7076308	0.7808545	0.0698412	0.1086764	0.7490762	0.2521931	0.8475582	0.5823550
900	0.6133228	0.7072397	0.7656574	0.7262303	0.0514621	0.0921217	0.8066385	0.2359588	0.8303378	0.6967602
950	0.6588654	0.6756003	0.8218761	0.6989610	0.0340236	0.0968628	0.6352245	0.2056704	0.6745177	0.6619150
1000	0.5667615	0.8265709	0.6398567	0.8604140	0.0430774	0.0666114	0.6004429	0.2942071	0.7837274	0.6576818

0	0.7052966	0.9265797	0.7232800	0.6610703	0.0550317	0.1218714	0.6314618	0.2055249	0.7262689	0.7618703
50	0.4509116	0.7860713	0.6698646	0.3445522	0.0618759	0.0826901	0.7274495	0.3338049	0.8496783	0.7176704
100	0.4285075	0.6536827	0.6858996	0.2267447	0.0387089	0.0870476	0.7202283	0.1898731	0.8157640	0.8639411
150	0.4558114	0.6799313	0.6878340	0.2031485	0.0340071	0.0752825	0.6155545	0.1874655	0.7847599	0.6939405
200	0.5908461	0.6943477	0.6213883	0.1688215	0.0335835	0.1098125	0.5731345	0.1667199	0.5420373	0.7779747
250	0.4973075	0.6756652	0.6584581	0.1626730	0.0191168	0.1242966	0.6208133	0.1948975	0.6502949	0.6081374
300	0.4851879	0.6885657	0.5634280	0.1760868	0.0627441	0.0895815	0.7025717	0.2237667	0.6898736	0.6129648
350	0.5109720	0.7064053	0.4712140	0.2587315	0.0386903	0.1074783	0.7627876	0.1497728	0.7771834	0.6049722
400	0.5599161	0.7876922	0.6229427	0.1730371	0.0382141	0.0758301	0.7878017	0.1080957	0.7461239	0.6957980
450	0.4237254	0.7487977	0.5893494	0.1861479	0.0738244	0.0871403	0.7598824	0.1441090	0.7685418	0.8428181
500	0.3467069	0.7285962	0.4586655	0.1761670	0.0287340	0.1052997	0.6589671	0.1408427	0.7105217	0.8059851
550	0.5574001	0.6799893	0.5045862	0.7149751	0.0544431	0.0919620	0.7619399	0.2084785	0.6749149	0.8300760
600	0.5646589	0.7370627	0.7107237	0.7096126	0.0708525	0.1313485	0.7547008	0.2474391	0.6892761	0.6773823
650	0.6338651	0.7886214	0.8595177	0.5396371	0.0301579	0.1014114	0.7484339	0.2861819	0.5976288	0.7084716
700	0.6113084	0.7952425	0.6911430	0.5503934	0.0319577	0.1013362	0.5914326	0.1870371	0.6428200	0.7603250
750	0.6479305	0.7317714	0.6889636	0.8096710	0.0432243	0.1106658	0.6484922	0.2130632	0.8794293	0.7522169
800	0.5639025	0.7506784	0.7004957	0.7094520	0.0551266	0.0891682	0.7792027	0.2763744	0.8505759	0.8796536
850	0.5328971	0.8423276	0.5805426	0.7881915	0.0526303	0.1320292	0.6014921	0.2517974	0.7891972	0.6854951
900	0.5730355	0.7971570	0.6509272	0.7637799	0.1046202	0.1252096	0.5703241	0.2354110	0.6896824	0.6257517
950	0.5856808	0.7569054	0.7763203	0.7198451	0.0538219	0.1086115	0.6977208	0.3167939	0.7557320	0.8040099
1000	0.5788113	0.7174374	0.8117559	0.7680462	0.0558621	0.1349818	0.6853051	0.2365676	0.7408849	0.7072272

0	0.6659160	0.7013022	0.6799720	0.6949183	0.0310387	0.1625710	0.6611980	0.3141421	0.8034910	0.8044975
50	0.6527252	0.6572691	0.7353484	0.4074838	0.0185555	0.1162987	0.6879900	0.1105315	0.5642699	0.6364080
100	0.6721622	0.7931089	0.6010161	0.3516467	0.0665468	0.0897895	0.7578332	0.1671246	0.3998421	0.6094794
150	0.7103222	0.7846595	0.6121295	0.4258824	0.0372781	0.1068374	0.8277847	0.1869232	0.3124183	0.5590553
200	0.5977667	0.6554570	0.6971354	0.3505020	0.0129127	0.1335888	0.7173563	0.2666456	0.2664483	0.5678596
250	0.6366994	0.8219658	0.6948045	0.3827393	0.0568657	0.1003513	0.6704197	0.2631539	0.4032548	0.5439197
300	0.6089204	0.7448009	0.7153206	0.3522608	0.0412688	0.1658426	0.5780879	0.2155166	0.3704679	0.5097760
350	0.6014614	0.7742070	0.7351173	0.2810244	0.0479339	0.0925858	0.6265973	0.2070288	0.2996063	0.4442333
400	0.6697281	0.7237817	0.6794250	0.2926333	0.0722488	0.0773504	0.6654724	0.1799089	0.3203939	0.5940746
450	0.7172088	0.7321798	0.5335883	0.2795329	0.0634051	0.0970730	0.5521991	0.2206103	0.3838305	0.4973887
500	0.6800432	0.7041254	0.6782421	0.4286992	0.0135925	0.1116259	0.6031928	0.2384268	0.3196102	0.5506085
550	0.5559863	0.7355939	0.7172453	0.6164505	0.0297067	0.1460919	0.6395244	0.2748368	0.5503699	0.6611919
600	0.6370060	0.6950789	0.7691996	0.6565490	0.0223072	0.0758101	0.6601917	0.3399102	0.7306732	0.8044898
650	0.7007964	0.8192834	0.6887404	0.7178454	0.0365213	0.1155237	0.6255142	0.2324573	0.6898153	0.7299282
700	0.6705857	0.7731734	0.8023459	0.6942674	0.0616160	0.1221226	0.6395561	0.1890125	0.7191955	0.7259713
750	0.6077506	0.8119313	0.6726152	0.8282232	0.0255630	0.1203186	0.6369654	0.2380521	0.6037398	0.7414401
800	0.6504412	0.7882070	0.7935657	0.8427566	0.0169509	0.1328267	0.5619290	0.2240327	0.6878607	0.6672883
850	0.7383614	0.7513414	0.7573346	0.7124609	0.0328317	0.0890721	0.6522983	0.1661309	0.7411646	0.7710096
900	0.7071900	0.6678604	0.7170627	0.7528993	0.0190497	0.1097174	0.6866338	0.2580000	0.7056613	0.6182294
950	0.6464128	0.7251702	0.6518939	0.8557192	0.0419133	0.0982416	0.6891360	0.2225603	0.7661661	0.8621432
1000	0.7191730	0.7518024	0.6589447	0.7789283	0.0361213	0.1351486	0.6536467	0.2590437	0.6562179	0.7816595
