YPL177C	YML099C	YKR034W	YCL067C	YJL110C	YFL021W	YDR146C	YHR084W	YBR083W	YLR256W
0.0000000	0.9274030	0.4422849	0.7810188	0.5774164	0.3704462	0.1200769	0.9451385	0.3612398	1.0000000
0.9058137	0.0000000	0.4422850	0.7810189	0.5774164	0.3704465	0.1200769	0.9451385	0.3612398	1.0000000
0.7873775	0.9994590	0.0000000	0.8471959	0.7551043	0.0931984	0.1200753	0.9451462	0.3612378	1.0000000
0.7495870	0.5025631	0.4861238	0.0000000	0.6141855	0.7514941	0.2735673	0.6005349	0.4592582	1.0000000
0.7137440	0.7950375	0.0289548	0.0056207	0.0000000	0.5159809	0.2735480	0.6005581	0.4592511	1.0000000
0.7873349	1.0000000	0.2189511	0.6580304	0.3961224	0.0000000	0.1200826	0.9451120	0.3612466	1.0000000
0.7891131	0.9721618	0.4191036	0.7715342	0.5584616	0.2799274	0.0000000	0.9451372	0.3612401	1.0000000
0.5142551	0.4502534	0.4887857	0.7988282	0.6164640	0.7972391	0.9999997	0.0000000	0.5802296	1.0000000
0.7470109	0.4945483	0.4865392	0.7979998	0.6145370	0.7582875	0.2837050	0.5885541	0.0000000	1.0000000
0.7620265	0.5964968	0.4809524	0.7959273	0.6097622	0.6753801	0.2148043	0.6847629	0.0939261	0.0000000
