YML007W	YKL185W	YLR131C	YIL131C	YDR501W	YNL216W	YBR049C	YDL020C	YKL062W	YDR216W
0.7006340	0.7294437	0.7586785	0.6874735	0.2887225	0.1024816	0.5875190	0.0508142	0.6155468	0.7961010
0.3919553	0.6110149	0.6497698	0.6508841	0.1322033	0.0941546	0.6434417	0.3191567	0.8005738	0.6060551
0.5992501	0.7965908	0.7786449	0.4501645	0.0005173	0.0247780	0.6612665	0.1491924	0.6477999	0.8304289
0.6162363	0.7011715	0.8466472	0.5071154	0.3409102	0.0931296	0.7392222	0.0156898	0.5015779	0.7364264
0.6223988	0.7903049	0.5842750	0.6335804	0.2234021	0.0362359	0.6274210	0.3576102	0.4351195	0.7355378
0.5949677	0.6460640	0.8036318	0.4465120	0.1400422	0.0224127	0.4074833	0.2567814	0.6823143	0.7860894
0.4554522	0.7074169	0.6725418	0.5742998	0.1415826	0.0926382	0.6949573	0.0702831	0.6475079	0.5446223
0.4349760	0.7720020	0.6852703	0.6083077	0.2261914	0.1167760	0.5356259	0.3720244	0.5017261	0.9701074
0.4567047	0.8232808	0.6568063	0.7653975	0.0425616	0.1640525	0.5625992	0.3698112	0.4931960	0.5795561
0.4648969	0.7974412	0.7146079	0.6751344	0.0120268	0.0095430	0.6595327	0.0611300	0.4457472	0.6155574
