YDR451C	YMR016C	YNL167C	YGL181W	YGL071W	YKL015W	YKL109W	YGL035C	YGL209W	YCR065W
0.9909396	0.0000000	0.0510565	0.9290958	0.9325746	0.8811690	0.0245526	0.0000000	0.0416490	0.9729767
0.9549824	0.0000000	0.0547755	0.8468928	0.8915772	1.0050971	0.0313702	1.0139743	0.0000000	1.0397803
1.0317395	0.0053272	1.0196840	0.0038845	0.0000000	0.0047704	0.0473993	1.0612714	0.0345538	0.9830244
1.0064016	0.1861332	0.0499133	0.8854042	1.0623744	0.9546068	0.0195981	0.0000000	0.0000000	0.9952507
