YKL112W	YML027W	YOR028C	YPL248C	YOL108C	YIR018W	YJR060W	YGL096W	YKL043W	YER111C
0.5000451	0.6684347	0.9998217	0.9882611	0.0803500	0.4911569	0.9097875	0.1237726	0.2372085	0.5307261
1.0000000	0.3350627	0.9998357	0.9868330	0.0835913	0.4924098	0.9052633	0.1274712	0.2430272	0.5265296
1.0000000	0.6454567	0.4994585	0.9987956	0.0432670	0.4750383	0.9669580	0.0701291	0.1398803	0.5852693
1.0000000	0.6684759	0.9998218	0.4942354	0.0803853	0.4911784	0.9097337	0.1237961	0.2372268	0.5306500
1.0000000	0.6684640	0.9998218	0.9882488	0.0402077	0.4911722	0.9097465	0.1237908	0.2372218	0.5306720
1.0000000	0.6684861	0.9998218	0.9882423	0.0803912	0.2456531	0.9097245	0.1238002	0.2372310	0.5306323
1.0000000	0.9024907	0.9998661	0.9822106	0.0929695	0.6740480	0.4461853	0.1373860	0.2578713	0.1258683
1.0000000	0.6417498	0.9997860	0.9994394	0.0378453	0.4723848	0.9766513	0.0579966	0.2246890	0.5942103
1.0000000	0.6420737	0.9977143	0.9994045	0.0381979	0.4725739	0.9759986	0.0588541	0.1123520	0.5935533
1.0000000	0.8124584	0.9998650	0.9824339	0.0925505	0.4960631	0.8929447	0.1369741	0.2572771	0.2570967
