YGL035C	YGL209W	YCR065W	YER040W	YEL009C	YDR259C	YPL177C	YML099C	YKR034W	YCL067C
0.0000040	0.4917563	0.7590920	0.5829069	0.6984220	0.1574136	0.1035747	1.0000000	0.9505027	1.0000000
0.9999999	0.0000027	0.7590880	0.5829175	0.6984011	0.1574136	0.1035747	1.0000000	0.9504989	1.0000000
0.9999997	0.0383151	0.0000054	0.5829178	0.6984103	0.1574136	0.1035747	1.0000000	0.9505021	1.0000000
0.9999998	0.0393651	0.0275673	0.0000001	0.4312129	0.1574136	0.1035747	1.0000000	0.0324274	1.0000000
0.5012822	0.5436571	0.8446411	0.9999978	0.0000000	0.1574136	0.1035747	1.0000000	0.9987237	1.0000000
0.6405754	0.4913463	0.7584413	0.5807793	0.7006590	0.0000060	0.1035747	1.0000000	0.9493213	1.0000000
0.6404735	0.4913609	0.7584680	0.5808951	0.7006628	0.0428240	0.0000025	1.0000000	0.9493979	1.0000000
0.5864271	0.5115951	0.7908293	0.6983267	0.5777597	0.8388984	0.9999999	0.0000000	0.9851664	1.0000000
0.6394844	0.4917545	0.7590923	0.5829205	0.6984336	0.1574136	0.1035747	1.0000000	0.0000009	1.0000000
0.6394844	0.4917545	0.7590923	0.5829205	0.6984336	0.1574136	0.1035747	1.0000000	0.9505108	0.0000010
