YGL209W	YCR065W	YER040W	YEL009C	YDR259C	YPL177C	YML099C	YKR034W	YCL067C	YJL110C
0.6045602	0.6542093	0.5380215	0.7666801	0.0000888	0.1593580	0.7475251	0.0008535	0.7795894	0.3811193
0.7688152	0.6983117	0.7162869	0.7963643	0.0064201	0.2316695	0.5086728	0.0004980	0.6081415	0.5121636
0.8093628	0.6185784	0.5183247	0.4803769	0.0084893	0.1478202	0.6504594	0.0192132	0.6490743	0.3426028
0.6820224	0.5834157	0.3750274	0.5672547	0.0023098	0.1274957	0.6103581	0.1046992	0.7430499	0.7099696
0.7080453	0.6627479	0.6302398	0.6473190	0.0003647	0.1611852	0.6171673	0.0754885	0.8088886	0.5769244
0.7408710	0.6594875	0.5861201	0.7497391	0.0029008	0.1580622	0.6498588	0.0898317	0.6230784	0.4687505
0.7185459	0.6340946	0.5872372	0.5951270	0.2275800	0.1049677	0.7090603	0.0647590	0.6356704	0.4694992
0.6903386	0.6597475	0.5905025	0.6976892	0.0626068	0.2336579	0.7450887	0.0632876	0.7221771	0.6406848
0.8507724	0.6412032	0.5983285	0.8409005	0.0041155	0.1483610	0.7016319	0.0836401	0.7404334	0.6113816
0.7730549	0.5224871	0.4559428	0.5051910	0.0224360	0.1719054	0.7924380	0.1271935	0.7931488	0.5663852
