YER111C	YLR182W	YLR183C	YPR104C	YOR344C	YMR037C	YGL162W	YPR065W	YHL027W	YBR182C
0.0000000	0.0000000	0.3002693	0.8120941	0.4756551	0.0620803	0.0776927	0.0872049	0.7718532	0.6871003
0.0000000	0.2882680	0.7400779	0.0000000	0.4724848	0.1129379	0.1545269	0.2020115	0.6173699	0.9330384
0.0000000	0.6469810	0.4098390	0.7138460	0.4246818	0.0000000	0.1376906	0.1019627	0.7548629	0.7405042
0.6967909	0.0000000	0.6381199	0.0000000	0.4882986	0.0750403	0.2551096	0.1774353	0.7355562	0.6867484
0.7009047	0.0000000	0.3548093	0.7414921	0.4254738	0.0000000	0.1032940	0.0985028	0.6962510	0.6983283
0.3306643	0.5636709	0.0000000	0.8791091	0.3911384	0.2778179	0.4740881	0.4399632	0.0000000	0.7624471
0.7456648	0.3289641	0.7540626	0.0000000	0.0003719	0.0000000	0.2030754	0.2281672	0.7332385	0.7382287
0.4920617	0.5642345	0.4349608	0.7913769	0.0000000	0.6692293	0.0000000	0.1632849	0.7648208	0.6224161
0.3820540	0.7119021	0.4067108	0.6138224	0.4751630	0.7262895	0.0000000	0.1301494	0.7313822	0.0000000
