"Time"	YPL248C	YOL108C	YIR018W	YJR060W	YGL096W	YKL043W	YER111C	YLR182W	YLR183C	YPR104C
300	0.3389968	0.1438192	0.4162660	0.2262372	0.3080485	0.5652791	0.3209065	0.6695389	0.1104248	0.4063059
350	0.3936821	0.1895067	0.3090450	0.1791312	0.2602723	0.5151511	0.3240968	0.7872013	0.1122849	0.3593402
400	0.4032155	0.1914874	0.2644332	0.1587357	0.3127086	0.4574514	0.3849466	0.6930274	0.1097999	0.3697078
450	0.3908934	0.1325324	0.4437865	0.1620836	0.3863518	0.4887439	0.4240819	0.8036088	0.1933520	0.3797722
500	0.2753517	0.1253871	0.3547362	0.2143159	0.3620385	0.5425482	0.3301218	0.7092594	0.0847365	0.4058551
550	0.2872319	0.1301684	0.5981846	0.1661764	0.4066986	0.3991896	0.4162366	0.7115175	0.0846733	0.6157074
600	0.2879595	0.1162187	0.7334811	0.1449297	0.2747718	0.2955990	0.3983091	0.7273657	0.0484543	0.7490571
650	0.3692799	0.1572877	0.8296435	0.2247794	0.1924885	0.3258784	0.3624863	0.7821570	0.0623395	0.7078346
700	0.3253362	0.1253521	0.8278222	0.2364288	0.1640862	0.2389655	0.4498128	0.7529026	0.0688206	0.6905736
750	0.2020608	0.0784558	0.7467190	0.2529104	0.1987597	0.3396677	0.3507548	0.6962549	0.0382241	0.7544986
800	0.2271375	0.0638786	0.5781061	0.4022219	0.1394681	0.3850417	0.4504046	0.7543035	0.0689577	0.7835557
850	0.2128695	0.0462740	0.7640582	0.4771817	0.1889154	0.4788241	0.4438179	0.6372818	0.0645836	0.7034652
900	0.1971410	0.0320274	0.6519971	0.5092204	0.1986433	0.5743698	0.5181254	0.7311611	0.0737903	0.6568590
950	0.2705745	0.0500888	0.4357891	0.4407069	0.3938802	0.6769445	0.5403344	0.7409105	0.0945834	0.8267995
1000	0.1719031	0.1392560	0.5278482	0.3254653	0.4347177	0.6703648	0.5472390	0.7391931	0.0373611	0.7843501

0	0.2787973	0.1139690	0.6724316	0.1686294	0.3604829	0.6618424	0.4384954	0.5976262	0.0983888	0.7039459
50	0.3043286	0.1704190	0.7244546	0.1953076	0.5651351	0.4929795	0.5074619	0.5321131	0.0345539	0.7528574
100	0.3927842	0.1374969	0.6890524	0.1948722	0.3173975	0.4668904	0.4741578	0.5721965	0.0570674	0.7522131
150	0.3858936	0.1233662	0.7808825	0.3044766	0.3539851	0.5960170	0.5297401	0.6254956	0.0332746	0.6795736
200	0.3373766	0.2145231	0.6677092	0.2203451	0.5257220	0.4691102	0.4766240	0.6720582	0.0539457	0.8796030
250	0.3236125	0.1751299	0.6033521	0.1812032	0.2566189	0.5296489	0.5527639	0.6288192	0.0396992	0.7873522
300	0.2815411	0.1774268	0.7262553	0.2087368	0.3296877	0.5517773	0.6295762	0.6484109	0.0477933	0.7871133
350	0.2952731	0.2173682	0.5882549	0.2095260	0.4072327	0.6533445	0.3817430	0.5409192	0.0366051	0.8783387
400	0.3496171	0.2164742	0.7457270	0.2037953	0.4274118	0.6973463	0.4125399	0.6346632	0.0630954	0.6869340
450	0.4039763	0.2587499	0.5641306	0.1803253	0.3187271	0.5670534	0.5313454	0.5327187	0.0712246	0.7743103
500	0.3682644	0.1685546	0.7483750	0.1649136	0.3491490	0.5334328	0.3171050	0.6439781	0.0407791	0.7600368
550	0.4429301	0.1338966	0.6188288	0.2779812	0.3128740	0.3413853	0.3353479	0.7933822	0.0791538	0.6954635
600	0.2636471	0.1746840	0.6517370	0.2256426	0.2525662	0.2116353	0.3810894	0.7780845	0.0619411	0.9025106
650	0.3112891	0.1121870	0.7000454	0.2202479	0.2338213	0.3384669	0.5407050	0.7592598	0.0553434	0.7866751
700	0.2734679	0.0836986	0.6957668	0.3063663	0.2061804	0.4597710	0.5365634	0.7782477	0.1000764	0.6531237
750	0.2384429	0.0813323	0.5681600	0.3403424	0.1665019	0.4034219	0.4421088	0.7818758	0.0549662	0.8133540
800	0.1787888	0.1015660	0.6423380	0.3889637	0.2177304	0.5134090	0.6510695	0.6619971	0.0574382	0.7127525
850	0.2151111	0.0471192	0.5262333	0.4333279	0.2187197	0.5696829	0.5717437	0.5770408	0.0524841	0.6422702
900	0.1745798	0.0738641	0.5191901	0.5292512	0.2220757	0.5510247	0.5544942	0.7799330	0.0743976	0.7368650
950	0.1950200	0.0455322	0.5992700	0.4244625	0.3155696	0.6208759	0.4664450	0.6413655	0.0471424	0.7303066
1000	0.2078299	0.0616808	0.6765711	0.4685135	0.3499009	0.4588035	0.4878893	0.6470068	0.1229121	0.6528897

0	0.3557857	0.1207646	0.6460792	0.2782835	0.3826315	0.5636884	0.5388096	0.6523531	0.0785132	0.7131410
50	0.4109281	0.1389872	0.2613253	0.2119029	0.6108107	0.5851871	0.2545985	0.7707080	0.0588232	0.7023479
100	0.4467260	0.2452271	0.1703737	0.1174790	0.5701226	0.5497094	0.2929624	0.7026842	0.0868801	0.8407097
150	0.4740512	0.3424615	0.1683267	0.1030190	0.6575998	0.4193079	0.3168867	0.6460269	0.0687093	0.8474556
200	0.5407927	0.4151796	0.1640326	0.0931829	0.6214119	0.2734321	0.2477208	0.7467123	0.0996124	0.7922341
250	0.6622005	0.4337279	0.1554243	0.0435565	0.7503807	0.2868685	0.1946007	0.6343414	0.0798085	0.6483906
300	0.5771027	0.4508030	0.1373066	0.1184262	0.7382019	0.2996311	0.2008117	0.7419273	0.0682199	0.7119135
350	0.6108041	0.4296690	0.1549313	0.0384692	0.6861460	0.2541702	0.3277772	0.5981198	0.0740919	0.8580743
400	0.6264165	0.4487978	0.1318222	0.0374368	0.6214714	0.3230019	0.3995551	0.7044085	0.1083562	0.7820063
450	0.5326179	0.5367590	0.1754512	0.0549706	0.7039447	0.2809613	0.2591435	0.7124187	0.1238079	0.8072077
500	0.5069532	0.4522540	0.1364936	0.1420436	0.6223206	0.2284266	0.2383823	0.7341140	0.0653105	0.7868087
550	0.6247652	0.4155015	0.6557006	0.1140897	0.3284452	0.1388481	0.2254323	0.7980075	0.0709074	0.6352446
600	0.5243433	0.3418553	0.7754992	0.1262677	0.2301712	0.0799419	0.3156478	0.6475402	0.0768773	0.6964909
650	0.3547280	0.2011599	0.6534902	0.2253051	0.1064976	0.1094906	0.2532804	0.6566715	0.1420671	0.7554320
700	0.1781119	0.1229844	0.7113871	0.3276307	0.1228156	0.0918475	0.3153266	0.8158109	0.0359656	0.7529562
750	0.1035579	0.0461089	0.7018875	0.4961354	0.0748926	0.1246360	0.4264130	0.7385310	0.1077224	0.7764492
800	0.0748806	0.0380842	0.5573769	0.6854691	0.1096658	0.2359251	0.5241325	0.8753632	0.0568030	0.8534241
850	0.0571302	0.0481007	0.4633317	0.7848196	0.1928596	0.5831917	0.7116193	0.6758656	0.0704544	0.7205333
900	0.0457228	0.0199473	0.4717811	0.5340712	0.1850504	0.5492005	0.6553681	0.7431220	0.1152630	0.8121390
950	0.1236804	0.0397570	0.5390704	0.6224243	0.2689971	0.4999750	0.7740938	0.7533173	0.0881786	0.7396427
1000	0.1308092	0.0791642	0.4424506	0.5511687	0.3177022	0.6222671	0.6923730	0.7850280	0.0338438	0.7847277

0	0.3179865	0.1441012	0.6662486	0.1921142	0.4086323	0.6562796	0.5112325	0.5519896	0.0700163	0.7593273
50	0.4519665	0.2680791	0.6950593	0.1539642	0.4170045	0.5472273	0.3866003	0.6299486	0.0366433	0.2496602
100	0.4467292	0.3861417	0.7047942	0.2157858	0.3665238	0.4081121	0.4271281	0.7105396	0.1075155	0.1984593
150	0.3344541	0.4068176	0.5545400	0.2088944	0.2647169	0.4380524	0.3611177	0.7973567	0.1738676	0.0968071
200	0.3939117	0.4099776	0.6504920	0.1924323	0.3342340	0.3912229	0.3721150	0.5964619	0.3109104	0.1011622
250	0.2910571	0.4085724	0.5952212	0.2811252	0.2208099	0.3098749	0.4458400	0.5606472	0.2578766	0.0704678
300	0.2904433	0.3505486	0.6631671	0.2297098	0.2912167	0.4856109	0.4248734	0.5726073	0.3394219	0.1037029
350	0.2987251	0.3831735	0.5671198	0.2811687	0.3143716	0.5676542	0.3820323	0.6439937	0.3009596	0.0947199
400	0.3381445	0.3414764	0.5897753	0.3016529	0.2946113	0.5515261	0.3782204	0.4648927	0.4265627	0.1016623
450	0.3348963	0.3695803	0.7277389	0.3291027	0.3301166	0.3922070	0.4811923	0.4244084	0.3230297	0.0455719
500	0.3338595	0.3959231	0.5834041	0.2740163	0.2934074	0.3253373	0.3458184	0.5494111	0.3829176	0.0794486
550	0.3729604	0.2468179	0.7563917	0.2397126	0.2418967	0.4041307	0.4028343	0.5842854	0.2256902	0.5728096
600	0.3556710	0.1794167	0.6753130	0.2794593	0.2134240	0.4669149	0.3559632	0.5297324	0.0760634	0.7404504
650	0.1993466	0.0920780	0.5934581	0.3106415	0.2419694	0.4305627	0.5285793	0.7243585	0.0662636	0.7119841
700	0.2350200	0.0876704	0.6272953	0.3110436	0.1992314	0.4815214	0.4993168	0.6777588	0.0590119	0.7193166
750	0.2514236	0.0888054	0.5978894	0.2741720	0.3125302	0.6280482	0.5868121	0.7080228	0.0932144	0.7996040
800	0.2794224	0.1248646	0.5428006	0.3586838	0.3846294	0.5527303	0.6317127	0.7623911	0.0657537	0.7849612
850	0.2733632	0.0948402	0.6119359	0.2669211	0.3321834	0.5856135	0.5823465	0.7769491	0.0677423	0.7624723
900	0.3200340	0.1942807	0.5839232	0.2160327	0.3765687	0.5706325	0.4996340	0.6395371	0.0304725	0.6067940
950	0.4067710	0.1344871	0.6564550	0.2102097	0.4224550	0.4755107	0.4049937	0.6402643	0.0855371	0.7057900
1000	0.3261001	0.0986756	0.6728029	0.2462337	0.3542827	0.3639341	0.3896073	0.7263469	0.0621486	0.6402307

0	0.3377144	0.1435492	0.6630565	0.2789416	0.3136674	0.6775835	0.7517450	0.6173806	0.0719348	0.8014154
50	0.3752772	0.3527114	0.5984984	0.2006615	0.3826586	0.6006102	0.4475494	0.7748525	0.0694152	0.7496446
100	0.3553835	0.2699097	0.6447840	0.1751472	0.4318925	0.5941496	0.4717212	0.7554860	0.0761821	0.6027663
150	0.3676035	0.2677226	0.8103494	0.1855530	0.4028712	0.6652716	0.5991389	0.7642334	0.1130092	0.6842305
200	0.3618543	0.2280411	0.6956291	0.2913319	0.3683135	0.8095909	0.6854346	0.8926113	0.0536590	0.7085072
250	0.4122830	0.2645437	0.8369425	0.2051839	0.4792914	0.8992104	0.5452692	0.7554561	0.0544753	0.6451050
300	0.4147922	0.3226283	0.7070607	0.1735126	0.4864365	0.7748673	0.5325273	0.8384974	0.0639713	0.6869717
350	0.5307504	0.3457915	0.5877335	0.1618749	0.4218949	0.8669176	0.4841670	0.6656412	0.1247605	0.7195440
400	0.3734002	0.2859068	0.6550801	0.1873453	0.3816710	0.7963279	0.5082100	0.6170467	0.0843243	0.6219399
450	0.4252715	0.2894560	0.6011548	0.1457756	0.4376010	0.6486061	0.5926154	0.6235157	0.0566094	0.8006051
500	0.4377633	0.2732394	0.6970749	0.1125363	0.3374822	0.6568341	0.5294389	0.6405043	0.0795193	0.6501019
550	0.3105938	0.3600859	0.6656093	0.1272264	0.4225737	0.5243716	0.3229254	0.6674318	0.0746353	0.6723974
600	0.3838752	0.3871202	0.8087011	0.1273250	0.3807866	0.3625290	0.3073545	0.7021728	0.0577606	0.7726589
650	0.3841241	0.2002115	0.6085365	0.1206252	0.2572856	0.1801130	0.2832186	0.7496342	0.0410492	0.6838850
700	0.3756656	0.1511987	0.6075469	0.1989612	0.2791497	0.1757349	0.3609108	0.7032112	0.1694169	0.7234840
750	0.2441669	0.1462792	0.8636742	0.2813690	0.1508001	0.1372839	0.3748833	0.6859109	0.0745871	0.5753676
800	0.2115268	0.0955904	0.7487975	0.4059838	0.1425317	0.1808770	0.4502029	0.7381758	0.1077218	0.6123496
850	0.1773944	0.0921868	0.6502582	0.5047390	0.0877736	0.3218212	0.4686322	0.6845183	0.0401722	0.6986731
900	0.0983559	0.0497879	0.5664939	0.5051464	0.1625853	0.5819163	0.5286910	0.7493403	0.0609836	0.6543202
950	0.0780559	0.0234579	0.4132526	0.6170033	0.2183557	0.5820760	0.6524914	0.8745797	0.0766248	0.7136752
1000	0.1331546	0.0301414	0.5965087	0.4349982	0.3727943	0.7305025	0.5803803	0.7135500	0.0684857	0.6859165

0	0.3402694	0.1381651	0.6164987	0.2662379	0.3431390	0.6732464	0.5346489	0.6935586	0.0505287	0.7129549
50	0.4410846	0.2635633	0.6460662	0.2192364	0.2833483	0.4727832	0.5857173	0.9087132	0.0726367	0.6803657
100	0.3624307	0.3742428	0.7075384	0.1972231	0.3380304	0.6346925	0.7019334	0.8281112	0.0745314	0.9221647
150	0.3536657	0.3523060	0.6607298	0.1860537	0.4383606	0.7770475	0.6585651	0.6855793	0.0534642	0.6974770
200	0.5077353	0.2468833	0.7215042	0.1363895	0.3567626	0.6770896	0.6111693	0.8734297	0.0498424	0.6860382
250	0.3609223	0.2680432	0.7361676	0.1407814	0.3828306	0.6804558	0.6033428	0.6390286	0.0458612	0.7087927
300	0.4384626	0.2513231	0.6384647	0.1554217	0.4386257	0.8601867	0.6674532	0.6582857	0.0541599	0.6526209
350	0.4969884	0.2553975	0.6791171	0.1370973	0.4354578	0.7519112	0.5685885	0.7206065	0.1014340	1.0000000
400	0.4098312	0.2703829	0.7864110	0.1580605	0.4520973	0.6317686	0.6576334	0.7991126	0.0562368	0.8265149
450	0.4066157	0.2939505	0.7126283	0.2031245	0.4444304	0.6621107	0.6633372	0.7423945	0.0655829	0.7107054
500	0.4080711	0.3378379	0.6465539	0.1746709	0.4877093	0.6876983	0.7238534	0.6688713	0.0820330	0.8046262
550	0.4412632	0.2575819	0.7489420	0.1689517	0.5983874	0.9026877	0.4922772	0.7555059	0.0385040	0.7493509
600	0.4904822	0.2663777	0.7580697	0.1300810	0.4881023	0.6025023	0.3340780	0.6856263	0.0308367	0.6820358
650	0.4915615	0.2676329	0.6995176	0.1247503	0.3767269	0.3783301	0.3203420	0.8213775	0.0834502	0.7393113
700	0.4474335	0.2357234	0.7094840	0.1034772	0.3845637	0.2299494	0.2500785	0.7253521	0.0769877	0.6231839
750	0.3499601	0.2243826	0.6728221	0.1155944	0.3556904	0.1817123	0.3249059	0.8257572	0.0481002	0.7675536
800	0.3008563	0.1713333	0.6927291	0.1826782	0.2062569	0.0671962	0.2574952	0.7805947	0.0842931	0.6357628
850	0.2357991	0.0930288	0.6803161	0.2268196	0.1517303	0.1603714	0.4155180	0.7314171	0.0729827	0.7866560
900	0.1887696	0.0810132	0.6415713	0.3730698	0.1668390	0.2017164	0.3488280	0.7639024	0.0788933	0.8182521
950	0.1276163	0.0349492	0.6959092	0.5711746	0.1570933	0.2386379	0.6906435	0.8247287	0.0520079	0.7963363
1000	0.1368658	0.0460955	0.6347572	0.5530585	0.1655211	0.3658409	0.5844027	0.8047864	0.0485916	0.8003018

0	0.3009080	0.0918412	0.7515537	0.2466342	0.3608756	0.6952748	0.4584423	0.6685943	0.0554657	0.6648051
50	0.3732856	0.1857672	0.3477837	0.1089015	0.3270290	0.5876042	0.3461573	0.7422687	0.0548374	0.7347043
100	0.3816711	0.2333105	0.1224292	0.1619106	0.4042870	0.6496043	0.3793412	0.6538158	0.0622298	0.6744308
150	0.4399146	0.1895564	0.1414263	0.1212758	0.4178020	0.5453986	0.2519136	0.7659295	0.0928512	0.7992423
200	0.3758595	0.1835260	0.1336857	0.0990178	0.3997791	0.6523741	0.2628678	0.6778623	0.0556499	0.6584002
250	0.3261604	0.2085195	0.1482039	0.1116938	0.3649930	0.6443843	0.2763529	0.7380592	0.0460725	0.7270565
300	0.3943668	0.1548624	0.1203179	0.1724622	0.3835678	0.3981995	0.2486193	0.8468015	0.0928116	0.7248013
350	0.4073289	0.1647375	0.1011070	0.1379967	0.3988901	0.5403204	0.2539729	0.7672002	0.0923943	0.7322870
400	0.3219099	0.1423810	0.1435142	0.1371248	0.3669294	0.6386609	0.2282425	0.7469389	0.0391953	0.7526599
450	0.3915095	0.1143482	0.1733735	0.1624479	0.3047388	0.6713332	0.2362826	0.8343138	0.1173828	0.6598324
500	0.3977057	0.1231238	0.1133012	0.1871672	0.4989715	0.5416223	0.3365898	0.7235507	0.0669751	0.6146713
550	0.3067988	0.2075364	0.4962828	0.1678483	0.4086152	0.3319414	0.3335231	0.5948297	0.1449646	0.6643827
600	0.4000757	0.1394489	0.6930984	0.1812549	0.3738562	0.2178952	0.3640032	0.6957662	0.0570440	0.5613013
650	0.3834631	0.1326665	0.6637373	0.2657422	0.2391559	0.2569746	0.3577899	0.6919547	0.1039562	0.7345861
700	0.2469092	0.1006342	0.8032207	0.3436133	0.2044150	0.2471326	0.4253678	0.6768942	0.0554919	0.8747951
750	0.2360268	0.0575490	0.5094233	0.3431654	0.1267539	0.3583228	0.4293878	0.8299837	0.0468109	0.8214851
800	0.1494663	0.0558787	0.5333170	0.6207706	0.2761277	0.5541764	0.6005948	0.7677569	0.0400217	0.6748998
850	0.1913702	0.0400706	0.6306621	0.5701616	0.1985570	0.6555807	0.6227812	0.8219755	0.0735957	0.7180801
900	0.1352416	0.0603182	0.5680914	0.4524597	0.3195992	0.5656403	0.6590293	0.7542063	0.0665837	0.6846569
950	0.1549431	0.1062289	0.5003916	0.4640283	0.3599169	0.8665416	0.5180797	0.6977232	0.0593379	0.9134569
1000	0.2462440	0.1159295	0.4842974	0.3400578	0.3384485	0.7521386	0.5462201	0.7535641	0.0357108	0.8375408
