"Time"	YHR084W	YBR083W	YLR256W	YBR112C	YNL068C	YIR023W	YKL112W	YML027W	YOR028C	YPL248C
850	0.6104320	0.6280552	0.5930656	1.0000000	1.0000000	0.9999932	1.0000000	1.0000000	0.9985334	1.0000000
900	0.6103269	0.6280840	0.5930656	1.0000000	1.0000000	0.9999932	1.0000000	1.0000000	0.9994240	1.0000000
950	0.6102622	0.6280961	0.5930656	1.0000000	1.0000000	0.9999932	1.0000000	1.0000000	0.9997739	1.0000000
1000	0.6102284	0.6281008	0.5930656	1.0000000	1.0000000	0.9999932	1.0000000	1.0000000	0.9999113	1.0000000

0	0.6103901	0.6281057	0.5930655	1.0000000	1.0000000	0.9999932	1.0000000	1.0000000	1.0000000	1.0000000
50	0.6102603	0.6281076	0.5930656	1.0000000	1.0000000	0.9999932	1.0000000	0.8926990	1.0000000	1.0000000
100	0.6102158	0.6281063	0.5930656	1.0000000	1.0000000	0.9999932	1.0000000	0.8241915	1.0000000	1.0000000
150	0.6102026	0.6281049	0.5930656	1.0000000	1.0000000	0.9999932	1.0000000	0.7987737	1.0000000	1.0000000
200	0.6101996	0.6281040	0.5930656	1.0000000	1.0000000	0.9999932	1.0000000	0.7897328	1.0000000	1.0000000
250	0.6101996	0.6281035	0.5930656	1.0000000	1.0000000	0.9999932	1.0000000	0.7865314	1.0000000	1.0000000
300	0.6102001	0.6281033	0.5930656	1.0000000	1.0000000	0.9999932	1.0000000	0.7853982	1.0000000	1.0000000
350	0.6102005	0.6281032	0.5930656	1.0000000	1.0000000	0.9999932	1.0000000	0.7849972	1.0000000	1.0000000
400	0.6102008	0.6281031	0.5930656	1.0000000	1.0000000	0.9999932	1.0000000	0.7848553	1.0000000	1.0000000
450	0.6102009	0.6281031	0.5930656	1.0000000	1.0000000	0.9999932	1.0000000	0.7848050	1.0000000	1.0000000
500	0.6102009	0.6281031	0.5930656	1.0000000	1.0000000	0.9999932	1.0000000	0.7847872	1.0000000	1.0000000
550	0.6102010	0.6281031	0.5930656	1.0000000	1.0000000	0.9999932	1.0000000	0.8920819	1.0000000	1.0000000
600	0.6102010	0.6281031	0.5930656	1.0000000	1.0000000	0.9999932	1.0000000	0.9605872	1.0000000	1.0000000
650	0.6102010	0.6281031	0.5930656	1.0000000	1.0000000	0.9999932	1.0000000	0.9860042	1.0000000	1.0000000
700	0.6102010	0.6281031	0.5930656	1.0000000	1.0000000	0.9999932	1.0000000	0.9950448	1.0000000	1.0000000
750	0.6102010	0.6281031	0.5930656	1.0000000	1.0000000	0.9999932	1.0000000	0.9982462	1.0000000	1.0000000
800	0.6102010	0.6281031	0.5930656	1.0000000	1.0000000	0.9999932	1.0000000	0.9993793	1.0000000	1.0000000
850	0.6102010	0.6281031	0.5930656	1.0000000	1.0000000	0.9999932	1.0000000	0.9997803	1.0000000	1.0000000
900	0.6102010	0.6281031	0.5930656	1.0000000	1.0000000	0.9999932	1.0000000	0.9999222	1.0000000	1.0000000
950	0.6102010	0.6281031	0.5930656	1.0000000	1.0000000	0.9999932	1.0000000	0.9999725	1.0000000	1.0000000
1000	0.6102010	0.6281031	0.5930656	1.0000000	1.0000000	0.9999932	1.0000000	0.9999903	1.0000000	1.0000000

0	0.6103901	0.6281057	0.5930655	1.0000000	1.0000000	0.9999932	1.0000000	1.0000000	1.0000000	1.0000000
50	0.6102657	0.6279877	0.5902198	0.9393091	0.9198492	0.9999947	1.0000000	0.5994310	0.9575007	1.0000000
100	0.6106470	0.6254985	0.5775338	0.8960867	0.8478454	0.9999958	1.0000000	0.3436831	0.9157512	1.0000000
150	0.6137979	0.6174723	0.5637191	0.8816320	0.8164155	0.9999961	1.0000000	0.2487950	0.8948987	1.0000000
200	0.6223221	0.6056042	0.5548119	0.8776246	0.8049824	0.9999963	1.0000000	0.2150443	0.8859200	1.0000000
250	0.6355569	0.5939560	0.5503660	0.8766028	0.8011469	0.9999963	1.0000000	0.2030927	0.8822553	1.0000000
300	0.6501526	0.5850339	0.5484490	0.8763539	0.7999151	0.9999963	1.0000000	0.1988626	0.8807922	1.0000000
350	0.6629402	0.5792305	0.5476947	0.8762949	0.7995296	0.9999963	1.0000000	0.1973654	0.8802137	1.0000000
400	0.6724516	0.5758638	0.5474154	0.8762811	0.7994109	0.9999963	1.0000000	0.1968356	0.8799860	1.0000000
450	0.6787177	0.5740680	0.5473161	0.8762779	0.7993748	0.9999963	1.0000000	0.1966480	0.8798965	1.0000000
500	0.6824789	0.5731697	0.5472818	0.8762772	0.7993638	0.9999963	1.0000000	0.1965817	0.8798613	1.0000000
550	0.6845699	0.5728966	0.5504636	0.9369680	0.8795113	0.9999948	1.0000000	0.5971272	0.9223469	1.0000000
600	0.6851475	0.5757074	0.5638252	0.9801903	0.9515141	0.9999937	1.0000000	0.8528668	0.9640909	1.0000000
650	0.6819996	0.5846220	0.5775588	0.9946450	0.9829437	0.9999934	1.0000000	0.9477519	0.9849414	1.0000000
700	0.6728315	0.5969896	0.5860778	0.9986524	0.9943767	0.9999932	1.0000000	0.9815016	0.9939192	1.0000000
750	0.6590323	0.6084823	0.5902283	0.9996742	0.9982122	0.9999932	1.0000000	0.9934528	0.9975836	1.0000000
800	0.6443700	0.6169265	0.5919907	0.9999231	0.9994440	0.9999932	1.0000000	0.9976828	0.9990465	1.0000000
850	0.6319361	0.6222436	0.5926773	0.9999822	0.9998295	0.9999932	1.0000000	0.9991799	0.9996250	1.0000000
900	0.6229406	0.6252403	0.5929300	0.9999959	0.9999482	0.9999932	1.0000000	0.9997097	0.9998527	1.0000000
950	0.6171598	0.6267900	0.5930193	0.9999991	0.9999844	0.9999932	1.0000000	0.9998973	0.9999422	1.0000000
1000	0.6137740	0.6275360	0.5930501	0.9999998	0.9999953	0.9999932	1.0000000	0.9999636	0.9999773	1.0000000

0	0.6103901	0.6281057	0.5930655	1.0000000	1.0000000	0.9999932	1.0000000	1.0000000	1.0000000	1.0000000
50	0.5659570	0.6346269	0.5930656	1.0000000	0.9478393	0.9999932	1.0000000	0.5872133	0.9317933	1.0000000
100	0.5225424	0.6421982	0.5930656	1.0000000	0.9009805	0.9999932	1.0000000	0.3236649	0.8647900	1.0000000
150	0.4994172	0.6463211	0.5930656	1.0000000	0.8805265	0.9999932	1.0000000	0.2258826	0.8313240	1.0000000
200	0.4883134	0.6479632	0.5930656	1.0000000	0.8730861	0.9999932	1.0000000	0.1911025	0.8169142	1.0000000
250	0.4833291	0.6484112	0.5930656	1.0000000	0.8705900	0.9999932	1.0000000	0.1787864	0.8110327	1.0000000
300	0.4813023	0.6484220	0.5930656	1.0000000	0.8697884	0.9999932	1.0000000	0.1744273	0.8086846	1.0000000
350	0.4806033	0.6483294	0.5930656	1.0000000	0.8695375	0.9999932	1.0000000	0.1728844	0.8077562	1.0000000
400	0.4804350	0.6482465	0.5930656	1.0000000	0.8694602	0.9999932	1.0000000	0.1723384	0.8073907	1.0000000
450	0.4804412	0.6481951	0.5930656	1.0000000	0.8694367	0.9999932	1.0000000	0.1721452	0.8072471	1.0000000
500	0.4804832	0.6481688	0.5930656	1.0000000	0.8694296	0.9999932	1.0000000	0.1720768	0.8071907	1.0000000
550	0.5230552	0.6417043	0.5930656	1.0000000	0.9215881	0.9999932	1.0000000	0.5848393	0.8753753	1.0000000
600	0.5655964	0.6345519	0.5930656	1.0000000	0.9684463	0.9999932	1.0000000	0.8483791	0.9423699	1.0000000
650	0.5890071	0.6307153	0.5930656	1.0000000	0.9889001	0.9999932	1.0000000	0.9461583	0.9758325	1.0000000
700	0.6006378	0.6290422	0.5930656	1.0000000	0.9963405	0.9999932	1.0000000	0.9809374	0.9902410	1.0000000
750	0.6061146	0.6283963	0.5930656	1.0000000	0.9988365	0.9999932	1.0000000	0.9932531	0.9961220	1.0000000
800	0.6085594	0.6281738	0.5930656	1.0000000	0.9996382	0.9999932	1.0000000	0.9976121	0.9984698	1.0000000
850	0.6095883	0.6281084	0.5930656	1.0000000	0.9998890	0.9999932	1.0000000	0.9991549	0.9993981	1.0000000
900	0.6099937	0.6280949	0.5930656	1.0000000	0.9999663	0.9999932	1.0000000	0.9997009	0.9997636	1.0000000
950	0.6101412	0.6280954	0.5930656	1.0000000	0.9999898	0.9999932	1.0000000	0.9998941	0.9999072	1.0000000
1000	0.6101892	0.6280983	0.5930656	1.0000000	0.9999969	0.9999932	1.0000000	0.9999625	0.9999636	1.0000000

0	0.6103901	0.6281057	0.5930655	1.0000000	1.0000000	0.9999932	1.0000000	1.0000000	1.0000000	1.0000000
50	0.6102603	0.6281076	0.5930656	1.0000000	1.0000000	0.9999929	0.8982369	1.0000000	0.7299987	1.0000000
100	0.6102158	0.6281063	0.5930656	1.0000000	1.0000000	0.9999907	0.7937629	1.0000000	0.4647614	1.0000000
150	0.6102026	0.6281049	0.5930656	1.0000000	1.0000000	0.9999874	0.7409358	1.0000000	0.3322837	1.0000000
200	0.6101996	0.6281040	0.5930656	1.0000000	1.0000000	0.9999845	0.7187362	1.0000000	0.2752415	1.0000000
250	0.6101996	0.6281035	0.5930656	1.0000000	1.0000000	0.9999825	0.7101667	1.0000000	0.2519592	1.0000000
300	0.6102001	0.6281033	0.5930656	1.0000000	1.0000000	0.9999815	0.7070126	1.0000000	0.2426642	1.0000000
350	0.6102005	0.6281032	0.5930656	1.0000000	1.0000000	0.9999811	0.7058856	1.0000000	0.2389891	1.0000000
400	0.6102008	0.6281031	0.5930656	1.0000000	1.0000000	0.9999809	0.7054907	1.0000000	0.2375422	1.0000000
450	0.6102009	0.6281031	0.5930656	1.0000000	1.0000000	0.9999808	0.7053543	1.0000000	0.2369737	1.0000000
500	0.6102009	0.6281031	0.5930656	1.0000000	1.0000000	0.9999808	0.7053075	1.0000000	0.2367505	1.0000000
550	0.6102010	0.6281031	0.5930656	1.0000000	1.0000000	0.9999818	0.8070547	1.0000000	0.5066642	1.0000000
600	0.6102010	0.6281031	0.5930656	1.0000000	1.0000000	0.9999859	0.9115234	1.0000000	0.7718671	1.0000000
650	0.6102010	0.6281031	0.5930656	1.0000000	1.0000000	0.9999896	0.9643487	1.0000000	0.9043313	1.0000000
700	0.6102010	0.6281031	0.5930656	1.0000000	1.0000000	0.9999916	0.9865477	1.0000000	0.9613683	1.0000000
750	0.6102010	0.6281031	0.5930656	1.0000000	1.0000000	0.9999926	0.9951169	1.0000000	0.9846485	1.0000000
800	0.6102010	0.6281031	0.5930656	1.0000000	1.0000000	0.9999930	0.9982710	1.0000000	0.9939427	1.0000000
850	0.6102010	0.6281031	0.5930656	1.0000000	1.0000000	0.9999931	0.9993980	1.0000000	0.9976175	1.0000000
900	0.6102010	0.6281031	0.5930656	1.0000000	1.0000000	0.9999932	0.9997928	1.0000000	0.9990642	1.0000000
950	0.6102010	0.6281031	0.5930656	1.0000000	1.0000000	0.9999932	0.9999293	1.0000000	0.9996327	1.0000000
1000	0.6102010	0.6281031	0.5930656	1.0000000	1.0000000	0.9999932	0.9999760	1.0000000	0.9998559	1.0000000

0	0.6103901	0.6281057	0.5930655	1.0000000	1.0000000	0.9999932	1.0000000	1.0000000	1.0000000	1.0000000
50	0.6015267	0.6820879	0.6434895	1.0000000	0.8959923	0.9999935	1.0000000	1.0000000	1.0000000	1.0000000
100	0.5520180	0.7564086	0.6888686	1.0000000	0.8025566	0.9999937	1.0000000	1.0000000	1.0000000	1.0000000
150	0.4801851	0.8099669	0.7089324	1.0000000	0.7617716	0.9999938	1.0000000	1.0000000	1.0000000	1.0000000
200	0.4173883	0.8411622	0.7164083	1.0000000	0.7469354	0.9999938	1.0000000	1.0000000	1.0000000	1.0000000
250	0.3748306	0.8561701	0.7190032	1.0000000	0.7419583	0.9999938	1.0000000	1.0000000	1.0000000	1.0000000
300	0.3505901	0.8611160	0.7198730	1.0000000	0.7403599	0.9999938	1.0000000	1.0000000	1.0000000	1.0000000
350	0.3391317	0.8608703	0.7201592	1.0000000	0.7398596	0.9999938	1.0000000	1.0000000	1.0000000	1.0000000
400	0.3352444	0.8588889	0.7202524	1.0000000	0.7397056	0.9999938	1.0000000	1.0000000	1.0000000	1.0000000
450	0.3350303	0.8570656	0.7202825	1.0000000	0.7396587	0.9999938	1.0000000	1.0000000	1.0000000	1.0000000
500	0.3360294	0.8560060	0.7202922	1.0000000	0.7396445	0.9999938	1.0000000	1.0000000	1.0000000	1.0000000
550	0.3420233	0.8116957	0.6698715	1.0000000	0.8436479	0.9999935	1.0000000	1.0000000	1.0000000	1.0000000
600	0.3747438	0.7459621	0.6244934	1.0000000	0.9370823	0.9999933	1.0000000	1.0000000	1.0000000	1.0000000
650	0.4312323	0.6945178	0.6044299	1.0000000	0.9778669	0.9999932	1.0000000	1.0000000	1.0000000	1.0000000
700	0.4907668	0.6623876	0.5969541	1.0000000	0.9927030	0.9999932	1.0000000	1.0000000	1.0000000	1.0000000
750	0.5384750	0.6446637	0.5943592	1.0000000	0.9976801	0.9999932	1.0000000	1.0000000	1.0000000	1.0000000
800	0.5705896	0.6356547	0.5934895	1.0000000	0.9992785	0.9999932	1.0000000	1.0000000	1.0000000	1.0000000
850	0.5897695	0.6313629	0.5932033	1.0000000	0.9997787	0.9999932	1.0000000	1.0000000	1.0000000	1.0000000
900	0.6002583	0.6294329	0.5931101	1.0000000	0.9999328	0.9999932	1.0000000	1.0000000	1.0000000	1.0000000
950	0.6056091	0.6286121	0.5930800	1.0000000	0.9999797	0.9999932	1.0000000	1.0000000	1.0000000	1.0000000
1000	0.6081832	0.6282829	0.5930702	1.0000000	0.9999939	0.9999932	1.0000000	1.0000000	1.0000000	1.0000000

0	0.6103901	0.6281057	0.5930655	1.0000000	1.0000000	0.9999932	1.0000000	1.0000000	1.0000000	1.0000000
50	0.5449660	0.6273648	0.5771879	0.6909271	1.0000000	0.9999926	0.8393842	1.0000000	1.0000000	1.0000000
100	0.4889580	0.6111957	0.4957804	0.4708142	1.0000000	0.9999883	0.6744896	1.0000000	1.0000000	1.0000000
150	0.4800903	0.5511064	0.3955265	0.3972023	1.0000000	0.9999798	0.5911109	1.0000000	1.0000000	1.0000000
200	0.5177675	0.4522013	0.3258024	0.3767946	1.0000000	0.9999705	0.5560726	1.0000000	1.0000000	1.0000000
250	0.5846511	0.3509680	0.2894395	0.3715910	1.0000000	0.9999635	0.5425471	1.0000000	1.0000000	1.0000000
300	0.6481210	0.2731439	0.2733432	0.3703231	1.0000000	0.9999595	0.5375689	1.0000000	1.0000000	1.0000000
350	0.6903541	0.2229035	0.2669046	0.3700226	1.0000000	0.9999575	0.5357901	1.0000000	1.0000000	1.0000000
400	0.7130652	0.1939134	0.2644941	0.3699526	1.0000000	0.9999566	0.5351669	1.0000000	1.0000000	1.0000000
450	0.7238858	0.1784211	0.2636313	0.3699365	1.0000000	0.9999563	0.5349515	1.0000000	1.0000000	1.0000000
500	0.7287290	0.1705869	0.2633319	0.3699328	1.0000000	0.9999561	0.5348777	1.0000000	1.0000000	1.0000000
550	0.8372936	0.1680131	0.2913905	0.6790049	1.0000000	0.9999606	0.6954685	1.0000000	1.0000000	1.0000000
600	0.9322782	0.1916034	0.3969040	0.8991176	1.0000000	0.9999745	0.8603546	1.0000000	1.0000000	1.0000000
650	0.9691795	0.2707253	0.4941862	0.9727295	1.0000000	0.9999849	0.9437305	1.0000000	1.0000000	1.0000000
700	0.9645247	0.3791745	0.5501252	0.9931371	1.0000000	0.9999899	0.9787678	1.0000000	1.0000000	1.0000000
750	0.9192124	0.4754487	0.5760693	0.9983408	1.0000000	0.9999920	0.9922929	1.0000000	1.0000000	1.0000000
800	0.8443366	0.5429258	0.5867386	0.9996086	1.0000000	0.9999928	0.9972711	1.0000000	1.0000000	1.0000000
850	0.7661042	0.5839284	0.5908077	0.9999091	1.0000000	0.9999930	0.9990498	1.0000000	1.0000000	1.0000000
900	0.7037363	0.6065621	0.5922835	0.9999791	1.0000000	0.9999932	0.9996730	1.0000000	1.0000000	1.0000000
950	0.6619046	0.6181815	0.5928004	0.9999952	1.0000000	0.9999932	0.9998884	1.0000000	1.0000000	1.0000000
1000	0.6369405	0.6237873	0.5929770	0.9999989	1.0000000	0.9999932	0.9999622	1.0000000	1.0000000	1.0000000

0	0.6103901	0.6281057	0.5930655	1.0000000	1.0000000	0.9999932	1.0000000	1.0000000	1.0000000	1.0000000
50	0.6092429	0.6405857	0.7405465	1.0000000	1.0000000	0.9999932	1.0000000	1.0000000	1.0000000	1.0000000
100	0.5900507	0.6979148	0.8732723	1.0000000	1.0000000	0.9999932	1.0000000	1.0000000	1.0000000	1.0000000
150	0.5363054	0.7649306	0.9319553	1.0000000	1.0000000	0.9999932	1.0000000	1.0000000	1.0000000	1.0000000
200	0.4681893	0.8137735	0.9538211	1.0000000	1.0000000	0.9999932	1.0000000	1.0000000	1.0000000	1.0000000
250	0.4106435	0.8408789	0.9614108	1.0000000	1.0000000	0.9999932	1.0000000	1.0000000	1.0000000	1.0000000
300	0.3729518	0.8509102	0.9639547	1.0000000	1.0000000	0.9999932	1.0000000	1.0000000	1.0000000	1.0000000
350	0.3536003	0.8500053	0.9647917	1.0000000	1.0000000	0.9999932	1.0000000	1.0000000	1.0000000	1.0000000
400	0.3473503	0.8445235	0.9650642	1.0000000	1.0000000	0.9999932	1.0000000	1.0000000	1.0000000	1.0000000
450	0.3483658	0.8394407	0.9651524	1.0000000	1.0000000	0.9999932	1.0000000	1.0000000	1.0000000	1.0000000
500	0.3517268	0.8368674	0.9651809	1.0000000	1.0000000	0.9999932	1.0000000	1.0000000	1.0000000	1.0000000
550	0.3547080	0.8321623	0.8177092	1.0000000	1.0000000	0.9999932	1.0000000	1.0000000	1.0000000	1.0000000
600	0.3619289	0.8026243	0.6849864	1.0000000	1.0000000	0.9999932	1.0000000	1.0000000	1.0000000	1.0000000
650	0.3866977	0.7508273	0.6263043	1.0000000	1.0000000	0.9999932	1.0000000	1.0000000	1.0000000	1.0000000
700	0.4323432	0.7010434	0.6044388	1.0000000	1.0000000	0.9999932	1.0000000	1.0000000	1.0000000	1.0000000
750	0.4862503	0.6665218	0.5968492	1.0000000	1.0000000	0.9999932	1.0000000	1.0000000	1.0000000	1.0000000
800	0.5334160	0.6466693	0.5943053	1.0000000	1.0000000	0.9999932	1.0000000	1.0000000	1.0000000	1.0000000
850	0.5670166	0.6364907	0.5934683	1.0000000	1.0000000	0.9999932	1.0000000	1.0000000	1.0000000	1.0000000
900	0.5877467	0.6316725	0.5931958	1.0000000	1.0000000	0.9999932	1.0000000	1.0000000	1.0000000	1.0000000
950	0.5992658	0.6295336	0.5931076	1.0000000	1.0000000	0.9999932	1.0000000	1.0000000	1.0000000	1.0000000
1000	0.6051728	0.6286387	0.5930791	1.0000000	1.0000000	0.9999932	1.0000000	1.0000000	1.0000000	1.0000000

0	0.6103901	0.6281057	0.5930655	1.0000000	1.0000000	0.9999932	1.0000000	1.0000000	1.0000000	1.0000000
50	0.6042227	0.6642810	0.5811632	0.7620267	1.0000000	0.9999942	1.0000000	0.7403795	1.0000000	1.0000000
100	0.5724211	0.7012263	0.5225908	0.5925489	1.0000000	0.9999950	1.0000000	0.5746218	1.0000000	1.0000000
150	0.5361651	0.7018582	0.4528367	0.5358708	1.0000000	0.9999952	1.0000000	0.5131220	1.0000000	1.0000000
200	0.5250012	0.6724477	0.4051975	0.5201578	1.0000000	0.9999953	1.0000000	0.4912472	1.0000000	1.0000000
250	0.5453547	0.6337055	0.3805824	0.5161512	1.0000000	0.9999953	1.0000000	0.4835011	1.0000000	1.0000000
300	0.5847809	0.6006722	0.3697417	0.5151750	1.0000000	0.9999954	1.0000000	0.4807594	1.0000000	1.0000000
350	0.6268257	0.5780091	0.3654184	0.5149436	1.0000000	0.9999954	1.0000000	0.4797890	1.0000000	1.0000000
400	0.6612033	0.5644037	0.3638029	0.5148897	1.0000000	0.9999954	1.0000000	0.4794456	1.0000000	1.0000000
450	0.6850800	0.5569401	0.3632254	0.5148773	1.0000000	0.9999954	1.0000000	0.4793241	1.0000000	1.0000000
500	0.6999114	0.5531018	0.3630252	0.5148744	1.0000000	0.9999954	1.0000000	0.4792811	1.0000000	1.0000000
550	0.7193070	0.4833939	0.3817028	0.7528471	1.0000000	0.9999943	1.0000000	0.7388863	1.0000000	1.0000000
600	0.7771657	0.4194868	0.4536372	0.9223247	1.0000000	0.9999936	1.0000000	0.9046387	1.0000000	1.0000000
650	0.8328934	0.4267415	0.5218015	0.9790028	1.0000000	0.9999933	1.0000000	0.9661365	1.0000000	1.0000000
700	0.8467653	0.4768859	0.5617971	0.9947158	1.0000000	0.9999932	1.0000000	0.9880107	1.0000000	1.0000000
750	0.8176077	0.5314550	0.5805995	0.9987225	1.0000000	0.9999932	1.0000000	0.9957566	1.0000000	1.0000000
800	0.7656686	0.5728170	0.5884017	0.9996986	1.0000000	0.9999932	1.0000000	0.9984981	1.0000000	1.0000000
850	0.7130351	0.5989982	0.5913954	0.9999300	1.0000000	0.9999932	1.0000000	0.9994685	1.0000000	1.0000000
900	0.6718402	0.6137917	0.5924856	0.9999839	1.0000000	0.9999932	1.0000000	0.9998119	1.0000000	1.0000000
950	0.6443452	0.6214843	0.5928686	0.9999963	1.0000000	0.9999932	1.0000000	0.9999334	1.0000000	1.0000000
1000	0.6279110	0.6252185	0.5929997	0.9999992	1.0000000	0.9999932	1.0000000	0.9999764	1.0000000	1.0000000
