"Time"	YFL021W	YDR146C	YHR084W	YBR083W	YLR256W	YBR112C	YNL068C	YIR023W	YKL112W	YML027W

0	0.5858433	0.1565099	0.2665304	0.4332248	0.3746892	0.7245930	0.7171289	0.4313222	0.7143331	0.7340635
50	0.4655648	0.1794848	0.3220765	0.2822969	0.3004901	0.5691590	0.4371894	0.3137397	0.6691378	0.6710243
100	0.3321356	0.3444299	0.3811637	0.2666429	0.2546617	0.6859602	0.2519036	0.3240677	0.7990883	0.7165650
150	0.3136481	0.3926910	0.2748414	0.3377389	0.2653647	0.7264529	0.1547763	0.3331716	0.7260531	0.5779084
200	0.2608422	0.5902578	0.3845409	0.3599284	0.3692293	0.8283495	0.0896913	0.2385535	0.6179751	0.5883701
250	0.1844913	0.7364738	0.3345780	0.3906012	0.3143445	0.6934528	0.1086948	0.1931272	0.6413271	0.7612399
300	0.3038334	0.5552729	0.2882391	0.2865536	0.3064883	0.5378736	0.1408751	0.2349958	0.6970762	0.6294843
350	0.2796506	0.6393971	0.2937261	0.4254633	0.3315082	0.7160278	0.0556822	0.2564427	0.6769324	0.7025279
400	0.2984942	0.7421877	0.2519174	0.3077910	0.3393111	0.7140387	0.0788106	0.1762120	0.8028801	0.6734529
450	0.3998618	0.6129306	0.3352964	0.3720297	0.2899663	0.8247050	0.0780663	0.2100100	0.6647180	0.6809518
500	0.2779948	0.6485220	0.4102375	0.3957819	0.3385786	0.6741633	0.1246470	0.2434745	0.7200664	0.7302493
550	0.3696206	0.7386574	0.3037755	0.3111103	0.3821935	0.7812719	0.3792981	0.2599611	0.7426764	0.7643608
600	0.4799899	0.5326281	0.2989971	0.3544784	0.3797799	0.8070103	0.5815041	0.3010655	0.7346865	0.6285414
650	0.4527082	0.2561227	0.3622533	0.3007760	0.2839265	0.6355756	0.6934191	0.2627650	0.6475599	0.5372568
700	0.4962069	0.2206231	0.4422549	0.3062050	0.2682904	0.6049372	0.7500535	0.2973832	0.7677572	0.8484090
750	0.5993387	0.2505722	0.3757983	0.3979120	0.3308346	0.6268279	0.7750665	0.3912683	0.6487973	0.6976562
800	0.5882130	0.2471598	0.3365480	0.3797175	0.3399622	0.7450160	0.7648354	0.3009331	0.6474449	0.7066501
850	0.5083364	0.1613611	0.3133957	0.3840777	0.4079948	0.7909567	0.7167501	0.3413020	0.7091861	0.7685357
900	0.5827967	0.1359586	0.2542003	0.4698179	0.3781978	0.8418210	0.6970554	0.3160925	0.7405529	0.7275385
950	0.4502814	0.1209883	0.3306120	0.3516892	0.2963911	0.7271009	0.6826432	0.3771793	0.6549937	0.7562121
1000	0.3777729	0.2124205	0.3186881	0.3514492	0.2854400	0.7345960	0.7805195	0.3374852	0.7724041	0.6997585

0	0.5728625	0.1295329	0.2992024	0.5330875	0.3071309	0.8193130	0.6926542	0.3369408	0.7578876	0.8526181
50	0.6026474	0.1220227	0.3741200	0.4145012	0.2710839	0.7450124	0.6739145	0.3067838	0.5346522	0.8589271
100	0.5992658	0.1820529	0.3805943	0.3608801	0.3496261	0.7038933	0.6409086	0.3526928	0.6192987	0.6621521
150	0.3783595	0.1881294	0.3973523	0.4846260	0.4329417	0.8559830	0.7304045	0.4089608	0.6127045	0.7706434
200	0.4553027	0.1913242	0.2989659	0.4970111	0.2432319	0.6493316	0.7614152	0.3839088	0.6003957	0.7458939
