YDR259C	YPL177C	YML099C	YKR034W	YCL067C	YJL110C	YFL021W	YDR146C	YHR084W	YBR083W
0.1589846	0.3381605	0.5777709	0.7036457	0.7059049	0.3983259	0.7781602	0.5316997	0.3679646	0.5007345
0.1653333	0.1941272	0.8222219	0.7492257	0.6083413	0.4003895	0.8716795	0.5507272	0.5300188	0.5116851
0.3391277	0.6124499	0.2928139	0.6086961	0.6805224	0.4902236	0.7120575	0.6452431	0.3381558	0.5565734
0.3861977	0.4683699	0.5821747	0.2200785	0.5343725	0.7131490	0.6953594	0.5292914	0.3722635	0.5381834
0.2924508	0.3711169	0.6598868	0.6211488	0.2913984	0.3936307	0.6691024	0.5754674	0.4396648	0.4632873
0.3156375	0.4528352	0.7351602	0.7109341	0.7979729	0.2201781	0.6688240	0.4624577	0.3744539	0.6145459
0.4851818	0.4643025	0.4856762	0.5095103	0.5658606	0.5666750	0.3215205	0.4942154	0.3535180	0.5300902
0.2933902	0.4478403	0.7966070	0.5435343	0.6637140	0.4541179	0.6961529	0.1940453	0.4110630	0.6058612
0.1633445	0.2327093	0.6186383	0.5929813	0.7048810	0.4409578	0.6519920	0.1668946	0.2127870	0.7400780
0.3258483	0.2924797	0.6688007	0.6855419	0.5310797	0.2829414	0.5582693	0.1473654	0.3025698	0.3940350
