"Time"	YCR065W	YER040W	YEL009C	YDR259C	YPL177C	YML099C	YKR034W	YCL067C	YJL110C	YFL021W
200	0.1596538	0.5554040	0.8829233	0.0555318	0.1077532	0.8579330	0.9164576	0.0443735	0.2864206	0.1558903
250	0.1709949	0.5528283	0.8823145	0.0555365	0.1096217	0.8496090	0.9149881	0.0440860	0.2924063	0.1602649
300	0.1776568	0.5520095	0.8821365	0.0555446	0.1118316	0.8426902	0.9122942	0.0438927	0.2955763	0.1629051
350	0.1810871	0.5517581	0.8820845	0.0555557	0.1139527	0.8378148	0.9099054	0.0437825	0.2970620	0.1643168
400	0.1827057	0.5516824	0.8820693	0.0555684	0.1156831	0.8347820	0.9082921	0.0437261	0.2977036	0.1650048
450	0.1834246	0.5516598	0.8820649	0.0555807	0.1169224	0.8330708	0.9073613	0.0436995	0.2979655	0.1653151
500	0.1837305	0.5516531	0.8820636	0.0555913	0.1177206	0.8321791	0.9068775	0.0436877	0.2980683	0.1654454
550	0.1822473	0.5769205	0.9655188	0.0555993	0.1181885	0.8319761	0.9057056	0.0436841	0.2971568	0.1635692
600	0.1698759	0.6140306	0.9899087	0.0556048	0.1183095	0.8345097	0.8988183	0.0437268	0.2897682	0.1572290
650	0.1516867	0.6321696	0.9970367	0.0556074	0.1176868	0.8413092	0.8912413	0.0438991	0.2786675	0.1497665
700	0.1372025	0.6388468	0.9991198	0.0556055	0.1160458	0.8503400	0.8894948	0.0441832	0.2697801	0.1439440
750	0.1284018	0.6410490	0.9997287	0.0555977	0.1137262	0.8587307	0.8921921	0.0444779	0.2644944	0.1402756
800	0.1237797	0.6417382	0.9999066	0.0555853	0.1113597	0.8650001	0.8958958	0.0447047	0.2618347	0.1382591
850	0.1215638	0.6419480	0.9999586	0.0555712	0.1094004	0.8690399	0.8988187	0.0448465	0.2606304	0.1372588
900	0.1205661	0.6420108	0.9999738	0.0555584	0.1079974	0.8713724	0.9006495	0.0449227	0.2601228	0.1368041
950	0.1201367	0.6420295	0.9999783	0.0555482	0.1070959	0.8726060	0.9016515	0.0449595	0.2599195	0.1366138
1000	0.1199581	0.6420350	0.9999796	0.0555409	0.1065642	0.8732113	0.9021523	0.0449760	0.2598410	0.1365410

0	0.1198399	0.6420373	0.9999801	0.0555305	0.1060043	0.8736781	0.9025617	0.0449874	0.2597949	0.1365092
50	0.0994968	0.9308741	0.9999802	0.0555299	0.1059871	0.8744426	0.8779705	0.0106982	0.2390345	0.1307518
100	0.0678557	0.9837838	0.9999802	0.0555295	0.1056730	0.8808146	0.8413158	0.0041223	0.2003391	0.1202320
150	0.0497691	0.9934759	0.9999802	0.0555280	0.1044079	0.8914863	0.8483554	0.0039637	0.1761409	0.1128838
200	0.0413972	0.9952513	0.9999802	0.0555236	0.1023052	0.9013260	0.8738494	0.0053847	0.1649590	0.1090209
250	0.0378309	0.9955765	0.9999802	0.0555161	0.1001011	0.9080278	0.8948561	0.0067903	0.1604369	0.1074385
300	0.0363808	0.9956361	0.9999802	0.0555072	0.0983488	0.9117334	0.9072781	0.0076897	0.1587423	0.1069792
350	0.0358087	0.9956470	0.9999802	0.0554992	0.0971964	0.9134380	0.9135624	0.0081453	0.1581376	0.1069497
400	0.0355876	0.9956490	0.9999802	0.0554931	0.0965442	0.9140677	0.9164590	0.0083453	0.1579289	0.1070351
450	0.0355033	0.9956494	0.9999802	0.0554889	0.0962232	0.9142174	0.9177121	0.0084254	0.1578585	0.1071226
500	0.0354715	0.9956495	0.9999802	0.0554864	0.0960886	0.9141953	0.9182296	0.0084555	0.1578352	0.1071846
550	0.0413121	0.7068127	0.9999802	0.0554851	0.0960464	0.9139327	0.9294167	0.0485208	0.1711527	0.1092138
600	0.0626927	0.6539030	0.9999802	0.0554844	0.0961260	0.9112289	0.9440410	0.0530119	0.2054417	0.1164150
650	0.0871901	0.6442109	0.9999802	0.0554844	0.0966428	0.9041493	0.9432308	0.0498996	0.2336304	0.1247397
700	0.1040068	0.6424355	0.9999802	0.0554858	0.0978889	0.8947740	0.9325004	0.0472937	0.2488929	0.1307117
750	0.1128849	0.6421103	0.9999802	0.0554892	0.0997172	0.8863371	0.9206641	0.0459667	0.2556281	0.1340355
800	0.1169620	0.6420507	0.9999802	0.0554949	0.1016646	0.8803959	0.9120936	0.0453819	0.2582838	0.1356062
850	0.1186926	0.6420398	0.9999802	0.0555022	0.1033162	0.8768681	0.9071143	0.0451404	0.2592641	0.1362514
900	0.1193931	0.6420378	0.9999802	0.0555098	0.1044951	0.8750312	0.9045904	0.0450449	0.2596118	0.1364768
950	0.1196682	0.6420374	0.9999802	0.0555164	0.1052293	0.8741780	0.9034223	0.0450085	0.2597324	0.1365364
1000	0.1197742	0.6420373	0.9999802	0.0555215	0.1056377	0.8738249	0.9029149	0.0449950	0.2597736	0.1365409

0	0.1198399	0.6420373	0.9999801	0.0555305	0.1060043	0.8736781	0.9025617	0.0449874	0.2597949	0.1365092
50	0.0634507	0.6418436	0.9957811	0.5766162	0.1071039	0.8238200	0.9025488	0.0449865	0.2599843	0.3051486
100	0.0428243	0.6267929	0.9070564	0.7425633	0.1207617	0.7035980	0.9028197	0.0449776	0.2606979	0.3809956
150	0.0374515	0.5439800	0.7371507	0.7954242	0.1590936	0.6093942	0.9082450	0.0449216	0.2672259	0.4208365
200	0.0461001	0.4071091	0.6006632	0.8123228	0.2188290	0.5522287	0.9251127	0.0446070	0.2927513	0.4539609
250	0.0783303	0.2845132	0.5145680	0.8179548	0.2849342	0.5143577	0.9472832	0.0438664	0.3424066	0.4976774
300	0.1361174	0.2063438	0.4691194	0.8204607	0.3475962	0.4806522	0.9660064	0.0430115	0.4027594	0.5611113
350	0.1932979	0.1658670	0.4481978	0.8227743	0.4093096	0.4454808	0.9786903	0.0423976	0.4540625	0.6326250
400	0.2303239	0.1470718	0.4383620	0.8262813	0.4748977	0.4128144	0.9861733	0.0420575	0.4878107	0.6911165
450	0.2497547	0.1381335	0.4320183	0.8320496	0.5410525	0.3877129	0.9901728	0.0418897	0.5067485	0.7297730
500	0.2591593	0.1325744	0.4253586	0.8406155	0.5990026	0.3709872	0.9922216	0.0418099	0.5166244	0.7529256
550	0.7073198	0.1385956	0.5140425	0.4342481	0.6419571	0.3667058	0.9932977	0.0417720	0.5217572	0.6690742
600	0.8614835	0.2477870	0.7408967	0.3410925	0.6600995	0.3788417	0.9912378	0.0417553	0.5171325	0.6011256
650	0.8048543	0.4244422	0.8816860	0.3306741	0.6482988	0.4047788	0.9659884	0.0417716	0.4775687	0.4864301
700	0.5633436	0.5389294	0.9391312	0.3221065	0.6022171	0.4586650	0.8992143	0.0418800	0.4071695	0.3502424
750	0.3543636	0.5906741	0.9623154	0.2850537	0.5085674	0.5480216	0.8480560	0.0421646	0.3449861	0.2532718
800	0.2361463	0.6130280	0.9768261	0.2139519	0.3807020	0.6509226	0.8415956	0.0426624	0.3059254	0.1973304
850	0.1773169	0.6254614	0.9885787	0.1387427	0.2665296	0.7377919	0.8569545	0.0432804	0.2846311	0.1674629
900	0.1486720	0.6337205	0.9955411	0.0909085	0.1917344	0.7970605	0.8735934	0.0438542	0.2732400	0.1520169
950	0.1343395	0.6384734	0.9984632	0.0689812	0.1501354	0.8326137	0.8853248	0.0442896	0.2669234	0.1441274
1000	0.1269912	0.6406816	0.9994868	0.0604236	0.1284809	0.8524276	0.8926038	0.0445835	0.2633937	0.1401451

0	0.1198399	0.6420373	0.9999801	0.0555305	0.1060043	0.8736781	0.9025617	0.0449874	0.2597949	0.1365092
50	0.1054031	0.8084836	0.6889979	0.0555036	0.0719803	0.8735717	0.8873370	0.0100051	0.2459944	0.1376268
100	0.0833779	0.7901844	0.5981129	0.0554578	0.0643143	0.8717634	0.8707739	0.0029108	0.2236952	0.1426378
150	0.0736340	0.7676371	0.5715516	0.0554316	0.0629558	0.8665615	0.8804789	0.0016736	0.2151915	0.1486872
200	0.0719481	0.7578139	0.5637890	0.0554203	0.0635601	0.8593448	0.8948293	0.0015516	0.2152644	0.1537369
250	0.0729410	0.7543634	0.5615204	0.0554163	0.0650025	0.8522093	0.9028910	0.0015436	0.2173608	0.1573396
300	0.0741479	0.7532505	0.5608574	0.0554155	0.0667269	0.8463944	0.9055007	0.0015158	0.2190299	0.1596033
350	0.0749501	0.7529064	0.5606637	0.0554163	0.0683557	0.8422613	0.9055897	0.0014842	0.2199655	0.1608766
400	0.0753818	0.7528023	0.5606070	0.0554178	0.0696769	0.8396271	0.9050007	0.0014618	0.2204117	0.1615268
450	0.0755894	0.7527713	0.5605905	0.0554193	0.0706292	0.8380958	0.9044535	0.0014490	0.2206056	0.1618304
500	0.0756823	0.7527621	0.5605857	0.0554207	0.0712517	0.8372748	0.9041013	0.0014426	0.2206849	0.1619601
550	0.1042691	0.4513728	0.8715666	0.0554330	0.1063616	0.8369453	0.9247540	0.0377257	0.2480466	0.1628099
600	0.1717863	0.5426935	0.9624512	0.0554770	0.1145227	0.8344766	0.9423323	0.0437070	0.2923696	0.1688731
650	0.1825961	0.6057735	0.9890123	0.0555290	0.1170049	0.8305393	0.9262702	0.0439311	0.2976893	0.1646713
700	0.1622844	0.6302061	0.9967748	0.0555678	0.1181667	0.8334872	0.9018561	0.0438415	0.2848998	0.1551215
750	0.1429477	0.6383625	0.9990434	0.0555906	0.1177627	0.8427649	0.8905928	0.0440376	0.2729739	0.1470516
800	0.1310850	0.6409243	0.9997063	0.0555986	0.1157744	0.8532110	0.8905866	0.0443545	0.2658831	0.1418798
850	0.1249419	0.6417049	0.9999001	0.0555939	0.1131027	0.8615800	0.8943330	0.0446296	0.2623892	0.1390189
900	0.1220448	0.6419388	0.9999567	0.0555815	0.1106313	0.8671396	0.8978439	0.0448084	0.2608410	0.1375941
950	0.1207592	0.6420082	0.9999732	0.0555672	0.1087672	0.8703992	0.9001406	0.0449055	0.2602004	0.1369431
1000	0.1202127	0.6420287	0.9999781	0.0555545	0.1075368	0.8721393	0.9014109	0.0449524	0.2599475	0.1366680

0	0.1198399	0.6420373	0.9999801	0.0555305	0.1060043	0.8736781	0.9025617	0.0449874	0.2597949	0.1365092
50	0.1035258	0.8585711	0.9997628	0.2352396	0.1059892	0.8742712	0.8997117	0.0458996	0.1933784	0.1319572
100	0.0758655	0.8981018	0.9968354	0.2924698	0.1057399	0.8794009	0.9094213	0.0500084	0.1554818	0.1233053
150	0.0590556	0.9047112	0.9900385	0.3106945	0.1047130	0.8881131	0.9317731	0.0577394	0.1367341	0.1175285
200	0.0510474	0.9049042	0.9832669	0.3164961	0.1029889	0.8959826	0.9503659	0.0666643	0.1288193	0.1148170
250	0.0476437	0.9040353	0.9788191	0.3183400	0.1011922	0.9010914	0.9613532	0.0735311	0.1258586	0.1138873
300	0.0463236	0.9033018	0.9764756	0.3189233	0.0997928	0.9037194	0.9668850	0.0774250	0.1248902	0.1137304
350	0.0458619	0.9028677	0.9753891	0.3191059	0.0989041	0.9047960	0.9694075	0.0791926	0.1246369	0.1138193
400	0.0457229	0.9026497	0.9749247	0.3191620	0.0984274	0.9051032	0.9704692	0.0798608	0.1246045	0.1139415
450	0.0456923	0.9025507	0.9747369	0.3191786	0.0982120	0.9051058	0.9708814	0.0800666	0.1246231	0.1140348
500	0.0456921	0.9025087	0.9746640	0.3191832	0.0981354	0.9050253	0.9710269	0.0801094	0.1246437	0.1140934
550	0.0524281	0.6760670	0.9820675	0.1394676	0.0981228	0.9047201	0.9695087	0.0716995	0.1748168	0.1162364
600	0.0747825	0.6401733	0.9930106	0.0822352	0.0982264	0.9019169	0.9623256	0.0578645	0.2158456	0.1229908
650	0.0972929	0.6385312	0.9977227	0.0640092	0.0987748	0.8952427	0.9481087	0.0501887	0.2418198	0.1297869
700	0.1106318	0.6403503	0.9992804	0.0582064	0.0999918	0.8872573	0.9313389	0.0469444	0.2537173	0.1339628
750	0.1165786	0.6414016	0.9997652	0.0563616	0.1016366	0.8808120	0.9179026	0.0456898	0.2580703	0.1358744
800	0.1188137	0.6418202	0.9999141	0.0557786	0.1032408	0.8767990	0.9096974	0.0452257	0.2594055	0.1365466
850	0.1195559	0.6419666	0.9999598	0.0555978	0.1044760	0.8747511	0.9055445	0.0450623	0.2597456	0.1366931
900	0.1197753	0.6420148	0.9999738	0.0555444	0.1052667	0.8738862	0.9037057	0.0450085	0.2598087	0.1366685
950	0.1198311	0.6420302	0.9999782	0.0555305	0.1056993	0.8736025	0.9029700	0.0449924	0.2598100	0.1366131
1000	0.1198416	0.6420351	0.9999795	0.0555280	0.1059030	0.8735543	0.9026991	0.0449882	0.2598034	0.1365689

0	0.1198399	0.6420373	0.9999801	0.0555305	0.1060043	0.8736781	0.9025617	0.0449874	0.2597949	0.1365092
50	0.1077524	0.6420373	0.9999802	0.0555299	0.1059962	0.8736784	0.9025650	0.0449874	0.2597947	0.1365099
100	0.1033014	0.6420373	0.9999802	0.0555297	0.1059935	0.8736778	0.9025662	0.0449874	0.2597946	0.1365103
150	0.1016623	0.6420373	0.9999802	0.0555295	0.1059927	0.8736772	0.9025667	0.0449874	0.2597946	0.1365105
200	0.1010588	0.6420373	0.9999802	0.0555295	0.1059926	0.8736768	0.9025669	0.0449874	0.2597946	0.1365106
250	0.1008366	0.6420373	0.9999802	0.0555295	0.1059926	0.8736766	0.9025670	0.0449875	0.2597946	0.1365107
300	0.1007547	0.6420373	0.9999802	0.0555295	0.1059927	0.8736765	0.9025670	0.0449875	0.2597946	0.1365107
350	0.1007246	0.6420373	0.9999802	0.0555295	0.1059927	0.8736764	0.9025670	0.0449875	0.2597946	0.1365107
400	0.1007135	0.6420373	0.9999802	0.0555295	0.1059928	0.8736764	0.9025670	0.0449875	0.2597946	0.1365107
450	0.1007094	0.6420373	0.9999802	0.0555295	0.1059928	0.8736763	0.9025670	0.0449875	0.2597946	0.1365107
500	0.1007079	0.6420373	0.9999802	0.0555295	0.1059928	0.8736763	0.9025670	0.0449875	0.2597946	0.1365107
550	0.1127941	0.6420373	0.9999802	0.0555295	0.1059928	0.8736763	0.9025670	0.0449875	0.2597946	0.1365107
600	0.1172446	0.6420373	0.9999802	0.0555295	0.1059928	0.8736763	0.9025670	0.0449875	0.2597946	0.1365107
650	0.1188834	0.6420373	0.9999802	0.0555295	0.1059928	0.8736763	0.9025670	0.0449875	0.2597946	0.1365107
700	0.1194869	0.6420373	0.9999802	0.0555295	0.1059928	0.8736763	0.9025670	0.0449875	0.2597946	0.1365107
750	0.1197091	0.6420373	0.9999802	0.0555295	0.1059928	0.8736763	0.9025670	0.0449875	0.2597946	0.1365107
800	0.1197909	0.6420373	0.9999802	0.0555295	0.1059928	0.8736763	0.9025670	0.0449875	0.2597946	0.1365107
850	0.1198210	0.6420373	0.9999802	0.0555295	0.1059928	0.8736763	0.9025670	0.0449875	0.2597946	0.1365107
900	0.1198321	0.6420373	0.9999802	0.0555295	0.1059928	0.8736763	0.9025670	0.0449875	0.2597946	0.1365107
950	0.1198362	0.6420373	0.9999802	0.0555295	0.1059928	0.8736763	0.9025670	0.0449875	0.2597946	0.1365107
1000	0.1198377	0.6420373	0.9999802	0.0555295	0.1059928	0.8736763	0.9025670	0.0449875	0.2597946	0.1365107

0	0.1198399	0.6420373	0.9999801	0.0555305	0.1060043	0.8736781	0.9025617	0.0449874	0.2597949	0.1365092
50	0.1113756	0.7062150	0.6802388	0.0555300	0.1064432	0.8530230	0.8946937	0.0113075	0.2522707	0.2084227
100	0.1046453	0.6274343	0.5867939	0.0555332	0.1117532	0.7960619	0.8939683	0.0045157	0.2473525	0.2495558
150	0.1169571	0.5776461	0.5594845	0.0555560	0.1256778	0.7394445	0.9085118	0.0031436	0.2587953	0.2768363
200	0.1393945	0.5581113	0.5515033	0.0556299	0.1465490	0.6963851	0.9187019	0.0025870	0.2749799	0.2957613
250	0.1596838	0.5515207	0.5491707	0.0558072	0.1701298	0.6664269	0.9202748	0.0021622	0.2871620	0.3081468
300	0.1730533	0.5494371	0.5484889	0.0561538	0.1923688	0.6467170	0.9171644	0.0018712	0.2941133	0.3154468
350	0.1803940	0.5487996	0.5482895	0.0567089	0.2106969	0.6345213	0.9132070	0.0017029	0.2975019	0.3193287
400	0.1839924	0.5486081	0.5482309	0.0574377	0.2242076	0.6274632	0.9101468	0.0016162	0.2989992	0.3212126
450	0.1856296	0.5485509	0.5482133	0.0582313	0.2332495	0.6236439	0.9082484	0.0015750	0.2996198	0.3220526
500	0.1863373	0.5485339	0.5482077	0.0589640	0.2388092	0.6217076	0.9072165	0.0015565	0.2998665	0.3223960
550	0.2307708	0.4072543	0.8679453	0.0595482	0.2407873	0.6362776	0.9235051	0.0348626	0.3208287	0.2591721
600	0.2787731	0.5326200	0.9613883	0.0598293	0.2301330	0.6765244	0.9305419	0.0414351	0.3389709	0.2281029
650	0.2391592	0.6033994	0.9886968	0.0594482	0.2064877	0.7210705	0.9036761	0.0426727	0.3199897	0.1955033
700	0.1870974	0.6296200	0.9966781	0.0584805	0.1794610	0.7661701	0.8794535	0.0431532	0.2941160	0.1696451
750	0.1530994	0.6382091	0.9990117	0.0574260	0.1552598	0.8054262	0.8754797	0.0436563	0.2765269	0.1534707
800	0.1351050	0.6408811	0.9996948	0.0566215	0.1366796	0.8341377	0.8823459	0.0441553	0.2672047	0.1445610
850	0.1265041	0.6416914	0.9998953	0.0561182	0.1239882	0.8524537	0.8903542	0.0445350	0.2628705	0.1400804
900	0.1226445	0.6419341	0.9999545	0.0558365	0.1160295	0.8630017	0.8960607	0.0447673	0.2610141	0.1379927
950	0.1209876	0.6420063	0.9999722	0.0556876	0.1113464	0.8686088	0.8993798	0.0448889	0.2602624	0.1370841
1000	0.1202992	0.6420279	0.9999776	0.0556105	0.1087304	0.8713974	0.9010974	0.0449459	0.2599697	0.1367141

0	0.1198399	0.6420373	0.9999801	0.0555305	0.1060043	0.8736781	0.9025617	0.0449874	0.2597949	0.1365092
50	0.0897007	0.6420373	0.9999802	0.0554875	0.0410936	0.8736823	0.8939658	0.0449874	0.2597972	0.1364769
100	0.0786025	0.6420373	0.9999802	0.0554336	0.0263572	0.8737248	0.8911313	0.0449873	0.2598033	0.1363835
150	0.0745158	0.6420373	0.9999803	0.0554116	0.0230088	0.8738209	0.8901935	0.0449871	0.2598083	0.1362917
200	0.0730109	0.6420374	0.9999803	0.0554041	0.0222430	0.8739342	0.8898810	0.0449869	0.2598110	0.1362281
250	0.0724568	0.6420374	0.9999803	0.0554016	0.0220622	0.8740305	0.8897761	0.0449868	0.2598121	0.1361908
300	0.0722527	0.6420374	0.9999803	0.0554008	0.0220148	0.8740982	0.8897405	0.0449867	0.2598125	0.1361708
350	0.0721776	0.6420374	0.9999803	0.0554005	0.0219993	0.8741401	0.8897284	0.0449866	0.2598126	0.1361607
400	0.0721499	0.6420374	0.9999803	0.0554004	0.0219926	0.8741641	0.8897243	0.0449866	0.2598126	0.1361558
450	0.0721397	0.6420374	0.9999803	0.0554004	0.0219891	0.8741770	0.8897229	0.0449866	0.2598126	0.1361534
500	0.0721359	0.6420374	0.9999803	0.0554004	0.0219872	0.8741836	0.8897225	0.0449866	0.2598126	0.1361523
550	0.1022729	0.6420374	0.9999803	0.0554018	0.0868171	0.8741828	0.8983215	0.0449866	0.2598100	0.1361864
600	0.1133703	0.6420374	0.9999803	0.0554198	0.1015352	0.8741396	0.9011573	0.0449868	0.2598037	0.1362821
650	0.1174567	0.6420374	0.9999803	0.0554573	0.1048853	0.8740418	0.9020957	0.0449870	0.2597987	0.1363738
700	0.1189615	0.6420374	0.9999803	0.0554911	0.1056636	0.8739280	0.9024083	0.0449872	0.2597961	0.1364363
750	0.1195156	0.6420374	0.9999802	0.0555116	0.1058618	0.8738323	0.9025133	0.0449873	0.2597950	0.1364726
800	0.1197196	0.6420374	0.9999802	0.0555217	0.1059262	0.8737657	0.9025488	0.0449874	0.2597946	0.1364920
850	0.1197948	0.6420373	0.9999802	0.0555262	0.1059553	0.8737246	0.9025609	0.0449874	0.2597945	0.1365018
900	0.1198224	0.6420373	0.9999802	0.0555281	0.1059716	0.8737013	0.9025650	0.0449874	0.2597945	0.1365065
950	0.1198326	0.6420373	0.9999802	0.0555289	0.1059811	0.8736888	0.9025664	0.0449875	0.2597945	0.1365088
1000	0.1198364	0.6420373	0.9999802	0.0555292	0.1059866	0.8736824	0.9025668	0.0449875	0.2597946	0.1365098

0	0.1198399	0.6420373	0.9999801	0.0555305	0.1060043	0.8736781	0.9025617	0.0449874	0.2597949	0.1365092
50	0.1096750	0.7649474	0.9954539	0.5893537	0.1059921	0.8740326	0.8926273	0.0101320	0.2504429	0.1337082
100	0.0902892	0.7782674	0.9043205	0.7593554	0.1058375	0.8772394	0.8776413	0.0030377	0.2316002	0.1285580
150	0.0793714	0.7354876	0.7495427	0.8134941	0.1052103	0.8817767	0.8816533	0.0017890	0.2216699	0.1294429
200	0.0811328	0.6659133	0.6360847	0.8307349	0.1043897	0.8815041	0.8986391	0.0016659	0.2258439	0.1384211
250	0.0956913	0.6054157	0.5612461	0.8362250	0.1043441	0.8727160	0.9150872	0.0015585	0.2413697	0.1531674
300	0.1199602	0.5635421	0.5128225	0.8379734	0.1059781	0.8556820	0.9245610	0.0013153	0.2614921	0.1707672
350	0.1482423	0.5374425	0.4834319	0.8385310	0.1097415	0.8331252	0.9273920	0.0010496	0.2803859	0.1882901
400	0.1747115	0.5222662	0.4666704	0.8387109	0.1156079	0.8088720	0.9260842	0.0008422	0.2951775	0.2033863
450	0.1958187	0.5138506	0.4574979	0.8387722	0.1230919	0.7864821	0.9229565	0.0007043	0.3054327	0.2149207
500	0.2107616	0.5093176	0.4525933	0.8387980	0.1313300	0.7681649	0.9195498	0.0006198	0.3119573	0.2229217
550	0.3025501	0.2267894	0.5570852	0.3050948	0.1393685	0.7521495	0.9380493	0.0344515	0.3466937	0.2503844
600	0.5301139	0.3092165	0.8152169	0.1351959	0.1485077	0.7147431	0.9642927	0.0409722	0.4102615	0.3107226
650	0.5501685	0.4869313	0.9418345	0.0811902	0.1657642	0.6668505	0.9526659	0.0419803	0.4116759	0.3011119
700	0.3922661	0.5855606	0.9826453	0.0642126	0.1885895	0.6619660	0.8966122	0.0422066	0.3628508	0.2432900
750	0.2583135	0.6234850	0.9948630	0.0591714	0.1969160	0.7031106	0.8554947	0.0425540	0.3154550	0.1950880
800	0.1839591	0.6362314	0.9984713	0.0577642	0.1825390	0.7590425	0.8528899	0.0431282	0.2862249	0.1658106
850	0.1480315	0.6402652	0.9995340	0.0570998	0.1586046	0.8060131	0.8674337	0.0437790	0.2713604	0.1501401
900	0.1317997	0.6415032	0.9998472	0.0565294	0.1377843	0.8373264	0.8820720	0.0443122	0.2645713	0.1424520
950	0.1247761	0.6418769	0.9999398	0.0560976	0.1237256	0.8555119	0.8918977	0.0446533	0.2616850	0.1389436
1000	0.1218330	0.6419889	0.9999676	0.0558303	0.1153549	0.8651293	0.8974207	0.0448364	0.2605195	0.1374420
