"Time"	YML027W	YOR028C	YPL248C	YOL108C	YIR018W	YJR060W	YGL096W	YKL043W	YER111C	YLR182W
600	0.5374981	1.0168081	0.2915489	0.6073469	0.9575930	0.2596634	0.4725789	0.7678294	0.8089976	1.0933003
650	0.3475231	1.0382131	0.2325451	0.5313971	0.9214063	0.2606330	0.6217832	0.7687032	0.7510385	1.0886995
700	0.3050438	1.0196655	0.1575000	0.4125525	0.9479579	0.2412094	0.5957899	0.7965176	0.8323816	0.9357890
750	0.3098406	1.0327141	0.1081494	0.3298145	1.0255201	0.2006260	0.6150739	0.7871047	0.8298341	1.0221178
800	0.2426817	1.0690011	0.1033930	0.2872107	0.8609674	0.2149688	0.5467744	0.7369903	0.7982410	1.0485023
850	0.1682579	1.0153927	0.0971252	0.3246117	0.8810169	0.2517714	0.5769203	0.7222589	0.8213628	0.9926971
900	0.2115853	0.9520077	0.0656681	0.3277243	0.8305612	0.2715676	0.5318354	0.7368459	0.7546688	1.0008383
950	0.2312498	0.9763477	0.0911427	0.3042766	0.9704103	0.2313297	0.5336350	0.7342055	0.8703430	0.9593816
1000	0.2106569	1.0046211	0.0793891	0.3071127	1.0291439	0.2468296	0.5852153	0.7096540	0.8356901	1.0212589

0	0.2548324	1.0436888	0.0765708	0.2381231	0.9532632	0.2423358	0.6653750	0.7266201	0.8000989	0.9828388
50	0.3011954	0.9794411	0.0388703	0.1187843	0.9683033	0.2217088	0.5388275	0.7260372	0.7446229	0.8526737
100	0.3683423	1.0052863	0.0948232	0.1124277	0.9424398	0.2733773	0.6606529	0.7548847	0.7147906	0.8280718
150	0.2985555	1.0618429	0.0568816	0.0939103	0.9872049	0.1947069	0.5946448	0.7482281	0.7610732	0.7997509
200	0.2672678	1.0326424	0.0436351	0.0887863	0.8417906	0.2032311	0.5542334	0.7687812	0.6908647	0.7331007
250	0.3683055	1.0465333	0.0786732	0.0894893	0.8832709	0.1953534	0.4210342	0.8062188	0.7343035	0.6595262
300	0.4941464	0.9611030	0.1126246	0.1216467	1.0250438	0.2794750	0.4295290	0.8291801	0.7879016	0.7714427
350	0.4961077	0.9453358	0.1606347	0.1403449	0.8983950	0.2592252	0.3568052	0.8539090	0.7871287	0.7792696
400	0.4675399	0.9660801	0.2123454	0.1524718	0.9748484	0.2550165	0.3663930	0.7948446	0.6873986	0.7641858
450	0.4893116	0.9691878	0.2142842	0.1587075	1.0642685	0.2407247	0.4377514	0.7105385	0.7045292	0.7548007
500	0.4731324	1.0443937	0.1358737	0.1355567	0.9941416	0.2821609	0.4570509	0.7458097	0.7078347	0.7384937
550	0.5111941	1.0307909	0.1446436	0.3474681	0.9606450	0.2605062	0.5377510	0.7776707	0.7173761	0.9882978
600	0.4003538	0.9811974	0.1408884	0.3725945	0.9964756	0.2446766	0.5731355	0.7422101	0.7385072	1.0024790
650	0.2653932	1.0249849	0.1176714	0.3450041	0.9305225	0.2450818	0.6313893	0.7594242	0.8078815	0.9930393
700	0.2820381	1.0540709	0.0921178	0.3209918	0.9231263	0.2704275	0.5366668	0.7818495	0.7949141	0.9811712
750	0.2516660	0.9640368	0.0866588	0.3061327	0.9221492	0.2449773	0.5626897	0.7068376	0.7521646	0.9843858
800	0.2909475	1.1070198	0.0739075	0.2429049	0.9801011	0.2677114	0.5594985	0.7280513	0.7566483	1.0351180
850	0.2683652	0.9989126	0.0800573	0.3082122	0.9180106	0.2686165	0.5768789	0.7361469	0.7631406	1.0105964
900	0.2347655	1.0793171	0.1245845	0.3507853	0.9641624	0.2636982	0.4622464	0.8416819	0.8247732	1.0129610
950	0.2088628	1.0346444	0.1519575	0.4033131	0.9551402	0.2986700	0.5318994	0.7987074	0.8481497	1.0125513
1000	0.2277815	0.9970664	0.1355608	0.3495828	0.9012973	0.2975756	0.5406223	0.7232373	0.7986743	1.0138716

0	0.2548324	1.0436888	0.0765708	0.2381231	0.9532632	0.2423358	0.6653750	0.7266201	0.8000989	0.9828388
50	0.1034113	0.9740110	0.0958437	0.1646134	1.0006372	0.2346063	0.4372887	0.9127966	0.7928201	0.9838216
100	0.0756170	1.0534284	0.2090225	0.1756691	0.8757139	0.2700797	0.3438839	0.9366461	0.6983208	1.0388153
150	0.0674892	1.1425197	0.2902509	0.2431063	0.9688614	0.2881591	0.2576051	1.0458304	0.7979596	0.9543056
200	0.0752156	1.1058469	0.4645443	0.3676145	0.9240103	0.3125687	0.2459810	1.1040391	0.7455262	1.0608572
250	0.0710864	1.1331657	0.5622869	0.3646923	0.9417560	0.3328400	0.2206785	0.9993854	0.7819692	1.1497145
300	0.0756603	1.0803137	0.6980633	0.3613202	1.0329036	0.3507866	0.2148331	0.9939372	0.8628257	1.0690398
350	0.0454833	1.0460694	0.6184472	0.3807932	1.0152626	0.2883240	0.1940091	0.9987107	0.8113618	1.0314333
400	0.0643698	0.9522620	0.6873469	0.3792264	0.9379732	0.2957517	0.2050088	0.9429660	0.7549692	1.0565796
450	0.0539816	0.9762355	0.7408531	0.3720011	0.9671562	0.3158384	0.1850155	0.9611731	0.7469755	1.0503528
500	0.0484762	0.9854476	0.6548397	0.3715522	0.9848759	0.3119695	0.2703145	0.9288349	0.8324671	1.0621354
550	0.1639580	0.9792157	0.4022081	0.5996598	0.9450506	0.3183419	0.4577778	0.6777523	0.8035127	0.9706291
600	0.1728457	0.9522246	0.2182731	0.4898940	0.9872602	0.2882670	0.5327164	0.7131400	0.8480267	0.9939848
650	0.1824200	0.9045536	0.1095557	0.4072079	0.9347193	0.2049740	0.6512905	0.6878220	0.7301327	0.9686412
700	0.1993310	0.9720384	0.0607908	0.3051301	1.0153385	0.2720611	0.6577257	0.6861216	0.7675615	1.0149226
750	0.2027296	0.9682381	0.0276361	0.2481062	0.8423395	0.2304427	0.6166116	0.6504399	0.8323954	0.9830188
800	0.2260015	0.9607804	0.0446286	0.2871213	0.8930533	0.2296932	0.6159437	0.7336162	0.7950500	1.0088274
850	0.2410742	0.9196781	0.0804029	0.2868981	0.8670847	0.2191590	0.7101380	0.7184496	0.7490711	0.9148742
900	0.2647104	1.0623270	0.0566264	0.2253238	0.9839204	0.2425039	0.6239854	0.6688864	0.8708310	0.9102694
950	0.2977092	1.0662182	0.0548069	0.2439670	0.9493723	0.2310367	0.7065533	0.7281357	0.8114381	0.8875352
1000	0.3481804	0.9918957	0.0496140	0.2018688	0.7925893	0.2054633	0.7008832	0.6231850	0.8049823	0.9896161

0	0.2548324	1.0436888	0.0765708	0.2381231	0.9532632	0.2423358	0.6653750	0.7266201	0.8000989	0.9828388
50	0.2431935	1.0066002	0.1056600	0.2963812	0.9330498	0.0776804	0.6636505	0.7055432	0.7756127	1.0519508
100	0.2608674	0.9977578	0.0991799	0.2256624	0.6439594	0.0266377	0.6112644	0.6945246	0.8533545	1.0348757
150	0.2347333	1.0267115	0.1036752	0.2372094	0.2455532	0.0110933	0.6047459	0.7207404	0.8756099	0.9969012
200	0.1911893	0.9254413	0.1039255	0.2655128	0.0818557	0.0105079	0.4979055	0.7108349	0.9126009	0.9402143
250	0.2058263	1.0177577	0.1135776	0.3124369	0.0396961	0.0037850	0.6007069	0.6950371	0.8252348	1.0378441
300	0.2011270	1.0355758	0.0631005	0.2825570	0.0232250	0.0067173	0.5676816	0.7193063	0.8314314	1.0130872
350	0.2333659	0.9384433	0.0694226	0.3203462	0.0204648	0.0137279	0.5153115	0.6917239	0.8290205	0.9245322
400	0.2503138	0.9864764	0.0953034	0.3298487	0.0200362	0.0080795	0.5002188	0.7026650	0.8815194	0.9307426
450	0.2656055	0.9602964	0.1090613	0.3345108	0.0176620	0.0046967	0.5437720	0.7323511	0.7829924	0.9271424
500	0.2752516	1.0235053	0.1058903	0.3160924	0.0229784	0.0163665	0.6210037	0.6918141	0.7528985	1.0092529
550	0.2801306	0.9503565	0.0743469	0.2801803	0.1455404	0.1726281	0.6128112	0.7269246	0.9064986	0.9380380
600	0.2189440	1.0421946	0.0845258	0.2761880	0.6460773	0.2206586	0.6101886	0.7074588	0.8209312	0.9697873
650	0.1880911	0.9912271	0.0704966	0.3036791	0.8349339	0.2119579	0.5448449	0.7587878	0.7863955	0.9730338
700	0.2184221	0.9795392	0.0765279	0.2599392	0.8511399	0.2786257	0.6397748	0.7393439	0.8448640	1.0712353
750	0.2744913	1.0745029	0.0484322	0.2274305	0.8913586	0.1873057	0.7310070	0.6883668	0.8023408	1.0495112
800	0.2162249	1.0233006	0.0360985	0.1739450	0.8834070	0.2532261	0.6917197	0.6386707	0.8964621	0.9689051
850	0.2235068	1.0272015	0.0226404	0.1713422	0.9031701	0.2207314	0.6668548	0.7110664	0.8294766	1.0246730
900	0.2146797	1.0320465	0.0391785	0.2316994	0.9141210	0.2077302	0.6669206	0.7362458	0.8252629	1.0940146
950	0.1991810	1.0120162	0.0646644	0.2160906	0.9089663	0.2296908	0.6310791	0.6953945	0.8032636	0.9612396
1000	0.2899384	1.0255031	0.0914801	0.2576574	0.9329424	0.2688181	0.6587836	0.7367940	0.7962809	0.9041068

0	0.2548324	1.0436888	0.0765708	0.2381231	0.9532632	0.2423358	0.6653750	0.7266201	0.8000989	0.9828388
50	0.2415096	1.0019356	0.0874318	0.3240217	0.9499480	0.1082940	0.5362696	0.6743133	0.7642205	1.0165772
100	0.2497770	1.0291207	0.0728390	0.3345067	0.9058463	0.0474987	0.5504458	0.7147217	0.8622543	1.0769414
150	0.1795954	1.0033942	0.1125764	0.3194248	0.7749642	0.0562489	0.4931698	0.7211614	0.8425884	1.0475035
200	0.1781724	0.8649864	0.1067326	0.3085502	0.6538624	0.0392452	0.4645755	0.7071848	0.8668088	0.8967330
250	0.1586706	0.9569463	0.1061232	0.3352511	0.6063141	0.0722550	0.5619716	0.6732843	0.8553453	1.0267323
300	0.1801797	0.9867823	0.0864582	0.2918039	0.6370548	0.0349406	0.6832852	0.6129255	0.8299227	1.0344996
350	0.2051274	0.9421238	0.0344486	0.2965897	0.5800062	0.0211750	0.6050850	0.6737390	0.7978799	1.0474177
400	0.2220523	0.9722777	0.0737299	0.2511748	0.6150616	0.0332927	0.6055218	0.6471572	0.7485846	0.9328054
450	0.2186383	0.9706850	0.0901900	0.2406526	0.6227913	0.0424355	0.7390703	0.6973744	0.8379554	0.9662834
500	0.2341736	0.9781057	0.0643313	0.2579091	0.5722590	0.0359377	0.6647685	0.7798045	0.7657323	0.9063852
550	0.2829373	1.0345008	0.0647572	0.2312933	0.5393721	0.1883955	0.5869586	0.7873849	0.8994737	0.9132851
600	0.2361001	1.0714543	0.0684811	0.2285416	0.7589018	0.2555421	0.6259387	0.7222111	0.8687637	0.8864702
650	0.2733891	1.0001873	0.0585130	0.2746696	0.8725898	0.2681640	0.5633814	0.8109610	0.7097667	0.9322273
700	0.3230733	0.9912568	0.0543428	0.2491826	0.8996806	0.2422650	0.5954645	0.7472305	0.8241180	0.9779797
750	0.2627380	1.0138439	0.0726053	0.2657658	0.9808033	0.2091862	0.5872203	0.8108523	0.8930300	1.0369511
800	0.2464613	1.0238657	0.0847749	0.3296510	0.8657223	0.2501180	0.5749391	0.7350449	0.8069809	1.0645560
850	0.2442290	1.1084585	0.0632193	0.2737562	0.8790714	0.2022339	0.5911335	0.7977076	0.8542682	1.0071327
900	0.2452438	1.0707042	0.0910475	0.3253217	0.9672510	0.2352985	0.5477605	0.6973590	0.7780398	1.0678491
950	0.2398346	1.0658586	0.1098978	0.3305023	0.9643177	0.2556925	0.5740430	0.7135111	0.8416221	1.0892828
1000	0.1353757	1.0762372	0.0667715	0.2553980	0.9756334	0.2389852	0.5648669	0.7368576	0.8216891	1.0873266

0	0.2548324	1.0436888	0.0765708	0.2381231	0.9532632	0.2423358	0.6653750	0.7266201	0.8000989	0.9828388
50	0.2854535	1.0113596	0.0069745	0.2627337	0.9728600	0.2057077	0.4586839	0.9089603	0.5595564	1.0314057
100	0.4539102	1.0019233	0.0077920	0.3895182	0.9293950	0.2626809	0.3678119	0.9548810	0.5230908	1.0253376
150	0.5543948	0.9653044	0.0087975	0.5130797	0.9189581	0.2234063	0.2628585	0.9808791	0.5103866	0.9956966
200	0.5461811	1.0691035	0.0282107	0.7320026	1.0098223	0.3001244	0.2161501	0.9664781	0.4981487	0.9567924
250	0.6476449	0.9482910	0.0263275	0.7584999	0.9362105	0.2817779	0.2184822	0.9983660	0.4689547	0.9607414
300	0.6470556	0.9756193	0.0371211	0.9271016	1.0105403	0.3225445	0.2354069	0.8941455	0.4137194	0.9894740
350	0.6314034	0.9608513	0.0252661	0.8403320	1.0386783	0.3396223	0.2492404	0.9079399	0.5016242	1.0350758
400	0.6825555	0.9775961	0.0117293	0.7637145	1.0115925	0.2901824	0.2100709	0.9992076	0.4936975	0.9494251
450	0.6969985	1.0706668	0.0323111	0.7735192	0.9804924	0.3602723	0.2132984	0.9579690	0.4581156	0.9963888
500	0.6748034	0.9232996	0.0262572	0.8376096	1.0525981	0.3001788	0.1608753	1.0692911	0.4681482	1.0328200
550	0.5602945	0.9730263	0.4881198	0.8860716	0.9934786	0.3553176	0.2243828	0.7931705	0.6515265	1.0681835
600	0.4101980	0.9416478	0.5190511	0.8390753	1.0312922	0.3186029	0.3396626	0.6731202	0.7051086	0.9282084
650	0.3933934	0.9657480	0.3523029	0.6615477	1.0062386	0.2598289	0.4321189	0.7029898	0.8120141	0.9563397
700	0.2773286	1.0552988	0.1994334	0.4150407	0.9364382	0.2570878	0.5151680	0.7115911	0.8252842	0.9317267
750	0.2248496	1.0747221	0.1131243	0.3635389	0.9314171	0.2497863	0.5108081	0.7186414	0.8535426	1.0009526
800	0.2317035	1.0329930	0.0810850	0.3162075	0.9096243	0.2994080	0.5748849	0.8027977	0.8862055	1.0076837
850	0.1927167	1.0749396	0.1051612	0.3000977	0.9141257	0.2621239	0.5348346	0.7870831	0.8345504	0.9367969
900	0.2485052	1.0671655	0.1351783	0.2871974	0.9765045	0.2520753	0.5370586	0.8608694	0.7773685	1.0228484
950	0.2274784	1.0367545	0.1518007	0.3607147	1.0224070	0.2206057	0.4672172	0.7836778	0.8432600	1.0168339
1000	0.2669436	1.0146965	0.1130875	0.4160491	0.9984092	0.2833738	0.4599806	0.7137903	0.8805527	0.9465781

0	0.2548324	1.0436888	0.0765708	0.2381231	0.9532632	0.2423358	0.6653750	0.7266201	0.8000989	0.9828388
50	0.2452123	1.0230800	0.0211801	0.0963469	0.9169258	0.2416084	0.5867468	0.7910488	0.7596667	0.9064724
100	0.2815004	0.9619950	0.0128781	0.0947167	0.9871330	0.2217842	0.4721113	0.7546972	0.8756349	1.0272190
150	0.2521380	1.0712110	0.0136743	0.1223194	0.9960723	0.2231431	0.5689372	0.7151182	0.8189258	1.0337595
200	0.2589152	0.9980546	0.0073984	0.1318946	0.9936172	0.2489131	0.5273505	0.7384865	0.7008385	0.9377280
250	0.2572826	0.9953304	0.0152830	0.1499623	0.9161551	0.2337993	0.6074631	0.6797919	0.8126080	1.0130401
300	0.3018576	1.0658608	0.0090070	0.1270228	0.9855090	0.2738417	0.5418432	0.6794540	0.8104482	0.9578576
350	0.2616435	0.9622985	0.0066461	0.1042199	0.9538292	0.2270746	0.5921284	0.7355696	0.8607337	1.0296062
400	0.2241086	1.0429520	0.0066229	0.0728139	0.9901193	0.2501767	0.6289452	0.8572499	0.8459642	0.9557159
450	0.2081340	1.0048743	0.0175157	0.0844816	1.0434704	0.2651563	0.5967630	0.7269601	0.8653938	1.0983642
500	0.2206834	1.0083628	0.0127838	0.0805053	0.9691949	0.2183828	0.6426876	0.6306804	0.8553320	1.0776075
550	0.2155025	1.0344831	0.0673461	0.2288958	0.9221322	0.2391799	0.6713128	0.6388189	0.7916344	0.9663635
600	0.2059220	1.0502046	0.0704460	0.2927463	0.9769726	0.2376035	0.5346278	0.7458469	0.7505850	1.0791646
650	0.2656942	1.0901826	0.1052834	0.3239268	0.9469048	0.2449021	0.5130785	0.7137334	0.7833381	0.9587261
700	0.2394909	1.0850283	0.1386060	0.3753028	0.9173327	0.2346169	0.5406197	0.7262432	0.7748385	1.0644014
750	0.2125228	0.9748531	0.0934284	0.3608287	0.9033486	0.2582269	0.5878965	0.7431233	0.8058509	0.9202164
800	0.2469639	0.9638794	0.1239671	0.3179072	0.9299112	0.2477702	0.5042467	0.7703657	0.8265510	1.0819094
850	0.2594329	0.9623725	0.1006213	0.4087032	1.0061128	0.2618090	0.4992557	0.6816425	0.7638917	1.0640114
900	0.2607589	0.9472235	0.1254121	0.3934186	0.9736168	0.2547513	0.6128408	0.6165912	0.8708431	1.0221894
950	0.2280624	0.9947857	0.0900127	0.2987820	0.9085709	0.1989995	0.5845937	0.7244336	0.8487996	0.9472970
1000	0.2607887	1.0289596	0.0895680	0.2769978	0.9404364	0.2466163	0.6189038	0.7671997	0.7952115	0.9671302

0	0.2548324	1.0436888	0.0765708	0.2381231	0.9532632	0.2423358	0.6653750	0.7266201	0.8000989	0.9828388
50	0.2865336	1.0521818	0.0718401	0.2368879	0.8878906	0.2179611	0.6229646	0.7370522	0.7317679	0.9082202
100	0.3430280	0.9754875	0.0611046	0.2478556	0.9653237	0.2710426	0.6427234	0.7610352	0.8384047	0.9702490
150	0.2542799	0.9672549	0.0845348	0.2533981	0.8744591	0.2421854	0.6159645	0.6732864	0.8387426	1.0478412
200	0.2561822	0.9779551	0.0909149	0.2963310	0.8895401	0.2593420	0.5959773	0.7936171	0.8536191	1.0846514
250	0.2262397	1.0378870	0.1141439	0.3310427	0.9336255	0.2174160	0.5529325	0.7393116	0.8367993	1.0055315
300	0.2025432	1.0962798	0.1014965	0.3147998	0.9334825	0.2721866	0.5527319	0.7082631	0.8784411	1.0512873
350	0.2116286	1.0762680	0.0732479	0.3322626	0.9318290	0.2328616	0.6236642	0.6884120	0.8652632	0.9738989
400	0.1524944	1.1847465	0.0819585	0.3172412	0.9776061	0.2078026	0.5723078	0.7690669	0.8075761	0.9533405
450	0.1886020	1.1224956	0.0821201	0.3389713	0.9709629	0.2211554	0.5708689	0.8592927	0.7959293	0.9718069
500	0.2639536	1.0439226	0.0958717	0.3052171	0.8570314	0.2024387	0.5633816	0.8135762	0.7575679	1.0340150
550	0.3148101	1.0430965	0.0744194	0.2881651	0.8543396	0.2214080	0.6075755	0.7938283	0.8284027	1.0507852
600	0.2327783	1.0626370	0.0927200	0.2495598	0.8821848	0.2276396	0.6060913	0.7386757	0.8194266	1.0207799
650	0.2359849	0.9775820	0.1018438	0.2843387	0.8972957	0.1911307	0.5733920	0.7397019	0.9218942	0.9139335
700	0.2351701	0.9411384	0.1094931	0.3324877	0.8497935	0.2230516	0.6593981	0.7684911	0.8769142	0.9921583
750	0.2648704	1.0155396	0.1027352	0.2911171	0.8817012	0.2511665	0.5318350	0.7169823	0.8487471	1.0639102
800	0.2686724	1.0238430	0.1415237	0.3632845	0.8622038	0.1998159	0.5717744	0.7897405	0.8765560	1.0179004
850	0.2564203	0.9659285	0.1253817	0.3505797	0.8561551	0.2597700	0.6487874	0.7512830	0.8483480	0.9581034
900	0.2515982	0.9597073	0.0859140	0.3180983	0.9076141	0.2282590	0.5746642	0.7969765	0.7284307	1.0901663
950	0.2789795	0.9486693	0.1018991	0.3127183	0.9705532	0.2689604	0.5914240	0.7497536	0.7632342	1.0497314
1000	0.2933138	0.9666254	0.0780934	0.2527098	1.0110349	0.2762375	0.7049549	0.6353092	0.7674060	0.9647376

0	0.2548324	1.0436888	0.0765708	0.2381231	0.9532632	0.2423358	0.6653750	0.7266201	0.8000989	0.9828388
50	0.1477161	1.0245479	0.0816181	0.4034116	0.8556973	0.2384091	0.2089730	0.7424080	0.7813120	1.0163479
100	0.1291203	1.0239526	0.3011106	0.6724925	0.8956209	0.3545082	0.1259703	0.7781925	0.7648102	0.9773283
150	0.1720028	0.9789566	0.4893526	0.8256526	0.8900117	0.4366397	0.0831895	0.7351648	0.7234817	1.0142420
200	0.1868314	0.9592400	0.5137763	0.8677356	0.9161448	0.4937998	0.0827348	0.6523547	0.7664475	1.1140694
250	0.1629425	0.9566375	0.5931162	0.9303433	1.0002722	0.5059577	0.0920391	0.6423634	0.6864059	0.8782173
300	0.1819276	0.9366781	0.5707661	0.9830348	0.9643523	0.4983505	0.1079902	0.6584530	0.7038510	0.8951295
350	0.2107744	0.9615707	0.5491817	1.0241779	0.9654316	0.5261426	0.1108874	0.6328889	0.7509761	0.9649640
400	0.1886618	1.0417828	0.5739334	0.9460556	0.9272349	0.4790215	0.0765900	0.7135855	0.7607375	1.0258859
450	0.2101693	0.9033438	0.6059556	1.0455557	0.9547308	0.4618871	0.0810053	0.6926402	0.7210673	1.0131685
500	0.1993305	0.9682588	0.5696539	0.9993261	1.0020664	0.4814111	0.0813868	0.6068699	0.7538517	0.9403059
550	0.3043101	0.9923766	0.6310733	0.8321149	0.9687523	0.3753314	0.4818209	0.6654809	0.6824176	0.9680833
600	0.3644364	0.9414365	0.2993011	0.4892125	0.9968234	0.2874347	0.5522692	0.7925788	0.6604392	0.9166238
650	0.3880278	0.9480036	0.1937060	0.4004632	0.9528259	0.2408405	0.5440816	0.7658054	0.7233001	1.0973120
700	0.4052245	1.0056873	0.1064424	0.2909464	0.9383777	0.2391053	0.5950898	0.7379675	0.7506884	1.0564537
750	0.3092512	0.9835764	0.0961684	0.3055218	1.0318167	0.2531420	0.5591976	0.7426467	0.7696720	0.9679148
800	0.2763913	0.9450832	0.0897377	0.2552592	0.9150252	0.2416561	0.5456631	0.7136851	0.8387227	0.9835740
850	0.2612220	0.9173492	0.0932767	0.3205938	0.9370652	0.2923735	0.5450769	0.6533037	0.8792122	1.0185490
900	0.2296683	1.0034994	0.0796731	0.2518033	0.9754542	0.2268677	0.6271434	0.6227151	0.8799683	1.0004504
950	0.2699681	0.9103327	0.1099080	0.2300706	0.9007221	0.2362649	0.6951967	0.7284192	0.7817986	0.9170578
1000	0.2220052	0.9913662	0.0646234	0.2226613	0.9129388	0.2283855	0.7028255	0.7016699	0.8589985	1.0146920
