"Time"	YDR146C	YHR084W	YBR083W	YLR256W	YBR112C	YNL068C	YIR023W	YKL112W	YML027W	YOR028C

0	0.1306478	0.7329656	0.9979934	0.9970739	1.0000000	1.0000000	0.0591004	1.0000000	1.0000000	1.0000000
50	0.0158974	0.7329686	0.9979960	0.9970810	1.0000000	0.9192382	0.0696509	0.6235395	1.0000000	1.0000000
100	0.0019355	0.7329697	0.9979971	0.9970839	1.0000000	0.8904844	0.1142022	0.4971671	1.0000000	1.0000000
150	0.0002370	0.7329702	0.9979976	0.9970852	1.0000000	0.8802471	0.1764014	0.4547456	1.0000000	1.0000000
200	0.0000304	0.7329704	0.9979978	0.9970857	1.0000000	0.8766023	0.2242632	0.4405053	1.0000000	1.0000000
250	0.0000054	0.7329704	0.9979979	0.9970859	1.0000000	0.8753047	0.2500517	0.4357250	1.0000000	1.0000000
300	0.0000024	0.7329705	0.9979979	0.9970860	1.0000000	0.8748426	0.2614364	0.4341204	1.0000000	1.0000000
350	0.0000020	0.7329705	0.9979980	0.9970860	1.0000000	0.8746781	0.2659328	0.4335817	1.0000000	1.0000000
400	0.0000020	0.7329705	0.9979980	0.9970861	1.0000000	0.8746196	0.2675985	0.4334009	1.0000000	1.0000000
450	0.0000020	0.7329705	0.9979980	0.9970861	1.0000000	0.8745987	0.2681927	0.4333402	1.0000000	1.0000000
500	0.0000020	0.7329705	0.9979980	0.9970861	1.0000000	0.8745913	0.2683998	0.4333198	1.0000000	1.0000000
550	0.1147371	0.7329705	0.9979980	0.9970861	1.0000000	0.9553504	0.1923728	0.8097734	1.0000000	1.0000000
600	0.1286961	0.7329705	0.9979980	0.9970861	1.0000000	0.9841033	0.1078671	0.9361436	1.0000000	1.0000000
650	0.1303938	0.7329705	0.9979980	0.9970861	1.0000000	0.9943403	0.0751945	0.9785643	1.0000000	1.0000000
700	0.1306001	0.7329705	0.9979980	0.9970861	1.0000000	0.9979849	0.0643644	0.9928043	1.0000000	1.0000000
750	0.1306251	0.7329705	0.9979980	0.9970861	1.0000000	0.9992826	0.0608373	0.9975845	1.0000000	1.0000000
800	0.1306281	0.7329705	0.9979980	0.9970861	1.0000000	0.9997446	0.0596786	0.9991892	1.0000000	1.0000000
850	0.1306285	0.7329705	0.9979980	0.9970861	1.0000000	0.9999091	0.0592939	0.9997278	1.0000000	1.0000000
900	0.1306285	0.7329705	0.9979980	0.9970861	1.0000000	0.9999676	0.0591654	0.9999086	1.0000000	1.0000000
950	0.1306285	0.7329705	0.9979980	0.9970861	1.0000000	0.9999885	0.0591223	0.9999693	1.0000000	1.0000000
1000	0.1306285	0.7329705	0.9979980	0.9970861	1.0000000	0.9999959	0.0591078	0.9999897	1.0000000	1.0000000

0	0.1306478	0.7329656	0.9979934	0.9970739	1.0000000	1.0000000	0.0591004	1.0000000	1.0000000	1.0000000
50	0.1306383	0.7329686	0.9979968	0.9978086	1.0000000	0.6383278	0.0591004	1.0000000	1.0000000	1.0000000
100	0.1306551	0.7329700	0.9980003	0.9981165	1.0000000	0.5095607	0.0591004	1.0000000	1.0000000	1.0000000
150	0.1307207	0.7329709	0.9980034	0.9982455	1.0000000	0.4637155	0.0591004	1.0000000	1.0000000	1.0000000
200	0.1308240	0.7329715	0.9980056	0.9982996	1.0000000	0.4473931	0.0591004	1.0000000	1.0000000	1.0000000
250	0.1309145	0.7329720	0.9980069	0.9983223	1.0000000	0.4415817	0.0591004	1.0000000	1.0000000	1.0000000
300	0.1309687	0.7329723	0.9980077	0.9983318	1.0000000	0.4395127	0.0591004	1.0000000	1.0000000	1.0000000
350	0.1309948	0.7329724	0.9980081	0.9983357	1.0000000	0.4387761	0.0591004	1.0000000	1.0000000	1.0000000
400	0.1310058	0.7329725	0.9980083	0.9983374	1.0000000	0.4385138	0.0591004	1.0000000	1.0000000	1.0000000
450	0.1310102	0.7329726	0.9980084	0.9983381	1.0000000	0.4384205	0.0591004	1.0000000	1.0000000	1.0000000
500	0.1310118	0.7329726	0.9980084	0.9983384	1.0000000	0.4383872	0.0591004	1.0000000	1.0000000	1.0000000
550	0.1307970	0.7329726	0.9980076	0.9976109	1.0000000	0.8000476	0.0591004	1.0000000	1.0000000	1.0000000
600	0.1306625	0.7329724	0.9980052	0.9973060	1.0000000	0.9288104	0.0591004	1.0000000	1.0000000	1.0000000
650	0.1306352	0.7329719	0.9980026	0.9971782	1.0000000	0.9746542	0.0591004	1.0000000	1.0000000	1.0000000
700	0.1306299	0.7329715	0.9980007	0.9971247	1.0000000	0.9909761	0.0591004	1.0000000	1.0000000	1.0000000
750	0.1306287	0.7329711	0.9979995	0.9971023	1.0000000	0.9967872	0.0591004	1.0000000	1.0000000	1.0000000
800	0.1306285	0.7329708	0.9979988	0.9970929	1.0000000	0.9988561	0.0591004	1.0000000	1.0000000	1.0000000
850	0.1306284	0.7329707	0.9979984	0.9970889	1.0000000	0.9995927	0.0591004	1.0000000	1.0000000	1.0000000
900	0.1306284	0.7329706	0.9979982	0.9970873	1.0000000	0.9998550	0.0591004	1.0000000	1.0000000	1.0000000
950	0.1306285	0.7329705	0.9979981	0.9970866	1.0000000	0.9999484	0.0591004	1.0000000	1.0000000	1.0000000
