"Time"	YKR034W	YCL067C	YJL110C	YFL021W	YDR146C	YHR084W	YBR083W	YLR256W	YBR112C	YNL068C

0	0.6100155	0.2578222	0.4877209	0.7244105	0.6548988	0.9996485	0.0398507	0.8452249	1.0000000	1.0000000
50	0.6100181	0.2577937	0.4876226	0.7245052	0.6544134	0.9707810	0.7370194	0.9231364	0.6195047	1.0000000
100	0.6100655	0.2577205	0.4875744	0.7240980	0.6421273	0.8266470	0.7993465	0.9500320	0.5366648	1.0000000
150	0.6101043	0.2576722	0.4877343	0.7210009	0.6017120	0.6982244	0.8052137	0.9569267	0.5186293	1.0000000
200	0.6100163	0.2578124	0.4885718	0.7140224	0.5438918	0.6307267	0.8062740	0.9581187	0.5147026	1.0000000
250	0.6095498	0.2584863	0.4904407	0.7058648	0.4910060	0.6010265	0.8069815	0.9581046	0.5138478	1.0000000
300	0.6084637	0.2599965	0.4929971	0.6997589	0.4545355	0.5888784	0.8075330	0.9579565	0.5136616	1.0000000
350	0.6067979	0.2622368	0.4953830	0.6966768	0.4335806	0.5841361	0.8078800	0.9578561	0.5136211	1.0000000
400	0.6049282	0.2646583	0.4968833	0.6959991	0.4229177	0.5824602	0.8080625	0.9578036	0.5136123	1.0000000
450	0.6033411	0.2666095	0.4973157	0.6966888	0.4179793	0.5820549	0.8081463	0.9577786	0.5136104	1.0000000
500	0.6023604	0.2677046	0.4969634	0.6978210	0.4159175	0.5821311	0.8081796	0.9577673	0.5136099	1.0000000
550	0.6020301	0.2679505	0.4962893	0.6988072	0.4220631	0.6880931	0.1201202	0.7593667	0.8941052	1.0000000
600	0.6021729	0.2676312	0.4956343	0.7004515	0.4795290	0.8742720	0.0530010	0.7694365	0.9769450	1.0000000
650	0.6025692	0.2670444	0.4948045	0.7053366	0.5577629	0.9604881	0.0431247	0.8022512	0.9949806	1.0000000
700	0.6032019	0.2661688	0.4931781	0.7131370	0.6098074	0.9882648	0.0408793	0.8239113	0.9989072	1.0000000
750	0.6042772	0.2646936	0.4907691	0.7203045	0.6358354	0.9963843	0.0402107	0.8352831	0.9997621	1.0000000
800	0.6058664	0.2625607	0.4884348	0.7246012	0.6472791	0.9987043	0.0399813	0.8407338	0.9999482	1.0000000
850	0.6076732	0.2602314	0.4869417	0.7261769	0.6519673	0.9993699	0.0398982	0.8432311	0.9999887	1.0000000
900	0.6092364	0.2583281	0.4864361	0.7261049	0.6538019	0.9995641	0.0398678	0.8443482	0.9999975	1.0000000
950	0.6102467	0.2572033	0.4866152	0.7253925	0.6544968	0.9996222	0.0398568	0.8448414	0.9999995	1.0000000
1000	0.6106690	0.2568316	0.4870673	0.7246817	0.6547537	0.9996400	0.0398529	0.8450576	0.9999999	1.0000000

0	0.6100155	0.2578222	0.4877209	0.7244105	0.6548988	0.9996485	0.0398507	0.8452249	1.0000000	1.0000000
50	0.6084097	0.2603045	0.5278593	0.4233751	0.6344196	0.9996485	0.0398507	0.8452249	1.0000000	0.7749497
100	0.5820114	0.3023106	0.6879938	0.4292974	0.5777156	0.9996485	0.0398507	0.8452249	1.0000000	0.7187687
150	0.5168446	0.4118369	0.8027864	0.4586418	0.5286089	0.9996485	0.0398507	0.8452249	1.0000000	0.7047438
200	0.4526528	0.5195864	0.8326225	0.4788051	0.5019596	0.9996485	0.0398507	0.8452249	1.0000000	0.7012426
250	0.4130375	0.5809417	0.8218914	0.4907258	0.4905944	0.9996486	0.0398507	0.8452249	1.0000000	0.7003686
300	0.3964107	0.6016998	0.7997916	0.4969319	0.4863693	0.9996488	0.0398507	0.8452249	1.0000000	0.7001504
350	0.3942348	0.5993129	0.7799440	0.4997252	0.4849269	0.9996490	0.0398507	0.8452249	1.0000000	0.7000960
400	0.3987942	0.5877971	0.7665919	0.5006802	0.4844618	0.9996491	0.0398507	0.8452249	1.0000000	0.7000824
450	0.4049925	0.5755356	0.7593395	0.5007194	0.4843178	0.9996491	0.0398507	0.8452249	1.0000000	0.7000790
500	0.4102481	0.5662115	0.7563169	0.5003752	0.4842746	0.9996491	0.0398507	0.8452249	1.0000000	0.7000781
550	0.4194673	0.5479782	0.5904241	0.8951025	0.5252766	0.9996490	0.0398507	0.8452249	1.0000000	0.9251282
600	0.4754645	0.4394931	0.4135098	0.9232496	0.5941252	0.9996489	0.0398507	0.8452249	1.0000000	0.9813092
650	0.5670679	0.2964475	0.3870988	0.8708757	0.6314927	0.9996487	0.0398507	0.8452249	1.0000000	0.9953341
700	0.6343605	0.2158861	0.4191829	0.7945329	0.6466744	0.9996486	0.0398507	0.8452249	1.0000000	0.9988352
750	0.6566589	0.1978627	0.4581012	0.7335444	0.6521679	0.9996485	0.0398507	0.8452249	1.0000000	0.9997092
800	0.6489105	0.2127176	0.4854547	0.7036386	0.6540286	0.9996485	0.0398507	0.8452249	1.0000000	0.9999274
850	0.6310609	0.2364480	0.4995538	0.6980992	0.6546303	0.9996485	0.0398507	0.8452249	1.0000000	0.9999819
900	0.6150811	0.2559210	0.5028505	0.7052225	0.6548180	0.9996485	0.0398507	0.8452249	1.0000000	0.9999955
950	0.6054829	0.2664672	0.4990719	0.7157060	0.6548750	0.9996485	0.0398507	0.8452249	1.0000000	0.9999989
1000	0.6023865	0.2686370	0.4928208	0.7240901	0.6548919	0.9996485	0.0398507	0.8452249	1.0000000	0.9999997
