"Time"	YGL162W	YPR065W	YHL027W	YBR182C	YIL101C	YPL202C	YML007W	YKL185W	YLR131C	YIL131C
750	0.0258238	0.0498179	0.0639101	0.6729898	0.0215637	0.0489596	0.1063781	0.3124104	0.1814093	0.7521221
800	0.0160234	0.0291514	0.0361132	0.5523538	0.0298143	0.0456954	0.1169778	0.4079548	0.2112781	0.8662054
850	0.0103845	0.0354258	0.0242680	0.6932520	0.0285162	0.0585702	0.1637684	0.4527207	0.1303026	0.7578256
900	0.0424908	0.0243865	0.0188579	0.5494383	0.0248726	0.0536344	0.1431827	0.5204714	0.1612604	0.7633417
950	0.0295540	0.0267717	0.0275688	0.6122576	0.0344349	0.0733991	0.1661597	0.4620307	0.0989673	0.6792437
1000	0.0254831	0.0184417	0.0450786	0.6104351	0.0375475	0.0334108	0.1131051	0.4062723	0.1741380	0.7354564

0	0.0652559	0.0614821	0.0196512	0.5029757	0.0327826	0.0508146	0.1309373	0.3098775	0.2061308	0.8401129
50	0.0428905	0.0351422	0.2938483	0.2553706	0.0070033	0.0532568	0.1106614	0.3645594	0.2132233	0.7138674
100	0.0138580	0.0382026	0.4630746	0.1326070	0.0100662	0.0554019	0.1231885	0.2696429	0.1760616	0.7784093
150	0.0300833	0.0363192	0.4405142	0.1006243	0.0125409	0.0276103	0.1319142	0.1009649	0.1261612	0.6435845
200	0.0511834	0.0710176	0.4183601	0.1190196	0.0457100	0.0464656	0.1643637	0.1258629	0.2057846	0.6616044
250	0.0214739	0.0437780	0.4220262	0.0923082	0.0331386	0.0322166	0.1244576	0.0787888	0.1641250	0.7448886
300	0.0146499	0.0558061	0.5228604	0.0957907	0.0052747	0.0394963	0.1492046	0.0636728	0.1487127	0.6498052
350	0.0344145	0.0381863	0.5210669	0.1000368	0.0311241	0.0646032	0.1487114	0.0764575	0.1825926	0.8041474
400	0.0365000	0.0313378	0.4800208	0.0718418	0.0293049	0.0305787	0.1966507	0.1218737	0.1452677	0.7541634
450	0.0558891	0.0560565	0.5406317	0.1030592	0.0160630	0.0437894	0.1187010	0.1262959	0.1390045	0.8099812
500	0.0328762	0.0488870	0.5167908	0.0642505	0.0192135	0.0384046	0.1682853	0.0744265	0.1472606	0.7599275
550	0.0361550	0.0392006	0.1104405	0.4402619	0.0078985	0.0737999	0.1529087	0.1225137	0.1226480	0.7268867
600	0.0388485	0.0537608	0.0809168	0.6254623	0.0185523	0.0487230	0.1479678	0.1231842	0.1573349	0.6339073
650	0.0526787	0.0382996	0.0299886	0.6120283	0.0330639	0.0597839	0.1532437	0.2529052	0.1704616	0.7500099
700	0.0324274	0.0429717	0.0209027	0.6066025	0.0199918	0.0388798	0.1273069	0.3105914	0.2476051	0.8437598
750	0.0200585	0.0501882	0.0530491	0.6232609	0.0443529	0.0358965	0.1824680	0.3486088	0.1622439	0.6279552
800	0.0197681	0.0374065	0.0443996	0.8180859	0.0186801	0.0601079	0.1482604	0.4069506	0.1205904	0.6860979
850	0.0416940	0.0211779	0.0282500	0.6778074	0.0128964	0.0464701	0.1438134	0.4217819	0.1959313	0.7671089
900	0.0330697	0.0232096	0.0154455	0.6012335	0.0241537	0.0595254	0.2158331	0.2230040	0.1301535	0.6430057
950	0.0315408	0.0427585	0.0189399	0.5863588	0.0277249	0.0626096	0.1551006	0.3899600	0.1425867	0.7361243
1000	0.0239436	0.0422715	0.0162666	0.6459568	0.0412930	0.0643546	0.1628015	0.3873181	0.1619386	0.7087872

0	0.0474318	0.0649275	0.0506224	0.6291278	0.0182392	0.0637891	0.1660155	0.3544844	0.1695599	0.7815993
50	0.2958140	0.0459128	0.0325376	0.4924394	0.0518130	0.0403608	0.1489249	0.2896001	0.1497120	0.6909980
100	0.3664873	0.0261306	0.0407291	0.5415352	0.0250150	0.0372957	0.1600066	0.3473064	0.1184306	0.6485316
150	0.2963701	0.0279211	0.1414990	0.5011153	0.0303520	0.0822729	0.1329136	0.3443555	0.1220902	0.7670187
200	0.3523091	0.0255588	0.1251176	0.5435139	0.0185104	0.0219347	0.1186098	0.2580254	0.1287414	0.8631924
250	0.3605726	0.0365550	0.0814481	0.5292519	0.0185072	0.0603945	0.1180006	0.2438622	0.1585657	0.6372963
300	0.2892416	0.0664491	0.0868323	0.5601672	0.0110056	0.0229216	0.1787565	0.2401064	0.1969653	0.8526682
350	0.4465742	0.0615150	0.1429772	0.5783091	0.0210516	0.0473128	0.0674682	0.5925694	0.1929025	0.8016653
400	0.3002747	0.0385021	0.1981145	0.4947171	0.0174610	0.0462036	0.1282419	0.3262919	0.1400612	0.7375465
450	0.3434655	0.0527908	0.1528413	0.4999775	0.0483671	0.0293034	0.0943345	0.3386781	0.2135511	0.7644846
500	0.3504298	0.0551475	0.1173666	0.5518181	0.0536065	0.0497424	0.1098492	0.3717748	0.1603428	1.0000000
550	0.1512666	0.0693986	0.1162733	0.4431333	0.0244033	0.0242986	0.1481145	0.2932355	0.1893720	0.7266889
600	0.0511809	0.0730584	0.1072239	0.5159723	0.0636591	0.0672838	0.1237021	0.3332899	0.1701496	0.8174934
650	0.0260514	0.0435818	0.0273213	0.5876259	0.0445038	0.0365029	0.1058503	0.2906401	0.1447988	0.5906531
700	0.0237818	0.0256720	0.0271009	0.7205809	0.0259268	0.0448218	0.1078664	0.3069182	0.2073071	0.7834007
750	0.0499949	0.0292173	0.0257216	0.5300667	0.0135729	0.0638068	0.0770949	0.3440048	0.1815015	0.6945524
800	0.0176645	0.0424896	0.0176694	0.6191175	0.0287379	0.0273998	0.0877623	0.3387663	0.1831697	0.7087875
850	0.0095368	0.0374398	0.0333439	0.7520408	0.0295357	0.0233089	0.1070274	0.4648051	0.1608299	0.6944491
900	0.0118968	0.0725577	0.0644794	0.7027998	0.0156326	0.0198352	0.1889803	0.2931066	0.1474333	0.6295061
950	0.0138875	0.0305505	0.0286886	0.6740353	0.0087087	0.0227530	0.1134202	0.3887181	0.1457082	0.7886059
1000	0.0066218	0.0497666	0.0200709	0.6083529	0.0502121	0.0550390	0.1213125	0.3484795	0.1275487	0.7127979

0	0.0343012	0.0861205	0.0473335	0.6775096	0.0193863	0.0690107	0.1633907	0.4169987	0.1749900	0.7360456
50	0.0481460	0.2311332	0.0874636	0.3707290	0.0153963	0.0371801	0.1222564	0.2803321	0.1873327	0.7139360
100	0.1372834	0.2689067	0.0450178	0.2228811	0.0769669	0.0382941	0.1834522	0.1644365	0.2103994	0.6511085
150	0.1205549	0.2300232	0.0223436	0.0944291	0.1000763	0.0222329	0.1266624	0.1396604	0.1904562	0.6863294
200	0.1630061	0.2698709	0.0507081	0.0356358	0.1012486	0.0299213	0.1940487	0.1032874	0.1555191	0.5876390
250	0.1625402	0.2145837	0.0339107	0.0489805	0.1484547	0.0425663	0.1096088	0.0904873	0.2097341	0.7155663
300	0.1588483	0.2285561	0.0265042	0.0385188	0.0728492	0.0364837	0.1181709	0.0765259	0.1261051	0.7120782
350	0.1260676	0.2006667	0.0514562	0.0688211	0.1062878	0.0403813	0.1590776	0.1310103	0.1043531	0.6545599
400	0.1351037	0.2254547	0.0397835	0.0490935	0.1428430	0.0379863	0.1360853	0.0564910	0.1351560	0.7713279
450	0.1175951	0.2090966	0.0620049	0.0503615	0.1038991	0.0358589	0.0984785	0.0864574	0.1835765	0.5975210
500	0.1323865	0.2155908	0.0165471	0.0669374	0.1297670	0.0198185	0.0939663	0.1430784	0.1775321	0.6714035
550	0.1277587	0.0742307	0.0424530	0.1321525	0.0730960	0.0267842	0.1106919	0.0516573	0.1555128	0.6274133
600	0.0849950	0.0230251	0.0202261	0.1812094	0.0455703	0.0226274	0.1010710	0.1398043	0.1724584	0.6959195
650	0.0311815	0.0329366	0.0221325	0.3113736	0.0442666	0.0312572	0.1111821	0.0988499	0.1879644	0.6838015
700	0.0241973	0.0440510	0.0482910	0.4992221	0.0291450	0.0297626	0.1281101	0.1500652	0.1629125	0.6780266
750	0.0330120	0.0433107	0.0096269	0.5144268	0.0102966	0.0260965	0.1421036	0.1624542	0.1769423	0.7832865
800	0.0602455	0.0312254	0.0289821	0.4777267	0.0190591	0.0331325	0.1898212	0.2041529	0.1240885	0.7235114
850	0.0208063	0.0322581	0.0646921	0.5647254	0.0110075	0.0450020	0.1251676	0.2654530	0.2077848	0.6616935
900	0.0251896	0.0353953	0.0324066	0.6320489	0.0421732	0.0634416	0.1713542	0.4892521	0.1246884	0.6613912
950	0.0497542	0.0419344	0.0327865	0.6264170	0.0474429	0.0478381	0.1038538	0.4769874	0.1695347	0.7048022
1000	0.0500060	0.0374620	0.0235078	0.5629478	0.0176098	0.0775370	0.1372753	0.4384799	0.1560373	0.6765894

0	0.0636104	0.0393157	0.0517621	0.6230949	0.0237296	0.0570931	0.1084895	0.3585374	0.1634019	0.6608436
50	0.0389924	0.0504612	0.0498300	0.4707364	0.2443860	0.0658219	0.1618185	0.4463075	0.1634122	0.7352239
100	0.0347254	0.0398042	0.0245429	0.1858711	0.3305048	0.0498225	0.0921119	0.2459190	0.1294119	0.7650761
150	0.0346196	0.0408975	0.0446622	0.0838101	0.4248371	0.0171297	0.1425421	0.1441201	0.1795936	0.5606893
200	0.0260354	0.0438775	0.0316406	0.0654715	0.3616759	0.0491485	0.1469399	0.1235389	0.1907980	0.7612287
250	0.0609061	0.0477623	0.0277727	0.0464171	0.4725814	0.0556987	0.1000064	0.0936544	0.1855507	0.6322281
300	0.0545808	0.0212919	0.0238219	0.0421247	0.3989066	0.0470847	0.0976788	0.1266976	0.1585167	0.7493023
350	0.0214255	0.0520372	0.0342882	0.0453768	0.4312493	0.0439681	0.1292583	0.0896210	0.1365294	0.6022247
400	0.0544051	0.0688579	0.0269237	0.0630598	0.3940568	0.0359130	0.1581143	0.1606441	0.2086569	0.7534383
450	0.0305475	0.0569235	0.0287284	0.0321212	0.3857795	0.0224381	0.0960080	0.1264336	0.1722328	0.5705444
500	0.0283850	0.0455641	0.0181877	0.0360949	0.4026567	0.0571310	0.1377940	0.1208446	0.1531370	0.6259725
550	0.0353725	0.0456791	0.0821194	0.0357066	0.1763874	0.0384032	0.1432568	0.1583582	0.2032404	0.5937080
600	0.0222629	0.0289152	0.0281167	0.0687187	0.1148604	0.0576486	0.2123058	0.1022603	0.1122028	0.8666176
650	0.0537732	0.0322734	0.0228799	0.1468113	0.0315208	0.0433447	0.0978096	0.0627966	0.1921908	0.7763593
700	0.0097863	0.0530941	0.0382109	0.2879530	0.0293060	0.0456401	0.0755205	0.0458332	0.1350656	0.7524816
750	0.0183323	0.0460511	0.0503411	0.5806402	0.0205113	0.0436613	0.1840556	0.0685771	0.1526421	0.6928890
800	0.0245101	0.0434542	0.0315861	0.6477067	0.0223797	0.0386367	0.1891633	0.1371548	0.1265073	0.6463706
850	0.0166590	0.0376279	0.0309088	0.6240412	0.0258830	0.0611816	0.1625257	0.3508932	0.1535534	0.6866990
900	0.0452444	0.0564131	0.0127627	0.7636817	0.0470497	0.0294137	0.1459013	0.4234278	0.1657449	0.6687121
950	0.0321741	0.0551365	0.0162352	0.6421001	0.0294729	0.0465612	0.1416136	0.3600736	0.1742821	0.7380631
1000	0.0534786	0.0446215	0.0291256	0.5215098	0.0649803	0.0571198	0.1878967	0.3490254	0.1555936	0.7605566

0	0.0315507	0.0402217	0.0506565	0.6043192	0.0158141	0.0616872	0.1190089	0.3304167	0.1567670	0.8115001
50	0.0127744	0.0451654	0.2140220	0.7260317	0.0401318	0.0299852	0.1238108	0.7021347	0.1117925	0.4059010
100	0.0136080	0.0471416	0.2755817	0.5774177	0.0294189	0.0367740	0.1553447	0.6109563	0.1283655	0.2478512
150	0.0865985	0.0524010	0.2922800	0.6226444	0.0224913	0.0230052	0.1741761	0.7909669	0.1864582	0.2528692
200	0.0389073	0.0592333	0.3580145	0.5777403	0.0092579	0.0440226	0.1151076	0.6571330	0.3856449	0.1981011
250	0.0378872	0.0394659	0.2426024	0.5674563	0.0174566	0.0389251	0.0783401	0.6055748	0.4409072	0.2440694
300	0.0330005	0.0938594	0.3223409	0.7515118	0.0232388	0.0314020	0.0352682	0.6905873	0.4760423	0.1612293
350	0.0581261	0.0615163	0.2826859	0.6929201	0.0203553	0.0515872	0.0398179	0.7515158	0.4518924	0.2022564
400	0.0229107	0.0599802	0.3243333	0.6835130	0.0251862	0.0332138	0.0579535	0.7941267	0.5513519	0.2111193
450	0.0427844	0.0627790	0.3465940	0.6690015	0.0224945	0.0502742	0.0450712	0.6607174	0.6269379	0.2572878
500	0.0305747	0.0710017	0.2630746	0.6973006	0.0313530	0.0656991	0.0400716	0.7261156	0.5441162	0.2296908
550	0.0386112	0.0267097	0.0866042	0.6930203	0.0150792	0.0624758	0.0259820	0.6576106	0.3782574	0.5506597
600	0.0343011	0.0535582	0.0639087	0.6392906	0.0065011	0.1279227	0.0298712	0.5523429	0.1845515	0.5211832
650	0.0521254	0.0352641	0.0400573	0.7320234	0.0216558	0.0889164	0.0520924	0.4240764	0.1865997	0.5946078
700	0.0132669	0.0445444	0.0136119	0.7955927	0.0501435	0.0443163	0.0875470	0.3911300	0.1945096	0.6457023
750	0.0222980	0.0361336	0.0260534	0.6374860	0.0303125	0.0235140	0.1038491	0.3608726	0.2162380	0.6181752
800	0.0283532	0.0479632	0.0113465	0.6138969	0.0113683	0.0816959	0.1351544	0.4009648	0.1752253	0.7495931
850	0.0352245	0.0620519	0.0258116	0.6780648	0.0174207	0.0429180	0.1052589	0.3302437	0.1724713	0.5988553
900	0.0377367	0.0396468	0.0111528	0.6835788	0.0257833	0.0302173	0.0744333	0.4803786	0.1744885	0.7651152
950	0.0218511	0.0481339	0.0220061	0.6587755	0.0424523	0.0207003	0.0850209	0.4427669	0.1897189	0.7949218
1000	0.0258395	0.0555451	0.0172186	0.6534223	0.0369463	0.0285498	0.1646429	0.3585483	0.1390397	0.7395723

0	0.0257236	0.0425415	0.0402441	0.5775904	0.0237134	0.0393339	0.1250401	0.2933455	0.1699341	0.6945774
50	0.0408426	0.3755649	0.0365075	0.5406449	0.0705618	0.1034254	0.0358829	0.5417436	0.0509991	0.7979422
100	0.1604747	0.4178685	0.0675764	0.5802253	0.1324503	0.0731914	0.0148865	0.2885236	0.0487898	0.7110300
150	0.1922937	0.4087649	0.0521795	0.3769415	0.1692126	0.3110492	0.0351322	0.2472718	0.0229821	0.7732506
200	0.2924621	0.4321828	0.0402731	0.1778134	0.0534420	0.2663329	0.0267432	0.1018800	0.0306254	0.6764802
250	0.2317272	0.3774039	0.0448295	0.2696523	0.0458462	0.1275813	0.0229857	0.0926036	0.0213071	0.7598281
300	0.2381826	0.4139081	0.0632227	0.3537341	0.0419416	0.2092278	0.0206193	0.0819918	0.0327517	0.6554671
350	0.2777922	0.4505153	0.1119063	0.5612734	0.0292210	0.1804759	0.0144389	0.1226392	0.0382115	0.7441758
400	0.3260052	0.4592246	0.0644911	0.5453740	0.0687620	0.1831480	0.0369468	0.2134956	0.0675175	0.8362797
450	0.2652832	0.3582404	0.1417748	0.6258527	0.0374796	0.1580962	0.0171994	0.2367115	0.0273138	0.6248737
500	0.2756001	0.4813533	0.1045102	0.6286852	0.0297655	0.0847820	0.0257107	0.3107276	0.0162274	0.7078792
550	0.2003786	0.1285494	0.0751190	0.6990519	0.0370330	0.0505004	0.2911282	0.2890168	0.1423535	0.6381660
600	0.1401309	0.0490056	0.1233248	0.4518919	0.0663340	0.0452596	0.2580389	0.2732860	0.1635858	0.6641498
650	0.0561830	0.0227644	0.0604286	0.5134470	0.0483784	0.0852638	0.1849968	0.3794144	0.1324391	0.8266349
700	0.0421117	0.0370880	0.0576503	0.6034997	0.0298083	0.0468936	0.1127730	0.4550987	0.1493777	0.5843546
750	0.0328466	0.0494939	0.0497508	0.5836976	0.0276606	0.0709112	0.1321416	0.3597239	0.1684028	0.6489632
800	0.0474407	0.0395182	0.0244243	0.6142431	0.0235057	0.0401271	0.1430888	0.2031237	0.1355584	0.6778654
850	0.0075746	0.0562313	0.0299732	0.6118540	0.0246636	0.0464119	0.1242396	0.3670460	0.2138484	0.6612995
900	0.0250449	0.0290300	0.0670226	0.7249625	0.0155902	0.0320548	0.1723905	0.4069043	0.1408208	0.6355351
950	0.0135832	0.0388968	0.0445070	0.7299745	0.0354600	0.0292034	0.1786884	0.3716178	0.1404590	0.6935146
1000	0.0079317	0.0144985	0.0242405	0.7758170	0.0369368	0.0562536	0.1302568	0.4526086	0.1313406	0.7204449

0	0.0349611	0.0468644	0.0629373	0.7697437	0.0207943	0.0432982	0.1348626	0.3873311	0.2371335	0.6877377
50	0.0503897	0.0636584	0.1620525	0.7429716	0.0250657	0.0217842	0.0872212	0.3328731	0.1853026	0.7117441
100	0.0465202	0.0450561	0.3423933	0.6570146	0.0204826	0.0403872	0.0835223	0.4229603	0.2103541	0.6815123
150	0.0312653	0.0540109	0.4353444	0.7015913	0.0439768	0.0244975	0.1446697	0.5672507	0.2004437	0.6970391
200	0.0551737	0.1023588	0.3911535	0.7077316	0.0133487	0.0646314	0.1084081	0.4206544	0.2742977	0.6368041
250	0.0696067	0.0746237	0.3318530	0.6735803	0.0525187	0.0421687	0.0673018	0.4584456	0.1763373	0.7427191
300	0.0593869	0.0902825	0.3351534	0.4943708	0.0321776	0.0710157	0.0702601	0.4962148	0.1893352	0.5960288
350	0.0405804	0.0255133	0.2988092	0.6727777	0.0327622	0.0345730	0.0567034	0.4333222	0.1015659	0.7278150
400	0.0620108	0.0635105	0.3676063	0.6133732	0.0221878	0.0437738	0.0881814	0.3791356	0.1436393	0.7505042
450	0.0420393	0.0712062	0.3002107	0.6452970	0.0094490	0.0453121	0.0767704	0.3823430	0.1519397	0.5463237
500	0.0415336	0.1092611	0.4421253	0.7187598	0.0582516	0.0444587	0.1002209	0.4251074	0.1977506	0.6968259
550	0.0629477	0.0358815	0.1584682	0.6059538	0.0489957	0.0563068	0.1116353	0.3441073	0.1226172	0.7915306
600	0.0191787	0.0211507	0.1006536	0.5593238	0.0272607	0.0500386	0.0808576	0.4652161	0.1889853	0.7405598
650	0.0280650	0.0568974	0.0371177	0.5622422	0.0260795	0.0315417	0.1054663	0.4133145	0.1198391	0.7682628
700	0.0248088	0.0354000	0.0251945	0.6029918	0.0102697	0.0674399	0.0963517	0.3558030	0.1714771	0.9270133
750	0.0150221	0.0233990	0.0533902	0.6288842	0.0170464	0.0618839	0.1321686	0.3752485	0.1645649	0.7843075
800	0.0398730	0.0095724	0.0441148	0.6355147	0.0082902	0.0629783	0.1027491	0.3197598	0.1286283	0.7670682
850	0.0151296	0.0331827	0.0256826	0.6630018	0.0305313	0.0265570	0.1220891	0.3716465	0.1252033	0.7445446
900	0.0390880	0.0451826	0.0201318	0.6872845	0.0273552	0.0554183	0.1083735	0.3119377	0.2017377	0.7555087
950	0.0302934	0.0409231	0.0257013	0.5959036	0.0146082	0.0285921	0.1321234	0.4459783	0.1644245	0.5520782
1000	0.0279560	0.0590944	0.0348973	0.6907289	0.0125025	0.0228353	0.1944898	0.3727021	0.1576829	0.7534138

0	0.0359399	0.0475897	0.0453685	0.5762340	0.0275722	0.0455557	0.1843014	0.3147361	0.1643098	0.8340426
50	0.0121740	0.0473751	0.3908049	0.5237744	0.0248040	0.0594672	0.1412518	0.3943210	0.1386995	0.4014713
100	0.0111192	0.0404922	0.5623937	0.4735492	0.0073538	0.0542784	0.1420030	0.2407989	0.1654116	0.3325441
150	0.0145567	0.0496928	0.6445438	0.5178441	0.0112307	0.0206019	0.1103183	0.3743684	0.1969765	0.3482870
200	0.0166400	0.0280197	0.5581580	0.5493220	0.0135796	0.0232537	0.1277355	0.3453602	0.2634790	0.3150532
250	0.0602234	0.0453647	0.5284314	0.4401503	0.0303525	0.0473764	0.0876742	0.4256557	0.2915308	0.2826129
300	0.0513705	0.0655425	0.5581290	0.5105066	0.0235549	0.0402653	0.0903278	0.3500170	0.3302990	0.2811594
350	0.0893027	0.0770146	0.5985609	0.5144485	0.0404980	0.0438708	0.0591418	0.3879572	0.3010801	0.2150676
400	0.0487685	0.0410517	0.5972885	0.5000816	0.0487339	0.0605408	0.0460942	0.4162170	0.2920821	0.2580845
450	0.0415872	0.1104887	0.5503483	0.5679675	0.0193591	0.1092969	0.0636090	0.4207798	0.3985850	0.1899824
500	0.0212660	0.0369946	0.5063604	0.4678347	0.0191596	0.0717099	0.0725895	0.4418752	0.3540791	0.2687315
550	0.0523648	0.0493259	0.1566759	0.6487912	0.0274909	0.0896848	0.0401523	0.5023130	0.3605073	0.4765577
600	0.0374527	0.0335977	0.0711693	0.6902401	0.0498086	0.0439593	0.0627238	0.5039513	0.2748311	0.6718778
650	0.0169354	0.0287790	0.0484956	0.5534009	0.0392712	0.0526940	0.0636438	0.5506635	0.2228505	0.6973185
700	0.0191442	0.0329517	0.0636090	0.5507484	0.0413171	0.0571195	0.0451002	0.4197198	0.2012737	0.7938378
750	0.0300380	0.0326201	0.0280553	0.7944792	0.0417321	0.0574332	0.1382431	0.3727432	0.2475780	0.7001948
800	0.0128065	0.0280549	0.0172321	0.5668831	0.0377296	0.0246092	0.0706995	0.3859603	0.1883596	0.5368834
850	0.0167737	0.0467047	0.0299909	0.5647582	0.0427268	0.0537120	0.1562057	0.3926880	0.1319072	0.5457856
900	0.0503265	0.0652517	0.0295713	0.6270944	0.0123736	0.0773109	0.1778242	0.3874074	0.1800122	0.6836428
950	0.0201110	0.0205269	0.0160203	0.6891319	0.0086907	0.0543534	0.1408421	0.4102524	0.1797598	0.7505159
1000	0.0195535	0.0343545	0.0176599	0.6523121	0.0364623	0.0558872	0.1408190	0.3855052	0.1909195	0.6737601

0	0.0532323	0.0444112	0.0478973	0.6834004	0.0474231	0.0249377	0.1566288	0.3590857	0.1530125	0.7344215
50	0.0259048	0.0652813	0.0359720	0.5237485	0.0182409	0.0249680	0.1058814	0.2851288	0.1369132	0.7859503
100	0.0586665	0.0169017	0.0288885	0.5739847	0.0154333	0.0501773	0.1205994	0.3762129	0.1726201	0.6431693
150	0.0236061	0.0713705	0.0205570	0.5909991	0.0236079	0.0772968	0.0573502	0.4879686	0.1289563	0.7039985
200	0.0200974	0.0174443	0.0249126	0.5683699	0.0238767	0.0252636	0.0895732	0.3634813	0.1227603	0.6778867
250	0.0427716	0.0270085	0.0275306	0.6767275	0.0138176	0.0216840	0.1025146	0.3278428	0.1651352	0.5894482
300	0.0581201	0.0673426	0.0132366	0.7295729	0.0446469	0.0533589	0.0518830	0.3537176	0.1520031	0.7532403
350	0.0458895	0.0319304	0.0407882	0.6897208	0.0417296	0.0416295	0.0668302	0.4421983	0.1820585	0.7223555
400	0.0422979	0.0310633	0.0355247	0.5415227	0.0207429	0.0416392	0.0831569	0.4335462	0.1692135	0.6694212
450	0.0332548	0.0294330	0.0214735	0.6359656	0.0282624	0.0564285	0.0826229	0.3929631	0.1475667	0.6626014
500	0.0489233	0.0437828	0.0454750	0.6135262	0.0242733	0.0373459	0.0941034	0.2530117	0.1835444	0.6762215
550	0.0585534	0.0499186	0.0312491	0.6269520	0.0384767	0.0450366	0.0805949	0.3136158	0.1663246	0.6983775
600	0.0125790	0.0408845	0.0421331	0.8930859	0.0292557	0.0428261	0.0746035	0.3881389	0.3033719	0.6672834
650	0.0192040	0.0450190	0.0622886	0.7999527	0.0413222	0.0152068	0.1366619	0.3576162	0.1928906	0.6290542
700	0.0183671	0.0773989	0.0287195	0.6998770	0.0363803	0.0433703	0.0819481	0.3584629	0.1468605	0.6333336
750	0.0407448	0.0453461	0.0227691	0.5999529	0.0195417	0.0307773	0.0982811	0.4664105	0.1676103	0.7435998
800	0.0242934	0.0497045	0.0240895	0.6170588	0.0368058	0.0248238	0.0895544	0.4537602	0.1644362	0.7686953
850	0.0218345	0.0516020	0.0222449	0.7287185	0.0072051	0.0360567	0.1612918	0.3686855	0.1513085	0.7103278
900	0.0226085	0.0474797	0.0459495	0.7488295	0.0107807	0.0630072	0.1714377	0.3849571	0.1727632	0.7339691
950	0.0258021	0.0388075	0.0165840	0.7559521	0.0154781	0.0459021	0.1177128	0.4121802	0.1466161	0.7876245
1000	0.0369979	0.0982189	0.0262697	0.6658346	0.0272910	0.0253583	0.1038701	0.5469131	0.1732888	0.7230407
