"Time"	YNL216W	YBR049C	YDL020C	YKL062W	YDR216W	YDR451C	YMR016C	YNL167C	YGL181W	YGL071W

0	0.1945031	0.4851351	0.6868905	1.0000000	0.6326152	0.9945880	0.0509714	0.1100118	0.0447176	1.0000000
50	0.2083228	0.4017066	0.6868905	1.0000000	0.6534635	0.8700924	0.0509768	0.1101909	0.0493569	0.6495944
100	0.2924849	0.3264804	0.6868905	1.0000000	0.6573037	0.7490794	0.0513680	0.1190511	0.1300611	0.3427331
150	0.4173917	0.2934493	0.6868905	0.9999999	0.6354815	0.6898694	0.0586437	0.1872258	0.3818179	0.2110307
200	0.5183358	0.2813401	0.6868905	0.9999991	0.6078103	0.6615741	0.1028005	0.3293743	0.6459061	0.1633513
250	0.5785194	0.2772392	0.6868890	0.9999654	0.5833211	0.6032386	0.2079931	0.4685527	0.8164668	0.1472554
300	0.6090177	0.2759096	0.6868474	0.9993348	0.5480998	0.4284514	0.3364517	0.5641698	0.9058167	0.1420037
350	0.6230695	0.2755201	0.6864089	0.9955872	0.4808849	0.2408044	0.4421876	0.6196090	0.9478319	0.1403207
400	0.6290409	0.2756175	0.6844730	0.9861661	0.4008721	0.1226334	0.5120386	0.6489376	0.9663456	0.1397866
450	0.6308335	0.2764145	0.6798907	0.9728688	0.3380916	0.0627264	0.5527098	0.6635913	0.9741375	0.1396180
500	0.6294623	0.2782935	0.6728697	0.9600264	0.2994807	0.0350424	0.5746309	0.6706187	0.9772519	0.1395650
550	0.5863578	0.3673459	0.6649880	0.9510665	0.2130587	0.0349059	0.5858420	0.6732350	0.9293437	0.4899540
600	0.4384540	0.4498760	0.6587284	0.9536666	0.1266124	0.0411914	0.5897267	0.6536374	0.6400361	0.7968100
650	0.3089974	0.4888569	0.6578405	0.9677820	0.0764418	0.0446771	0.5765863	0.5749105	0.3572119	0.9285108
700	0.2353216	0.5032521	0.6628554	0.9820620	0.0511973	0.0477402	0.5253150	0.4478501	0.1895411	0.9761897
750	0.2003150	0.5052809	0.6702738	0.9914863	0.0393089	0.0559134	0.4272329	0.3201361	0.1067818	0.9922854
800	0.1863965	0.5017564	0.6768990	0.9964759	0.0344402	0.0856606	0.3064167	0.2256343	0.0696277	0.9975370
850	0.1829733	0.4967548	0.6815142	0.9986942	0.0362327	0.1888448	0.2013556	0.1682308	0.0539877	0.9992201
900	0.1841767	0.4923548	0.6842434	0.9995495	0.0621316	0.4143254	0.1304756	0.1374471	0.0477867	0.9997542
950	0.1868504	0.4892272	0.6856746	0.9998503	0.1491340	0.6642266	0.0900086	0.1222362	0.0455100	0.9999227
1000	0.1894652	0.4872890	0.6863608	0.9999511	0.2825286	0.8338547	0.0691867	0.1151619	0.0447748	0.9999757

0	0.1945031	0.4851351	0.6868905	1.0000000	0.6326152	0.9945880	0.0509714	0.1100118	0.0447176	1.0000000
50	0.1601252	0.4851350	0.6868905	1.0000000	0.6791099	0.9945932	0.0509745	0.1100310	0.0450958	0.9383825
100	0.1335949	0.4851350	0.6868905	1.0000000	0.7329868	0.9945937	0.0510004	0.1104262	0.0473681	0.8844221
150	0.1225412	0.4851350	0.6868905	1.0000000	0.7651576	0.9945821	0.0511962	0.1118107	0.0508391	0.8612627
200	0.1183088	0.4851350	0.6868905	1.0000000	0.7815938	0.9945196	0.0517677	0.1140395	0.0539333	0.8528784
250	0.1167156	0.4851350	0.6868905	1.0000000	0.7894901	0.9943491	0.0527345	0.1164103	0.0560213	0.8500481
300	0.1161181	0.4851350	0.6868905	1.0000000	0.7931616	0.9940402	0.0538971	0.1183674	0.0572151	0.8491246
350	0.1158942	0.4851350	0.6868906	1.0000000	0.7948145	0.9936183	0.0550045	0.1197325	0.0578278	0.8488286
400	0.1158103	0.4851350	0.6868906	1.0000000	0.7955140	0.9931508	0.0558955	0.1205783	0.0581197	0.8487347
450	0.1157788	0.4851350	0.6868906	1.0000000	0.7957675	0.9927104	0.0565271	0.1210588	0.0582515	0.8487050
500	0.1157671	0.4851350	0.6868905	1.0000000	0.7958192	0.9923464	0.0569330	0.1213145	0.0583086	0.8486957
550	0.1501419	0.4851350	0.6868905	1.0000000	0.7493510	0.9920758	0.0571738	0.1214101	0.0576858	0.9103103
600	0.1766711	0.4851350	0.6868905	1.0000000	0.6953260	0.9918931	0.0572621	0.1208350	0.0546151	0.9642698
650	0.1877245	0.4851350	0.6868905	1.0000000	0.6630159	0.9918044	0.0570114	0.1190065	0.0508800	0.9874289
700	0.1919567	0.4851350	0.6868905	0.9999999	0.6464843	0.9918653	0.0562427	0.1164985	0.0480692	0.9958130
750	0.1935498	0.4851350	0.6868905	0.9999999	0.6385482	0.9921277	0.0550928	0.1141727	0.0463819	0.9986434
800	0.1941473	0.4851350	0.6868905	0.9999999	0.6348977	0.9925586	0.0538802	0.1124497	0.0454927	0.9995669
850	0.1943712	0.4851350	0.6868905	1.0000000	0.6333173	0.9930561	0.0528531	0.1113442	0.0450619	0.9998629
900	0.1944551	0.4851350	0.6868905	1.0000000	0.6327174	0.9935193	0.0521045	0.1107019	0.0448652	0.9999568
950	0.1944866	0.4851350	0.6868905	1.0000000	0.6325638	0.9938915	0.0516152	0.1103547	0.0447792	0.9999864
1000	0.1944983	0.4851350	0.6868905	1.0000000	0.6325943	0.9941600	0.0513207	0.1101770	0.0447429	0.9999957

0	0.1945031	0.4851351	0.6868905	1.0000000	0.6326152	0.9945880	0.0509714	0.1100118	0.0447176	1.0000000
50	0.1945045	0.4851350	0.6868905	1.0000000	0.6327802	0.9936395	0.0509742	0.1100133	0.0447179	1.0000000
100	0.1945050	0.4851350	0.6868905	1.0000000	0.6326555	0.9927137	0.0509757	0.1100140	0.0447180	1.0000000
150	0.1945053	0.4851350	0.6868905	1.0000000	0.6323822	0.9922617	0.0509765	0.1100143	0.0447180	1.0000000
200	0.1945053	0.4851350	0.6868905	1.0000000	0.6321235	0.9920737	0.0509769	0.1100145	0.0447180	1.0000000
250	0.1945054	0.4851350	0.6868905	1.0000000	0.6319393	0.9920001	0.0509771	0.1100145	0.0447180	1.0000000
300	0.1945054	0.4851350	0.6868905	1.0000000	0.6318262	0.9919721	0.0509772	0.1100145	0.0447180	1.0000000
350	0.1945054	0.4851350	0.6868905	1.0000000	0.6317627	0.9919616	0.0509772	0.1100146	0.0447180	1.0000000
400	0.1945054	0.4851350	0.6868905	1.0000000	0.6317289	0.9919577	0.0509772	0.1100146	0.0447180	1.0000000
450	0.1945054	0.4851350	0.6868905	1.0000000	0.6317117	0.9919562	0.0509772	0.1100146	0.0447180	1.0000000
500	0.1945054	0.4851350	0.6868905	1.0000000	0.6317031	0.9919557	0.0509772	0.1100146	0.0447180	1.0000000
550	0.1945054	0.4851350	0.6868905	1.0000000	0.6317387	0.9929092	0.0509772	0.1100146	0.0447180	1.0000000
600	0.1945054	0.4851350	0.6868905	1.0000000	0.6319581	0.9938361	0.0509772	0.1100146	0.0447180	1.0000000
650	0.1945054	0.4851350	0.6868905	1.0000000	0.6322754	0.9942880	0.0509772	0.1100146	0.0447180	1.0000000
700	0.1945054	0.4851350	0.6868905	1.0000000	0.6325542	0.9944758	0.0509772	0.1100146	0.0447180	1.0000000
750	0.1945054	0.4851350	0.6868905	1.0000000	0.6327474	0.9945492	0.0509772	0.1100146	0.0447180	1.0000000
800	0.1945054	0.4851350	0.6868905	1.0000000	0.6328644	0.9945771	0.0509772	0.1100146	0.0447180	1.0000000
850	0.1945054	0.4851350	0.6868905	1.0000000	0.6329297	0.9945875	0.0509772	0.1100146	0.0447180	1.0000000
900	0.1945054	0.4851350	0.6868905	1.0000000	0.6329642	0.9945914	0.0509772	0.1100146	0.0447180	1.0000000
950	0.1945054	0.4851350	0.6868905	1.0000000	0.6329818	0.9945929	0.0509772	0.1100146	0.0447180	1.0000000
1000	0.1945054	0.4851350	0.6868905	1.0000000	0.6329905	0.9945934	0.0509772	0.1100146	0.0447180	1.0000000

0	0.1945031	0.4851351	0.6868905	1.0000000	0.6326152	0.9945880	0.0509714	0.1100118	0.0447176	1.0000000
50	0.1945045	0.4851350	0.6868905	1.0000000	0.6328158	0.9941261	0.0718306	0.3231967	0.0451997	0.9228781
100	0.1945050	0.4851350	0.6868905	0.9999985	0.6319809	0.9534493	0.1959187	0.5064944	0.0481935	0.8553399
150	0.1945052	0.4851352	0.6868877	0.9999458	0.6113995	0.6957162	0.3511451	0.5892407	0.0529261	0.8263531
200	0.1945049	0.4851396	0.6868491	0.9996049	0.5207958	0.3935923	0.4604696	0.6232060	0.0572542	0.8158592
