"Time"	YDR216W	YDR451C	YMR016C	YNL167C	YGL181W	YGL071W	YKL015W	YKL109W	YGL035C	YGL209W
450	0.7161764	0.4866012	1.0117851	0.7946300	0.7170461	0.1037593	1.0056898	0.0945527	0.6745141	1.0319731
500	0.7520760	0.4763908	0.9513735	0.8554707	0.7517661	0.0920314	1.0056645	0.0929854	0.5780465	0.9829911
550	0.7744829	0.4725039	0.8688203	0.8637137	0.7019380	0.1003978	1.0180638	0.4618581	0.6462694	1.1454160
600	0.7443531	0.5595701	0.8893285	0.8486088	0.7910011	0.1340823	0.8978383	0.5645155	0.6579775	1.0076687
650	0.7530484	0.5272914	0.9588127	0.7601314	0.7533370	0.1626011	0.7852817	0.5948424	0.6852437	1.0906928
700	0.7224076	0.4423763	1.0197519	0.8376073	0.6410841	0.2394143	0.5776521	0.6785430	0.6909102	1.0200666
750	0.6359437	0.5482730	1.0012534	0.7800432	0.5530009	0.3583118	0.4580673	0.5741349	0.6542647	1.0308061
800	0.6423665	0.4049732	1.0008528	0.7985627	0.4481390	0.4624189	0.5256681	0.6429276	0.5828371	0.9643665
850	0.7091626	0.4481012	1.0226347	0.7219462	0.4308343	0.5009470	0.4466024	0.6659994	0.6715037	0.9879459
900	0.7215880	0.4561794	0.9743584	0.7030295	0.4249941	0.5368885	0.4285499	0.6927353	0.6529511	1.0908840
950	0.7818191	0.4324398	0.9586321	0.6208203	0.4217975	0.6045863	0.3287770	0.6315789	0.6323814	1.0285230
1000	0.7706965	0.4143278	0.9069453	0.6246048	0.4392745	0.6300310	0.2569489	0.6539624	0.6599873	1.1001981

0	0.7539269	0.4139150	0.9302636	0.6738145	0.4390541	0.5160772	0.4887091	0.6212063	0.6415492	0.9756862
50	0.5556068	0.5996813	0.8980716	0.7334768	0.5574180	0.2754463	0.6558253	0.4666068	0.7222337	0.3903289
100	0.4417279	0.5271866	0.8770700	0.7859548	0.5553612	0.2218636	0.6990460	0.3526513	0.6827521	0.2309552
150	0.4362917	0.5584573	0.9735239	0.8448467	0.6597738	0.1724627	0.9365613	0.3831737	0.6039516	0.2341203
200	0.4589932	0.4475294	0.9402872	0.7954159	0.7017146	0.1178734	0.9500257	0.3706758	0.5484407	0.1988533
250	0.4284392	0.4973589	0.9023899	0.7733342	0.6808163	0.0876253	0.9406707	0.3987364	0.6138310	0.2159493
300	0.4505977	0.4944547	1.0066002	0.8547604	0.7021116	0.0901383	1.0420578	0.4640716	0.6690715	0.1828112
350	0.4675226	0.4423788	0.9410942	0.7563616	0.6498495	0.0973449	0.9904596	0.4067051	0.5947263	0.2031469
400	0.5101099	0.4242175	0.9770497	0.8135952	0.6745797	0.0751491	0.9117681	0.4384874	0.6721817	0.1710026
450	0.5659904	0.5087943	0.9897124	0.7892229	0.7133240	0.1147666	0.8861393	0.4704594	0.6252406	0.1752112
500	0.5550984	0.5383578	0.9537626	0.8459963	0.7136513	0.0913624	0.7817514	0.4354817	0.6751670	0.1934737
550	0.6456708	0.5963335	0.9628079	0.7492512	0.6527875	0.1537409	0.8822079	0.5951444	0.3460701	0.7447497
600	0.6436588	0.6509593	0.9835916	0.7449606	0.7089799	0.1693902	0.8604673	0.6665139	0.4148851	0.9676334
650	0.6502197	0.4794759	0.9639733	0.8118811	0.6847916	0.2072688	0.6529680	0.6314405	0.5988558	1.0140429
700	0.6459115	0.4844607	0.9118290	0.7937639	0.5694661	0.2405742	0.4563952	0.5796788	0.6726310	0.9587571
750	0.6810602	0.4942470	0.9456878	0.7384155	0.4719308	0.3227970	0.4782948	0.5210908	0.6425773	0.9933823
800	0.7150045	0.4972887	0.9413348	0.6407729	0.4286242	0.3654660	0.5840402	0.5486789	0.7266670	1.0430000
850	0.6918330	0.5247720	1.0278809	0.6843651	0.5299820	0.3371991	0.6880288	0.6122672	0.6238104	0.8956157
900	0.6152066	0.5803206	0.8933448	0.7436986	0.5802704	0.3245701	0.4762831	0.6442153	0.6056359	0.9724835
950	0.6712147	0.5401199	0.9405738	0.7746167	0.5219905	0.3911816	0.4599819	0.6331417	0.6873281	0.9708506
1000	0.6453800	0.4748440	0.9246357	0.7028916	0.4214915	0.4838005	0.4690518	0.5504796	0.6583843	1.1050471

0	0.7539269	0.4139150	0.9302636	0.6738145	0.4390541	0.5160772	0.4887091	0.6212063	0.6415492	0.9756862
50	0.7830786	0.3445675	1.0014695	0.8142652	0.3922016	0.3772593	0.3742403	0.7236163	0.5853255	1.0251464
100	0.8484559	0.3145597	0.9965454	0.8272920	0.2622069	0.3988942	0.2595887	0.6573514	0.5841773	0.9658102
150	0.8543503	0.3685689	0.9327822	0.7137742	0.2565221	0.4432576	0.2034499	0.6501383	0.5973958	1.0020509
200	0.7835579	0.3348839	0.9317846	0.6576493	0.2293771	0.4752341	0.2090640	0.6575171	0.5931260	1.0362227
250	0.7169475	0.3930462	0.8928933	0.6157028	0.2329699	0.5367119	0.2366449	0.5981460	0.6234265	1.0059131
300	0.7469620	0.5063522	0.9078500	0.7992522	0.2990393	0.5410323	0.2800464	0.5415681	0.6523625	0.9138172
350	0.6654592	0.4941064	0.8787851	0.7284853	0.3455704	0.4936785	0.3367437	0.6069508	0.6256002	1.0165813
400	0.6505725	0.4971484	0.9185935	0.7345906	0.3193762	0.4741069	0.3240111	0.5474587	0.6334773	1.1029708
450	0.7057914	0.4516064	0.9184519	0.8343877	0.3321597	0.4231363	0.2972463	0.5209239	0.6278434	1.0383154
500	0.6672449	0.4179179	0.8943039	0.7565165	0.3342086	0.4288232	0.3567953	0.6403330	0.5927053	0.9615064
550	0.7050533	0.4527620	0.9066426	0.5252476	0.3063522	0.5291884	0.4507842	0.6367843	0.6367567	0.9864449
600	0.7640082	0.5558790	0.8253985	0.5193379	0.3528908	0.5642579	0.4853016	0.5898244	0.6346288	1.0207196
650	0.7387583	0.6589329	0.8763287	0.5387705	0.4568519	0.5699650	0.4750502	0.4989652	0.6657563	1.0016208
700	0.5896653	0.6705446	0.9545240	0.6549633	0.4889021	0.4942374	0.4710279	0.4940114	0.6866494	1.0253095
750	0.6120590	0.5983631	0.9317819	0.7138058	0.5030307	0.4018771	0.6246527	0.5191567	0.5691858	1.0139694
800	0.6537876	0.4794982	0.9063906	0.7752752	0.6003742	0.3773319	0.6821203	0.5482478	0.6737975	0.9796614
850	0.6461874	0.4473628	0.9276192	0.7850597	0.6228330	0.3117615	0.6736559	0.5661974	0.6084487	0.9848080
900	0.6626517	0.4707519	1.0010688	0.8185828	0.5568956	0.3138131	0.6352133	0.5503904	0.6506073	1.0574752
950	0.5771093	0.4145314	0.9954954	0.7962758	0.6019778	0.2958303	0.6730055	0.6228313	0.5658118	1.0333061
1000	0.7186873	0.4386709	1.0190137	0.7713465	0.5412492	0.3521075	0.4813314	0.6947650	0.6346521	1.0560034

0	0.7539269	0.4139150	0.9302636	0.6738145	0.4390541	0.5160772	0.4887091	0.6212063	0.6415492	0.9756862
50	0.3277866	0.4748828	0.9957651	0.8329229	0.4840722	0.4859733	0.4526008	0.3901939	0.8194150	0.8286385
100	0.1715893	0.4877054	0.9459706	0.8076106	0.5099957	0.4847403	0.7615301	0.2896526	0.7634298	0.7633941
150	0.0975909	0.4288468	1.0139153	0.8853523	0.5819254	0.3967341	0.8627848	0.2622676	0.6337157	0.7007943
200	0.0776066	0.4243202	0.9601435	0.8940165	0.6403802	0.3293164	0.8390361	0.2287177	0.6787823	0.6741947
250	0.0690051	0.4891257	0.9081277	0.9066921	0.6360395	0.2504833	0.7157190	0.2552623	0.6481157	0.6316891
300	0.0597314	0.5563531	0.9670712	0.9220617	0.6991088	0.2349581	0.7394420	0.2272855	0.6621406	0.6241994
350	0.0874302	0.4238762	0.9717404	0.8487874	0.6528674	0.2507071	0.7553252	0.2542051	0.7394715	0.6922433
400	0.0764786	0.4125106	0.9096172	0.9401918	0.6666514	0.1863155	0.7866371	0.2389916	0.6978010	0.6153287
450	0.0907576	0.3955228	0.9188054	0.8289439	0.6339745	0.2419091	0.7139388	0.2312850	0.7197625	0.5796533
500	0.0726607	0.5492592	0.9504423	0.9094635	0.6481496	0.2476288	0.7430580	0.2528505	0.6695243	0.6305034
550	0.4111918	0.4941032	1.0325844	0.7916013	0.5961972	0.2256083	0.9370247	0.4637934	0.5253227	0.9598381
600	0.6345711	0.4734203	1.0000521	0.8503733	0.6965714	0.2231604	0.9639969	0.5422452	0.6310075	1.0049165
650	0.6904739	0.4954912	1.0089504	0.8459820	0.7821929	0.2189285	0.7274811	0.6458091	0.5542776	1.0070228
700	0.7139377	0.4286981	0.9642961	0.8295148	0.6321152	0.2761432	0.5377443	0.6071328	0.6547225	0.9583753
750	0.7184050	0.4005379	1.0093992	0.8248991	0.5624112	0.3647211	0.4995230	0.6819552	0.6667957	0.9736708
800	0.6990689	0.4102295	0.9626700	0.7356249	0.5186007	0.3775615	0.5038974	0.7096507	0.6466270	0.9424071
850	0.7247853	0.3028690	0.9987205	0.6893660	0.5019778	0.4311118	0.3683247	0.6266450	0.6208770	0.9420128
900	0.7422268	0.3800813	0.9759028	0.7958551	0.3963477	0.5309808	0.3257605	0.6568115	0.6091080	1.0538714
950	0.7599186	0.3811594	1.0034244	0.6712048	0.3900388	0.6662097	0.3276634	0.6656752	0.6379275	0.9673629
1000	0.7675398	0.5006862	0.9991296	0.6271826	0.3639590	0.7077904	0.3753926	0.5767608	0.6259270	0.9199940

0	0.7539269	0.4139150	0.9302636	0.6738145	0.4390541	0.5160772	0.4887091	0.6212063	0.6415492	0.9756862
50	0.8103528	0.4703452	0.9120746	0.6960688	0.4239285	0.4651038	0.4012337	0.6121479	0.7626416	1.0584634
100	0.7520987	0.4773832	0.9151779	0.6726492	0.4637596	0.5368081	0.5160575	0.6208349	0.6382863	0.9797967
150	0.7568333	0.4079004	0.9276892	0.6576602	0.5163722	0.4354519	0.5011492	0.6289369	0.6085938	0.9891109
200	0.7867020	0.4700352	0.9873315	0.7314962	0.4308784	0.5552177	0.3726272	0.6532357	0.6057226	0.9714768
250	0.7200557	0.5381683	1.0122431	0.6423593	0.4184059	0.5842942	0.2630326	0.6746192	0.6988005	0.8638357
300	0.6810075	0.4415999	0.9190009	0.5566756	0.4158591	0.6706857	0.2754803	0.6818820	0.5746587	0.9703141
350	0.7515616	0.4042615	0.9386824	0.6109736	0.3647312	0.6781401	0.2889178	0.6992085	0.5858284	0.9830013
400	0.8239240	0.4235034	0.8922202	0.5618055	0.3347453	0.6729390	0.2659449	0.6278558	0.6576926	0.9190081
450	0.7958485	0.4903594	0.8626981	0.5838074	0.3371245	0.7219375	0.2459340	0.6298334	0.6363705	1.0096674
500	0.7678841	0.5396216	0.8118709	0.5145781	0.3928859	0.7159741	0.2878282	0.5933860	0.6121423	0.9938128
550	0.7428509	0.5292474	0.8736486	0.5921017	0.4435391	0.6974141	0.3585102	0.5699536	0.6530539	1.0125842
600	0.7295776	0.7043382	0.9848966	0.6364458	0.4786055	0.5607902	0.5054004	0.4966492	0.6255254	1.0374327
650	0.7197872	0.5171434	0.9730234	0.6914457	0.4858748	0.4425208	0.5561660	0.4817752	0.6160979	0.9655994
700	0.6844540	0.4109968	1.0344189	0.6881998	0.5405437	0.3821127	0.5852921	0.5983197	0.6177505	0.8954260
750	0.6829676	0.4129943	1.0393521	0.6689687	0.4793813	0.4176602	0.5194194	0.6446148	0.5999902	0.9485892
800	0.7456720	0.4157104	1.0262062	0.6396861	0.4676072	0.4372763	0.4585330	0.6789584	0.6056422	0.9618185
850	0.8282078	0.4804434	1.0480177	0.6685115	0.4079928	0.5652755	0.3709469	0.6897830	0.6821164	1.0329218
900	0.7364332	0.3633251	0.9633352	0.5858647	0.3571491	0.6029853	0.3190830	0.6540155	0.7124943	0.9416314
950	0.6474570	0.3639815	1.0289166	0.6124724	0.3574666	0.5920275	0.3432834	0.6713813	0.5945262	1.0072507
1000	0.7421831	0.3973434	1.0183028	0.6181358	0.3397400	0.6009516	0.2775352	0.6105125	0.6453059	1.0441018

0	0.7539269	0.4139150	0.9302636	0.6738145	0.4390541	0.5160772	0.4887091	0.6212063	0.6415492	0.9756862
50	0.7745657	0.4325153	0.9917041	0.6815816	0.4663901	0.3491383	0.4677776	0.5938957	0.7922554	0.9761047
100	0.7445678	0.4227195	0.9698604	0.6483450	0.4968308	0.2833619	0.5215302	0.5528647	0.7664593	0.9058040
150	0.6886114	0.4974461	0.9425923	0.7041785	0.4688996	0.2023651	0.6157572	0.5100956	0.7334253	0.8709576
200	0.7085418	0.5013553	1.0265395	0.8191769	0.5545695	0.1957280	0.6485764	0.5378320	0.7172666	0.9808214
250	0.7346410	0.4518198	0.9952844	0.7532446	0.6582962	0.1653686	0.5863407	0.5670206	0.6881676	0.9438573
300	0.7203781	0.5117764	1.0627992	0.8005930	0.6100458	0.1403819	0.6446854	0.5335051	0.6268789	0.8398069
350	0.7327009	0.4546138	0.9925814	0.7861486	0.5203709	0.1470638	0.6800018	0.5952464	0.7009946	0.9121229
400	0.7208257	0.4594374	0.9976807	0.7696576	0.5279444	0.1497620	0.5912074	0.5522640	0.7559831	0.8585883
450	0.7352117	0.3742655	0.8815865	0.7078308	0.5729336	0.1661663	0.4944572	0.6147600	0.6849430	0.8778254
500	0.7560554	0.5129859	0.9126402	0.7524287	0.4320494	0.1937171	0.5439775	0.5786983	0.6617059	1.0084257
550	0.6971187	0.5182027	0.9480130	0.6531347	0.4221549	0.2839020	0.6414310	0.4989588	0.5810028	1.0004541
600	0.6576452	0.4628486	0.9880667	0.7391028	0.5701521	0.2130531	0.7351511	0.5889202	0.6477378	1.0930725
650	0.7012223	0.4112215	0.9417781	0.7584735	0.6308739	0.2575474	0.6034496	0.6720686	0.6933871	0.9849700
700	0.6914453	0.4542329	0.9884189	0.7418003	0.5650663	0.3007068	0.4010702	0.6135132	0.6764240	0.9881148
750	0.6603267	0.4221526	1.0331141	0.7232098	0.3891465	0.4667603	0.2937683	0.5794385	0.7020267	1.0019176
800	0.7181302	0.5323086	0.9535744	0.6078800	0.3833739	0.5853490	0.4717229	0.5643001	0.6181232	1.0081328
850	0.7370753	0.5331912	0.9636450	0.6664724	0.3824998	0.5392722	0.5672452	0.5701036	0.6283167	0.9802892
900	0.6713443	0.4474264	0.9010390	0.6745496	0.4558206	0.4367609	0.5815479	0.6011125	0.6420439	1.0284551
950	0.6748719	0.5804758	0.8376255	0.6332612	0.4909240	0.3193499	0.5097120	0.5601030	0.6820210	0.9609617
1000	0.5532686	0.6528249	0.8674334	0.6004480	0.4656925	0.4403315	0.5018152	0.5103790	0.6163238	0.9881810

0	0.7539269	0.4139150	0.9302636	0.6738145	0.4390541	0.5160772	0.4887091	0.6212063	0.6415492	0.9756862
50	0.4429426	0.3407934	0.9289327	0.5974230	0.5344561	0.3992276	0.4662211	0.4681559	0.5834220	0.9388295
100	0.3259495	0.3991776	0.9700937	0.7059639	0.4234948	0.4001178	0.5533625	0.4998975	0.6061467	0.9932138
150	0.3025945	0.3261116	0.8757406	0.7526965	0.5232834	0.3685090	0.5768443	0.5066393	0.6156774	0.9644925
200	0.3139718	0.2802756	0.9219521	0.6851707	0.4510726	0.4058955	0.5108953	0.6006911	0.6276914	0.9815784
250	0.3142108	0.2738213	0.9340395	0.5739032	0.4937268	0.4835478	0.5482206	0.5766797	0.6548316	0.9559945
300	0.3291333	0.3198457	0.9491455	0.6592500	0.4696354	0.4829798	0.5011041	0.5849270	0.6534007	0.9643522
350	0.3190507	0.2965674	0.9604136	0.7194529	0.4705445	0.4724805	0.4331081	0.5937867	0.6226156	1.0080456
400	0.3298327	0.2798430	0.9453639	0.6203743	0.4246648	0.5894095	0.4032256	0.6077809	0.6585312	1.0587575
450	0.3075337	0.2526110	0.9343416	0.5804636	0.3918626	0.5849249	0.3858417	0.5730701	0.7079890	0.9913484
500	0.3987415	0.2365724	0.8724902	0.6546481	0.4989577	0.5000395	0.4875183	0.6555179	0.6338000	1.0602795
550	0.6750105	0.5012363	0.8439281	0.7350813	0.5075830	0.4179833	0.5896280	0.6478197	0.6644062	1.0828283
600	0.6416197	0.5793237	0.9286293	0.6843722	0.5476565	0.4197016	0.4477502	0.5558942	0.6675399	1.1166013
650	0.6964026	0.4903354	0.9571378	0.7413381	0.4507482	0.5001070	0.4213355	0.5731716	0.6072109	1.0508182
700	0.6796421	0.5309430	0.9753430	0.6582151	0.4760764	0.5319861	0.4537104	0.5990158	0.6192308	0.9535696
750	0.6850761	0.5813059	0.9708474	0.5841351	0.4092332	0.4811071	0.4712683	0.6247276	0.6312601	0.9345377
800	0.6977473	0.5652613	0.9334758	0.5927234	0.4365777	0.4582267	0.4745489	0.5816906	0.5893190	0.9906127
850	0.7707692	0.4972151	0.9564171	0.6170014	0.3696085	0.4017118	0.5592535	0.5625236	0.6371269	1.1360601
900	0.8310796	0.4716905	0.9869247	0.5879725	0.4848253	0.4499329	0.6070405	0.5623319	0.6112017	1.1193779
950	0.6832513	0.4987582	0.9561342	0.7093401	0.5302515	0.4367774	0.5599260	0.5208363	0.6299686	1.1040410
1000	0.7041981	0.5037936	0.9072160	0.8101666	0.4837423	0.4608322	0.5769997	0.5362274	0.7265895	0.9815413

0	0.7539269	0.4139150	0.9302636	0.6738145	0.4390541	0.5160772	0.4887091	0.6212063	0.6415492	0.9756862
50	0.7024910	0.3101868	0.9012563	0.6882980	0.4343786	0.4405545	0.6605746	0.5737323	0.6360119	0.9439062
100	0.7738079	0.2900205	0.9577571	0.7805400	0.5955707	0.3408838	0.5921170	0.5490378	0.6751145	0.9444250
150	0.7964472	0.2465351	0.9111097	0.8355066	0.5762678	0.3696117	0.5796570	0.5810769	0.6408117	1.0766456
200	0.8264064	0.2415948	0.9416319	0.7164584	0.5268005	0.3714396	0.5103764	0.6445032	0.5968542	1.0176493
250	0.8057509	0.2056601	1.0184408	0.7543111	0.5047628	0.4351754	0.5166968	0.6187197	0.6914900	0.9980672
300	0.8557731	0.1968176	0.9782385	0.8426863	0.4856579	0.3677217	0.6760834	0.6021122	0.7031058	1.0455190
350	0.8587303	0.2624217	0.9597817	0.7467612	0.5948478	0.3316356	0.5052418	0.5994465	0.6460774	0.9412060
400	0.8212414	0.3217390	0.9413136	0.7487389	0.5136243	0.3888669	0.3981631	0.5702316	0.6745433	0.9638244
450	0.8248526	0.2558288	0.9999904	0.7856484	0.4434395	0.4330147	0.5444590	0.5257247	0.6180994	0.9751503
500	0.8207659	0.2421173	1.0096481	0.7575855	0.4645849	0.3916499	0.6191622	0.6418315	0.6307869	1.0500773
550	0.8320115	0.4228575	1.0285019	0.7010866	0.4211685	0.3533855	0.4746987	0.6911568	0.5924368	0.9847235
600	0.7114495	0.4710105	1.1199089	0.5852806	0.3481950	0.3989038	0.3690936	0.6520098	0.6023136	0.9827986
650	0.7227108	0.4574352	0.9660976	0.4941720	0.2946851	0.5548356	0.3625303	0.6836190	0.6519479	0.9949614
700	0.7191930	0.4933189	0.8778154	0.5818635	0.3232667	0.6023313	0.2926005	0.5966478	0.6084369	0.9649165
750	0.6315306	0.4890958	0.8805591	0.5386249	0.3102857	0.6775016	0.4161736	0.5763135	0.6148873	1.0784865
800	0.7078073	0.5401047	0.9170067	0.5944651	0.4343187	0.5628135	0.5167568	0.4826950	0.6698799	0.9816155
850	0.6976126	0.5783840	0.8650270	0.6554141	0.5085035	0.4464787	0.6173564	0.4954076	0.6103814	1.0024054
900	0.6962770	0.5777471	0.8836814	0.7897995	0.5897322	0.3404702	0.6662360	0.5213464	0.6159175	1.0173680
950	0.6524414	0.5970880	0.9829387	0.8271449	0.6411814	0.3227854	0.6424142	0.5543803	0.6516213	1.0919675
1000	0.6370022	0.5850446	0.9586075	0.7621048	0.6975346	0.3315343	0.6851334	0.6299081	0.6624447	1.0309275
