"Time"	YKL112W	YML027W	YOR028C	YPL248C	YOL108C	YIR018W	YJR060W	YGL096W	YKL043W	YER111C
50	0.7268490	0.6385439	0.8600156	0.6668836	0.3318273	0.0286107	0.0251614	0.1710851	0.5109173	0.6844565
100	0.5303022	0.6853088	0.6325251	0.6818375	0.5499827	0.0497815	0.0176736	0.2348534	0.6341716	0.7596735
150	0.4744596	0.7437939	0.9113945	0.6783569	0.4851104	0.0241995	0.0464419	0.2501044	0.6541536	0.6118339
200	0.4357191	0.8117212	0.7023348	0.7357756	0.5558326	0.0268468	0.0422443	0.1446459	0.5743250	0.8380003
250	0.4887595	0.6650221	0.6239352	0.6606414	0.5126484	0.0338133	0.0239623	0.1577458	0.6187731	0.8173951
300	0.4572439	0.7531531	0.5568205	0.7908912	0.4923050	0.0745090	0.0342358	0.1457610	0.6751680	0.6760802
350	0.4683345	0.7760943	0.7195208	0.6642442	0.5454066	0.0562298	0.0196730	0.1654477	0.5772600	0.8106970
400	0.5044777	0.7409754	0.6626440	0.6590623	0.5357095	0.0439783	0.0202913	0.1877399	0.6227983	0.6600060
450	0.5599948	0.5485230	0.7350268	0.7954538	0.4925234	0.0411912	0.0162367	0.0618201	0.5688912	0.7479724
500	0.5770579	0.6719796	0.5774555	0.6811251	0.5064067	0.0278192	0.0282895	0.1073581	0.5946318	0.8929619
550	0.4887635	0.8088530	0.6547159	0.6871674	0.3227090	0.0193263	0.0154886	0.1423080	0.5112696	0.7721055
600	0.7076176	0.6711056	0.6255680	0.7996545	0.2586032	0.0840866	0.0246585	0.1883328	0.5826071	0.6888724
650	0.6951955	0.6437743	0.7371917	0.7606346	0.0599013	0.0396036	0.0574551	0.1426396	0.7495424	0.8442408
700	0.6831094	0.9518205	0.7349885	0.8380924	0.0430759	0.0444245	0.0442335	0.1426296	0.5194122	0.7377871
750	0.6721472	0.6578104	0.8054368	0.8352629	0.0893806	0.0605963	0.0574235	0.1355361	0.5441242	0.7668971
800	0.6021494	0.7395806	0.6829586	0.7305393	0.0482836	0.0311924	0.0439339	0.1500560	0.5944776	0.6772570
850	0.6582029	0.6543147	0.7546338	0.6705462	0.0342190	0.0464331	0.0336922	0.2608749	0.5320722	0.7480833
900	0.6106391	0.7748900	0.6581254	0.5969961	0.0494243	0.0412363	0.0514924	0.2117031	0.4885764	0.7862853
950	0.8458818	0.7511003	0.6624243	0.6160985	0.0234794	0.0291681	0.0555038	0.1836856	0.6195396	0.7492745
1000	0.7094804	0.5842137	0.6882681	0.5464437	0.0312808	0.0417808	0.0712548	0.2205855	0.5770273	0.6961001

0	0.5856411	0.6548869	0.7095186	0.7530696	0.0382878	0.0408017	0.0754399	0.2409638	0.7066385	0.7387804
50	0.6747904	0.7026181	0.8017085	0.6502512	0.1027531	0.1451722	0.4756515	0.1930690	0.4908626	0.8345659
100	0.9233124	0.6004014	0.7548574	0.6694933	0.1518367	0.5229100	0.5108042	0.2200323	0.5713215	0.5945037
150	0.7001146	0.6204438	0.8241665	0.7792035	0.1970252	0.5191477	0.6154768	0.2482034	0.5183549	0.4090626
200	0.6974528	0.7214456	0.7519287	0.7112043	0.2348712	0.6099301	0.6549364	0.2014315	0.3701464	0.3307596
250	0.8817751	0.5204564	0.7522228	0.5866832	0.2006325	0.6222925	0.6015341	0.3435756	0.4350936	0.2323909
300	0.8135515	0.5189909	0.5964671	0.7329520	0.3069907	0.6876591	0.6480798	0.4080862	0.5391466	0.2337014
350	0.7797491	0.4593881	0.7391904	0.6009766	0.3057694	0.6683877	0.6495658	0.3291651	0.4446190	0.1511286
400	0.7370060	0.5490138	0.7532098	0.6431513	0.3293703	0.6811739	0.6513304	0.3925693	0.3664616	0.1258491
450	0.5713411	0.4628984	0.8160831	0.4973897	0.2596242	0.5872208	0.6389336	0.4327065	0.3955962	0.1638522
500	0.6613214	0.4677786	0.8021401	0.5782791	0.2901501	0.6227142	0.6533594	0.4016049	0.3693417	0.2398217
550	0.7336214	0.4278617	0.7350789	0.4697470	0.2098839	0.6392390	0.5514846	0.4857146	0.4534690	0.1500202
600	0.7190192	0.5443527	0.8181242	0.5658674	0.2099216	0.5919575	0.4069681	0.4681704	0.5218926	0.3623075
650	0.9598121	0.5272576	0.6961023	0.5962183	0.0969283	0.4676340	0.2550688	0.3639842	0.4647629	0.4450697
700	0.8526214	0.5874385	0.6866316	0.6756031	0.0817722	0.3978591	0.2841995	0.2775121	0.6200919	0.5674202
750	0.6116957	0.5899849	0.6489354	0.6044041	0.0757840	0.1944554	0.1726679	0.2590462	0.5636528	0.5460459
800	0.8141321	0.6166297	0.7074501	0.7779075	0.1110849	0.1657130	0.1107194	0.2294633	0.7500643	0.5473199
850	0.7322840	0.7209089	0.7537558	0.7370328	0.0902876	0.0725131	0.0462878	0.2008249	0.7937927	0.6873958
900	0.8058281	0.7115323	0.7352660	0.6389732	0.1201795	0.0531882	0.0321270	0.2091915	0.6892478	0.7765072
950	0.7953779	0.6974439	0.6846562	0.6110931	0.0276964	0.0436024	0.0385291	0.2462356	0.6134644	0.7954840
1000	0.7142757	0.7206046	0.6619798	0.6574356	0.0268847	0.0352885	0.0341543	0.1698432	0.5475252	0.6634250

0	0.5854872	0.6317609	0.7253154	0.6310416	0.0186786	0.0236745	0.0352559	0.2059322	0.7522045	0.7174884
50	0.7274316	0.5405277	0.7224092	0.6453344	0.0344991	0.4467374	0.0365798	0.2214883	0.5291488	0.5130678
100	0.6307662	0.7311245	0.6214477	0.5636899	0.0549714	0.4852346	0.0307848	0.2245914	0.5771836	0.2748183
150	0.6816265	0.6747096	0.8100054	0.5392412	0.0401807	0.6551656	0.0510280	0.2459151	0.5356881	0.2254918
200	0.5007610	0.7009031	0.7929134	0.5564297	0.0630038	0.5593289	0.0718167	0.3318414	0.4071010	0.1443976
250	0.7913177	0.7274961	0.8558816	0.5941187	0.0548377	0.6089609	0.1026146	0.2726147	0.4866758	0.1841764
300	0.5858307	0.6958509	0.8690045	0.6231113	0.0584092	0.5789780	0.1586570	0.3153390	0.4154515	0.1625217
350	0.6792837	0.6381907	0.7764635	0.5212171	0.0444981	0.5074923	0.1387770	0.3546539	0.4998514	0.2157682
400	0.5619704	0.6031028	0.7643233	0.4774383	0.0749129	0.6492142	0.1712104	0.3711457	0.4206043	0.2509732
450	0.6346865	0.7187037	0.7295764	0.5392299	0.0837239	0.4943663	0.1360585	0.3130479	0.3991571	0.1789629
500	0.6281707	0.5703450	0.6727900	0.4501174	0.0589051	0.7121315	0.1360320	0.3031677	0.3918600	0.1912347
550	0.7778379	0.6548932	0.7502977	0.4547035	0.0946375	0.2757085	0.1691484	0.2978000	0.3498479	0.4542639
600	0.6423497	0.5883435	0.6987444	0.4919974	0.0675764	0.1579942	0.1997518	0.2982834	0.3763182	0.5122866
650	0.7763263	0.5626355	0.9139181	0.6142387	0.0825623	0.3061284	0.1543837	0.3157938	0.5161416	0.6740190
700	0.6568710	0.6441681	0.6596802	0.5043051	0.0813633	0.1836595	0.2095970	0.3549504	0.5079128	0.8072078
750	0.7152907	0.6201141	0.6756350	0.5948540	0.0463139	0.1895819	0.1819654	0.3647492	0.6088891	0.8717295
800	0.6169139	0.5858853	0.7264665	0.6286267	0.1293039	0.1574633	0.1061316	0.2511807	0.6025517	0.7443178
850	0.6865212	0.7126413	0.6221646	0.7256338	0.0830953	0.0684085	0.0773899	0.2967742	0.4798817	0.7283341
900	0.6622379	0.6140818	0.7268262	0.6716478	0.0406850	0.0693378	0.0330655	0.2820235	0.5609422	0.6907252
950	0.6933932	0.6554577	0.7882996	0.7754475	0.0608182	0.0290170	0.0369848	0.1559692	0.5443696	0.5919574
1000	0.6415912	0.7310114	0.8578749	0.7075562	0.0429647	0.0481537	0.0412675	0.1933738	0.6682449	0.6675985

0	0.8329509	0.7366231	0.7493868	0.8403756	0.0396154	0.0201528	0.1060750	0.2480356	0.7297625	0.8280785
50	0.5888682	0.6119185	0.7249019	0.7119910	0.0564320	0.0223576	0.0676415	0.2202032	0.5777857	0.6911022
100	0.7511947	0.6025444	0.7031739	0.6621406	0.0214190	0.0496379	0.0359732	0.1577131	0.4863464	0.8556998
150	0.5589911	0.5729224	0.7959461	0.7158632	0.0375997	0.0328632	0.0478547	0.2655883	0.5148584	0.7238638
200	0.6758046	0.6615171	0.6919319	0.5869593	0.0277458	0.0453906	0.0609544	0.2163144	0.6478635	0.7704103
250	0.7774699	0.5943637	0.6649096	0.6698647	0.0466073	0.0859565	0.1054267	0.2505985	0.5356470	0.8206993
300	0.6650017	0.7468994	0.6839356	0.6962493	0.0232492	0.0879637	0.0364540	0.2047440	0.5895760	0.7149808
350	0.7438385	0.6426064	0.7020041	0.8041483	0.0401218	0.0522282	0.0544437	0.1859746	0.6570335	0.6548847
400	0.6722066	0.6945823	0.6421408	0.7963461	0.0438105	0.0399332	0.0484485	0.2135846	0.7444003	0.7549548
450	0.6916184	0.6371249	0.7619091	0.8840533	0.0510344	0.0478136	0.0413601	0.1715588	0.5324043	0.5591093
500	0.6741660	0.7103507	0.6557710	0.7010645	0.0474945	0.0289397	0.0400389	0.1716862	0.7297646	0.6761990
550	0.6266180	0.6882423	0.6779909	0.7450232	0.0501776	0.0390983	0.0477132	0.2462567	0.5589838	0.7211006
600	0.6256125	0.7699430	0.5594550	0.7311830	0.0472854	0.0255247	0.0302755	0.1903389	0.5641822	0.7412195
650	0.7065311	0.6446095	0.6542253	0.6264761	0.0944491	0.0338186	0.0445663	0.1520078	0.6233337	0.7372078
700	0.8677650	0.5973937	0.6536755	0.6590284	0.0381424	0.0323909	0.0192569	0.1558733	0.5725260	0.6654172
750	0.7929009	0.6772495	0.7973214	0.7219022	0.0330321	0.0610555	0.0307237	0.1932635	0.6386709	0.7939698
800	0.6539266	0.8905996	0.6574923	0.7128837	0.0169858	0.0210585	0.0135107	0.2000335	0.5458562	0.5715771
850	0.6300962	0.7321151	0.6853830	0.7309872	0.0300093	0.0212747	0.0327156	0.1953155	0.4529692	0.6157631
900	0.6982769	0.6635221	0.7260198	0.6510449	0.0296613	0.1704164	0.0382228	0.1570721	0.7593614	0.5723115
950	0.6843061	0.6213614	0.7341634	0.6003555	0.0340750	0.0407879	0.0395763	0.1824410	0.6535726	0.7345091
1000	0.7707031	0.6553437	0.8493729	0.6838505	0.0312638	0.0365317	0.0572794	0.1271742	0.6868365	0.7711019

0	0.6664404	0.6481973	0.6450840	0.7260628	0.0473263	0.0380680	0.0368853	0.1527950	0.7518259	0.7688334
50	0.6536092	0.9239930	0.8890736	0.5472815	0.1071942	0.3660367	0.0612061	0.1840933	0.5314035	0.5966705
100	0.7496487	0.9742004	0.8233054	0.3442487	0.2085880	0.6275718	0.0581614	0.1865795	0.5674749	0.7808837
150	0.7513899	0.6423885	0.7967476	0.4939667	0.3676246	0.6809820	0.0521431	0.2536803	0.5352196	0.6880568
200	0.6089634	0.8040927	0.9803393	0.4371229	0.3547537	0.7675765	0.0417943	0.2152416	0.5893981	0.7731960
250	0.5910286	0.7103143	0.7419972	0.4391296	0.4051272	0.6646360	0.0809624	0.3163701	0.4673298	0.6961232
300	0.7522260	0.6698916	0.8558716	0.3556632	0.3110116	0.6273806	0.0963982	0.2694630	0.5846519	0.8142628
350	0.6537976	0.5876110	0.8223721	0.3993735	0.4262756	0.7307573	0.1086120	0.4057859	0.4712126	0.6380733
400	0.7397486	0.7327203	0.7999829	0.4954776	0.4076103	0.6981958	0.1384803	0.3249145	0.6458423	0.8611592
450	0.8161805	0.7932226	0.7040094	0.3491878	0.3804253	0.7180639	0.0744171	0.2392377	0.4747475	0.8700449
500	0.6895168	0.6456053	0.6791533	0.4198154	0.3174111	0.6512060	0.0649591	0.1987695	0.6817498	0.6425073
550	0.6653960	0.6551595	0.6529372	0.5543301	0.2208607	0.3628811	0.0350478	0.2495653	0.4928366	0.7897854
600	0.6487947	0.5982115	0.7371772	0.5821163	0.0960423	0.1600520	0.0526598	0.2710520	0.6307319	0.7377113
650	0.7090982	0.5186299	0.6822743	0.7086514	0.0537125	0.0853865	0.0424550	0.2335147	0.6435352	0.7422423
700	0.6817584	0.7514211	0.7958085	0.7268057	0.0355835	0.0282979	0.0518837	0.1957440	0.5387912	0.7219473
750	0.8075004	0.7639424	0.6931169	0.7525917	0.0305427	0.0477438	0.0352201	0.2256899	0.5704799	0.7389312
800	0.8167582	0.6737141	0.7370013	0.7106712	0.0335442	0.0659648	0.0755957	0.2320074	0.6580215	0.6870092
850	0.7239880	0.7876835	0.7212162	0.6024615	0.0276201	0.0420258	0.0795629	0.3199812	0.6281181	0.7922661
900	0.8239260	0.6219439	0.6527402	0.7923080	0.0508818	0.0713799	0.0389751	0.2406948	0.6039626	0.7992562
950	0.7175891	0.7056999	0.6057672	0.7585840	0.0667424	0.0639079	0.0812428	0.2669803	0.6070774	0.7409694
1000	0.7953194	0.6420726	0.6624924	0.7147556	0.0402627	0.0855351	0.0730250	0.2216524	0.5026807	0.6833503

0	0.6113225	0.6557311	0.5754815	0.7491534	0.0444487	0.0390512	0.0407327	0.2095791	0.6859471	0.6374029
50	0.5602706	0.6638749	0.9086605	0.6954983	0.0480803	0.0476320	0.0163029	0.0946420	0.5178070	0.7006344
100	0.5390358	0.6969455	0.7153424	0.7397200	0.0307438	0.0281407	0.0294188	0.1044497	0.4589859	0.7130552
150	0.4590583	0.7311786	0.7002013	0.8148525	0.0139596	0.0715869	0.0126110	0.0561438	0.4807781	0.6717344
200	0.3831611	0.9065935	0.6821264	0.7572948	0.0038691	0.0262934	0.0139862	0.0422720	0.4754779	0.6685177
250	0.3820209	0.5937593	0.7610756	0.7901536	0.0380468	0.0205648	0.0342390	0.0370976	0.5447013	0.7048429
300	0.3011633	0.5866673	0.7126253	0.7152165	0.0173860	0.0687832	0.0310483	0.1342493	0.5205585	0.5824025
350	0.5008431	0.6839610	0.6772148	0.7516001	0.0287103	0.0243594	0.0554122	0.0402108	0.4687923	0.7315109
400	0.4412658	0.7341465	0.7919230	0.6549103	0.0247800	0.0942590	0.0089043	0.0560070	0.3607542	0.6632645
450	0.3312219	0.6566830	0.6275083	0.8133496	0.0276969	0.0441407	0.0123241	0.0313244	0.4786866	0.6342305
500	0.4577706	0.6700296	0.5507191	0.8234495	0.0313626	0.0815358	0.0155872	0.0800787	0.5289123	0.8252808
550	0.5199176	0.5950860	0.7558032	0.8352189	0.0118537	0.0465418	0.0138404	0.1688603	0.6149070	0.6996510
600	0.5836872	0.6604298	0.6884709	0.7971878	0.0200154	0.0477338	0.0154883	0.1551058	0.5347026	0.8217043
650	0.7549442	0.8059145	0.6387299	0.7949075	0.0158869	0.0180074	0.0263774	0.2557822	0.5221111	0.8141724
700	0.7678644	0.6487552	0.7938626	0.7238236	0.0315243	0.0533108	0.0825524	0.2067419	0.6652336	0.7007828
750	0.7736061	0.8334511	0.7093744	0.7460130	0.0290474	0.0386551	0.0492614	0.1558419	0.5560029	0.7546155
800	0.6048965	0.6770315	0.6635117	0.7965894	0.0364464	0.0318310	0.0429279	0.1887297	0.5271586	0.8245987
850	0.7034839	0.7069721	0.6453168	0.7550476	0.0367820	0.0626972	0.0632727	0.1787421	0.5612796	0.6759885
900	0.9067505	0.5895832	0.7219775	0.6897450	0.0501918	0.0523810	0.0073422	0.1844339	0.7097597	0.8520336
950	0.7105596	0.7205708	0.8474244	0.7213586	0.0105798	0.0339952	0.0425229	0.2063953	0.7050679	0.7611634
1000	0.7212896	0.7827166	0.7055538	0.7246567	0.0152718	0.0151674	0.0406397	0.1815922	0.6455317	0.6647069

0	0.5925769	0.6835090	0.7516486	0.6832998	0.0323017	0.0176432	0.0605016	0.2475718	0.7684374	0.7502142
50	0.6682667	0.6308200	0.6688008	0.6706723	0.2473467	0.0460468	0.0396342	0.1859467	0.6745249	0.5589227
100	0.6854610	0.6966789	0.7942636	0.6454755	0.6234616	0.0246468	0.0171687	0.1268327	0.6142703	0.6742495
150	0.6837831	0.5876091	0.7355602	0.6449581	0.7023685	0.0302676	0.0230577	0.0959966	0.6827962	0.7592678
200	0.7181490	0.7409167	0.9132832	0.6990901	0.7873239	0.0311038	0.0173720	0.0533098	0.5485533	0.6103396
250	0.6305862	0.7245513	0.7399255	0.7011723	0.8325718	0.0340187	0.0182542	0.0274983	0.5632110	0.7640972
300	0.6252789	0.6312453	0.7711535	0.7151913	0.8330405	0.0426231	0.0114602	0.0384533	0.5224489	0.7645304
350	0.8197022	0.6765458	0.7672151	0.7264775	0.6955941	0.0599980	0.0078374	0.0226616	0.6084323	0.6587658
400	0.6969134	0.5969117	0.6359846	0.6901957	0.6462958	0.0659076	0.0153529	0.0435909	0.5152587	0.8134328
450	0.8177816	0.4667072	0.6862515	0.7528388	0.7731350	0.0518062	0.0108439	0.0073884	0.6254840	0.7248348
500	0.7603027	0.6130115	0.7914619	0.7115339	0.7264373	0.0298675	0.0133702	0.0172650	0.5535443	0.6384874
550	0.7681701	0.6287978	0.7674810	0.7152929	0.3594535	0.0303050	0.0165123	0.0856380	0.8164987	0.6087542
600	0.6921297	0.5948237	0.7373785	0.7379576	0.1437480	0.0789375	0.0174112	0.1579497	0.5687608	0.7104737
650	0.6782863	0.6509150	0.6280089	0.7532703	0.1031343	0.0301928	0.0230573	0.1675718	0.5842999	0.7703579
700	0.7475307	0.5507381	0.5763760	0.7646439	0.0419796	0.0249580	0.0342818	0.2002832	0.6795159	0.8016643
750	0.7070653	0.6172154	0.6140634	0.6716213	0.0327611	0.0253425	0.0322566	0.2230723	0.6422552	0.6183420
800	0.7794256	0.6839729	0.7667534	0.7385144	0.0380707	0.0318705	0.0519935	0.2832859	0.5988392	0.7616410
850	0.7030772	0.5776535	0.7183947	0.5927144	0.0193105	0.0428667	0.0266830	0.1845350	0.4602720	0.7318647
900	0.7905370	0.6051069	0.7789049	0.6409634	0.0284784	0.0333666	0.0439759	0.1600793	0.4887863	0.6446768
950	0.7802173	0.6767722	0.7473506	0.7604708	0.0339989	0.0283680	0.0413781	0.2720679	0.5537993	0.5721885
1000	0.6155190	0.7203416	0.6680489	0.7911067	0.0504550	0.0809154	0.0519078	0.2248293	0.6907939	0.7734618

0	0.5440141	0.6576827	0.8239402	0.6483883	0.0358562	0.0295253	0.0444346	0.2296820	0.6529192	0.6805418
50	0.8569155	0.7356919	0.7800479	0.5606281	0.0375743	0.0328130	0.0066089	0.1787309	0.5216087	0.6526905
100	0.7454244	0.6963198	0.6911033	0.6569183	0.0425900	0.0240489	0.0160846	0.0438308	0.6970319	0.6259188
150	0.6505006	0.6911164	0.7753820	0.6749854	0.0379300	0.0416365	0.0145763	0.0798486	0.5267644	0.7900559
200	0.7450808	0.7891966	0.7152511	0.6556337	0.0367008	0.0454826	0.0198972	0.0777735	0.4995477	0.6722820
250	0.6046074	0.6027305	0.7889272	0.6690848	0.0359581	0.0259392	0.0178649	0.0852349	0.5869739	0.6699677
300	0.7577577	0.7125235	0.6195313	0.5687825	0.0117672	0.0135604	0.0233624	0.0761455	0.5443188	0.6923268
350	0.7686628	0.5916108	0.6276736	0.7337777	0.0323468	0.0369757	0.0041432	0.0990200	0.4414901	0.7124303
400	0.8232658	0.6802446	0.6078112	0.6342847	0.0117062	0.0236169	0.0102531	0.0660280	0.4654741	0.6871305
450	0.8225230	0.6124729	0.7066787	0.6723979	0.0145134	0.0373837	0.0286568	0.0738621	0.5333830	0.7761990
500	0.7937741	0.6068805	0.6687662	0.6500426	0.0168041	0.0444608	0.0151573	0.0844475	0.6104972	0.7270368
550	0.7227278	0.6242788	0.7401773	0.6487112	0.0179317	0.0202250	0.0149784	0.1368258	0.5897738	0.6525225
600	0.7459522	0.5554740	0.6856755	0.6462582	0.0148205	0.0573196	0.0131568	0.1708363	0.6034355	0.6209200
650	0.7213587	0.7286842	0.8272288	0.6132220	0.0139125	0.0211189	0.0368160	0.1908248	0.4267120	0.7646573
700	0.7549334	0.6286413	0.5911364	0.5213424	0.0226638	0.0223491	0.0573175	0.1930461	0.5312438	0.7212718
750	0.6673182	0.5715183	0.6702980	0.6826102	0.0185276	0.0447722	0.0690839	0.3026027	0.4956863	0.7655701
800	0.7837318	0.6090150	0.6213708	0.6455239	0.0659631	0.0681209	0.0393118	0.1636915	0.5586444	0.7562240
850	0.9091744	0.6495130	0.7567386	0.6418695	0.0156775	0.0446692	0.0567740	0.1483264	0.7733841	0.7256999
900	0.8031924	0.7406427	0.8352359	0.6747520	0.0367012	0.0470636	0.0176046	0.2178434	0.5909866	0.6761677
950	0.6741987	0.6032341	0.7402208	0.8436797	0.0265182	0.0241611	0.0369011	0.1566444	0.6213137	0.5948680
1000	0.7547754	0.7001374	0.6360139	0.6869427	0.0357933	0.0077613	0.0305974	0.2423008	0.6535267	0.5957476

0	0.6411614	0.5957615	0.6834196	0.6688641	0.0401576	0.0374609	0.0607355	0.2885204	0.6530357	0.7821254
50	0.6875502	0.7436874	0.7829040	0.7210544	0.0861055	0.0250158	0.0103304	0.1333300	0.6728182	0.6039440
100	0.6423700	0.8091805	0.5850516	0.5982624	0.1312389	0.0447600	0.0062498	0.0813182	0.6140734	0.7570640
150	0.6366649	0.7796219	0.5599297	0.6923498	0.1395212	0.0257896	0.0114013	0.0438390	0.5984820	0.6884102
200	0.6540539	0.7506310	0.7419579	0.8249707	0.2411211	0.0238654	0.0236071	0.0316433	0.6507941	0.8487464
250	0.6988500	0.6947204	0.8244022	0.7312892	0.2117641	0.0311405	0.0043612	0.0100078	0.5589435	0.7075680
300	0.4805632	0.7652118	0.8253565	0.7350341	0.1876587	0.0178919	0.0178391	0.0147259	0.4993166	0.7683620
350	0.4822383	0.7479514	0.9152707	0.7667306	0.2482305	0.0414563	0.0249482	0.0061178	0.4033780	0.7924796
400	0.5157033	0.7320631	0.7836995	0.6593436	0.2029753	0.0547061	0.0108957	0.0118082	0.4758413	0.8182792
450	0.3961637	0.8280868	0.7121006	0.6693919	0.1835575	0.0229796	0.0094234	0.0220068	0.6045317	0.6902010
500	0.5430784	0.6579112	0.6972893	0.7134911	0.1810622	0.0328877	0.0321442	0.0230497	0.5679469	0.7576538
550	0.5782434	0.6127963	0.6832679	0.8672496	0.1595802	0.0376132	0.0234742	0.0516785	0.5490728	0.6407788
600	0.5801728	0.5794306	0.7170925	0.7799134	0.1038021	0.0178572	0.0049976	0.1204240	0.6549515	0.7641958
650	0.7578481	0.6660357	0.5738534	0.6371529	0.0346268	0.0358640	0.0083296	0.1324463	0.6361457	0.6588692
700	0.7836881	0.7320707	0.5651984	0.6693984	0.0336665	0.0295621	0.0429897	0.2392162	0.6130455	0.6439897
750	0.6457448	0.7941493	0.7459727	0.7698884	0.0477294	0.0508116	0.0122872	0.1996955	0.5724550	0.7188640
800	0.6611559	0.6537103	0.7539153	0.8366489	0.0528778	0.0290984	0.0332214	0.2478688	0.5168863	0.7088787
850	0.6780863	0.5825819	0.6821897	0.7152182	0.0151693	0.0228786	0.0443551	0.2152056	0.5417908	0.6545484
900	0.7902022	0.6378981	0.7527774	0.8039962	0.0279741	0.0253664	0.0275441	0.1892371	0.4928711	0.6895848
950	0.6188137	0.6969517	0.6869511	0.6057676	0.0680369	0.0395451	0.0602929	0.2551945	0.5374741	0.7657236
1000	0.6988016	0.6548936	0.8403777	0.8184432	0.0395567	0.0475215	0.0651511	0.1817567	0.5134373	0.7321281
