YER040W	YEL009C	YDR259C	YPL177C	YML099C	YKR034W	YCL067C	YJL110C	YFL021W	YDR146C
0.4237203	0.8717340	0.8087713	0.0966555	0.7126438	0.6952914	0.9953171	0.0211011	0.1993517	0.7995255
0.4978955	0.3915396	0.7365498	0.0440964	0.7881855	0.7155466	0.8700514	0.0156579	0.1808058	0.8726801
0.7282364	0.4446473	0.3972664	0.0329237	0.4731359	0.8513968	0.6911978	0.0228969	0.1720301	0.8053540
0.6707416	0.5437533	0.8476100	0.0154114	0.7498748	0.7211401	0.6953047	0.0206353	0.1379555	0.7005676
0.7442602	0.5533519	0.7937393	0.1089927	0.3419037	0.5902555	0.6918494	0.0152835	0.1598838	0.8276108
0.8177724	0.4076831	0.9288110	0.0254822	0.7491808	0.2819104	0.7243741	0.0202846	0.1357926	0.7545247
0.7080720	0.3945705	0.7191392	0.0760365	0.7377557	0.6336456	0.3184066	0.0142839	0.1153219	0.7482129
0.6317099	0.6804277	0.7305675	0.0768817	0.7031066	0.8345000	0.6934234	0.0090916	0.1607294	0.6880502
0.6289113	0.5031008	0.7451987	0.0925941	0.6958954	0.8651069	0.8515453	0.0183276	0.0668767	0.5800222
0.6553966	0.3869109	0.7672439	0.0989364	0.8031907	0.8080238	0.6854058	0.0231710	0.1038966	0.4278437
