YOR344C	YMR037C	YGL162W	YPR065W	YHL027W	YBR182C	YIL101C	YPL202C	YML007W	YKL185W
0.0000000	0.7096775	0.4141562	0.6731448	0.4705978	0.6049563	0.8313928	0.0548047	0.4806388	0.5553733
0.0208968	0.0000000	0.1841555	0.9938009	0.3622048	0.7399447	0.6248519	0.0044836	0.0569114	0.4777079
0.9842179	0.5988188	0.0000000	0.9876305	0.9999924	0.7413154	0.6222207	0.0352982	0.4327336	0.4771723
0.8841741	0.3024529	0.9999997	0.0000020	0.6192961	0.5131742	0.9990641	0.0076148	0.2677494	0.6213656
0.9494572	0.4052043	0.4043692	0.6816849	0.0000001	0.6009237	0.8380433	0.0132712	0.3319665	0.5580805
0.9737655	0.5058965	0.1860874	0.9892697	0.9999995	0.0000000	0.6243486	0.0227430	0.3873354	1.0000000
0.9495080	0.4053518	0.4040060	0.6819253	0.1411613	1.0000000	0.0000000	0.0132708	0.3320408	0.3776382
0.9582387	0.4327577	0.3321490	0.7565331	0.4396972	0.6314504	0.7876796	0.0000032	0.3476360	0.5385206
0.9741615	0.5084762	0.1815778	0.9999997	0.3620162	0.7424325	0.6211897	0.0044818	0.0000000	0.4764790
0.9581088	0.4323183	0.3331420	0.7554854	0.4382553	0.6323313	0.7862323	0.0153747	0.3473798	0.0000001
