YCL067C	YJL110C	YFL021W	YDR146C	YHR084W	YBR083W	YLR256W	YBR112C	YNL068C	YIR023W
0.0821589	1.0621877	0.9407153	0.3451505	0.1053577	0.8500927	0.5471489	0.7889974	0.9298507	1.0779149
0.0887055	1.0021537	0.9147362	0.2497527	0.0908557	0.8716301	0.5425965	1.0136667	0.6366105	1.0627690
0.0932083	0.9602103	0.7361360	0.5794643	0.2354322	0.6423382	0.4792938	0.6188819	0.7883906	1.0589908
0.0855249	1.0068773	1.0467634	0.2904521	0.0303015	0.8704689	0.6087202	0.9046831	0.6499624	0.4342614
0.0607508	1.0725501	0.9997983	0.0187679	0.0986672	0.9963495	0.5628188	0.9202267	1.0205924	0.6563376
0.0987282	0.9637411	0.9273055	0.0874299	0.2930122	0.9007742	0.5337336	0.9946202	0.7051419	1.0102431
0.0116375	0.9870897	1.0233133	0.2817229	0.3631867	1.0344691	0.6184181	1.0527176	1.0437980	1.0021495
0.0257140	0.9246761	0.7734334	0.1200596	0.1585004	0.9417355	0.4659679	0.7849857	0.8467003	1.0173922
0.1306841	1.0126784	0.7115202	0.0037218	0.5121220	0.6659942	0.5158078	0.9205622	0.9436154	0.6886926
0.0381921	1.0592061	1.0407972	0.0228844	0.2001395	0.8106993	0.5106784	0.8153673	0.9124253	0.4798771
