"Time"	YMR016C	YNL167C	YGL181W	YGL071W	YKL015W	YKL109W	YGL035C	YGL209W	YCR065W	YER040W
150	0.0807953	0.1922597	0.3124981	0.2416029	0.7314702	0.0715662	0.1068914	0.1384152	0.4514695	0.8118831
200	0.0684696	0.1638370	0.3247755	0.2615063	0.8397494	0.0697520	0.1452123	0.3254234	0.6420837	0.7818000
250	0.1199199	0.1320444	0.3122001	0.2539663	0.6837455	0.0820741	0.1040046	0.3410510	0.6243713	0.8658677
300	0.0373226	0.1191499	0.2749087	0.2652484	0.7312774	0.1369027	0.2255215	0.4489844	0.7241214	0.9620110
350	0.0657081	0.1124014	0.3113274	0.2558163	0.7224235	0.2152958	0.2454359	0.6535367	0.5196539	0.7174304
400	0.0681186	0.1080459	0.3210412	0.2650400	0.5605790	0.2645859	0.3276989	0.4479168	0.5954129	0.8862747
450	0.0384323	0.1635288	0.3668895	0.2335688	0.5500683	0.2144943	0.2898582	0.4644994	0.5524676	0.8559735
500	0.0796306	0.1436218	0.3662741	0.2368132	0.5053591	0.3690161	0.3006580	0.5168138	0.5131316	0.8042357
550	0.1035277	0.1102806	0.4164961	0.5966535	0.4424337	0.4190195	0.3282667	0.5422299	0.5840927	0.2139106
600	0.0888677	0.2489290	0.6071520	0.6360336	0.4126574	0.3365804	0.3215515	0.4994421	0.4017590	0.2603541
650	0.0919667	0.3821635	0.5551839	0.7131397	0.3760011	0.3343944	0.3362715	0.3456079	0.2549475	0.3393184
700	0.0990267	0.4754371	0.7114804	0.6538999	0.4330111	0.4029472	0.1871312	0.2404559	0.1741212	0.5145561
750	0.0871683	0.5611842	0.6988980	0.7201829	0.3934968	0.2816122	0.1270971	0.1310872	0.3646753	0.4390416
800	0.1762283	0.5239119	0.5874568	0.7976511	0.4638876	0.2677657	0.1429129	0.1605550	0.2928864	0.5556185
850	0.1330327	0.4457667	0.5544546	0.7490715	0.5265101	0.2176258	0.0809282	0.1730717	0.3596800	0.6472744
900	0.1408776	0.4685367	0.6332987	0.6020866	0.7438578	0.1984807	0.1484613	0.1553963	0.3269947	0.4438808
950	0.1594372	0.4286285	0.4927008	0.7111325	0.7411803	0.1723563	0.0782692	0.2089415	0.2920799	0.3846420
1000	0.1284953	0.3974167	0.5782462	0.5208022	0.6168170	0.2284166	0.0746006	0.1726320	0.2047963	0.3846384

0	0.1376280	0.3900447	0.5292620	0.5225917	0.8151688	0.1253521	0.0530276	0.0760169	0.0422478	0.2325097
50	0.2167347	0.3330581	0.5036484	0.3717173	0.8552570	0.1688795	0.1468239	0.3750285	0.0596038	0.3905690
100	0.2136898	0.2366190	0.3930272	0.3753084	0.7662358	0.0978675	0.1913273	0.3504797	0.1247807	0.4230648
150	0.2480369	0.3874677	0.4307693	0.4748475	0.7609374	0.2096045	0.2601484	0.4190732	0.1610323	0.3950121
200	0.2261834	0.3984859	0.5005199	0.4542794	0.7252020	0.2689749	0.3307099	0.5842959	0.2845431	0.3966769
250	0.3221818	0.4050258	0.5775006	0.5893834	0.8171113	0.3286454	0.3385042	0.6094428	0.2823866	0.4040643
300	0.1576145	0.5964959	0.4770028	0.5798796	0.6749977	0.3142609	0.3555225	0.6173363	0.2611783	0.3784172
350	0.3796779	0.4521684	0.4389793	0.5043274	0.5502448	0.4454019	0.3860006	0.5958682	0.2954668	0.3778375
400	0.3677349	0.4904390	0.4862642	0.6189860	0.5370463	0.4904051	0.4616368	0.5734518	0.3433550	0.5479831
450	0.2226293	0.4975780	0.5068060	0.6692973	0.2622836	0.5025177	0.4488198	0.5505437	0.3334268	0.4671465
500	0.3051124	0.4304943	0.5972012	0.6154993	0.4606702	0.4561531	0.3441939	0.5651839	0.4148081	0.5513399
550	0.1513540	0.5860169	0.5828626	0.7883156	0.4902879	0.3433500	0.3092639	0.3109721	0.3549609	0.5783672
600	0.1303389	0.4450031	0.5552729	0.8265645	0.3987023	0.3733710	0.2838701	0.3314070	0.4243869	0.4915326
650	0.1582892	0.4556640	0.5147022	0.7068384	0.4138452	0.3513504	0.2243674	0.3085902	0.4346069	0.5960013
700	0.2381967	0.5112599	0.6542580	0.5973568	0.5816668	0.2317350	0.1446492	0.2893848	0.3978470	0.6767942
750	0.2290850	0.6149411	0.6053285	0.5592259	0.6353903	0.2691517	0.1527430	0.3695294	0.4735083	0.5615695
800	0.1838390	0.5966636	0.5408148	0.4505613	0.6786937	0.1577745	0.2435801	0.2734260	0.5168585	0.5149192
850	0.1984732	0.4736213	0.5273971	0.4549684	0.7096343	0.1261649	0.2115966	0.3774400	0.3506285	0.3380351
900	0.1589077	0.5130466	0.5602068	0.5387539	0.7789703	0.1558647	0.1327164	0.3274567	0.3203153	0.2883230
950	0.1549217	0.5916323	0.5732008	0.4913684	0.6425609	0.1649962	0.2152017	0.1992374	0.1530691	0.2599933
1000	0.2369528	0.4953128	0.6778770	0.4731665	0.7042427	0.1915890	0.1243445	0.0942920	0.2235615	0.4220415

0	0.1301586	0.5363077	0.4482449	0.4173563	0.7248054	0.1260049	0.0835411	0.0385896	0.1467077	0.1752483
50	0.0920071	0.4304722	0.5320155	0.4779958	0.6583409	0.1561722	0.4005195	0.1555826	0.0697658	0.2777980
100	0.1493260	0.5043625	0.5370959	0.4848408	0.7789448	0.2424638	0.4172420	0.2601895	0.0361477	0.1995458
150	0.1516861	0.4300816	0.6350927	0.4825614	0.7115446	0.3031506	0.4504679	0.2475047	0.0433311	0.1239842
200	0.1025584	0.3879103	0.5687414	0.4733864	0.5507933	0.4660864	0.4463014	0.2578178	0.0208773	0.2176839
250	0.1077611	0.4888512	0.4275518	0.6174199	0.5390563	0.3719429	0.4712604	0.2464595	0.0235605	0.1951412
300	0.1522730	0.4149965	0.5602355	0.6340231	0.4649369	0.3750869	0.5570641	0.3048101	0.0447223	0.1979822
350	0.1600532	0.4497424	0.5915307	0.6792390	0.4313178	0.4596064	0.5125496	0.3160913	0.0492408	0.3087701
400	0.1203687	0.6291342	0.5325652	0.5834787	0.3984847	0.4507291	0.4942338	0.2822676	0.0882403	0.4433502
450	0.1480180	0.4588784	0.5238266	0.6139828	0.3630756	0.3746907	0.6242589	0.2421319	0.1572811	0.3519669
500	0.1915907	0.5119857	0.5579921	0.8818615	0.4108789	0.3238524	0.5471343	0.2029198	0.1564261	0.5609304
550	0.1893398	0.5650262	0.7097147	0.7291769	0.4946281	0.4216520	0.2059870	0.1426326	0.2771736	0.5642187
600	0.1741218	0.4133115	0.6898585	0.6719915	0.4173317	0.2351001	0.0929330	0.1179693	0.3068890	0.4942954
650	0.1525294	0.4339105	0.6677603	0.5803048	0.4365525	0.1583640	0.1233077	0.1262901	0.4270513	0.4214038
700	0.1511189	0.5126360	0.5653611	0.8582780	0.5027722	0.1556646	0.1813360	0.2195390	0.3249061	0.3789546
750	0.2302721	0.5419836	0.6814863	0.6206476	0.7671180	0.1281147	0.1323239	0.2375000	0.3431813	0.5190632
800	0.2334839	0.4983059	0.5436016	0.7310676	0.8488581	0.1142945	0.1184071	0.2387977	0.4512902	0.4322512
850	0.1689611	0.6011533	0.5507532	0.5885360	0.8634403	0.1843419	0.1529791	0.3159416	0.3624216	0.4073587
900	0.2405187	0.6323915	0.4252492	0.4760380	0.7020740	0.1066366	0.1046714	0.2573143	0.2633942	0.3081486
950	0.2260206	0.5164871	0.4911123	0.4701687	0.8083393	0.1839587	0.1229439	0.2589174	0.1786847	0.2410277
1000	0.1926254	0.4049518	0.4676526	0.5218986	0.7462640	0.1199141	0.1170035	0.1437577	0.1484820	0.2226723

0	0.1152319	0.4177649	0.4221568	0.3678497	0.7359775	0.1277314	0.0466609	0.0525814	0.0440106	0.1942603
50	0.2550993	0.3474618	0.3877025	0.1093850	0.7867132	0.2308403	0.0645114	0.0847857	0.3959773	0.1507481
100	0.3496086	0.2553722	0.2537452	0.0247473	0.6730134	0.2181979	0.0596328	0.2123537	0.5193704	0.0593715
150	0.3187011	0.1058975	0.1566154	0.0209182	0.6645721	0.2867086	0.0758183	0.2608974	0.4951763	0.0638021
200	0.2708090	0.0631964	0.1100995	0.0138630	0.7211143	0.2780653	0.1175831	0.3354054	0.5368708	0.0930334
250	0.3140827	0.0276413	0.0660449	0.0093744	0.7229489	0.2675616	0.1445292	0.3780910	0.6722224	0.0644887
300	0.3943994	0.0364435	0.0703542	0.0068341	0.7166572	0.1530914	0.1751869	0.4552737	0.5535003	0.0579137
350	0.3251643	0.0131407	0.0516837	0.0153652	0.5861866	0.3560629	0.2561350	0.4494359	0.5350595	0.0511198
400	0.3628957	0.0105862	0.0676753	0.0335043	0.5524371	0.2884333	0.2069923	0.5814089	0.6941718	0.0699406
450	0.3643573	0.0461460	0.0923667	0.0356338	0.4393186	0.4906079	0.3166885	0.5354681	0.6040364	0.0752362
500	0.2961076	0.0437272	0.1012886	0.0403311	0.4607883	0.4623426	0.3339010	0.5457495	0.6385560	0.0494238
550	0.1544209	0.0730878	0.1699029	0.5017423	0.3967617	0.4017485	0.3656914	0.4593153	0.1958689	0.0841227
600	0.0727819	0.0323717	0.4666953	0.7068147	0.3053111	0.3480463	0.3731798	0.2851580	0.0909338	0.2105014
650	0.0585396	0.1344961	0.4868385	0.5579589	0.3278516	0.2387677	0.1476064	0.1036878	0.0664936	0.4973197
700	0.1064716	0.2852300	0.4919507	0.8244634	0.4097051	0.2104451	0.1424314	0.0539089	0.1597076	0.5446244
750	0.1052194	0.5522308	0.5626808	0.7883919	0.6964346	0.1610599	0.1224731	0.0741234	0.1991130	0.4343605
800	0.1397077	0.6479321	0.5804789	0.7461177	0.6580505	0.1265691	0.0821032	0.1023479	0.2459277	0.3704828
850	0.1653509	0.5337965	0.4652863	0.6153284	0.7736868	0.1041528	0.0979912	0.2089691	0.2695356	0.5005045
900	0.1368308	0.4779493	0.5721639	0.5661949	0.6291866	0.1227282	0.1561389	0.1965872	0.3170808	0.4830707
950	0.1967080	0.3926105	0.4905025	0.5424149	0.7483297	0.1189743	0.1525511	0.2171627	0.4072782	0.3098240
1000	0.0619077	0.3796956	0.5882368	0.5087771	0.8560847	0.1181862	0.0865886	0.1679782	0.3457018	0.2754067

0	0.1503124	0.4758608	0.4780902	0.4286765	0.7811819	0.1405071	0.0685195	0.0578690	0.0658296	0.1579856
50	0.0507760	0.5586871	0.8004544	0.5036513	0.8157374	0.1118022	0.2799485	0.0799579	0.5819269	0.2128151
100	0.1085342	0.6011105	0.7157556	0.5790323	0.8164988	0.2116059	0.3397425	0.2434173	0.6087441	0.2214105
150	0.1574721	0.7321579	0.7472444	0.4080951	0.7515770	0.2188491	0.3600347	0.4122898	0.8199269	0.2417015
200	0.2679288	0.6476975	0.7567863	0.5417496	0.7290616	0.2780678	0.3519532	0.6573658	0.9470627	0.3032190
250	0.2936126	0.6746595	0.7123844	0.4629779	0.6675854	0.4338711	0.4577037	0.5068614	0.9373141	0.3039233
300	0.4207792	0.6489823	0.7491954	0.5592117	0.4693324	0.5361788	0.4126645	0.4609506	0.6840472	0.2893792
350	0.3760913	0.6622575	0.7383352	0.5087413	0.4965520	0.5902982	0.4546365	0.8135626	0.6554581	0.2263703
400	0.5814741	0.6055947	0.7727307	0.6142144	0.4156343	0.5305485	0.5709145	0.5929260	0.8843864	0.5231915
450	0.5785391	0.7207982	0.7487247	0.5508110	0.3639161	0.5964441	0.6317469	0.7074071	0.6810168	0.3622126
500	0.3677343	0.6445834	0.7333894	0.8151716	0.2139408	0.5409361	0.4284432	0.6444990	0.7247761	0.4003601
550	0.4187192	0.6321293	0.7652783	0.7870977	0.2700971	0.5549959	0.2884721	0.6308986	0.4480276	0.5159675
600	0.5419665	0.7111445	0.7659427	0.8464781	0.2909122	0.4438478	0.3056037	0.4319888	0.3661705	0.5624207
650	0.4121243	0.7437240	0.8108393	0.6602556	0.3484715	0.4105138	0.2990545	0.3712146	0.4405518	0.7368042
700	0.5192199	0.6692604	0.8107046	0.7158193	0.3863567	0.3784321	0.2186933	0.2634407	0.5673246	0.6762565
750	0.5597108	0.9642184	0.8513431	0.8055017	0.5140554	0.3134113	0.2228523	0.3524525	0.5317082	0.6298711
800	0.5750942	0.7199067	0.7520372	0.6789366	0.5497321	0.2169414	0.1367070	0.3847091	0.4386376	0.7695528
850	0.5080518	0.5980379	0.5395819	0.6900894	0.6675253	0.1871040	0.1857568	0.2455078	0.3737712	0.5871217
900	0.4067241	0.6313284	0.5609960	0.5511989	0.6240393	0.2324113	0.2432679	0.3945557	0.4750361	0.6002818
950	0.3499504	0.5376330	0.5283269	0.5646925	0.7056396	0.3385282	0.2915713	0.3332147	0.4672671	0.4303758
1000	0.2332208	0.4607175	0.4770692	0.4595705	0.6854550	0.2688204	0.2191442	0.3274669	0.3147958	0.4759698

0	0.1010539	0.4803530	0.5620650	0.4994083	0.7315628	0.1446370	0.0739659	0.0879273	0.0899241	0.1945698
50	0.0451728	0.1633581	0.5116842	0.4260215	0.7345307	0.2122016	0.6440951	0.1959368	0.0417586	0.2114091
100	0.0374383	0.2442549	0.5266045	0.3852960	0.6800599	0.3499223	0.5927890	0.2611606	0.1060951	0.3140335
150	0.0541763	0.3395579	0.4454181	0.5020987	0.5423827	0.5957684	0.7330109	0.2749291	0.1032542	0.2677975
200	0.0897059	0.3892188	0.5424275	0.5194631	0.3998648	0.3432678	0.6756884	0.3455661	0.1040197	0.3618558
250	0.1060444	0.4891376	0.5663019	0.5551984	0.4326512	0.4617544	0.6662528	0.3506664	0.1644231	0.3571144
300	0.0858809	0.4522855	0.6186711	0.6814716	0.4258620	0.4464666	0.8144471	0.3870861	0.1605960	0.4282102
350	0.1260183	0.4044725	0.6282988	0.8573911	0.2646018	0.4142581	0.6553629	0.2634490	0.1753059	0.4138084
400	0.0856879	0.4677841	0.4922393	0.7745293	0.3367161	0.4691951	0.8042748	0.3355147	0.1945992	0.4269166
450	0.1299873	0.4513092	0.5958456	0.7914992	0.2707655	0.5331129	0.7775086	0.4020881	0.2847948	0.4218756
500	0.1875667	0.6093762	0.7091570	0.6811336	0.2540446	0.5250517	0.7841481	0.4071619	0.3782533	0.6043549
550	0.3014753	0.5246884	0.7289260	0.8197678	0.3320146	0.5183467	0.3266505	0.2815486	0.3757410	0.5121145
600	0.2981601	0.6662865	0.6870578	0.8535826	0.3811113	0.4107881	0.1799579	0.2330447	0.4020439	0.5695000
650	0.2483787	0.6532531	0.6810857	0.6797333	0.3182346	0.3224840	0.1487356	0.3643624	0.3853820	0.5317683
700	0.3915316	0.7809891	0.7689507	0.8438301	0.3848718	0.3000477	0.1150456	0.2337147	0.4442848	0.5384203
750	0.3802132	0.7156435	0.6589910	0.6711660	0.4799340	0.1875127	0.2250279	0.3409878	0.4357675	0.6482167
800	0.4009421	0.5596449	0.6910107	0.7209897	0.5935883	0.2056856	0.2305043	0.3429497	0.4698784	0.5575436
850	0.3377930	0.5807939	0.5591467	0.5823357	0.6526873	0.2483638	0.2160332	0.3041874	0.4333752	0.4384536
900	0.3328587	0.5804817	0.7970515	0.5959285	0.6265668	0.1954127	0.1542631	0.4054876	0.3934652	0.4103874
950	0.2642998	0.4806173	0.6961635	0.4540497	0.7762717	0.2351040	0.1745279	0.2890356	0.3148091	0.3628350
1000	0.1947358	0.4953245	0.6133497	0.4839247	0.6275253	0.2435663	0.1294252	0.3213412	0.2649232	0.3446821

0	0.1153684	0.4117878	0.4994078	0.4410534	0.7409281	0.1363964	0.0636020	0.0917438	0.0687061	0.2087859
50	0.0753087	0.3066337	0.2861443	0.4939252	0.7039635	0.6217531	0.0632038	0.0131522	0.5345681	0.2829848
100	0.1446519	0.1415502	0.2809205	0.5200558	0.3856610	0.7406606	0.0572561	0.2352275	0.7398510	0.2474767
150	0.0770737	0.0635228	0.2370004	0.5124886	0.3383019	0.7423804	0.1001195	0.4345050	0.6836456	0.2310509
200	0.0693869	0.0551478	0.2625248	0.6213619	0.2067843	0.7564528	0.1878243	0.4359066	0.7200593	0.2800053
250	0.1141969	0.0474117	0.2649010	0.6927013	0.1739061	0.7613443	0.3418240	0.4760438	0.7626952	0.3837984
300	0.1041758	0.0472561	0.3131768	0.7586275	0.1653544	0.8467413	0.3278735	0.5465680	0.6879602	0.4090955
350	0.1125637	0.0988146	0.3562504	0.7479021	0.2030620	0.9257427	0.3668356	0.4929385	0.7728494	0.6369265
400	0.0550914	0.1079781	0.2704597	0.8613641	0.1926509	0.8827754	0.4568732	0.4918445	0.8394189	0.5728378
450	0.0432152	0.0725035	0.3729560	0.8191835	0.1849650	0.9382551	0.3559474	0.5794188	0.7822930	0.5774890
500	0.1545281	0.2554912	0.3558307	0.8831738	0.2045904	0.7970175	0.3983735	0.6817728	0.6794341	0.6982278
550	0.0502825	0.2387882	0.6753997	0.8644317	0.1819414	0.7111621	0.4427155	0.4951393	0.4795108	0.6495609
600	0.0942313	0.3726987	0.6297674	0.7461724	0.2665793	0.5362838	0.3333733	0.3390201	0.5026894	0.7156274
650	0.1084389	0.6129588	0.7648834	0.8203640	0.2649616	0.5631151	0.3265536	0.3484661	0.4746764	0.7591191
700	0.2171301	0.8159970	0.8440336	0.7172842	0.3212644	0.3240286	0.2542188	0.3756774	0.4845777	0.7707598
750	0.4573088	0.5904644	0.8682339	0.7100294	0.4549200	0.2246164	0.2182457	0.3675030	0.5048855	0.6706884
800	0.3637545	0.8137412	0.6274990	0.7259212	0.4209546	0.2695053	0.2516420	0.4407135	0.5989346	0.5902718
850	0.3220978	0.7524876	0.6599544	0.5731284	0.4747730	0.2732801	0.1801332	0.5159568	0.4275885	0.5003135
900	0.4466045	0.5993871	0.5541737	0.6408750	0.5192212	0.3046482	0.2730602	0.5044876	0.3992151	0.7021398
950	0.3145400	0.5273664	0.5078548	0.5566361	0.7502101	0.2485271	0.2829919	0.3892764	0.3721171	0.4308406
1000	0.2575653	0.4411177	0.5640167	0.6540045	0.5658323	0.2785142	0.2715653	0.2691521	0.3742875	0.4634485

0	0.1603854	0.3965368	0.4496476	0.4402189	0.8259828	0.1248726	0.0738830	0.0612196	0.0589665	0.1994494
50	0.0674324	0.2350235	0.3106462	0.4804766	0.7244433	0.4932307	0.0959664	0.0567177	0.4026508	0.6238023
100	0.0853171	0.0994703	0.2722972	0.5461787	0.5014810	0.6083531	0.0709434	0.1873984	0.5289082	0.7414941
150	0.0930789	0.0511058	0.1178572	0.6691995	0.3841239	0.6565780	0.0872851	0.3456048	0.5896348	0.6263304
200	0.0524928	0.0226349	0.2741245	0.7063948	0.2221836	0.6671445	0.1919430	0.5179590	0.6596701	0.7565765
250	0.0429120	0.0088212	0.2800671	0.7531438	0.1941288	0.7755627	0.2024274	0.6183096	0.6856321	0.6376028
300	0.0675563	0.0241774	0.2623150	0.7800624	0.2158362	0.8321300	0.2299963	0.5657104	0.7293293	0.8138988
350	0.0717910	0.0464781	0.2792355	0.8035097	0.2323984	0.8846366	0.4235109	0.6228744	0.8235652	0.8438489
400	0.1008090	0.0294259	0.4328969	0.9761616	0.1860953	0.8472818	0.5669717	0.5859389	0.7338296	0.9624219
450	0.0757649	0.0770957	0.2904217	0.7735751	0.1153954	0.8938236	0.4172925	0.8359615	0.7575508	0.6718213
500	0.0950374	0.0612304	0.2632156	0.6264123	0.1785852	0.8364556	0.5036489	0.7374514	0.8698809	0.7504467
550	0.0938432	0.1185741	0.5140497	0.6902503	0.1920492	0.6149811	0.3678402	0.8150636	0.7423941	0.5949326
600	0.0670701	0.3979730	0.8652738	0.9054863	0.2235069	0.5185326	0.4415576	0.6419235	0.5533866	0.5251182
650	0.0734093	0.7570562	0.7930783	0.6685568	0.2448429	0.5188013	0.3959685	0.5385945	0.3931409	0.5647007
700	0.3642625	0.7138411	0.7140511	0.8303128	0.3932784	0.4394758	0.4161110	0.3294629	0.4147658	0.5751409
750	0.3537946	0.6756683	1.0000000	0.7063740	0.3285037	0.4418284	0.3304112	0.5278699	0.4726577	0.5792749
800	0.5661510	0.7274408	0.8821719	0.6966609	0.3665812	0.5377046	0.3906907	0.4094323	0.5501320	0.5534827
850	0.4949972	0.7005404	0.7538216	0.6097937	0.3552555	0.4184342	0.3152189	0.3453370	0.4522002	0.5942885
900	0.4100353	0.6343599	0.6079886	0.7331626	0.6105777	0.3296605	0.1873991	0.3757734	0.4897589	0.4466309
950	0.6080637	0.6907431	0.6210713	0.6798645	0.4582897	0.2537993	0.2514361	0.4005559	0.3839507	0.5660082
1000	0.3728191	0.7865647	0.5463569	0.5397316	0.5925297	0.3335114	0.2277389	0.4007249	0.4645261	0.7313751
