YKL015W	YKL109W	YGL035C	YGL209W	YCR065W	YER040W	YEL009C	YDR259C	YPL177C	YML099C
0.2575925	0.5523355	0.5290608	0.5016283	0.8835384	0.1825970	0.4451722	0.9526551	0.0551246	0.9833565
0.0051593	0.2486672	0.7954952	0.5312294	1.0567579	0.5595605	0.8536077	0.9641787	0.0625302	0.9610206
0.0317777	0.0341669	0.8100794	0.5554694	1.0311251	0.4459366	0.8945140	0.7695348	0.0597211	0.9052003
0.7389999	0.5614514	0.6249948	0.5132020	1.0565111	0.4035289	0.7915714	0.9686217	0.1691147	0.7454618
0.0005086	0.1434098	0.8806844	0.5656927	0.9482169	0.2803918	0.7456203	0.8174017	0.1182511	1.0169565
0.0047417	0.1689575	0.7099269	0.5125298	0.9691206	0.6054961	0.6699463	1.0027921	0.1423241	0.7550494
0.1173215	0.5032693	0.9651171	0.4826822	0.9208580	0.5867943	0.9406758	0.9113749	0.0212288	1.0667796
0.2138656	0.3814197	0.4558617	0.7108615	0.9990279	0.5215297	0.8937038	0.9833145	0.0959540	0.9292875
0.3216553	0.1216739	0.6254621	0.5662240	0.8726632	0.4057815	0.6699788	1.0392930	0.0062674	1.0115607
0.0031196	0.1230761	0.8740195	0.6038163	0.9479466	0.5327960	0.9099315	0.6001396	0.1600622	0.7230713
