YGL035C	YGL209W	YCR065W	YER040W	YEL009C	YDR259C	YPL177C	YML099C	YKR034W	YCL067C
0.0433090	0.9413986	0.0329131	0.9662554	0.8229428	0.7809051	0.8003472	1.0000000	0.7721889	1.0000000
0.1508774	0.4707045	0.0329131	0.9662553	0.8229427	0.7809051	0.8003472	1.0000000	0.7721885	1.0000000
0.0860397	0.9809711	0.0164675	0.9662554	0.8229428	0.7809051	0.8003472	1.0000000	0.7721889	1.0000000
0.0870113	0.9165727	0.0412106	0.4809791	0.8051158	0.7809051	0.8003472	1.0000000	0.5134065	1.0000000
0.9978664	0.0652697	0.9996778	0.0329301	0.1591987	0.7809051	0.8003472	1.0000000	0.0833059	1.0000000
0.0865968	0.9414715	0.0328835	0.9875349	0.9846980	0.3904680	0.8003472	1.0000000	0.7783768	1.0000000
0.0865971	0.9414479	0.0328934	0.9801690	0.9065793	0.6404781	0.4001939	1.0000000	0.7762390	1.0000000
0.0865969	0.9414559	0.0328913	0.9814595	0.9170883	0.6192192	0.3650416	0.5000001	0.7766941	1.0000000
0.0865977	0.9413986	0.0329131	0.9662553	0.8229428	0.7809051	0.8003472	1.0000000	0.3861784	1.0000000
0.0865977	0.9413986	0.0329131	0.9662553	0.8229427	0.7809051	0.8003472	1.0000000	0.7721886	0.5001811
