YPL177C	YML099C	YKR034W	YCL067C	YJL110C	YFL021W	YDR146C	YHR084W	YBR083W	YLR256W
0.0000000	0.6267124	0.7128906	0.0988323	0.3308059	0.8534938	0.1919180	0.3566141	0.2091838	0.9873737
0.1086337	0.0000000	0.7984970	0.1616966	0.2880301	0.9245211	0.2512772	0.3926355	0.2150406	1.0415936
0.9948550	0.7850969	0.0000000	0.6639129	0.9645131	1.0041175	0.0403230	0.7556994	0.2146796	1.0781581
0.9786101	0.5380293	0.7090241	0.0000000	0.3413876	0.8853181	0.2175729	0.3818221	0.1909200	0.9906943
0.9741063	0.6038525	0.0258280	0.0001076	0.0000000	0.9234583	0.3118779	0.3725511	0.1838422	1.0205101
0.0972936	0.0550468	1.0693871	0.6447288	0.9576824	0.0000000	0.0434910	0.8040113	0.1527306	1.0503685
0.1146553	0.0532118	1.0934671	0.6500002	0.7937490	0.1367259	0.0000000	0.7479185	0.1842019	1.0350080
0.0749938	0.7588913	0.8079948	0.1793680	0.2932696	0.9739606	1.0524006	0.0000000	0.4461806	1.0136559
0.8381231	0.3881699	0.7743113	0.1979038	0.2265606	0.8106678	0.1739939	0.3896701	0.0000000	1.0604991
0.9497660	0.6657176	0.7062221	0.1472745	0.4280322	1.0618922	0.5752944	0.2418206	0.6584389	0.0000000
