"Time"	YIL131C	YDR501W	YNL216W	YBR049C	YDL020C	YKL062W	YDR216W	YDR451C	YMR016C	YNL167C
600	0.2187702	0.9354167	0.5995166	0.3908237	0.6327945	1.0553989	0.2861387	0.4747733	1.0020446	0.9887617
650	0.2442769	0.8733343	0.6412509	0.3265387	0.6356091	0.9427309	0.2616786	0.4895345	0.9495549	1.0331159
700	0.2390143	0.8737851	0.6081024	0.2966911	0.6769557	1.0537358	0.2143042	0.4797089	1.0408654	0.9172069
750	0.2466723	0.9700771	0.4950495	0.3968566	0.7222733	1.0216875	0.2727694	0.4624495	0.8754412	1.0182744
800	0.2197664	0.9984240	0.5130165	0.3763520	0.7094964	0.9833860	0.2764881	0.5203833	1.0028155	0.9482411
850	0.2164664	0.9756117	0.4794051	0.4298285	0.6454974	1.0303492	0.2611172	0.4986884	0.9681835	0.9921520
900	0.2097310	0.8886427	0.5877408	0.4557321	0.7160103	1.0233035	0.2215218	0.4897884	1.0045869	0.9712326
950	0.2021417	0.9004235	0.6663825	0.3586289	0.6157477	1.1106649	0.2336894	0.4673811	0.9658242	1.0580457
1000	0.2572242	0.9322404	0.6413184	0.4287993	0.6815236	1.0256827	0.2502379	0.5098146	1.0285757	0.9964044

0	0.2053465	0.9822938	0.6078992	0.4547329	0.7577674	1.0148736	0.2167062	0.4715449	1.0862479	1.0132824
50	0.2506178	1.0089678	0.6608274	0.3407654	0.5823456	0.7236913	0.0505286	0.4478024	1.0486350	1.0160074
100	0.2306261	0.9703594	0.5847126	0.3892668	0.4965710	0.6814903	0.0091834	0.4402480	0.9594767	0.9724651
150	0.2287341	0.9308222	0.5646277	0.3964518	0.4575783	0.7562934	0.0015621	0.4734442	0.9593185	0.9969541
200	0.2049614	0.9863501	0.6291644	0.5399052	0.4194622	0.6822268	0.0006896	0.4757250	1.0424404	1.0251313
250	0.1615498	1.0432284	0.7301665	0.5779918	0.4346214	0.6826718	0.0002599	0.4545025	1.0032126	1.0464467
300	0.1883627	1.0350230	0.6934377	0.5637017	0.4278263	0.7375614	0.0014170	0.4565588	0.8881329	0.9867059
350	0.2165422	1.0091845	0.7421618	0.5220991	0.4203428	0.7896127	0.0000000	0.4400829	1.0789653	0.9657365
400	0.2025155	1.0266696	0.7664233	0.5782546	0.4155112	0.7613133	0.0047864	0.4947389	1.0672081	0.9772425
450	0.2104056	0.9942513	0.8326015	0.6315099	0.4335280	0.6765109	0.0032658	0.5242987	1.0304126	1.0281429
500	0.1846625	1.0570859	0.8936709	0.6689434	0.3385064	0.7754043	0.0003928	0.4646357	1.0351001	1.0981085
550	0.2171172	1.0169629	0.8793499	0.6475955	0.4586119	1.0017579	0.1956135	0.5359888	1.0606696	1.0173359
600	0.2123024	1.0640854	0.8906419	0.6374149	0.6570592	0.9386176	0.1927329	0.4600483	0.9296905	0.9854527
650	0.2094044	0.8730827	0.9078219	0.5259482	0.6770190	0.9435258	0.2078442	0.4843124	0.9898335	1.0329291
700	0.2250255	0.9864253	0.8249049	0.4294769	0.7323544	0.9998462	0.2121320	0.4685836	0.9600032	1.1043048
750	0.2641476	0.9487686	0.7782323	0.3514713	0.6254373	1.0524048	0.2048825	0.4452459	1.0526186	1.0904433
800	0.2608429	1.0330712	0.6855991	0.3921356	0.6004602	0.9829189	0.2955940	0.4652914	1.0107926	1.0925061
850	0.2196116	1.0121325	0.5632558	0.4359021	0.6255239	0.9884092	0.2536360	0.4467621	1.0068276	1.0640380
900	0.1976465	0.9940103	0.6170003	0.4618039	0.5108430	0.9978375	0.2194473	0.4702552	1.0392224	1.0500946
950	0.2457989	0.9624682	0.6560849	0.4283094	0.5867073	0.9282909	0.2239445	0.4423473	1.0059332	1.0185730
1000	0.2601337	0.9418336	0.6797722	0.5087973	0.5703040	1.0276673	0.2416871	0.4382599	0.9289340	1.0488889

0	0.2053465	0.9822938	0.6078992	0.4547329	0.7577674	1.0148736	0.2167062	0.4715449	1.0862479	1.0132824
50	0.2383058	0.9888850	0.7234016	0.3747832	0.6253742	0.9820516	0.1209079	0.0965443	1.0246310	1.0554349
100	0.2123726	1.0353223	0.6428379	0.2815914	0.6085046	0.9519619	0.2067673	0.0468886	1.0096524	1.0339844
150	0.2189013	1.0090674	0.5413381	0.3000417	0.6398133	0.9555493	0.2596629	0.0431882	0.9167379	0.9628545
200	0.2068624	0.9712998	0.5293165	0.3718321	0.6169319	0.9823109	0.2864022	0.0309656	0.9326207	1.0554749
250	0.2124449	1.0070022	0.4878907	0.3256943	0.6638554	0.9713036	0.3222936	0.0369975	0.8419580	0.9782737
300	0.2233154	1.0147611	0.5144471	0.3284074	0.6683096	0.9462459	0.3012541	0.0410313	0.9810374	1.0075321
350	0.1801676	0.9973025	0.5116793	0.3456723	0.8020680	1.0049244	0.3009965	0.0412511	0.9306934	0.9762196
400	0.2064299	1.0945156	0.4777627	0.2833048	0.6706882	1.0092097	0.3047012	0.0270377	0.9627452	1.0084809
450	0.2242882	1.0189960	0.4346916	0.3196015	0.6330611	0.9648078	0.3044262	0.0402282	1.0272564	1.0042160
500	0.2059153	1.0056854	0.4106324	0.3188413	0.6562947	1.0031530	0.3416481	0.0234023	1.0572351	1.0239708
550	0.2104046	1.0185358	0.3785349	0.3601763	0.7158999	1.0803689	0.5411601	0.4221951	1.0269699	0.9795218
600	0.2301187	0.9661986	0.4229638	0.4035082	0.6769150	0.9715402	0.3979609	0.4735572	0.9582618	1.0234628
650	0.2253928	1.0134001	0.6136400	0.4391283	0.7134938	0.9752534	0.3024935	0.4679096	0.9875572	1.0481361
700	0.2016547	1.0005789	0.6668117	0.3868903	0.6297467	0.9441573	0.2403581	0.4294296	0.9894053	1.0533374
750	0.1846244	0.9839013	0.6297621	0.4205360	0.7333954	0.9978834	0.2682472	0.4680351	1.0681447	1.0319063
800	0.2220382	0.9891122	0.5559541	0.3728971	0.7704215	0.9869147	0.2074205	0.5080782	0.9135341	1.0121260
850	0.2209385	1.0384129	0.5451900	0.3332387	0.7933897	1.0011108	0.2416168	0.5365810	1.0918865	0.9900902
900	0.2040054	0.9867440	0.5424377	0.3389254	0.8260626	0.9799420	0.2124702	0.5121645	0.9331952	0.9926580
950	0.2029983	0.9325193	0.4437745	0.3180289	0.7566163	1.0097209	0.1735002	0.4457925	1.0002863	1.0110317
1000	0.1908391	1.0437011	0.3779591	0.2862845	0.6881562	0.9861224	0.2243663	0.5072611	0.9161903	1.0076218

0	0.2053465	0.9822938	0.6078992	0.4547329	0.7577674	1.0148736	0.2167062	0.4715449	1.0862479	1.0132824
50	0.1071572	0.9420199	0.5704461	0.3489053	0.7333809	1.0054704	0.3143204	0.0712928	0.9933713	0.9761768
100	0.0670712	0.9651973	0.4590174	0.3024053	0.7142566	1.0020889	0.6037882	0.0127996	1.0714050	1.0186032
150	0.0446532	1.0141058	0.4213498	0.3378650	0.6390680	0.9982634	0.8674138	0.0038060	1.0265564	0.8904615
200	0.0736508	0.9211426	0.4520334	0.3822438	0.6898489	0.9454068	0.9186108	0.0097241	1.0213818	0.9281058
250	0.0458656	0.9188941	0.5288547	0.3832437	0.6657140	0.9886824	1.0499391	0.0110767	1.0224070	0.9933628
300	0.0415998	1.0183535	0.6379860	0.4146427	0.6496552	1.0188754	0.9889258	0.0092805	1.0195113	1.0477326
350	0.0315148	0.8631752	0.7305815	0.4177065	0.6305799	1.0766282	1.0254525	0.0040634	0.9895052	0.9899108
400	0.0430990	1.0184425	0.6144282	0.3969754	0.6114494	0.9718095	1.1014723	0.0013291	0.9978641	0.9951427
450	0.0325405	0.9945497	0.6372570	0.4604513	0.6021725	0.9611832	1.0322481	0.0182760	1.0431706	0.9695025
500	0.0466355	1.0158845	0.6459001	0.4174807	0.7111920	1.0297154	0.9771227	0.0091745	0.9295888	0.9983603
550	0.1071406	1.0227202	0.6882012	0.3419846	0.7620384	0.9703036	0.7240021	0.5054978	0.9306311	1.0234408
600	0.1425559	1.0438381	0.5633390	0.3925719	0.6162156	1.0313177	0.3599413	0.5535042	0.9691702	1.0626400
650	0.1692779	1.1040181	0.4769846	0.4268752	0.5279290	1.0847046	0.2616388	0.5421415	1.1113514	1.0819297
700	0.1685288	1.0558147	0.5897302	0.5161760	0.5573863	0.9747748	0.1914867	0.4698385	0.9930330	1.0003891
750	0.1890078	1.0342093	0.7076389	0.4850213	0.6321839	1.0207591	0.2339707	0.5493490	1.0361150	1.0434799
800	0.1941695	1.0983848	0.6879283	0.4052425	0.6218266	1.0233992	0.2076680	0.5437561	1.0614472	1.0327000
850	0.1763490	1.0847442	0.7683282	0.4792811	0.6444046	1.0387645	0.2703054	0.5610932	0.9441092	1.0305304
900	0.1777954	1.1103927	0.7289406	0.4040688	0.6909410	1.0333674	0.2599134	0.5316099	1.0119303	1.0566224
950	0.1761551	1.0169588	0.6231738	0.4174995	0.6460633	1.0097316	0.2296787	0.4462751	0.9740297	1.0378328
1000	0.1948861	0.9685151	0.6020784	0.4725928	0.6331912	1.0213141	0.2616542	0.4641121	0.9407323	1.0337319

0	0.2053465	0.9822938	0.6078992	0.4547329	0.7577674	1.0148736	0.2167062	0.4715449	1.0862479	1.0132824
50	0.2167465	1.0328153	0.6521818	0.4127505	0.7528033	0.9346616	0.0802884	0.4694470	1.0847988	0.9866053
100	0.2226094	1.0188528	0.6196455	0.4335205	0.6607046	0.9284588	0.0514688	0.4428018	1.0576534	0.9056488
150	0.2027754	1.0596766	0.5820728	0.4036278	0.6161402	0.9895552	0.0682589	0.4683558	0.9851272	0.9704002
200	0.1928096	0.9541075	0.5952058	0.3846381	0.6600350	1.0011004	0.0434592	0.4504980	0.9968525	0.9913570
250	0.1953462	1.0191367	0.5919783	0.3956695	0.6051367	1.0379476	0.0451540	0.5681206	0.9645144	0.9676958
300	0.1926372	0.8561739	0.6968956	0.4457500	0.6422742	0.9880146	0.0377272	0.5050851	1.0594419	0.9439445
350	0.2075936	0.9176038	0.6816598	0.3956588	0.6754034	0.9554163	0.0405733	0.5269457	1.0148147	0.9398930
400	0.2122773	0.9063717	0.6466019	0.4131882	0.7086199	1.0116640	0.0387968	0.5570453	1.0671877	1.0226247
450	0.2148453	0.9390049	0.6081049	0.4131419	0.7133017	0.9611778	0.0443133	0.4548751	0.9935315	0.9984171
500	0.2158547	0.9864738	0.5752335	0.3959231	0.6067277	1.0055420	0.0235962	0.4652435	0.9567073	0.9653488
550	0.2077285	1.0296763	0.6894586	0.4782030	0.5497560	0.9284469	0.1868197	0.4456253	0.9395524	1.0737180
600	0.2262085	0.9134892	0.7473203	0.4623402	0.5976655	0.9682719	0.2131043	0.4190512	0.9225166	1.0484874
650	0.2410593	0.9926498	0.7491511	0.5181191	0.6012700	0.9729397	0.2373761	0.4809124	0.9881271	0.9675542
700	0.2328916	0.9824581	0.7079149	0.4191925	0.6261420	1.0191685	0.2078707	0.4651516	1.0426054	0.9203463
750	0.2213529	1.0648643	0.6564094	0.4243737	0.6001102	1.0165947	0.2449455	0.4831135	1.0114030	0.9574815
800	0.2186942	1.0937694	0.6108668	0.4475114	0.6079644	0.9529934	0.2217620	0.4530884	1.0579648	0.9981220
850	0.1951918	1.0399628	0.5940955	0.4043868	0.6936287	1.0228640	0.2319643	0.4555852	1.0239671	1.0720504
900	0.1765196	1.0325344	0.6208316	0.4254914	0.7491486	0.9215304	0.2277890	0.4686438	1.0604891	0.9942749
950	0.1653737	1.0101309	0.5779779	0.4065741	0.6711606	0.8928706	0.2515683	0.4305465	0.9385472	0.9628429
1000	0.1803030	1.0699398	0.6550119	0.4829482	0.6522119	1.0966093	0.2620961	0.4834752	1.0028427	1.0119823

0	0.2053465	0.9822938	0.6078992	0.4547329	0.7577674	1.0148736	0.2167062	0.4715449	1.0862479	1.0132824
50	0.1155114	1.0213703	0.5303429	0.3533803	0.8062975	0.9381754	0.2226930	0.5272030	1.0322640	0.9743322
100	0.0702295	1.0169459	0.5659410	0.3656635	0.7929007	1.0359962	0.2238566	0.4839534	1.0187337	1.0156594
150	0.0392588	0.9840522	0.5261642	0.2991535	0.7946357	1.1240910	0.2572739	0.5894832	0.9871017	1.0467144
200	0.0332639	0.9409862	0.4148782	0.2410543	0.7549374	1.0176509	0.2230440	0.5573542	1.0469596	1.0797289
250	0.0309682	0.9784812	0.2982782	0.2199993	0.8487909	1.0341893	0.2141408	0.4829030	0.9807667	1.0696249
300	0.0284772	1.0455015	0.2529036	0.2382653	0.8585953	1.0685139	0.1929195	0.5820066	0.9857954	0.9807030
350	0.0254624	1.0719481	0.1720556	0.2329990	0.9148081	0.9559941	0.1572936	0.5585077	0.9389808	0.9371859
400	0.0239047	0.9837008	0.1430337	0.2282911	0.8563419	0.6437334	0.1267708	0.5700757	0.9983640	0.9826621
450	0.0269944	0.8287929	0.1481300	0.2626525	0.6391913	0.2966281	0.1403331	0.5354676	0.9469289	0.9444999
500	0.0437316	0.7687770	0.1968206	0.2681776	0.4982857	0.4687059	0.1882417	0.5421246	1.0470784	1.0137572
550	0.1491652	0.7742606	0.2772695	0.4476296	0.2536376	0.6080859	0.1674195	0.5202555	1.1118390	1.0409967
600	0.2362503	0.9218231	0.4950992	0.7833233	0.2555009	0.9054227	0.1776338	0.4871196	1.0854985	1.0694509
650	0.2374084	0.9660395	0.7071420	0.8122411	0.4186326	0.9967069	0.2192389	0.4780415	1.0169882	1.0898153
700	0.2301476	0.9848449	0.8233582	0.7408745	0.5471153	1.0643054	0.1909600	0.4850684	0.9687726	1.1082229
750	0.2054247	1.0025837	0.9094100	0.5733782	0.5903957	0.9730377	0.1719953	0.4238633	1.0390358	1.0332022
800	0.1913990	0.9669246	0.9004190	0.5043204	0.6153266	0.9536687	0.2108875	0.4411049	0.9758100	1.0220801
850	0.1971786	0.9150897	0.7839830	0.4743153	0.7387322	0.9848690	0.2499493	0.5016607	0.9057105	0.9898092
900	0.2280521	0.9832618	0.7020230	0.3803068	0.6543547	1.0302765	0.2388381	0.5220620	1.0095519	0.9707922
950	0.2681401	0.9759746	0.7343304	0.4312584	0.6369657	1.0525963	0.1833024	0.4979416	1.0833492	0.9817204
1000	0.2444905	1.0503055	0.6557159	0.3819642	0.6468681	1.0003786	0.2024748	0.5019145	1.0397287	0.9610851

0	0.2053465	0.9822938	0.6078992	0.4547329	0.7577674	1.0148736	0.2167062	0.4715449	1.0862479	1.0132824
50	0.1636983	1.0657944	0.5841022	0.4455204	0.5705911	0.5984166	0.2762003	0.4458228	0.9776972	0.9318631
100	0.1462815	0.9994513	0.6380352	0.4854671	0.4727528	0.6473584	0.2371240	0.4887778	0.9103187	0.9644954
150	0.1183855	1.0073325	0.7302020	0.5165002	0.3316051	0.5666780	0.2793688	0.5123248	1.0133029	0.9710983
200	0.1034453	1.0254558	0.8165556	0.6569184	0.3146447	0.6132617	0.2314617	0.4874271	0.9263886	0.9750494
250	0.0863561	1.0012018	0.9476660	0.7608369	0.2774702	0.6518139	0.2495823	0.5668270	1.0536153	0.9606888
300	0.0936946	1.0317402	0.9973732	0.8094017	0.2685618	0.6364753	0.2108510	0.4883922	0.9485727	0.9598581
350	0.0942537	0.9519125	1.0109431	0.8634389	0.2508161	0.6261543	0.1808731	0.4858568	0.9867504	1.0067835
400	0.0961155	1.0352969	0.9997674	0.8340527	0.2220759	0.6039690	0.2217280	0.5719002	1.0561381	0.9327251
450	0.0974262	1.0215594	0.9938617	0.9312843	0.2424992	0.7321016	0.2012305	0.5046165	0.9303953	1.0082489
500	0.0947984	0.9831645	0.9383125	0.8095896	0.2835180	0.5628615	0.2153840	0.4911795	0.9917530	1.0806760
550	0.1740108	1.0322661	0.9547970	0.8541950	0.3262012	0.9627250	0.1693465	0.4825720	1.0961632	1.0337270
600	0.1995728	0.9669384	0.9701203	0.8651299	0.4999760	1.0194457	0.1744370	0.4681423	0.9804131	1.0315301
650	0.2380828	1.0143810	0.9575170	0.6677647	0.6676443	1.0286303	0.1850078	0.5027714	0.8701226	1.0663101
700	0.2284331	1.0129101	0.9298441	0.4086518	0.6954282	1.0904830	0.1399423	0.4452644	0.8940225	1.0241977
750	0.2399748	0.9579172	0.8835150	0.3527395	0.6876446	0.9915034	0.2119075	0.3964437	0.9644993	1.0335619
800	0.2348818	0.9504427	0.7513057	0.3736681	0.6336555	1.0218784	0.2191962	0.4582606	0.8696908	1.0864307
850	0.2156467	0.9658907	0.5810742	0.3538116	0.6323166	0.9623713	0.2656651	0.4581066	1.0433806	1.0495614
900	0.2125828	1.0449897	0.5494318	0.3568055	0.6450140	0.9483384	0.2794972	0.4604534	1.1110624	1.0258424
950	0.2082149	1.0621047	0.5188592	0.4171753	0.6056545	0.9358018	0.2186691	0.4185164	0.9671704	0.9842334
1000	0.2119434	1.0293518	0.5217306	0.4905844	0.6077565	1.0387215	0.2440089	0.4845051	1.0391515	1.0278672

0	0.2053465	0.9822938	0.6078992	0.4547329	0.7577674	1.0148736	0.2167062	0.4715449	1.0862479	1.0132824
50	0.2145794	0.9859080	0.5242921	0.2150328	0.7760013	0.7396835	0.2480592	0.5266962	0.9669081	1.0405322
100	0.2536693	0.9796481	0.2932105	0.1986695	0.6765712	0.7818354	0.2164733	0.5177064	0.9887741	1.0403680
150	0.2474528	1.0208830	0.2158925	0.2132878	0.6611279	0.7256898	0.1807308	0.4589881	1.0179426	0.9919485
200	0.1932671	0.9542303	0.1250966	0.1998894	0.6536871	0.7675305	0.2313384	0.4409381	1.0236401	0.9470394
250	0.1892111	0.9900619	0.1473683	0.2325276	0.5869411	0.5724728	0.2332175	0.5264377	1.0149210	1.0121205
300	0.2004395	1.0817908	0.1671461	0.3352046	0.4291540	0.2611468	0.1503636	0.5237744	0.9807559	0.9593127
350	0.2012499	1.0473075	0.3427436	0.4143476	0.3153110	0.5570663	0.1968253	0.5495298	0.9908460	0.9912306
400	0.2123767	0.9311173	0.4858128	0.4808416	0.3787250	0.8216581	0.1672833	0.4148003	1.0396040	0.9092637
450	0.2001377	1.0009756	0.6678944	0.4440312	0.5160236	0.8857730	0.2256801	0.4289202	1.0482655	1.0379125
500	0.2256638	1.0407953	0.6955747	0.3585889	0.5908059	0.7922061	0.2499545	0.4690757	1.0260980	1.0653186
550	0.2493093	0.9677997	0.7110061	0.4862798	0.6010623	1.0356475	0.2317656	0.4388312	1.0432071	1.0028133
600	0.2183912	0.8781632	0.7719087	0.4326141	0.6273310	1.0121216	0.2414219	0.4275322	0.9816298	0.9722137
650	0.1828377	1.0071716	0.7068054	0.4273843	0.6189795	1.0295345	0.3148282	0.4728968	0.9755109	1.0408003
700	0.2317724	1.0359854	0.6628676	0.3986557	0.6514133	1.0258859	0.1857176	0.4788120	1.0899866	0.9684829
750	0.2631012	1.0457513	0.6340998	0.4263251	0.6868049	0.9282847	0.2046788	0.5527126	1.0975149	0.9501988
800	0.2083308	0.9611230	0.6356072	0.4437862	0.7201461	0.9611161	0.2229111	0.5218610	1.0359952	1.0794839
850	0.2238458	0.9529381	0.7184494	0.4283401	0.6303909	1.0833357	0.2315755	0.5428631	1.0021923	1.0310556
900	0.2429323	0.9855965	0.7108800	0.5163292	0.6002796	1.0769302	0.2098227	0.5003479	1.0316447	0.9696812
950	0.2841372	0.9296610	0.6821411	0.4976471	0.6848730	1.0134613	0.1864250	0.4563102	1.0732538	0.9408024
1000	0.2849936	0.9352588	0.7005781	0.5770617	0.6093963	1.0213341	0.2363166	0.4142525	1.0886878	1.0028206

0	0.2053465	0.9822938	0.6078992	0.4547329	0.7577674	1.0148736	0.2167062	0.4715449	1.0862479	1.0132824
50	0.2465309	1.0921486	0.5928064	0.3011345	0.6594478	0.9783579	0.2929070	0.0601472	1.0236456	1.0199280
100	0.1949119	0.9563445	0.4494433	0.2574334	0.6989680	1.0275435	0.5209032	0.0082120	0.9841382	0.9637787
150	0.1839150	0.9197619	0.3915056	0.2577321	0.7333319	1.0047289	0.6798585	0.0091049	0.9102321	0.9755257
200	0.1879584	0.9407881	0.3111707	0.2083834	0.6410829	0.9546166	0.7581369	0.0126975	0.9142122	0.9257203
250	0.2148325	1.0035747	0.2128593	0.2872657	0.7168452	0.9037564	0.8029140	0.0227282	1.0552489	1.0520556
300	0.2215848	0.9002922	0.1655403	0.3154053	0.5613036	0.7807084	0.7797141	0.0052817	0.9943938	1.0953813
350	0.2560170	0.9420845	0.2764142	0.3551414	0.4569625	0.8310812	0.7649199	0.0076397	0.9840673	1.0970177
400	0.2481408	0.9246875	0.3681894	0.4057997	0.4712516	0.9411660	0.8013139	0.0156921	1.0288370	1.0665487
450	0.2110182	0.9774666	0.5546610	0.4370106	0.5308502	1.0296964	0.7832121	0.0103474	0.9989173	0.9420503
500	0.2249999	0.9441687	0.5623657	0.3989109	0.5511188	1.0010246	0.7903852	0.0093059	0.9945039	0.9310215
550	0.2109893	0.9306385	0.5783345	0.4660654	0.6507872	0.9447686	0.7119649	0.4289765	0.9833771	0.9334742
600	0.2504370	0.8674622	0.5978811	0.4463266	0.6165873	0.9573322	0.4413218	0.4340478	0.9953861	0.8940601
650	0.2723321	0.9447752	0.6718331	0.5147412	0.6259671	0.9225782	0.3052125	0.4283579	1.0102321	0.9182982
700	0.2654743	0.9046416	0.8095949	0.5020683	0.6795266	1.0072940	0.2595090	0.4358225	1.0001188	0.9004333
750	0.2261123	0.9072771	0.7826436	0.4724293	0.6948741	0.9575375	0.2829133	0.4436479	0.9318635	0.9117778
800	0.1928163	0.9472223	0.7822351	0.3703245	0.7251851	1.0583840	0.2519414	0.4023520	0.9709847	0.9113813
850	0.2069130	1.1081304	0.7337013	0.4067745	0.6249834	1.0169039	0.2498966	0.4892551	1.0113938	1.0271605
900	0.1847718	1.0399666	0.6386266	0.3739277	0.6388661	1.0057755	0.2378331	0.4538747	0.9979577	1.0426669
950	0.2132835	1.0248553	0.5772945	0.4517452	0.6591933	1.0338172	0.2726212	0.4891872	1.0450764	0.9419833
1000	0.1949312	1.0788538	0.6412333	0.4047571	0.6910845	1.0042128	0.2240188	0.4678256	0.9972289	1.0528552
