YPL202C	YML007W	YKL185W	YLR131C	YIL131C	YDR501W	YNL216W	YBR049C	YDL020C	YKL062W
0.0656325	0.0427465	0.6453325	0.8361929	0.9411467	0.0785720	0.0634246	0.2912773	0.5369497	0.0132394
0.0934061	0.0182947	0.7228255	0.8035663	0.8713262	0.1220487	0.0982617	0.2838119	0.5422928	0.0063466
0.1268730	0.0209244	0.3215108	0.7456332	0.9924695	0.0902466	0.0769753	0.3110267	0.5582573	0.0092194
0.1319678	0.0915590	0.9681492	0.4373716	0.9545140	0.0913415	0.0831120	0.2303406	0.5028829	0.0126527
0.0882106	0.0526498	1.0420583	0.3791446	0.5225808	0.1010158	0.0576259	0.3043699	0.5805981	0.0138369
0.0995797	0.0308831	0.8802088	0.7679530	1.0568005	0.0572248	0.0990812	0.2521558	0.6006826	0.0132171
0.0808507	0.0243665	0.5637010	0.8403745	1.0439872	0.0503467	0.0384926	0.3433856	0.4757250	0.0130913
0.3308557	0.4572958	1.1219562	0.0588669	0.1275386	0.8637694	0.5952184	0.1120866	0.4498995	0.3985722
0.3762252	0.5095764	1.0369009	0.0064890	0.0602620	0.8986860	1.0774818	0.0711247	0.1575360	0.7754203
0.1053655	0.0195039	0.7297653	0.7811235	0.9857522	0.1091381	0.0811112	0.2893492	0.5204766	0.0085114
