"Time"	YKL015W	YKL109W	YGL035C	YGL209W	YCR065W	YER040W	YEL009C	YDR259C	YPL177C	YML099C
450	0.0312340	0.2754268	0.8498290	0.5387025	0.9978886	0.5572856	0.8980022	0.8865856	0.0387192	1.0000000
500	0.0312327	0.2754228	0.8498256	0.5387012	0.9978822	0.5574425	0.8986426	0.8865875	0.0387192	1.0000000
550	0.0559066	0.2753434	0.8498251	0.5386987	0.9978809	0.5577103	0.8958732	0.9725770	0.0890077	1.0000000
600	0.0630138	0.2751795	0.8498260	0.5386970	0.9978798	0.5560393	0.8891506	0.9903794	0.0961412	1.0000000
650	0.0650440	0.2750625	0.8498272	0.5386953	0.9978651	0.5518271	0.8854144	0.9921850	0.0971531	1.0000000
700	0.0656103	0.2750034	0.8498288	0.5386900	0.9978314	0.5475825	0.8861015	0.9912114	0.0972966	1.0000000
750	0.0657590	0.2749802	0.8498325	0.5386786	0.9977919	0.5456106	0.8890360	0.9903237	0.0973170	1.0000000
800	0.0657922	0.2749756	0.8498397	0.5386630	0.9977655	0.5461501	0.8916311	0.9898304	0.0973198	1.0000000
850	0.0657964	0.2749801	0.8498497	0.5386486	0.9977603	0.5479161	0.8925904	0.9895956	0.0973203	1.0000000
900	0.0657960	0.2749877	0.8498596	0.5386402	0.9977705	0.5494509	0.8920553	0.9894914	0.0973203	1.0000000
950	0.0657968	0.2749947	0.8498667	0.5386387	0.9977842	0.5500119	0.8909263	0.9894468	0.0973203	1.0000000
1000	0.0657991	0.2749992	0.8498697	0.5386415	0.9977925	0.5496899	0.8900695	0.9894281	0.0973203	1.0000000

0	0.0658042	0.2749990	0.8498652	0.5386469	0.9977809	0.5483684	0.8908695	0.9894149	0.0973203	1.0000000
50	0.0659139	0.2751042	0.8498656	0.5386439	0.9977039	0.4668590	0.4117711	0.8382874	0.0973203	1.0000000
100	0.0661786	0.2754267	0.8498709	0.5385804	0.9963427	0.2593908	0.2500161	0.8029916	0.0973203	1.0000000
150	0.0664069	0.2757809	0.8499463	0.5379627	0.9875555	0.1253493	0.1962973	0.7947482	0.0973203	1.0000000
200	0.0665784	0.2762987	0.8505264	0.5340603	0.9390725	0.0661249	0.1776493	0.7928230	0.0973203	1.0000000
250	0.0667742	0.2783328	0.8539331	0.5137933	0.7589842	0.0421329	0.1710931	0.7923733	0.0973203	1.0000000
300	0.0673688	0.2877546	0.8687720	0.4446717	0.4686583	0.0326298	0.1687859	0.7922683	0.0973203	1.0000000
350	0.0698845	0.3195624	0.9064338	0.3176242	0.2561291	0.0288920	0.1679739	0.7922438	0.0973203	1.0000000
400	0.0790169	0.3868826	0.9540859	0.1898818	0.1535829	0.0274257	0.1676881	0.7922381	0.0973203	1.0000000
450	0.1043186	0.4681640	0.9844577	0.1070453	0.1112175	0.0268511	0.1675875	0.7922367	0.0973203	1.0000000
500	0.1516880	0.5275369	0.9958941	0.0650454	0.0945173	0.0266262	0.1675521	0.7922364	0.0973203	1.0000000
550	0.2066651	0.5594770	0.9990184	0.0461088	0.0903662	0.0329669	0.7070271	0.9433639	0.0973203	1.0000000
600	0.2392298	0.5743343	0.9997515	0.0393527	0.2383856	0.1262169	0.8968906	0.9786597	0.0973203	1.0000000
650	0.2470735	0.5808183	0.9999013	0.0744973	0.7253603	0.3150207	0.9636894	0.9869031	0.0973203	1.0000000
700	0.2454383	0.5817305	0.9994401	0.2148819	0.9279706	0.4738320	0.9853790	0.9888283	0.0973203	1.0000000
750	0.2416382	0.5629470	0.9930288	0.3615171	0.9807940	0.5682608	0.9751274	0.9892779	0.0973203	1.0000000
800	0.2322552	0.5032625	0.9689050	0.4536363	0.9939432	0.6074047	0.9271169	0.9893829	0.0973203	1.0000000
850	0.2086349	0.4271503	0.9313313	0.5009038	0.9972414	0.6011677	0.8711829	0.9894075	0.0973203	1.0000000
900	0.1711576	0.3653829	0.8970749	0.5228008	0.9979942	0.5674675	0.8468523	0.9894132	0.0973203	1.0000000
950	0.1328676	0.3249086	0.8741550	0.5323065	0.9979903	0.5348074	0.8588769	0.9894145	0.0973203	1.0000000
1000	0.1042988	0.3011925	0.8613619	0.5362108	0.9977647	0.5228298	0.8838400	0.9894148	0.0973203	1.0000000

0	0.0658042	0.2749990	0.8498652	0.5386469	0.9977809	0.5483684	0.8908695	0.9894149	0.0973203	1.0000000
50	0.3415163	0.2749942	0.8498573	0.5387659	0.9992339	0.5487284	0.8909542	0.9922918	0.0430696	1.0000000
100	0.4210690	0.2749426	0.8497744	0.5390697	0.9995549	0.5489552	0.8904870	0.9965745	0.0353740	1.0000000
150	0.4440176	0.2748234	0.8496075	0.5393283	0.9996260	0.5488205	0.8898044	0.9985798	0.0342824	1.0000000
200	0.4506277	0.2746774	0.8494323	0.5394827	0.9996415	0.5483859	0.8894023	0.9993067	0.0341275	1.0000000
250	0.4525197	0.2745476	0.8492996	0.5395605	0.9996444	0.5479311	0.8894123	0.9995574	0.0341056	1.0000000
300	0.4530507	0.2744522	0.8492169	0.5395959	0.9996445	0.5476869	0.8896653	0.9996450	0.0341025	1.0000000
350	0.4531915	0.2743906	0.8491714	0.5396109	0.9996442	0.5476941	0.8899217	0.9996768	0.0341020	1.0000000
400	0.4532234	0.2743541	0.8491485	0.5396169	0.9996441	0.5478438	0.8900369	0.9996887	0.0341020	1.0000000
450	0.4532268	0.2743340	0.8491378	0.5396193	0.9996442	0.5479937	0.8900040	0.9996933	0.0341019	1.0000000
500	0.4532245	0.2743234	0.8491330	0.5396202	0.9996444	0.5480597	0.8899013	0.9996951	0.0341019	1.0000000
550	0.1774516	0.2743220	0.8491392	0.5394997	0.9981881	0.5480391	0.8898193	0.9991901	0.0883527	1.0000000
600	0.0978801	0.2743669	0.8492223	0.5391944	0.9978668	0.5479869	0.8898741	0.9968506	0.0960482	1.0000000
650	0.0749285	0.2744807	0.8493902	0.5389347	0.9977956	0.5480001	0.8901497	0.9938676	0.0971399	1.0000000
700	0.0683249	0.2746261	0.8495662	0.5387797	0.9977802	0.5481615	0.8905200	0.9916895	0.0972947	1.0000000
750	0.0664451	0.2747584	0.8496993	0.5387017	0.9977780	0.5484473	0.8907764	0.9904729	0.0973167	1.0000000
800	0.0659284	0.2748569	0.8497823	0.5386664	0.9977798	0.5487390	0.8908275	0.9898811	0.0973198	1.0000000
850	0.0658006	0.2749211	0.8498277	0.5386519	0.9977825	0.5489234	0.8907277	0.9896140	0.0973202	1.0000000
900	0.0657792	0.2749590	0.8498502	0.5386468	0.9977847	0.5489664	0.8905933	0.9894984	0.0973203	1.0000000
950	0.0657831	0.2749797	0.8498604	0.5386454	0.9977858	0.5489127	0.8905129	0.9894496	0.0973203	1.0000000
1000	0.0657903	0.2749903	0.8498645	0.5386453	0.9977858	0.5488359	0.8905091	0.9894292	0.0973203	1.0000000

0	0.0658042	0.2749990	0.8498652	0.5386469	0.9977809	0.5483684	0.8908695	0.9894149	0.0973203	1.0000000
50	0.0621085	0.1807381	0.1670098	0.5386626	0.9980867	0.6237977	0.8551762	0.9894149	0.0973203	1.0000000
100	0.0540800	0.1349124	0.0714862	0.5387416	0.9984156	0.6382574	0.8034438	0.9894149	0.0973203	1.0000000
150	0.0485843	0.1047348	0.0581205	0.5388606	0.9985739	0.6203238	0.7664705	0.9894149	0.0973203	1.0000000
200	0.0458609	0.0818337	0.0562460	0.5389606	0.9985581	0.5936971	0.7636294	0.9894149	0.0973203	1.0000000
250	0.0446652	0.0662041	0.0559795	0.5390065	0.9984431	0.5773455	0.7833042	0.9894149	0.0973203	1.0000000
300	0.0441739	0.0570259	0.0559398	0.5389995	0.9983286	0.5766776	0.8043013	0.9894149	0.0973203	1.0000000
350	0.0439796	0.0521981	0.0559339	0.5389665	0.9982856	0.5856211	0.8145295	0.9894149	0.0973203	1.0000000
400	0.0439036	0.0498341	0.0559340	0.5389384	0.9983137	0.5952355	0.8130583	0.9894149	0.0973203	1.0000000
450	0.0438734	0.0487298	0.0559351	0.5389308	0.9983674	0.5999900	0.8053357	0.9894149	0.0973203	1.0000000
500	0.0438611	0.0482301	0.0559357	0.5389405	0.9984063	0.5992437	0.7980674	0.9894149	0.0973203	1.0000000
550	0.0439201	0.1505101	0.7386142	0.5389404	0.9981131	0.5026462	0.8364749	0.9894149	0.0973203	1.0000000
600	0.0448883	0.2180475	0.8341197	0.5388607	0.9975606	0.4870333	0.8896910	0.9894149	0.0973203	1.0000000
650	0.0483106	0.2499349	0.8475286	0.5386890	0.9972240	0.5128991	0.9198073	0.9894149	0.0973203	1.0000000
700	0.0534585	0.2641646	0.8494963	0.5385258	0.9973244	0.5454891	0.9229710	0.9894149	0.0973203	1.0000000
750	0.0582445	0.2704034	0.8498615	0.5384665	0.9976083	0.5653279	0.9082333	0.9894149	0.0973203	1.0000000
800	0.0616338	0.2731074	0.8499556	0.5385074	0.9978335	0.5679948	0.8892894	0.9894149	0.0973203	1.0000000
850	0.0636781	0.2742532	0.8499596	0.5385876	0.9979230	0.5589047	0.8783700	0.9894149	0.0973203	1.0000000
900	0.0647889	0.2747155	0.8499234	0.5386526	0.9978963	0.5476484	0.8788544	0.9894149	0.0973203	1.0000000
950	0.0653451	0.2748875	0.8498822	0.5386786	0.9978148	0.5415271	0.8857739	0.9894149	0.0973203	1.0000000
1000	0.0656026	0.2749468	0.8498574	0.5386706	0.9977458	0.5419724	0.8924672	0.9894149	0.0973203	1.0000000

0	0.0658042	0.2749990	0.8498652	0.5386469	0.9977809	0.5483684	0.8908695	0.9894149	0.0973203	1.0000000
50	0.0604726	0.1286784	0.8053594	0.7822974	0.9982561	0.5487296	0.8909934	0.9894149	0.0973203	1.0000000
100	0.0509169	0.0630744	0.6945273	0.8669280	0.9983627	0.5490035	0.8908442	0.9894149	0.0973203	1.0000000
150	0.0461624	0.0335271	0.6075395	0.8963279	0.9983877	0.5490738	0.8906157	0.9894149	0.0973203	1.0000000
200	0.0445309	0.0203920	0.5609357	0.9065420	0.9983938	0.5489844	0.8904670	0.9894149	0.0973203	1.0000000
250	0.0440323	0.0146025	0.5395667	0.9100906	0.9983948	0.5488499	0.8904483	0.9894149	0.0973203	1.0000000
300	0.0438852	0.0120658	0.5304753	0.9113236	0.9983944	0.5487634	0.8905170	0.9894149	0.0973203	1.0000000
350	0.0438423	0.0109601	0.5267720	0.9117519	0.9983938	0.5487533	0.8905993	0.9894149	0.0973203	1.0000000
400	0.0438298	0.0104808	0.5253074	0.9119007	0.9983936	0.5487942	0.8906440	0.9894149	0.0973203	1.0000000
450	0.0438262	0.0102741	0.5247407	0.9119523	0.9983937	0.5488426	0.8906417	0.9894149	0.0973203	1.0000000
500	0.0438251	0.0101855	0.5245251	0.9119703	0.9983939	0.5488685	0.8906127	0.9894149	0.0973203	1.0000000
550	0.0438288	0.0912593	0.5709107	0.6684617	0.9979195	0.5488668	0.8905840	0.9894149	0.0973203	1.0000000
600	0.0439633	0.1458043	0.6830823	0.5838108	0.9978149	0.5488496	0.8905714	0.9894149	0.0973203	1.0000000
650	0.0447703	0.1913104	0.7695913	0.5543634	0.9977917	0.5488328	0.8905754	0.9894149	0.0973203	1.0000000
700	0.0469564	0.2258233	0.8150844	0.5441159	0.9977865	0.5488255	0.8905869	0.9894149	0.0973203	1.0000000
750	0.0505922	0.2483364	0.8355654	0.5405492	0.9977852	0.5488280	0.8905966	0.9894149	0.0973203	1.0000000
800	0.0548417	0.2613855	0.8441666	0.5393078	0.9977850	0.5488348	0.8905997	0.9894149	0.0973203	1.0000000
850	0.0586756	0.2683490	0.8476446	0.5388757	0.9977850	0.5488404	0.8905973	0.9894149	0.0973203	1.0000000
900	0.0615453	0.2718564	0.8490154	0.5387253	0.9977850	0.5488423	0.8905929	0.9894149	0.0973203	1.0000000
950	0.0634245	0.2735512	0.8495452	0.5386730	0.9977850	0.5488408	0.8905898	0.9894149	0.0973203	1.0000000
1000	0.0645419	0.2743453	0.8497468	0.5386548	0.9977850	0.5488382	0.8905892	0.9894149	0.0973203	1.0000000

0	0.0658042	0.2749990	0.8498652	0.5386469	0.9977809	0.5483684	0.8908695	0.9894149	0.0973203	1.0000000
50	0.0655233	0.2550775	0.1480748	0.7771264	0.9978505	0.5501167	0.5483424	0.9888450	0.1263711	0.3835411
100	0.0621036	0.2087162	0.0450563	0.8599465	0.9976194	0.4322414	0.4344070	0.9737151	0.2784118	0.2575394
150	0.0560192	0.1702402	0.0273223	0.8886870	0.9962209	0.3280885	0.4108962	0.8309685	0.5263220	0.2317851
200	0.0508682	0.1446932	0.0232360	0.8985765	0.9929389	0.2716743	0.4096264	0.4957838	0.7089278	0.2265210
250	0.0477466	0.1331575	0.0219736	0.9018061	0.9879461	0.2456911	0.4105027	0.2601333	0.7967617	0.2254451
300	0.0463023	0.1585539	0.0215190	0.9026166	0.9827486	0.2345335	0.4109883	0.1568364	0.8329382	0.2252251
350	0.0470265	0.2648007	0.0213535	0.9025552	0.9787928	0.2299300	0.4111851	0.1162283	0.8472600	0.2251802
400	0.0566878	0.4029874	0.0213007	0.9022428	0.9763945	0.2280815	0.4112596	0.1001803	0.8529107	0.2251710
450	0.0931285	0.5027281	0.0212909	0.9019319	0.9751470	0.2273540	0.4112872	0.0935921	0.8551490	0.2251691
500	0.1581356	0.5594436	0.0212954	0.9017023	0.9745600	0.2270721	0.4112974	0.0907813	0.8560387	0.2251687
550	0.2226123	0.5991603	0.5083916	0.6565752	0.9664117	0.1533718	0.7928085	0.0927261	0.6117858	0.8416275
600	0.2591347	0.6208712	0.6836710	0.5687925	0.9562695	0.2521939	0.9270793	0.1448186	0.2671685	0.9676293
650	0.2650693	0.5341492	0.7803773	0.5368759	0.9754719	0.4098291	0.9742875	0.3638595	0.1480720	0.9933836
700	0.2287714	0.3904390	0.8276310	0.5294682	0.9898567	0.5285050	0.9887512	0.6828651	0.1137545	0.9986476
750	0.1671041	0.3229592	0.8466968	0.5310562	0.9955108	0.5959458	0.9734853	0.8734976	0.1031526	0.9997236
800	0.1183581	0.2964265	0.8523867	0.5341302	0.9974853	0.6190161	0.9194329	0.9487666	0.0995196	0.9999435
850	0.0910347	0.2854327	0.8528925	0.5364229	0.9981271	0.6022930	0.8623089	0.9750235	0.0981764	0.9999885
900	0.0777150	0.2803519	0.8519761	0.5377435	0.9982164	0.5627858	0.8429215	0.9841023	0.0976584	0.9999976
950	0.0714925	0.2777634	0.8510275	0.5383809	0.9980204	0.5297634	0.8603868	0.9873593	0.0974547	0.9999995
1000	0.0685670	0.2763841	0.8503967	0.5386110	0.9977358	0.5207475	0.8873227	0.9885880	0.0973738	0.9999999

0	0.0658042	0.2749990	0.8498652	0.5386469	0.9977809	0.5483684	0.8908695	0.9894149	0.0973203	1.0000000
50	0.0658700	0.2749981	0.8498656	0.5386444	0.9977367	0.5007479	0.6076072	0.9919102	0.0517904	1.0000000
100	0.0660307	0.2749944	0.8498690	0.5386099	0.9970690	0.3608492	0.5228127	0.9958955	0.0453319	1.0000000
150	0.0661534	0.2750053	0.8499062	0.5383424	0.9941144	0.2395538	0.5082998	0.9979482	0.0444157	1.0000000
200	0.0662211	0.2751180	0.8501212	0.5372267	0.9848761	0.1706094	0.5070668	0.9987665	0.0442858	1.0000000
250	0.0662765	0.2755949	0.8509374	0.5338066	0.9633408	0.1373196	0.5070870	0.9990744	0.0442673	1.0000000
300	0.0663983	0.2770499	0.8532704	0.5259163	0.9294809	0.1224107	0.5071427	0.9991904	0.0442647	1.0000000
350	0.0667334	0.2804626	0.8583143	0.5126192	0.8940848	0.1160130	0.5071696	0.9992349	0.0442644	1.0000000
400	0.0675185	0.2866717	0.8665055	0.4960198	0.8674731	0.1133435	0.5071809	0.9992523	0.0442643	1.0000000
450	0.0690260	0.2956184	0.8767238	0.4799029	0.8515440	0.1122516	0.5071853	0.9992592	0.0442643	1.0000000
500	0.0714352	0.3061491	0.8869412	0.4670376	0.8433122	0.1118116	0.5071871	0.9992620	0.0442643	1.0000000
550	0.0745988	0.3166080	0.8955192	0.4583195	0.8477553	0.1480659	0.8265548	0.9986062	0.0897942	1.0000000
600	0.0779904	0.3253596	0.9014390	0.4586096	0.9123145	0.2872530	0.9389154	0.9961296	0.0962527	1.0000000
650	0.0811431	0.3292795	0.9019988	0.4760798	0.9680915	0.4409386	0.9771964	0.9933168	0.0971689	1.0000000
700	0.0831642	0.3251307	0.8948832	0.4996123	0.9890246	0.5460773	0.9781738	0.9913725	0.0972988	1.0000000
750	0.0830722	0.3147314	0.8829394	0.5177346	0.9955391	0.5980357	0.9410113	0.9903160	0.0973173	1.0000000
800	0.0808764	0.3027858	0.8710101	0.5285633	0.9975182	0.6036865	0.8856786	0.9898095	0.0973199	1.0000000
850	0.0775308	0.2926385	0.8619414	0.5341901	0.9980569	0.5768215	0.8520274	0.9895828	0.0973203	1.0000000
900	0.0740986	0.2853746	0.8561524	0.5368513	0.9980554	0.5430758	0.8550485	0.9894852	0.0973203	1.0000000
950	0.0712301	0.2807290	0.8528847	0.5379951	0.9978409	0.5254151	0.8774859	0.9894440	0.0973203	1.0000000
1000	0.0691282	0.2779979	0.8512144	0.5384146	0.9976408	0.5280750	0.8972386	0.9894269	0.0973203	1.0000000

0	0.0658042	0.2749990	0.8498652	0.5386469	0.9977809	0.5483684	0.8908695	0.9894149	0.0973203	1.0000000
50	0.5620520	0.2859073	0.1470852	0.8065349	0.9981922	0.7746619	0.8807850	0.2720686	0.0973203	1.0000000
100	0.7052722	0.2758052	0.0434360	0.8995793	0.9988543	0.8603182	0.8829791	0.1045323	0.0973203	1.0000000
150	0.7474112	0.4075361	0.0253496	0.9319107	0.9992116	0.8937005	0.9184027	0.0654042	0.0973203	1.0000000
200	0.7681210	0.5735275	0.0211221	0.9431531	0.9993668	0.9097871	0.9502584	0.0562659	0.0973203	1.0000000
250	0.7894805	0.6606215	0.0198061	0.9470656	0.9994338	0.9195398	0.9672357	0.0541316	0.0973203	1.0000000
300	0.8063901	0.6985308	0.0193254	0.9484285	0.9994653	0.9257072	0.9743444	0.0536331	0.0973203	1.0000000
350	0.8162429	0.7141491	0.0191401	0.9489040	0.9994816	0.9293738	0.9767831	0.0535167	0.0973203	1.0000000
400	0.8212249	0.7204294	0.0190682	0.9490702	0.9994906	0.9313781	0.9773858	0.0534895	0.0973203	1.0000000
450	0.8235965	0.7229228	0.0190405	0.9491284	0.9994956	0.9323850	0.9773958	0.0534832	0.0973203	1.0000000
500	0.8246949	0.7239057	0.0190300	0.9491490	0.9994982	0.9328496	0.9772779	0.0534817	0.0973203	1.0000000
550	0.4524647	0.4799269	0.4775445	0.6817883	0.9994360	0.7485974	0.8580802	0.7708276	0.0973203	1.0000000
600	0.2836242	0.3003822	0.6562238	0.5889169	0.9991878	0.6126969	0.7201176	0.9383639	0.0973203	1.0000000
650	0.1607918	0.2509243	0.7593913	0.5565879	0.9986363	0.4854269	0.7649133	0.9774920	0.0973203	1.0000000
700	0.0977025	0.2482247	0.8108047	0.5451869	0.9976292	0.4399427	0.8662397	0.9866303	0.0973203	1.0000000
750	0.0730347	0.2565218	0.8336777	0.5409400	0.9967519	0.4722623	0.9259106	0.9887646	0.0973203	1.0000000
800	0.0650346	0.2643081	0.8433794	0.5392125	0.9967686	0.5267312	0.9420193	0.9892630	0.0973203	1.0000000
850	0.0633020	0.2694309	0.8474379	0.5385568	0.9972834	0.5660919	0.9276984	0.9893795	0.0973203	1.0000000
900	0.0636021	0.2723409	0.8490955	0.5384254	0.9977357	0.5792958	0.8987571	0.9894067	0.0973203	1.0000000
950	0.0643319	0.2738350	0.8497089	0.5385052	0.9979596	0.5704971	0.8756434	0.9894130	0.0973203	1.0000000
1000	0.0649600	0.2745278	0.8498776	0.5386168	0.9979792	0.5526937	0.8702689	0.9894145	0.0973203	1.0000000

0	0.0658042	0.2749990	0.8498652	0.5386469	0.9977809	0.5483684	0.8908695	0.9894149	0.0973203	1.0000000
50	0.0621420	0.1819724	0.8444185	0.5704198	0.9983319	0.5490211	0.8956758	0.8455564	0.0973203	1.0000000
100	0.0542006	0.1402297	0.8316576	0.5815428	0.9984591	0.5525066	0.9057540	0.8119583	0.0973203	1.0000000
150	0.0488477	0.1205788	0.8215366	0.5854593	0.9985074	0.5593559	0.9116261	0.8041114	0.0973203	1.0000000
200	0.0462730	0.1112201	0.8158398	0.5868471	0.9985521	0.5661138	0.9117434	0.8022788	0.0973203	1.0000000
250	0.0451644	0.1067829	0.8131010	0.5873472	0.9985951	0.5698582	0.9085908	0.8018508	0.0973203	1.0000000
300	0.0446994	0.1047019	0.8118905	0.5875352	0.9986246	0.5701620	0.9052055	0.8017508	0.0973203	1.0000000
350	0.0445025	0.1037377	0.8113787	0.5876105	0.9986358	0.5684227	0.9034291	0.8017275	0.0973203	1.0000000
400	0.0444173	0.1032958	0.8111664	0.5876416	0.9986326	0.5664385	0.9034636	0.8017220	0.0973203	1.0000000
450	0.0443795	0.1030951	0.8110789	0.5876532	0.9986236	0.5653363	0.9044758	0.8017207	0.0973203	1.0000000
500	0.0443626	0.1030049	0.8110438	0.5876556	0.9986160	0.5652855	0.9055044	0.8017205	0.0973203	1.0000000
550	0.0447242	0.1897319	0.8168743	0.5559089	0.9981071	0.5655260	0.9008353	0.9455789	0.0973203	1.0000000
600	0.0468059	0.2309973	0.8300070	0.5447911	0.9979919	0.5625864	0.8891329	0.9791770	0.0973203	1.0000000
650	0.0507977	0.2524163	0.8399576	0.5408746	0.9979420	0.5552416	0.8822413	0.9870239	0.0973203	1.0000000
700	0.0553687	0.2636670	0.8453773	0.5394839	0.9978792	0.5476358	0.8829282	0.9888565	0.0973203	1.0000000
750	0.0592525	0.2694518	0.8479334	0.5389760	0.9978085	0.5438089	0.8876736	0.9892845	0.0973203	1.0000000
800	0.0619951	0.2723420	0.8490550	0.5387762	0.9977590	0.5443420	0.8920764	0.9893845	0.0973203	1.0000000
850	0.0637114	0.2737501	0.8495319	0.5386893	0.9977459	0.5471403	0.8938512	0.9894078	0.0973203	1.0000000
900	0.0647014	0.2744235	0.8497339	0.5386517	0.9977604	0.5497233	0.8931089	0.9894133	0.0973203	1.0000000
950	0.0652417	0.2747407	0.8498192	0.5386398	0.9977826	0.5507593	0.8912743	0.9894145	0.0973203	1.0000000
1000	0.0655255	0.2748871	0.8498531	0.5386409	0.9977969	0.5503075	0.8898026	0.9894148	0.0973203	1.0000000
