"Time"	YCR065W	YER040W	YEL009C	YDR259C	YPL177C	YML099C	YKR034W	YCL067C	YJL110C	YFL021W
750	0.1815839	0.4958174	0.9892118	0.0507073	0.1364239	0.7301634	0.8564203	0.0610244	0.3368346	0.1608501
800	0.1775096	0.5598870	0.9696695	0.0531872	0.1507917	0.7326152	0.9055805	0.0518126	0.3432440	0.1581699
850	0.1630790	0.6236461	0.9798510	0.0561704	0.1405711	0.7581033	0.8436124	0.0677427	0.2994817	0.1775208
900	0.1454003	0.5757749	0.9768217	0.0465625	0.1832555	0.7658294	0.8016583	0.0385108	0.3456759	0.1723032
950	0.1212169	0.6994774	0.9790200	0.0346459	0.1264628	0.8674961	0.8230849	0.0340045	0.3107993	0.1557312
1000	0.1198555	0.6052585	1.0533853	0.0360249	0.1282825	0.8951050	0.8930751	0.0444578	0.2484325	0.1027973

0	0.1681509	0.6437515	0.9642590	0.0699707	0.1622209	0.8688247	0.9849418	0.0562360	0.2420472	0.1275694
50	0.1499029	0.6907759	1.0247697	0.1378007	0.1466320	0.8587548	0.9581463	0.0343491	0.2919280	0.1346415
100	0.1473912	0.8495317	1.0548771	0.2474750	0.1150462	0.9143840	0.8810338	0.0463258	0.2406528	0.1611052
150	0.1021842	0.9390923	1.0631432	0.2489836	0.0960813	0.8903149	0.9757719	0.0608018	0.1554423	0.1836503
200	0.0587811	0.8966926	0.9948780	0.2675458	0.0764259	0.8654473	0.9954692	0.0566427	0.1272746	0.1632589
250	0.0549135	0.8256143	1.0863571	0.3150745	0.1068978	0.9042136	0.9160829	0.0546086	0.1243044	0.1145948
300	0.0498330	0.8587989	1.0735636	0.2839781	0.1054284	0.9497552	0.9674426	0.1054710	0.0962047	0.1263359
350	0.0542322	0.8865672	0.7936334	0.3391770	0.1026616	1.0331839	0.9729118	0.0799503	0.1500567	0.1245377
400	0.0522156	0.8018872	1.0298085	0.2987727	0.0944140	0.9743654	0.9466466	0.0843200	0.1466520	0.1079845
450	0.0609161	0.8936418	0.8983350	0.2845237	0.1003802	0.8466688	0.9381456	0.1168340	0.0769129	0.1185923
500	0.0619627	0.8190613	0.9282575	0.3320800	0.1255836	0.8584896	0.9562945	0.0839954	0.1810544	0.1285073
550	0.0602409	0.7592956	0.9620098	0.2333125	0.1127851	0.8237647	0.8789145	0.0704131	0.2131571	0.1261095
600	0.0709768	0.5807790	0.9164591	0.1168558	0.1619049	0.8648935	0.8955077	0.0921429	0.2519972	0.0791020
650	0.0597166	0.5394115	1.0390254	0.1147089	0.1101281	0.8154057	1.0025443	0.0474934	0.2750135	0.1474923
700	0.1098840	0.6189187	1.0976835	0.0863465	0.1081313	0.8708017	0.9029824	0.0226371	0.3425057	0.1411883
750	0.1499098	0.6336105	0.9905015	0.0620631	0.1198009	0.8841689	0.8382528	0.0339599	0.3678034	0.1385408
800	0.1247021	0.5558837	1.0321506	0.0538930	0.1144608	0.9221474	0.7784889	0.0362346	0.3055973	0.1425147
850	0.1488073	0.6243251	1.0476907	0.0623442	0.0873619	0.9320144	0.8304700	0.0342634	0.2930779	0.1067238
900	0.1412456	0.6306719	1.0127298	0.0515082	0.0903649	0.9009725	0.9267918	0.0524552	0.2725906	0.0700364
950	0.1163757	0.6586408	1.0576626	0.0794149	0.0875613	0.8889832	0.8712512	0.0392393	0.2489030	0.1461874
1000	0.0970013	0.6313150	1.0416802	0.0493357	0.0866547	0.9287119	0.8812110	0.0182354	0.2370922	0.1515867

0	0.1681509	0.6437515	0.9642590	0.0699707	0.1622209	0.8688247	0.9849418	0.0562360	0.2420472	0.1275694
50	0.0773410	0.6909909	0.9702649	0.0531807	0.1460411	0.8876744	0.9026643	0.0625014	0.2846539	0.1043986
100	0.0611812	0.6501078	0.9613566	0.0584162	0.1233326	0.8947860	0.8990216	0.0527532	0.2228195	0.1344082
150	0.0802072	0.6097173	0.9204238	0.0536857	0.1082319	0.9134880	0.9251296	0.0559972	0.2562430	0.1548940
200	0.1056111	0.6459265	1.0306425	0.0517303	0.1124972	0.7778973	0.9566712	0.0553677	0.2405273	0.1313300
250	0.0906693	0.6670169	0.9495831	0.0454961	0.1162243	0.8298261	0.8621483	0.0259229	0.1943221	0.1434759
300	0.0995392	0.6207969	0.9399442	0.0539553	0.1226852	0.8794312	0.7968421	0.0283697	0.2076295	0.0966319
350	0.0918139	0.5076129	1.0433632	0.0520627	0.1281679	0.9840409	0.9929407	0.0482286	0.2554058	0.1025193
400	0.1182779	0.6132538	0.9677901	0.0481786	0.1097258	0.9264545	0.9899299	0.0210839	0.2617680	0.1445103
450	0.1167085	0.6946130	0.9523425	0.0670924	0.0882676	0.9534049	0.9529266	0.0416730	0.2452773	0.1527618
500	0.0777994	0.6022196	1.0367861	0.0533437	0.0999066	0.8456971	0.9704886	0.0418681	0.2319286	0.1685529
550	0.0984888	0.5871213	0.9864279	0.0522380	0.0740575	0.9126559	1.0387722	0.0346710	0.2716424	0.1450513
600	0.1327451	0.7126665	1.0530051	0.0493919	0.0966117	1.0233814	1.0593305	0.0482497	0.2920965	0.1477094
650	0.1138258	0.6975431	0.9841437	0.0657615	0.0750119	0.9439063	1.0203678	0.0453693	0.2650576	0.1338179
700	0.0853212	0.6574016	0.9746789	0.0616653	0.0766793	0.8934153	0.8143341	0.0646398	0.2687124	0.1238358
750	0.0838552	0.6668991	1.0760847	0.0369209	0.0783050	0.9666387	0.8029906	0.0587474	0.2372036	0.1284580
800	0.0704132	0.6897366	1.0619275	0.0419995	0.0860366	0.9158335	0.8495191	0.0470511	0.2235468	0.1053723
850	0.0856417	0.6282841	1.1021217	0.0438411	0.1072727	0.9370186	1.0386999	0.0642052	0.2619644	0.0885814
900	0.0993898	0.6104908	0.9609449	0.0348655	0.1500652	0.8462302	1.0243736	0.0374784	0.2748569	0.1140796
950	0.0982866	0.5983021	0.9296527	0.0565690	0.1531270	0.9561786	0.8189157	0.0474576	0.2910842	0.1021461
1000	0.1125489	0.6612988	0.9984733	0.0464322	0.0898279	0.9870124	0.9068203	0.0324969	0.2365149	0.1484429

0	0.1681509	0.6437515	0.9642590	0.0699707	0.1622209	0.8688247	0.9849418	0.0562360	0.2420472	0.1275694
50	0.1793838	0.6841591	0.6554817	0.0772598	0.1059289	0.9604183	0.8252367	0.0210591	0.2928464	0.2350835
100	0.1517208	0.6527767	0.5719351	0.0608541	0.0819516	0.8535694	0.8179770	0.0111802	0.3110590	0.2401621
150	0.0970070	0.6069748	0.5261799	0.0629945	0.1219023	0.7294920	0.8117140	0.0014848	0.2887963	0.2760647
200	0.1147296	0.5565561	0.5622304	0.0472282	0.1595648	0.6819811	0.8312634	0.0014235	0.2904728	0.3328848
250	0.1457242	0.5025420	0.6207130	0.0556020	0.2217110	0.6490822	0.9431981	0.0060301	0.2402339	0.3092482
300	0.1822346	0.6149969	0.6133411	0.0366923	0.1963719	0.6697746	0.9874297	0.0004359	0.2759458	0.2681835
350	0.1578686	0.5795188	0.5415559	0.0822844	0.1979187	0.6352321	0.9745509	0.0001615	0.2745803	0.2446838
400	0.1702228	0.5025468	0.5270766	0.0616550	0.2097543	0.6696118	1.0047414	0.0055442	0.2900111	0.2507945
450	0.1980416	0.4641742	0.5593425	0.0444729	0.2086599	0.7160023	0.9318906	0.0053881	0.2921138	0.2416575
500	0.2130226	0.4981838	0.4650600	0.0624702	0.2045726	0.7628752	0.8826700	0.0052108	0.2906488	0.2973124
550	0.2327204	0.3595361	0.7680135	0.0521046	0.1351754	0.6861529	0.7910278	0.0459613	0.3086409	0.2613498
600	0.3173144	0.4172622	0.9454151	0.0585430	0.1125548	0.6692603	0.7896588	0.0443860	0.3329401	0.2472315
650	0.3427960	0.5221611	0.9655552	0.0719309	0.1545354	0.6350668	0.8484963	0.0537209	0.3293149	0.2105991
700	0.3199288	0.6560104	1.1551168	0.0571899	0.1716664	0.7355054	0.9579279	0.0363231	0.3204128	0.1955827
750	0.2150324	0.7161387	1.0454235	0.0507884	0.1576896	0.6456787	0.8719283	0.0457811	0.3263430	0.1532358
800	0.1688335	0.6264929	0.9907159	0.0701243	0.1815456	0.7146490	0.9123248	0.0734674	0.2538723	0.1705772
850	0.1631495	0.5561498	0.8481135	0.0715800	0.1297963	0.8062899	0.8320507	0.0481701	0.2742679	0.1855122
900	0.1666316	0.5863999	0.9510501	0.0548104	0.1279101	0.7655840	0.9176698	0.0460086	0.2894852	0.1682477
950	0.1406495	0.5862262	0.9565741	0.0683955	0.1363640	0.7912367	0.9030709	0.0369854	0.2240731	0.1358888
1000	0.1272151	0.6032241	1.0548648	0.0751066	0.1314850	0.7172587	0.8993778	0.0331881	0.2660750	0.1533507

0	0.1681509	0.6437515	0.9642590	0.0699707	0.1622209	0.8688247	0.9849418	0.0562360	0.2420472	0.1275694
50	0.0907649	0.7116483	1.0058837	0.0550074	0.0670143	0.7341694	0.8343133	0.0644159	0.2465001	0.1795758
100	0.0903226	0.5779591	1.0295118	0.0706436	0.0381086	0.7669393	0.7811987	0.0412995	0.2600444	0.1479810
150	0.0641412	0.5543788	0.9413453	0.0550734	0.0264482	0.7961558	0.8023964	0.0416828	0.2494701	0.1903396
200	0.0676970	0.5745973	0.8562836	0.0710845	0.0395193	0.8291610	0.7590261	0.0355437	0.2738755	0.1627678
250	0.0884242	0.5167216	0.8530061	0.0812580	0.0327313	0.8346644	0.8422212	0.0193823	0.2519516	0.1565166
300	0.1192557	0.4775699	0.9639163	0.0796722	0.0210672	0.8145100	0.8357142	0.0362967	0.3649735	0.1608311
350	0.1258340	0.6209915	1.0264140	0.0781288	0.0424159	0.8678534	0.8680130	0.0293033	0.3147951	0.1326280
400	0.1321093	0.6547399	1.0325342	0.0506442	0.0288131	0.9429704	0.8003093	0.0298921	0.2679700	0.1431061
450	0.1252603	0.5831539	1.0012088	0.0376359	0.0300962	0.8104887	0.9121280	0.0374425	0.2086217	0.1299774
500	0.1046379	0.6561517	1.0273989	0.0585860	0.0301020	0.8736223	0.8987901	0.0435624	0.2464327	0.1368450
550	0.1001669	0.6465246	1.1133390	0.0623172	0.0866131	0.9210071	0.9445519	0.0478129	0.2688648	0.1360041
600	0.1233733	0.5676898	1.1005392	0.0459698	0.0989488	0.8863385	1.0089210	0.0356973	0.2513560	0.1518898
650	0.1332611	0.6205100	1.0644894	0.0603280	0.1416934	0.8716555	1.0968290	0.0436629	0.2532645	0.1103009
700	0.1088207	0.7105006	1.0071340	0.0822268	0.1801765	0.8899752	1.0530531	0.0375680	0.1998688	0.1677323
750	0.1257342	0.6757098	1.1021074	0.0633846	0.1382791	0.8200585	0.9129801	0.0464628	0.2383168	0.1637830
800	0.1398416	0.7391418	0.9631148	0.0736281	0.1305914	0.8192195	0.8454555	0.0425812	0.2864672	0.1449394
850	0.1167376	0.6460678	0.9161287	0.0977722	0.1228817	0.8230419	0.7871272	0.0373001	0.3249506	0.1177335
900	0.1145317	0.5963113	0.9827976	0.0705705	0.1391941	0.8661540	0.8281029	0.0552772	0.2542090	0.1365892
950	0.0943819	0.6897047	1.0307720	0.0558355	0.1579120	0.8567293	0.9022235	0.0465424	0.2480510	0.0781805
1000	0.0730383	0.6861911	1.0459866	0.0423562	0.1550268	0.8437134	0.9004411	0.0390831	0.2974182	0.1212558

0	0.1681509	0.6437515	0.9642590	0.0699707	0.1622209	0.8688247	0.9849418	0.0562360	0.2420472	0.1275694
50	0.1406510	0.6946313	1.0468564	0.2832166	0.0909756	0.8922192	0.8183689	0.0232547	0.3158196	0.0980298
100	0.1376744	0.7322276	0.9212747	0.6520936	0.0968330	0.8935178	0.8926737	0.0074142	0.2641486	0.1376330
150	0.1342909	0.7268115	0.7795925	0.8404017	0.1071082	0.8423708	1.0097951	0.0014839	0.2060559	0.1070605
200	0.1339686	0.6467877	0.6120545	0.8598570	0.0938030	0.8505740	0.9361749	0.0023939	0.2287817	0.1057614
250	0.1185098	0.5640407	0.5789374	0.9089423	0.0894777	0.9303687	0.9197292	0.0068569	0.2276200	0.1088637
300	0.0908170	0.5287610	0.4047637	0.8616931	0.0626965	0.9535758	1.0207896	0.0044644	0.2462386	0.1494579
350	0.1530827	0.5686668	0.3663402	0.9696197	0.0797892	0.8299491	1.0838254	0.0029755	0.2875474	0.1493141
400	0.2203162	0.4731347	0.3883629	0.8375355	0.0869175	0.8123272	0.9491598	0.0095253	0.2689283	0.1708454
450	0.2088849	0.5036912	0.3553056	0.7864724	0.0930213	0.9072434	0.9220199	0.0076368	0.3393189	0.2688949
500	0.2284828	0.4912329	0.4703679	0.8362747	0.0826135	0.7750645	0.8614349	0.0057967	0.3675062	0.2348251
550	0.2569549	0.3414069	0.5450050	0.5719041	0.1170963	0.7045143	0.7816952	0.0262362	0.3461242	0.2397377
600	0.4115870	0.2845497	0.7635725	0.3102001	0.1394938	0.7794107	0.8684585	0.0177253	0.4662961	0.2528388
650	0.4903747	0.4790227	0.9315266	0.1608615	0.1393919	0.7762054	0.9224273	0.0326891	0.4194169	0.2555586
700	0.4537843	0.6112139	1.0132018	0.0990649	0.1333942	0.6667376	0.9775835	0.0460304	0.4357783	0.2308311
750	0.3072535	0.6443872	0.9660386	0.0654771	0.1696547	0.6823654	0.8779667	0.0343297	0.3243409	0.2486911
800	0.2384718	0.6472283	0.9788878	0.0471564	0.1952748	0.7265565	0.9219720	0.0454853	0.2833245	0.2483694
850	0.2003044	0.6523364	0.9771754	0.0627638	0.1789072	0.7564638	0.9083449	0.0374384	0.2796512	0.1728845
900	0.1632762	0.7003591	1.0713437	0.0660650	0.1547089	0.7654511	0.9662425	0.0610433	0.2473565	0.1626801
950	0.1166802	0.6304999	0.9259246	0.0766411	0.1533779	0.8055543	0.9621752	0.0277885	0.2330745	0.1513190
1000	0.1086142	0.6215968	0.9023546	0.0974582	0.1225532	0.8371980	0.9326769	0.0474793	0.2351072	0.1458107
