YKL043W	YER111C	YLR182W	YLR183C	YPR104C	YOR344C	YMR037C	YGL162W	YPR065W	YHL027W
1.0048384	0.0000000	0.0000000	0.9782727	1.0554482	1.0155607	0.7800308	0.9814583	0.6245094	0.4796204
1.1323712	0.0000000	0.0089755	0.0606375	0.0000000	1.0368907	0.7968731	0.9213561	1.0208262	0.3631010
0.8942217	0.0000000	0.5427266	1.0554442	0.9288073	0.8340386	0.0000000	0.9350068	0.4978607	0.4591643
1.0647785	0.0266432	0.0000000	0.0545735	0.0000000	0.9214938	0.7461701	0.8667258	1.0868107	0.4652756
0.9613800	0.0288822	0.0000000	1.0870661	1.0392017	0.9699774	0.0000000	0.9090879	0.5129050	0.4188952
1.1142990	0.0295591	0.0037111	0.0000000	1.0384009	0.9437560	0.6929645	0.8951393	0.9832112	0.0000000
0.9824186	0.0304140	0.0129277	0.0465302	0.0000000	0.9638051	0.0000000	0.9385974	1.0124193	0.4026025
0.0381904	0.7408391	0.4568928	0.9047867	0.9856516	0.0000000	1.1216099	0.0000000	0.4889836	1.0426946
