YHL027W	YBR182C	YIL101C	YPL202C	YML007W	YKL185W	YLR131C	YIL131C	YDR501W	YNL216W
0.0000000	0.0321489	0.3755624	0.7807022	0.5611365	0.3804382	0.2275663	0.9193644	0.3663118	0.9995883
0.9752311	0.0000000	0.3713741	0.8163648	0.5044350	0.4532114	0.1792758	0.8609365	0.3879602	1.0534072
1.0743592	0.0430433	0.0000000	0.8992186	0.5922683	0.4049981	0.2238447	0.9313175	0.3970609	1.0318773
0.0625122	0.5606282	0.9619488	0.0000000	0.5815016	0.5009694	0.2115199	0.8471518	0.3655434	1.0437265
0.0444886	0.5948746	1.0313844	0.0585799	0.0000000	0.5423520	0.2275282	0.8385565	0.3886590	1.1007859
0.9838289	0.0503542	0.4065755	0.6446968	0.4508192	0.0000000	0.1815582	1.0039868	0.3114582	0.9870539
0.0390725	0.6712064	1.0345476	0.0670173	0.1084087	0.6365757	0.0000000	0.8647565	0.4213766	0.9624371
1.0606345	0.0452709	0.3211516	0.8741073	0.9432708	0.2408273	0.9874641	0.0000000	0.3783127	0.9758164
0.9460908	0.0540502	0.4143247	0.7140722	0.5311611	0.4491548	0.1771250	0.9752546	0.0000000	0.9582587
1.0266687	0.0455859	0.2876016	0.9627507	0.8462311	0.3126716	0.6174473	0.3405697	1.0277666	0.0000000
