YDR259C	YPL177C	YML099C	YKR034W	YCL067C	YJL110C	YFL021W	YDR146C	YHR084W	YBR083W
0.0002328	0.4887380	0.0224151	0.6945458	0.1019458	0.1922144	0.8449479	0.6456741	0.7011428	0.1648185
0.0214530	0.0000000	0.0311495	0.6478129	0.0699638	0.3288001	0.8376017	0.5919936	0.5840950	0.1858844
0.3383244	0.5304100	0.0000000	0.6275561	0.0945266	0.2297465	0.7555178	0.6072378	0.6038226	0.2137926
0.2684332	0.6373278	0.0369459	0.0000000	0.6145988	0.8060786	0.6140346	0.6165931	0.7680474	0.1301548
0.5967104	0.5812110	0.0593118	0.6534010	0.0000000	0.2609037	0.6992292	0.3200932	0.2874586	0.4383258
0.3254426	0.5744901	0.0444712	0.7609843	0.0832293	0.0000000	0.6559114	0.6594188	0.7433834	0.0874023
0.1085624	0.3290039	0.8489227	0.2563360	0.5488512	0.7645277	0.0000000	0.6852346	0.7295397	0.1013858
0.2395777	0.4180847	0.0839053	0.4787103	0.1783142	0.6108756	0.3350628	0.0000000	0.8368286	0.1744666
0.3753842	0.8502679	0.0782454	0.4421590	0.2486036	0.3985019	0.4167786	0.0182933	0.0000000	0.8434842
0.2306542	0.4941168	0.0266430	0.6491335	0.0949252	0.2373396	0.8594243	0.7859282	0.7783468	0.0000000
