"Time"	YPL177C	YML099C	YKR034W	YCL067C	YJL110C	YFL021W	YDR146C	YHR084W	YBR083W	YLR256W
400	0.5699334	0.6605113	0.2611835	0.6755486	0.3843083	0.3260908	0.0177332	0.5060862	0.2732444	0.7872836
450	0.7000245	0.6457698	0.3259023	0.7944946	0.3720802	0.2439951	0.0113711	0.6572899	0.3466786	0.7649485
500	0.7015528	0.5984752	0.2443430	0.7515090	0.5351681	0.3229691	0.0251622	0.7395255	0.2948362	0.6503104
550	0.5185246	0.6641779	0.2790472	0.6873015	0.4139901	0.2455249	0.0291268	0.6528069	0.3022070	0.7090811
600	0.6352666	0.6806496	0.3221057	0.5612676	0.4151810	0.2906122	0.0259619	0.7875667	0.1679951	0.6706764
650	0.5392126	0.8399185	0.3995792	0.6610764	0.4274474	0.2484754	0.0415874	0.6932583	0.3154981	0.7006358
700	0.5831088	0.7726493	0.3737572	0.4493362	0.4550157	0.2687099	0.0534070	0.6688507	0.3010462	0.8049013
750	0.5755058	0.6488938	0.3020261	0.5055987	0.4413046	0.2115243	0.0835881	0.7299019	0.3152445	0.6827772
800	0.5040490	0.8116560	0.3771975	0.5290301	0.4162944	0.2618090	0.1083248	0.6891658	0.2918262	0.7489754
850	0.7307012	0.6182937	0.4125010	0.5962475	0.3863346	0.3381164	0.1275406	0.7139119	0.2686907	0.6895284
900	0.6754184	0.6452344	0.3630780	0.4506433	0.4523372	0.3799448	0.0664595	0.8038774	0.2400498	0.7520728
950	0.6207484	0.5948731	0.3084433	0.4360965	0.5321426	0.3639666	0.0972413	0.4741468	0.2366200	0.7355872
1000	0.6843725	0.6072342	0.3762284	0.5425857	0.3469506	0.3042635	0.1154567	0.5950664	0.2558932	0.7769609
