"Time"	YPL177C	YML099C	YKR034W	YCL067C	YJL110C	YFL021W	YDR146C	YHR084W	YBR083W	YLR256W

0	0.5471783	0.6044525	0.3874432	0.6618382	0.4820096	0.3233730	0.0913144	0.6850512	0.2124569	0.7139813
50	0.7649012	0.7174070	0.3200455	0.7232449	0.5086571	0.3886872	0.1288904	0.6454787	0.2429632	0.7465199
100	0.4894908	0.6067131	0.3728744	0.5733811	0.4455169	0.6567404	0.0680158	0.6572760	0.2542328	0.8421793
150	0.5050779	0.4163677	0.2869442	0.7271671	0.5257135	0.6696259	0.0558745	0.6161123	0.2874196	0.6529896
200	0.5462986	0.3504674	0.3450261	0.5984660	0.3673777	0.6419131	0.0926132	0.6296298	0.2351221	0.6531060
250	0.5536579	0.3640289	0.4431860	0.8947712	0.4985470	0.5604278	0.0906732	0.6563725	0.2931962	0.7380964
300	0.6431397	0.2626840	0.3790224	0.6805031	0.5135097	0.5607845	0.0572667	0.5990816	0.2038880	0.6918082
350	0.6983211	0.3117351	0.4306084	0.8765051	0.4919606	0.6389998	0.0936849	0.7463186	0.2334308	0.7238144
400	0.5355359	0.2908934	0.4730234	0.6523717	0.4775206	0.5258002	0.0664886	0.6580723	0.3328513	0.5004887
450	0.6812334	0.3006491	0.2616391	0.7741727	0.4895420	0.5569656	0.0505831	0.6798617	0.2573567	0.7527304
500	0.5358323	0.2754121	0.3807368	0.6407081	0.5158102	0.5795819	0.0631285	0.6898479	0.1675562	0.6729580
550	0.6920931	0.2483104	0.5921846	0.6043751	0.4914813	0.4673665	0.1053633	0.6419192	0.2814819	0.6545821
600	0.5005394	0.3065058	0.4428803	0.6312114	0.5691795	0.4895621	0.1097796	0.7953125	0.2969869	0.6364967
650	0.6305330	0.3666157	0.4204399	0.6052195	0.5443315	0.5071267	0.0835862	0.6160346	0.2236373	0.7128168
700	0.5963750	0.4617661	0.3834022	0.5236183	0.4687648	0.3284187	0.0368293	0.7568128	0.2233383	0.7001071
750	0.5279734	0.5362266	0.4564101	0.6310837	0.4341181	0.3542023	0.0784474	0.7308233	0.2848144	0.8270301
800	0.7134389	0.5961291	0.3083721	0.5722349	0.3865914	0.3235469	0.0721492	0.6577456	0.2723197	0.8156352
850	0.5285837	0.6344678	0.3437918	0.4814797	0.4100333	0.2834194	0.1285065	0.7424530	0.2810847	0.7727601
900	0.6177716	0.7570346	0.3968834	0.5168584	0.3887513	0.2891200	0.1117722	0.6873566	0.1903455	0.8105666
950	0.6272724	0.6703599	0.2989171	0.5405002	0.3626107	0.2910214	0.1066847	0.5505303	0.2407803	0.9282327
1000	0.4708807	0.7260687	0.3062416	0.6082200	0.3851696	0.3614764	0.1394382	0.6213476	0.2142099	0.7324377

0	0.4448352	0.6790086	0.4014551	0.5727422	0.4323156	0.3391971	0.0817708	0.8386956	0.2422706	0.8271908
50	0.6299286	0.6788371	0.2486856	0.6627648	0.4162615	0.4038029	0.0633962	0.6397361	0.2683611	0.7509301
100	0.5244983	0.6288194	0.3254213	0.6379830	0.3318191	0.2956970	0.0652482	0.5871888	0.2678854	0.7465059
150	0.5344996	0.6129502	0.3418252	0.6716588	0.3230221	0.3393132	0.0772399	0.4426005	0.2141502	0.6834524
200	0.6220358	0.5906137	0.2261857	0.6816521	0.3806516	0.2869688	0.1068263	0.5624141	0.1850545	0.8995428
250	0.5674388	0.5392148	0.2421973	0.6010867	0.3286635	0.2897456	0.1001361	0.5226085	0.2563022	0.7468057
300	0.4956745	0.5222013	0.2704880	0.5828587	0.4489937	0.3966060	0.0791894	0.7141259	0.2272477	0.6248061
350	0.3836611	0.5970467	0.2298701	0.6460631	0.4050320	0.2323653	0.1541865	0.6884371	0.1978233	0.7134185
400	0.4831104	0.5997357	0.2486939	0.5772867	0.3482490	0.2939001	0.0878929	0.7030963	0.1895629	0.8300801
450	0.6612054	0.6347668	0.2298116	0.8614206	0.3615917	0.1811457	0.1281699	0.5330307	0.1955498	0.7345018
500	0.5690652	0.6870725	0.1674829	0.7531261	0.3249092	0.1401652	0.1782030	0.6427132	0.2289719	0.8272973
550	0.5428824	0.6502439	0.3105552	0.6981442	0.3763761	0.2540155	0.0870219	0.7331559	0.3605441	0.7924273
600	0.5734586	0.8898353	0.2898778	0.6176834	0.3787800	0.3385394	0.1102353	0.6308697	0.2393036	0.7025827
650	0.6479451	0.8546242	0.2586914	0.6147855	0.4725724	0.3293774	0.1089024	0.6777081	0.2471510	0.7818655
700	0.6298333	0.6965276	0.3406415	0.6947789	0.4212286	0.3003005	0.0896801	0.7822874	0.3107836	0.6718921
750	0.7145093	0.5039836	0.3669832	0.7967788	0.3727778	0.2818076	0.0894053	0.6803780	0.3125790	0.7177168
800	0.5558408	0.6635893	0.4083119	0.4651197	0.4592337	0.3213115	0.1532121	0.6738121	0.3931186	0.6941384
850	0.6182435	0.5556412	0.3541018	0.5806343	0.4993622	0.3136717	0.0886033	0.5911216	0.2677158	0.6798192
900	0.5897892	0.6926723	0.3839670	0.5350377	0.2866610	0.3475691	0.0945513	0.7819944	0.3389159	0.7408043
950	0.7289877	0.5910117	0.3733786	0.6531625	0.4421301	0.2518789	0.0896000	0.5968591	0.1756499	0.6315196
1000	0.7066823	0.6195246	0.3798293	0.3943715	0.3657161	0.2231320	0.0660596	0.6046269	0.1811822	0.7071220

0	0.4639196	0.4986418	0.4097595	0.6053726	0.4392506	0.2396209	0.0855737	0.7003445	0.2229259	0.8578312
50	0.5968565	0.6598065	0.3381089	0.5130573	0.4748664	0.2130591	0.0498908	0.5725991	0.3302362	0.4471813
100	0.6561747	0.7118291	0.3617946	0.5900057	0.6036858	0.3484113	0.0438746	0.6756464	0.2388994	0.5278885
150	0.6108553	0.6494498	0.3952055	0.5499075	0.6384413	0.1805227	0.0251615	0.7007466	0.2180024	0.3768133
200	0.5367807	0.6784757	0.4527413	0.5927261	0.7318300	0.2547305	0.0133341	0.6026827	0.2183329	0.3719442
250	0.6143898	0.5565862	0.4806352	0.6514700	0.6262389	0.1954319	0.0037356	0.7326567	0.1965008	0.3348118
300	0.6890918	0.5800170	0.6076876	0.6790516	0.5120143	0.4322430	0.0187621	0.7417565	0.1161047	0.3084529
350	0.5961222	0.8315311	0.4625943	0.5988692	0.6706151	0.2992797	0.0153471	0.6773212	0.1359593	0.3309265
400	0.6025798	0.8035861	0.6075104	0.6268655	0.6511156	0.3416492	0.0110055	0.6999661	0.1011034	0.3403571
450	0.6481883	0.7203675	0.4780128	0.5932618	0.6893851	0.3547079	0.0153290	0.8096078	0.2047551	0.3108001
500	0.6967551	0.5615974	0.5001156	0.6555815	0.6969388	0.2956275	0.0010203	0.6895553	0.1206626	0.4024224
550	0.6014591	0.6133741	0.5387216	0.7498452	0.4737568	0.3271831	0.0113462	0.6458052	0.2815420	0.4461895
600	0.6182015	0.5190259	0.3699074	0.6292203	0.4279529	0.3741909	0.0289455	0.5826616	0.1898624	0.8599867
650	0.5344641	0.6113633	0.3392706	0.6052221	0.3532756	0.2877835	0.0957697	0.6569377	0.2217487	0.7907313
700	0.4560616	0.7093034	0.3012109	0.5766292	0.3374579	0.1742092	0.1072126	0.5879840	0.3651580	0.6955807
750	0.4699403	0.7158190	0.2667069	0.6214607	0.5064591	0.3351654	0.0932001	0.7157205	0.2665709	0.8163579
800	0.6057794	0.6358376	0.2323466	0.5216050	0.4675650	0.2532945	0.0772189	0.6516524	0.2845427	0.7012307
850	0.5874293	0.5529026	0.3216690	0.5311183	0.4694708	0.2475697	0.0771779	0.6961070	0.3198266	0.7356787
900	0.5699386	0.5618806	0.3604972	0.6819780	0.4481866	0.2010736	0.1030658	0.6366332	0.3145285	0.7309783
950	0.4898455	0.6992764	0.3677152	0.6358703	0.3140783	0.2938411	0.0696311	0.6782645	0.3072094	0.8820176
1000	0.7117960	0.5920978	0.3415023	0.4902183	0.5189218	0.2958297	0.0778647	0.5449559	0.2659497	0.6935077

0	0.5804992	0.6833449	0.3355477	0.5401223	0.3782450	0.3284959	0.1033270	0.7144040	0.2053573	0.8243309
50	0.6026660	0.5205394	0.3339318	0.5064536	0.4699519	0.3169369	0.0569755	0.7874276	0.2542265	0.6036192
100	0.5527084	0.2922235	0.3924021	0.7647022	0.4674635	0.2670190	0.0269803	0.6990222	0.2640325	0.2619017
150	0.8221007	0.2346982	0.3570362	0.5659895	0.4525385	0.2491466	0.0235189	0.5476154	0.1558359	0.1663930
200	0.6340477	0.1749383	0.3245269	0.7614136	0.3729304	0.2357940	0.0211331	0.7059313	0.1338078	0.1467207
250	0.5535395	0.1684221	0.4341468	0.5242943	0.4556686	0.2404577	0.0315844	0.4929335	0.1452107	0.1489588
300	0.7185579	0.1389672	0.2494283	0.6604174	0.4256442	0.3154507	0.0580662	0.4913136	0.0772690	0.1047789
350	0.5449264	0.1866668	0.3058009	0.7267460	0.4603972	0.2514039	0.1118572	0.5467325	0.0609857	0.0801404
400	0.6202924	0.2078907	0.4077246	0.6495469	0.3944864	0.1363521	0.0635833	0.5618900	0.1083944	0.0943238
450	0.5976815	0.2059077	0.3365825	0.7292123	0.3888755	0.1775483	0.0777736	0.6165007	0.1302616	0.0929789
500	0.5453600	0.2518263	0.4178105	0.7555413	0.3071615	0.2682996	0.1139720	0.5500241	0.0667348	0.0646627
550	0.5791895	0.3921714	0.3666114	0.6035209	0.2569463	0.2747192	0.0559567	0.4339141	0.1278134	0.2928025
600	0.6948632	0.5678898	0.2903066	0.4571750	0.4365590	0.2830683	0.1142073	0.5472933	0.2363309	0.5063733
650	0.5670088	0.6370147	0.2732769	0.6194693	0.4713106	0.2705363	0.1401420	0.6841885	0.2657167	0.7436228
700	0.5495400	0.6615411	0.3522752	0.5592568	0.4530275	0.3615380	0.1279670	0.6280178	0.1974052	0.6402779
750	0.5750003	0.6194064	0.3066148	0.4468275	0.3891017	0.3095305	0.1013577	0.7638914	0.2506137	0.6808675
800	0.6169182	0.5770918	0.3176356	0.5418895	0.4561434	0.2481520	0.0659929	0.7525947	0.2628302	0.6941056
850	0.5162904	0.6046906	0.3377109	0.4517606	0.3306720	0.3452331	0.0940787	0.7637191	0.2436738	0.7500181
900	0.5903806	0.5660306	0.3579224	0.5743741	0.4931090	0.3125630	0.0992499	0.7049934	0.2494536	0.7519774
950	0.6733936	0.5884545	0.3178749	0.5167536	0.3874373	0.3352808	0.1093722	0.6523083	0.2301907	0.7134058
1000	0.6440059	0.6930902	0.3187761	0.5870801	0.3648064	0.3524824	0.0807163	0.6656477	0.3347028	0.7360331

0	0.5063739	0.6565612	0.3088982	0.7067358	0.4105873	0.3232673	0.0782980	0.7052494	0.2463194	0.8912564
50	0.4308615	0.5247942	0.4274548	0.5989313	0.5139540	0.3461930	0.1112304	0.6063189	0.1809236	0.7628032
100	0.3155784	0.4987451	0.5469578	0.4760799	0.4071191	0.3372472	0.0727988	0.7945841	0.2174017	0.7200078
150	0.3620092	0.4459953	0.4787947	0.6015130	0.5800132	0.3119243	0.1134080	0.7675080	0.2793215	0.6839669
200	0.3075123	0.5002850	0.5429863	0.5484358	0.4741062	0.4301323	0.0990065	0.6577551	0.1793264	0.5757037
250	0.4563720	0.6022772	0.5125223	0.5139721	0.4380208	0.3687683	0.1201610	0.4823053	0.2373648	0.6609311
300	0.3661141	0.5551681	0.5712253	0.6525712	0.3610224	0.4244089	0.1002053	0.6556948	0.2329841	0.7889343
350	0.4227951	0.3887666	0.5624529	0.4698685	0.3659393	0.4002626	0.1181031	0.5479899	0.2536095	0.6372486
400	0.3928047	0.4049057	0.6972688	0.6364561	0.4140559	0.3967958	0.1137132	0.6441560	0.1908289	0.8674352
450	0.3586414	0.4796960	0.5782174	0.5125095	0.4415595	0.4786213	0.0833861	0.7793412	0.2054031	0.7600498
500	0.4118857	0.4498873	0.5513071	0.5701625	0.4732243	0.5316610	0.0940053	0.7835707	0.2934300	0.6522369
550	0.5194579	0.4002682	0.5325460	0.5099652	0.4305470	0.4141105	0.1199965	0.7386994	0.2543993	0.8306864
600	0.5608734	0.4558948	0.4770222	0.6113235	0.4077633	0.3592397	0.1253012	0.6259391	0.2812630	0.8380149
650	0.6570524	0.5046405	0.3691452	0.8196144	0.3293497	0.4337312	0.0731546	0.6462313	0.3624281	0.7392807
700	0.5377198	0.5576958	0.2286100	0.6579468	0.3589130	0.3497191	0.1188779	0.7840512	0.2857892	0.8733469
750	0.6134097	0.7377903	0.2825168	0.5421405	0.4916223	0.3527140	0.0782529	0.7497946	0.2979670	0.6456663
800	0.7540558	0.6282229	0.3154850	0.6280939	0.5422437	0.2014129	0.0911486	0.7297136	0.3500648	0.6316564
850	0.4971437	0.6873862	0.4635178	0.5192399	0.4313208	0.2960299	0.0986678	0.7666045	0.3638736	0.8079787
900	0.5357742	0.7513977	0.4143406	0.6280093	0.4139283	0.2643038	0.0890911	0.8140841	0.3352257	0.7356686
950	0.4921658	0.7325025	0.3867791	0.5036378	0.3619810	0.3472384	0.1444656	0.8249889	0.2315892	0.8100928
1000	0.7267847	0.6690416	0.2815829	0.5797210	0.3082608	0.2662935	0.0630219	0.6676692	0.2727617	0.5553261

0	0.5502168	0.5627327	0.4465006	0.4876498	0.4896811	0.2995718	0.0943862	0.6024150	0.1744236	0.8613087
50	0.3860903	0.5791243	0.2698482	0.5899200	0.4183747	0.2688237	0.0480124	0.6006317	0.2520328	0.7074299
100	0.4112831	0.4715220	0.2417378	0.6047547	0.5709778	0.1753964	0.0845020	0.7454553	0.1462477	0.6320897
150	0.3094047	0.3702332	0.3053487	0.5686706	0.4439922	0.2156625	0.0745364	0.5773247	0.1916957	0.7207745
200	0.2588713	0.2911870	0.3272252	0.6812713	0.4677413	0.2139532	0.0975825	0.5964192	0.1769426	0.8121140
250	0.2728906	0.3677855	0.2716502	0.6568617	0.4523019	0.2026541	0.0895578	0.7608672	0.2735774	0.7131461
300	0.2704670	0.3231354	0.3478654	0.6298371	0.3983401	0.2872464	0.0508477	0.7522308	0.2027671	0.9106361
350	0.2403346	0.3875961	0.3483361	0.5240639	0.4300239	0.1896169	0.0472367	0.8140117	0.1993320	0.7622198
400	0.2969987	0.3176944	0.2806430	0.5240638	0.3878073	0.2282831	0.0350324	0.6556089	0.2209462	0.7842678
450	0.2475938	0.2667582	0.2046741	0.6091952	0.3982560	0.3120989	0.0294776	0.5696303	0.1968079	0.7370789
500	0.2895949	0.3090628	0.3556262	0.4453436	0.3381804	0.1190280	0.0572552	0.6328924	0.1707615	0.8180194
550	0.3298009	0.4858076	0.2644435	0.5705327	0.4884003	0.2043385	0.0922168	0.6636401	0.2334406	0.7638788
600	0.4062784	0.6019243	0.3391073	0.5386729	0.4083765	0.1923340	0.0835914	0.6842849	0.2727636	0.6019468
650	0.5393120	0.4997623	0.3488165	0.6621760	0.4615918	0.1974094	0.0666335	0.6963590	0.2442656	0.5911319
700	0.4749526	0.7405590	0.3991833	0.5820663	0.4634178	0.2070386	0.0736164	0.6487330	0.2932818	0.7500984
750	0.4892945	0.6327097	0.4004009	0.5605863	0.3053340	0.2674746	0.0867172	0.6330170	0.3095125	0.8591156
800	0.5653462	0.6581661	0.2645411	0.6315119	0.3606631	0.2776705	0.0465768	0.6154089	0.2879422	0.8165924
850	0.6055766	0.7890939	0.2375311	0.5900748	0.4341924	0.2515800	0.0448447	0.6115877	0.2754837	0.7684936
900	0.5743530	0.7164244	0.3014955	0.5632720	0.5770866	0.2457405	0.1232811	0.6637858	0.2885323	0.8937707
950	0.5329370	0.7341322	0.4426797	0.5202807	0.4679074	0.2849125	0.0749157	0.6459560	0.2738980	0.6734512
1000	0.5913380	0.6726733	0.3703618	0.5823198	0.3736253	0.2899718	0.0707134	0.7506537	0.2649079	0.8094424

0	0.5695138	0.6805669	0.4026653	0.5017135	0.3663362	0.2744017	0.0822495	0.6821152	0.2566247	0.6975999
50	0.5710083	0.5684233	0.3655909	0.5857466	0.4141251	0.3139874	0.0666591	0.7637432	0.2663393	0.6777903
100	0.4332935	0.5054760	0.4623446	0.5313461	0.5997035	0.5707695	0.0568606	0.7582389	0.3131287	0.6981973
150	0.6759192	0.4926290	0.5343324	0.5548897	0.3726600	0.6323520	0.1098435	0.6435364	0.2262219	0.8119368
200	0.6528872	0.4348860	0.4461007	0.6682790	0.3789871	0.5791522	0.1277461	0.7337284	0.2260391	0.6908371
250	0.6148229	0.2760082	0.4073431	0.5841933	0.3789871	0.7257277	0.1100856	0.6390805	0.2746621	0.7362479
300	0.6478365	0.2531106	0.4143902	0.4936478	0.3889227	0.6594505	0.0412208	0.6780884	0.2890685	0.6696973
350	0.6591071	0.3135629	0.4190062	0.5667772	0.3397534	0.8415767	0.0555732	0.7481654	0.2531015	0.8206455
400	0.5523154	0.2282150	0.4824831	0.4570269	0.4370571	0.7537770	0.0744686	0.9563883	0.2921714	0.8170534
450	0.5950814	0.3047663	0.4076027	0.5833830	0.4745759	0.5721250	0.0822260	0.5576447	0.3208478	0.8168262
500	0.5992316	0.1970708	0.4259166	0.6137611	0.3843476	0.6293220	0.0846795	0.7166321	0.2822165	0.7958938
550	0.6000892	0.2026815	0.4807020	0.5313562	0.4687817	0.5587835	0.0751511	0.7559704	0.2990205	0.6473630
600	0.6138441	0.3604095	0.3554705	0.3603422	0.4756842	0.4294425	0.0702647	0.6859674	0.3081355	0.7248100
650	0.5153901	0.4391825	0.4196398	0.4928342	0.4458184	0.3712569	0.0696752	0.7031004	0.2689012	0.6948361
700	0.6803543	0.4846662	0.3053460	0.5489833	0.4683287	0.3076413	0.0757288	0.5515325	0.2823002	0.7173316
750	0.6018482	0.5338077	0.3781765	0.5508270	0.4413970	0.3544638	0.0969196	0.7892095	0.2808495	0.7100356
800	0.5194894	0.5491511	0.3566496	0.5625565	0.5087639	0.3726518	0.1831070	0.7438339	0.3334480	0.6221833
850	0.6321837	0.4307760	0.2941127	0.5861598	0.4638546	0.3399306	0.0923843	0.6490322	0.2188066	0.7018062
900	0.5893608	0.5308833	0.4230338	0.7111425	0.4369506	0.3695835	0.1180836	0.6020686	0.2500629	0.6108042
950	0.5876114	0.6082335	0.3211814	0.6645204	0.5035301	0.3188834	0.1479668	0.6605499	0.2217479	0.5665040
1000	0.5444644	0.5563879	0.2401751	0.5585405	0.4025978	0.3348815	0.0872516	0.5844351	0.2926394	0.6413454

0	0.5414411	0.7061147	0.3776120	0.5220718	0.4181696	0.2737263	0.0814875	0.6457624	0.1775910	0.8550624
50	0.5617223	0.3845412	0.3888056	0.5909460	0.3452912	0.3047719	0.0790569	0.7085422	0.1908339	0.7612349
100	0.4615761	0.2820143	0.4775686	0.4365071	0.4407063	0.3474597	0.0705310	0.6702721	0.2909222	0.6861160
150	0.5702075	0.2596036	0.5223406	0.6004682	0.4186752	0.4389124	0.1343775	0.7003569	0.3367245	0.7764119
200	0.5517173	0.2419005	0.6863877	0.6163733	0.4278655	0.4724113	0.1230036	0.6430910	0.2617017	0.7006850
250	0.5720846	0.2117032	0.5872933	0.6212515	0.3640296	0.2897792	0.0467474	0.8792521	0.2592699	0.7606173
300	0.6015064	0.2948448	0.5625235	0.5074494	0.3950178	0.3347849	0.1302991	0.6643518	0.2812827	0.6621162
350	0.7057813	0.3172525	0.5842597	0.4688494	0.5322390	0.2827014	0.0614716	0.6359323	0.3111503	0.7308069
400	0.5704395	0.2559117	0.6824333	0.6824288	0.3854294	0.3192380	0.0674071	0.7020232	0.2657137	0.8599420
450	0.4927165	0.2723390	0.5709696	0.5274692	0.4047021	0.3276619	0.0638775	0.6400388	0.2288496	0.6791706
500	0.5928337	0.2141926	0.6135857	0.6288138	0.4000426	0.3716317	0.1140414	0.7356995	0.2551448	0.8829367
550	0.5230128	0.3564286	0.4461630	0.6175423	0.4796990	0.3398380	0.0964118	0.6172493	0.2882586	0.6854772
600	0.7474662	0.4876099	0.4210763	0.5802610	0.4724717	0.3063206	0.0561351	0.6285072	0.2281419	0.7082055
650	0.5680668	0.5425748	0.3444089	0.7214976	0.3860328	0.3053871	0.0466555	0.5581248	0.2649763	0.7387656
700	0.5919258	0.5442773	0.3367316	0.5349944	0.4120297	0.2408733	0.0465770	0.7008991	0.2541291	0.6817348
750	0.6181866	0.4985529	0.3208582	0.7715221	0.5022427	0.2270015	0.1068688	0.6258763	0.2972453	0.7202077
800	0.6419148	0.7084842	0.3168094	0.4961757	0.5467565	0.2594722	0.1051076	0.6992817	0.3649971	0.8333926
850	0.5607907	0.7954980	0.3667162	0.5976689	0.3385235	0.2799845	0.0613511	0.6731810	0.2746221	0.6393964
900	0.5592325	0.6698115	0.3397719	0.4493966	0.3933938	0.1897530	0.0590761	0.6108463	0.4114211	0.6465336
950	0.5315620	0.6902766	0.3481732	0.5840929	0.4592661	0.2274365	0.0814307	0.6039977	0.2050312	0.5844365
1000	0.5591821	0.7418790	0.2939202	0.6062063	0.2826396	0.2827494	0.0971646	0.6445503	0.3320793	0.6931594

0	0.5009882	0.6193775	0.3434581	0.5569896	0.4175057	0.2690266	0.0729280	0.6977704	0.1932173	0.7490535
50	0.4726807	0.5886012	0.3332017	0.5294483	0.4358487	0.3211082	0.1064810	0.7553605	0.2767312	0.7895655
100	0.5445105	0.6321196	0.2419365	0.5052253	0.3947276	0.5107221	0.0621824	0.6780650	0.1893292	0.7623935
150	0.7445836	0.5829621	0.2747689	0.5936311	0.4417418	0.5356196	0.0511472	0.6720039	0.2153689	0.7108555
200	0.6107838	0.4758294	0.3247168	0.5641452	0.4629226	0.5683101	0.0594722	0.7492660	0.1811585	0.6848783
250	0.6368828	0.3615652	0.3241320	0.5524358	0.3529031	0.5896631	0.0910511	0.6702569	0.2016475	0.6542173
300	0.6198055	0.3668630	0.3276289	0.5369011	0.4917451	0.5662988	0.2061615	0.7977999	0.2032709	0.5879652
350	0.6505683	0.3492932	0.3480903	0.4941503	0.3878106	0.5061172	0.0968768	0.7072010	0.2125015	0.7980655
400	0.6767193	0.4093019	0.3757258	0.5549504	0.4407336	0.5433021	0.0840110	0.6677289	0.2738012	0.7369002
450	0.6029852	0.4348291	0.4140035	0.4907689	0.3940472	0.5203865	0.0864276	0.6925444	0.2742223	0.8704635
500	0.5138430	0.3391457	0.3779527	0.6206459	0.4281761	0.5492355	0.1200879	0.6506064	0.3027138	0.7476555
550	0.5387289	0.3817921	0.3413795	0.6639571	0.5504387	0.4968198	0.0806279	0.5856844	0.2523909	0.8036099
600	0.5819284	0.3634964	0.4332397	0.5539193	0.3725274	0.5253801	0.1177852	0.7248054	0.3100197	0.6652399
650	0.6572930	0.4237221	0.3716809	0.5370669	0.4409294	0.4084437	0.1378760	0.6278988	0.1919821	0.6712290
700	0.5878899	0.4601884	0.3278722	0.6667141	0.3967858	0.2862477	0.0807998	0.6014266	0.1872220	0.6587804
750	0.5536429	0.4156610	0.2717591	0.6042925	0.5054571	0.3720396	0.0945894	0.8123063	0.2448638	0.6689736
800	0.5392648	0.6110805	0.2853962	0.6010280	0.3808314	0.2229914	0.0934245	0.6312061	0.2071232	0.7276917
850	0.5642995	0.6933382	0.4231243	0.5855079	0.4234141	0.2805912	0.1535574	0.7091981	0.2574236	0.6885212
900	0.4800066	0.6566075	0.3603056	0.6093526	0.3822185	0.3037689	0.0628910	0.6668929	0.3093081	0.8103755
950	0.4986232	0.6282622	0.3680318	0.5824588	0.3891939	0.3419805	0.0872000	0.6135717	0.2283085	0.8645602
1000	0.4286695	0.6449613	0.3204714	0.5578705	0.4396271	0.2995747	0.1068952	0.6710020	0.2562110	0.7329941

0	0.4941750	0.6553184	0.4095110	0.5716418	0.4455285	0.3191660	0.1172793	0.7041613	0.2105771	0.8464298
50	0.5273888	0.5700225	0.2527906	0.6212455	0.4191208	0.3706214	0.0705695	0.7812199	0.2683404	0.8098870
100	0.6294647	0.6471589	0.3525579	0.7050982	0.4380575	0.3571047	0.0251469	0.7489324	0.2697363	0.7564598
150	0.6304776	0.6252935	0.4203545	0.7555909	0.5111440	0.3083439	0.0511042	0.7606741	0.1924893	0.6969154
200	0.5708721	0.7232330	0.3723652	0.8028571	0.4227461	0.3896457	0.0416297	0.6802699	0.3385588	0.6103710
250	0.7410311	0.8044181	0.3894707	0.8126958	0.3990689	0.3143825	0.0144799	0.6720638	0.2216345	0.6700216
300	0.5784129	0.5785452	0.3121546	0.8190628	0.4271097	0.2533089	0.0365942	0.6617599	0.3064355	0.7230250
350	0.6297861	0.6069219	0.2507400	0.7022116	0.3498034	0.2797566	0.0174942	0.7177997	0.2676592	0.6500220
