"Time"	YIL101C	YPL202C	YML007W	YKL185W	YLR131C	YIL131C	YDR501W	YNL216W	YBR049C	YDL020C

0	0.5885938	0.0736677	0.5102943	0.6452996	0.6746807	0.2915588	0.3011034	0.5087920	0.7614043	0.0111399
50	0.7439617	0.0313992	0.8781892	0.6769736	0.4787191	0.4314080	0.3294333	0.7169424	0.5446391	0.0198427
100	0.9199533	0.0511026	0.3940045	0.4731642	0.4304314	0.4320855	0.2533242	0.5291027	0.3068159	0.0054688
150	0.5368543	0.0466924	0.4976904	0.4784855	0.4742207	0.4314916	0.3510825	0.5409826	0.2427191	0.0022673
200	0.6894826	0.0266779	0.4845605	0.4067340	0.5601640	0.4032574	0.2324572	0.5051733	0.1363719	0.0011532
250	0.7244291	0.0445991	0.4797517	0.4085020	0.4164877	0.3989964	0.3454313	0.5086044	0.1421522	0.0017743
300	0.7677684	0.0392191	0.4312816	0.4928062	0.5049350	0.4389238	0.3871388	0.4936821	0.1298096	0.0039104
350	0.6096459	0.0460715	0.5461224	0.4264955	0.4445758	0.4163049	0.3234573	0.3490819	0.1203060	0.0006291
400	0.5594409	0.0353816	0.5865305	0.5125620	0.7116498	0.3365796	0.2855430	0.4017245	0.0961220	0.0001809
450	0.5896781	0.0268510	0.3942631	0.4960221	0.5652049	0.3787397	0.5466601	0.3150661	0.1419541	0.0001853
500	0.6379854	0.0195573	0.5248065	0.4158486	0.5042304	0.3644162	0.3263156	0.4104368	0.2092435	0.0000000
550	0.7343182	0.0304424	0.5843580	0.5128874	0.5688492	0.3670580	0.4516676	0.3914459	0.3616500	0.0076831
600	0.6188143	0.0480092	0.5018784	0.4048926	0.5320958	0.4325035	0.4809387	0.3389237	0.5815299	0.0335885
650	0.7398605	0.0508672	0.5307008	0.5179249	0.4401392	0.4982572	0.4493360	0.5021886	0.6938614	0.0439928
700	0.7439598	0.1262870	0.6925333	0.4570743	0.3734881	0.5862723	0.4868218	0.5923014	0.8954924	0.0377940
750	0.7043787	0.0655231	0.4930294	0.4428599	0.4301474	0.3960669	0.4275412	0.4681571	0.6638876	0.0089843
800	0.7085793	0.0732255	0.5157726	0.5054762	0.4016228	0.4353227	0.4076806	0.5826056	0.7044293	0.0285123
850	0.6029927	0.0901317	0.4295445	0.4430205	0.4825805	0.3757176	0.2877021	0.5892572	0.6963621	0.0286509
900	0.6761296	0.0590063	0.4522053	0.4257794	0.6363570	0.4070762	0.3694820	0.5533943	0.8446068	0.0362439
950	0.7666641	0.0384639	0.5248445	0.4907436	0.5473487	0.4496699	0.4229735	0.6824064	0.7173599	0.0299775
1000	0.7192911	0.0405513	0.5794001	0.5069833	0.5834043	0.4036024	0.3376800	0.6852178	0.6474948	0.0595234

0	0.6769562	0.0577765	0.5418071	0.6297106	0.7245440	0.3659608	0.2740288	0.5619156	0.8073368	0.0147902
50	0.7332071	0.0279259	0.4769082	0.5256103	0.7139587	0.4495657	0.1962490	0.6182562	0.7473603	0.0102124
100	0.6178303	0.0494998	0.4604067	0.7078426	0.5807257	0.6654747	0.1242768	0.6207081	0.7052876	0.0076434
150	0.7719018	0.0843205	0.6599697	0.7392112	0.4109837	0.8146698	0.1257670	0.5628379	0.8326260	0.0084059
200	0.6141402	0.0436313	0.6027312	0.6570286	0.2962269	0.6811386	0.1376437	0.6678604	0.6332399	0.0102342
250	0.5813042	0.0546149	0.4714259	0.6766345	0.3329174	0.6694727	0.1804208	0.6033274	0.8016965	0.0134447
300	0.7577691	0.0479240	0.4221353	0.6652232	0.2746492	0.5632862	0.1377715	0.4978685	0.7247781	0.0029961
350	0.6167264	0.0557868	0.5473278	0.6505767	0.3334931	0.6774348	0.1527881	0.5467908	0.9321315	0.0020735
400	0.6482849	0.0493604	0.4343993	0.7587965	0.4213146	0.6128116	0.1797507	0.5612518	0.7525139	0.0033866
