YKR034W	YCL067C	YJL110C	YFL021W	YDR146C	YHR084W	YBR083W	YLR256W	YBR112C	YNL068C
0.3870374	0.0579392	0.3321118	0.9312506	0.7211396	1.0196866	0.0415454	0.8558450	1.0899435	0.9623710
0.6219762	0.1304469	0.5020252	0.6600816	0.6886506	1.0499006	0.0591126	0.9179521	1.0317644	1.0727708
0.7411097	0.1672821	0.3297429	0.7298961	0.7062016	1.0222555	0.0338410	0.8103475	1.0319654	0.9621488
0.4734235	0.5251359	0.8539926	0.4576498	0.6270877	1.0062122	0.0725076	0.9353841	0.9963849	0.9835951
0.6078379	0.2380252	0.6194484	0.5484268	0.4122770	1.0706572	0.0380229	0.8627636	0.9866826	1.0855051
0.6437969	0.2342196	0.5007791	0.7071491	0.3215319	0.5206139	0.0754222	0.8359083	1.0275756	1.0526114
0.6729531	0.2131455	0.3972822	0.7782456	0.7079576	1.1620700	0.0241862	0.9040572	1.1018195	1.0232517
0.6322996	0.2673429	0.5319991	0.6157023	0.7130874	0.9118678	0.0446741	0.4078121	0.9436508	1.0104163
0.5934186	0.2636391	0.5358796	0.6510243	0.6266384	0.9597633	0.0735404	0.4331343	0.4845942	1.0357128
0.6908943	0.3176240	0.4892970	1.0485980	0.3169516	1.0218724	0.0442874	0.8585299	1.0745816	0.5394074
