YKL015W	YKL109W	YGL035C	YGL209W	YCR065W	YER040W	YEL009C	YDR259C	YPL177C	YML099C
0.0514499	0.0000000	1.0899423	0.0865993	0.1300011	0.0313296	0.0000000	0.8738907	0.1217693	0.9909911
0.0656606	0.0635855	0.0000000	0.0000000	1.0645721	0.5337164	0.9128435	0.9805333	0.1020741	0.9849663
0.2658266	0.6294713	0.0000000	0.5695386	1.1062744	0.7006346	1.0118647	0.0000000	0.0879252	0.9165261
0.3255859	0.9045967	0.9940995	0.0000000	0.9924591	0.7764678	1.0696838	0.0000000	0.0692147	1.0758596
0.3011674	0.9922235	0.9184008	0.0440967	0.0105627	0.0000000	1.0351795	0.0000000	0.1113681	1.0685532
