YOR344C	YMR037C	YGL162W	YPR065W	YHL027W	YBR182C	YIL101C	YPL202C	YML007W	YKL185W
0.8853898	0.4503183	0.2971488	0.8523107	0.4438233	0.6371513	0.4624183	0.0550787	0.2661571	0.5448543
0.8753927	0.3794641	0.4251459	0.6369663	0.7603706	0.4492962	0.8250701	0.4340643	0.5408692	0.6391901
1.0394407	0.4924343	0.2950861	0.8602916	0.6629605	0.4514122	0.7813402	0.0358708	0.3209591	0.6964932
0.9099193	0.3184936	0.5499442	0.3135676	0.4165147	0.5565364	1.0235334	0.0732515	0.5337059	0.6199204
0.8715735	0.3899922	0.3745101	0.7190712	0.2054592	0.9671539	0.4465205	0.1132028	0.2406629	0.4430980
0.8806970	0.4609909	0.4498930	0.4703838	0.3480413	0.7348307	0.3484740	0.3676938	0.7135729	0.2023327
0.9388855	0.5136881	0.2127709	0.7783970	0.5252273	0.6828229	0.7143670	0.0954703	0.3229479	0.5950378
0.9317763	0.3289960	0.2649375	0.8575475	0.2047010	0.7721804	0.6036690	0.0028786	0.2127633	0.5014121
0.8644145	0.3758666	0.4245959	0.6548319	0.9192944	0.2715197	0.8777236	0.0026147	0.2135366	0.7760289
0.7492988	0.2657695	0.7195292	0.4698834	0.4544850	0.6275640	0.8975019	0.3203778	0.4743164	0.5579980
