YKL062W	YDR216W	YDR451C	YMR016C	YNL167C	YGL181W	YGL071W	YKL015W	YKL109W	YGL035C
0.0000000	0.1097245	0.1650852	0.2227473	0.1556913	0.4022035	0.0762260	0.0030773	0.6291120	0.5761031
0.1305528	0.0000000	0.0742351	0.1086863	0.1835977	0.4150318	0.0355814	0.0058074	0.7582042	0.6323527
0.0859843	0.0645659	0.0000000	0.2106691	0.1654513	0.3516470	0.0340463	0.0274740	0.6901217	0.6651098
0.0159546	0.0274153	0.0198780	0.0000000	0.1791980	0.4435776	0.0637555	0.0042520	0.5442262	0.6506338
0.4066698	0.4572542	0.6929593	0.7653298	0.0000000	0.6624962	0.4181767	0.4822354	0.1534780	0.7934372
0.4728952	0.4688287	0.8640592	0.5943131	0.0115749	0.0000000	0.3087189	0.4042274	0.2212229	0.7176216
0.2700717	0.3230996	0.5682584	0.3697007	0.0051938	0.1261099	0.0000000	0.0108638	0.4855846	0.7002837
0.1807453	0.0551890	0.1027666	0.1437324	0.1508856	0.3735645	0.0931665	0.0000000	0.6567742	0.7805459
0.1053013	0.0671616	0.0747915	0.1192154	0.1391215	0.5492656	0.1139200	0.3177783	0.0000000	0.7520146
0.1769994	0.0430738	0.0508575	0.2347812	0.1730918	0.3650200	0.0767166	0.0025242	0.6619148	0.0000000
