"Time"	YFL021W	YDR146C	YHR084W	YBR083W	YLR256W	YBR112C	YNL068C	YIR023W	YKL112W	YML027W
0	0.8362583	0.2185557	0.4105380	0.5864133	0.4423739	1.0961662	0.9962814	0.4564024	1.0415322	1.0313242
50	0.7438923	0.2800552	0.5068757	0.5326240	0.4542195	0.9211309	0.9205721	0.4325840	0.9623073	1.0344457
100	0.7430493	0.2804416	0.3753454	0.6803418	0.4685886	0.7690326	0.9999920	0.3200140	0.7743988	0.9412786
150	0.7081031	0.2824611	0.2832007	0.7652988	0.5125362	0.6676850	0.9345606	0.2982744	0.6590572	1.0295892
200	0.8430892	0.2198830	0.1885552	0.7826150	0.6032996	0.6378519	0.9544101	0.3158890	0.6401065	1.0564946
250	0.8186576	0.1470251	0.1926065	0.6965910	0.6354349	0.6904853	0.9437830	0.3400030	0.6169426	1.0398404
300	0.8278762	0.1015387	0.1706366	0.8361314	0.6379202	0.6737737	0.8534469	0.3832286	0.6492429	1.0578327
350	0.7628347	0.0598075	0.1323037	0.7979003	0.5836155	0.7173045	1.0216825	0.3897363	0.7437530	1.0587346
400	0.7286441	0.0624297	0.1008966	0.7705113	0.6073303	0.7579186	1.0445298	0.3120524	0.6527828	0.8952095
450	0.6840957	0.0341479	0.1065117	0.8793264	0.6071295	0.8116864	0.9474534	0.4101688	0.5705310	1.0121657
500	0.7454004	0.0421028	0.1366037	0.7652460	0.5894195	0.7020058	1.0638450	0.4709231	0.5431332	0.9946627
550	0.7354338	0.0354932	0.1322132	0.7067137	0.6326330	0.8136902	1.0782485	0.5943518	0.7248046	0.9647441
600	0.6764708	0.0555476	0.1431852	0.6561219	0.6550797	0.8818028	1.0352904	0.6247050	0.9389116	0.9839665
650	0.5677265	0.0573734	0.2160490	0.6195640	0.5557788	0.8932179	1.0156092	0.5920730	1.1612660	0.9241182
700	0.5848577	0.0667613	0.2696135	0.5350039	0.5670829	0.8448507	1.0028817	0.5346628	1.0470382	0.9408603
750	0.5632516	0.1556629	0.3785218	0.5145156	0.5508334	0.9017336	0.9768708	0.4899214	1.0490015	1.0294401
800	0.6466116	0.2316048	0.4027087	0.4419638	0.4358382	1.0000855	1.0557483	0.4671199	1.0529602	1.0389545
850	0.6843570	0.1994681	0.4464957	0.4858212	0.4232008	1.0593918	0.9885357	0.5117514	1.0489786	0.9746598
900	0.7147178	0.1969101	0.5028964	0.4677505	0.4105076	0.9874126	1.0303616	0.5185335	1.0785418	1.0267095
950	0.6966068	0.1752765	0.4960076	0.5082596	0.4806442	0.9315420	1.0912527	0.4890165	1.0312993	1.1368720
1000	0.7015571	0.2068823	0.4603889	0.5548326	0.5495770	0.9551824	1.1466085	0.4858998	1.0446206	0.9262859

0	0.8362583	0.2185557	0.4105380	0.5864133	0.4423739	1.0961662	0.9962814	0.4564024	1.0415322	1.0313242
50	0.6449216	0.2165766	0.5090347	0.4121930	0.3352339	0.6808046	0.9203106	0.4767887	1.0447405	1.0027038
100	0.7626878	0.2432361	0.5197312	0.3978559	0.2096058	0.4111877	0.9678507	0.4945530	1.0707510	0.9607867
150	0.8326124	0.1997853	0.6302069	0.3706970	0.2228433	0.2572573	0.8354816	0.5169369	1.1194094	1.0023213
200	0.8944354	0.2129736	0.6955299	0.2806423	0.2685851	0.2352146	0.9987644	0.5435800	1.0661529	1.1401942
250	0.9218397	0.2798303	0.7893503	0.4054667	0.2782144	0.2073211	0.9151335	0.4050007	1.0871057	1.0309310
300	0.9433629	0.2826369	0.6891101	0.5103775	0.2087575	0.1866271	0.9307102	0.4661013	1.0078285	1.0647725
350	0.9207142	0.2924163	0.6002367	0.5375064	0.2444015	0.1706575	1.0945880	0.5143517	0.9453519	1.0095763
400	0.8811328	0.2665830	0.4569031	0.4708463	0.2541643	0.1440909	1.0238892	0.4741301	0.9976679	1.0099757
450	0.8538747	0.3124114	0.4228849	0.4411520	0.2372260	0.1380897	0.9797480	0.4700100	1.0591031	0.9562390
500	0.7941766	0.2357468	0.5631960	0.3993279	0.2590523	0.1767042	0.9422890	0.4947418	1.0648206	0.9559144
550	0.8250649	0.2475527	0.6489619	0.3256298	0.5060981	0.5265017	1.0526870	0.5302439	0.9931454	1.0370972
600	0.7603533	0.2947075	0.6731778	0.4999853	0.5793008	0.8194618	0.9959218	0.4824118	1.1108921	0.9976687
650	0.7063271	0.3593758	0.4556214	0.5693638	0.6504626	0.8510225	1.0064256	0.4664858	1.1249739	1.0349850
700	0.7163859	0.3116567	0.4158677	0.5668746	0.5926752	0.9623282	0.9957805	0.4652847	1.1702817	1.0390710
750	0.7254072	0.3067866	0.4049476	0.5584691	0.4889227	1.1150038	0.9566201	0.4859336	1.1417668	1.1153484
800	0.6754500	0.2640238	0.3617754	0.5099960	0.4707535	1.1180975	1.0752541	0.4831329	1.0614106	1.0437729
850	0.6845964	0.2689339	0.3726435	0.4720211	0.5028371	1.0960249	1.0043754	0.4022481	1.1165614	1.0145095
900	0.7618379	0.1902768	0.4368128	0.5144488	0.4353371	1.1125493	1.0015762	0.5393702	1.0213212	0.9108917
950	0.8217208	0.2034112	0.4513769	0.5700950	0.4163124	1.0826395	1.0373500	0.4834946	1.0283201	0.9306012
1000	0.7374543	0.2135042	0.3335804	0.5747558	0.4786942	1.0223229	0.9225085	0.5016822	1.0023730	0.9887270

0	0.8362583	0.2185557	0.4105380	0.5864133	0.4423739	1.0961662	0.9962814	0.4564024	1.0415322	1.0313242
50	0.6874462	0.2184257	0.4526140	0.4515947	0.3801556	1.0697141	0.8015976	0.4955685	1.0292772	0.6368255
100	0.7251011	0.2695801	0.5239493	0.4725203	0.2932119	0.9455191	0.6515270	0.5450167	1.0128197	0.2898462
150	0.6985127	0.3234509	0.5346726	0.4816301	0.3218695	0.9775851	0.5612119	0.5003853	1.0649455	0.1169085
200	0.7410727	0.3880722	0.4713621	0.4093570	0.3388287	1.0756717	0.4683715	0.5046841	0.9494984	0.0515591
250	0.7626076	0.4988042	0.5393343	0.3694885	0.2566018	1.0637995	0.4749534	0.5480015	0.9932100	0.0315272
300	0.7588621	0.4864547	0.7020283	0.3658995	0.2400649	0.9585677	0.4052209	0.4703015	0.9316504	0.0223707
350	0.7618063	0.5318332	0.6369229	0.3591978	0.2532271	0.9081604	0.4459617	0.5609434	0.8103820	0.0232215
400	0.8125763	0.5508128	0.6991171	0.3983606	0.2689344	0.9079052	0.4135498	0.5385399	0.9672859	0.0263515
450	0.7160710	0.6017117	0.6401927	0.4263953	0.3283668	0.9261024	0.4891334	0.5759283	1.0224201	0.0188468
500	0.7059293	0.5344991	0.6507094	0.4466737	0.2924931	0.9407547	0.4736279	0.5559864	1.0338679	0.0112421
550	0.8043737	0.4674157	0.6082738	0.5190293	0.4117691	0.9819642	0.7452551	0.5306639	0.9674722	0.3957560
600	0.7619209	0.3467910	0.4671788	0.5018653	0.5111806	1.0517503	1.0496205	0.5846948	0.9695448	0.6637872
650	0.7623750	0.2981741	0.3447966	0.5528555	0.4637172	1.0066408	0.9371363	0.5247268	1.0070557	0.9162997
700	0.7192153	0.2442973	0.3095093	0.5497648	0.4731473	0.9576786	0.9267733	0.4554509	1.0691499	1.0222764
750	0.7492469	0.1995730	0.3624127	0.5394399	0.4885875	0.8902371	0.9483246	0.4655802	1.0792189	0.9892777
800	0.8254866	0.2122000	0.3925371	0.4834183	0.5178275	1.0026184	1.0106055	0.4098242	1.0410895	1.0328281
850	0.7687333	0.2078797	0.4699439	0.5600824	0.4673484	1.0926958	0.9955326	0.4410705	1.0183235	0.9937558
900	0.7061693	0.2216804	0.4571103	0.5715189	0.5229702	1.0461670	1.0447371	0.5247483	1.0184111	0.9841825
950	0.6876782	0.2319547	0.4387149	0.4575447	0.4356564	1.0886046	0.9346101	0.5476651	1.0102235	0.9852283
1000	0.6325959	0.2366489	0.4555874	0.3719588	0.4355285	0.9970792	0.9496098	0.5404405	0.9535426	1.0016233

0	0.8362583	0.2185557	0.4105380	0.5864133	0.4423739	1.0961662	0.9962814	0.4564024	1.0415322	1.0313242
50	0.6913951	0.2681908	0.3980915	0.4327600	0.3184573	1.0048701	1.0839855	0.5424640	1.0269726	0.8598209
100	0.6571528	0.2534775	0.4074399	0.3512264	0.1887305	0.8914424	1.0376318	0.4455752	0.9805247	0.8723670
150	0.6511035	0.2119166	0.4623415	0.2776736	0.1591424	0.9204355	1.0169055	0.4837236	1.0434480	0.8204421
200	0.6977531	0.2737862	0.4961038	0.2834631	0.1460304	0.9339747	0.9848914	0.4637597	1.1030820	0.7335720
250	0.7134175	0.2731029	0.5368753	0.2642660	0.1645192	0.8677983	0.9813708	0.4980587	1.0460286	0.7783435
300	0.7211666	0.2726020	0.5520667	0.2879124	0.1766166	0.8149624	0.9572507	0.5678919	0.9575553	0.8267605
350	0.7785122	0.3071323	0.6351876	0.3927487	0.2327356	0.8757843	1.0100338	0.5919163	0.9084036	0.7604767
400	0.7990983	0.2919414	0.5219713	0.4147251	0.1937085	0.8126749	1.0809565	0.5315143	1.0115972	0.8253871
450	0.8353365	0.3117443	0.4944995	0.4016812	0.1762275	0.8011934	1.0044227	0.4952893	1.0481033	0.6941817
500	0.8308306	0.2861425	0.4923285	0.3447194	0.1557380	0.8559304	1.1284917	0.4538246	1.0302447	0.7208645
550	0.8101297	0.2614583	0.5973334	0.3230520	0.3203101	0.8578446	1.0855629	0.4645934	1.0416996	0.8131825
600	0.8140967	0.2176776	0.7100723	0.4262159	0.4610686	0.9146431	1.0548195	0.4557405	1.0399447	0.9198126
650	0.7364054	0.2633295	0.6981542	0.6214377	0.5103306	0.9637227	0.9735250	0.5402465	1.0689322	0.9183229
700	0.7479419	0.2496392	0.4523316	0.6668714	0.5504467	0.9271835	1.0831223	0.5819955	0.9649474	0.8790428
750	0.6621910	0.2461098	0.3285422	0.5481292	0.4818606	0.8812131	1.0610737	0.4977895	1.0160963	0.9665461
800	0.6842895	0.2183287	0.3516973	0.4589320	0.5563361	0.9448261	0.9526000	0.5343145	0.9200979	0.9940662
850	0.6909788	0.2062599	0.3704962	0.4892182	0.5225387	1.0363257	1.0434529	0.4962173	0.8387730	1.0142494
900	0.7731375	0.2891499	0.3635028	0.5026220	0.4846800	1.0105288	1.0042785	0.5841248	0.9120291	1.0373988
950	0.6936800	0.2232778	0.4505990	0.4951289	0.4545965	1.0876944	0.9419449	0.5882470	1.0064368	1.0297871
1000	0.7353099	0.2504340	0.4431342	0.5312779	0.4340758	1.0718723	0.9945645	0.5080837	1.0999078	1.0118003

0	0.8362583	0.2185557	0.4105380	0.5864133	0.4423739	1.0961662	0.9962814	0.4564024	1.0415322	1.0313242
50	0.7789800	0.1345782	0.5256416	0.5328767	0.4384193	1.1587855	1.0160643	0.4549858	1.0568332	0.7019541
100	0.6760671	0.0806537	0.4329910	0.7448384	0.4668575	1.1276697	1.0087377	0.3837627	0.9889192	0.4548756
150	0.6878954	0.0474602	0.2438744	0.8040488	0.4201811	1.0678488	0.9826530	0.3655251	0.9354271	0.2634528
200	0.7875553	0.0233833	0.2240748	0.8166245	0.4767633	0.9525597	1.0139245	0.5415711	0.9848781	0.1553316
250	0.6759135	0.0223192	0.1828499	0.7976468	0.4505741	1.0502675	0.8889579	0.5402413	0.9445517	0.1615347
300	0.6367575	0.0131126	0.1530444	0.8970533	0.4901016	0.9829270	0.9916937	0.4769868	0.9788373	0.1738950
350	0.7348304	0.0141931	0.1019365	0.8369314	0.4618697	1.1235747	0.9743971	0.4890227	1.0185469	0.1645067
400	0.7191022	0.0019369	0.1143104	0.8201867	0.5200714	1.0065308	0.9682443	0.4603999	1.0876367	0.1393516
450	0.6975196	0.0040688	0.1178563	0.7899327	0.4030505	1.0727230	1.0386463	0.4587358	1.0276248	0.1369395
500	0.7311855	0.0020655	0.1261474	0.8343305	0.4745106	1.0420291	1.0052809	0.5655827	1.0303589	0.1207847
550	0.6400362	0.0164305	0.1072845	0.6985028	0.5136230	1.0499563	0.8547911	0.5040670	1.0769525	0.5201624
600	0.5872966	0.0358547	0.1815057	0.5983292	0.5061058	1.0132633	1.0084958	0.4860138	1.0385215	0.7674300
650	0.6479363	0.0762080	0.2495652	0.5652678	0.5192441	0.9737290	0.9028231	0.5196240	1.1059242	0.8718122
700	0.6404049	0.1505692	0.3194374	0.4981447	0.5543702	0.9989066	0.9080511	0.5365061	1.0726947	0.9057039
750	0.6437914	0.2148356	0.4006852	0.4017394	0.4456008	0.9221897	0.9606940	0.5019478	1.0320864	1.0743779
800	0.7683889	0.2233484	0.4809885	0.4746747	0.5012725	0.9969257	1.0418602	0.4816761	1.0255227	1.0941212
850	0.7302737	0.2407945	0.4981187	0.5115060	0.5028126	1.0557830	0.9930440	0.4987612	1.0767079	1.0497712
900	0.7481338	0.2125885	0.4153734	0.5213069	0.5039727	1.0168013	0.9682600	0.4715243	0.9206936	1.0601104
950	0.8070305	0.2185541	0.4167059	0.5235066	0.5278341	0.9961877	0.9022372	0.4689924	0.9485145	0.9133900
1000	0.6912237	0.2182384	0.3817783	0.5100302	0.4597923	1.0395565	1.0453688	0.5007164	1.0429920	0.9848115

0	0.8362583	0.2185557	0.4105380	0.5864133	0.4423739	1.0961662	0.9962814	0.4564024	1.0415322	1.0313242
50	0.7568568	0.2544672	0.4651712	0.4822899	0.3609472	0.9979397	1.0193199	0.3560171	0.9534886	0.9355852
100	0.6975139	0.2149665	0.4575794	0.5140262	0.5364224	0.9091545	0.9217720	0.2707040	0.9323956	0.7347824
150	0.7420203	0.2398686	0.4282498	0.7807382	0.5474130	0.9188865	1.0196289	0.2381423	1.0037258	0.6351204
200	0.8341905	0.2374453	0.2993519	0.8366878	0.4895904	0.9211785	1.0497118	0.2576199	1.0182334	0.5529879
250	0.8836415	0.1952778	0.2005805	0.7651672	0.4580789	0.9743147	0.9960057	0.2432467	0.9536939	0.6458865
300	0.8045493	0.1450869	0.2021348	0.7454830	0.5494724	1.0124278	0.9749987	0.2344449	0.9886155	0.5986327
350	0.8115200	0.1174625	0.1746568	0.7499178	0.5559585	0.9629060	1.0176256	0.2530287	0.9429706	0.6391171
400	0.8165956	0.0875570	0.1729790	0.8022974	0.5222733	0.9884624	1.0034990	0.2683946	0.9488190	0.5206073
450	0.7921650	0.1228149	0.1430530	0.6899710	0.5302241	0.9751597	0.9818447	0.3166035	1.0040476	0.6250945
500	0.7436201	0.0774249	0.1478491	0.8024903	0.5059052	0.9908729	1.0982143	0.2653378	1.0294083	0.7044167
550	0.7522342	0.0694538	0.1815505	0.6726078	0.5549340	1.1641299	1.0503148	0.3267933	1.0283428	0.7588105
600	0.7614057	0.0807648	0.2056633	0.5333067	0.4478055	1.0838033	1.0182190	0.4595935	0.9146062	0.8534191
650	0.7670352	0.1192473	0.3812586	0.4053985	0.4534815	0.9340850	0.9676057	0.4836729	0.9501264	0.9679574
700	0.7370019	0.1553487	0.5375419	0.4243564	0.5546054	0.8788220	1.0111046	0.5703465	0.9257311	0.9776803
750	0.7321372	0.2246034	0.5244368	0.4448125	0.6121615	0.8707912	0.9305439	0.5220872	0.9107226	1.0400982
800	0.7290136	0.2475320	0.6312187	0.5697254	0.5396603	0.9826486	0.9268702	0.4946094	1.0308794	1.0828654
850	0.6583706	0.2699051	0.4811265	0.5390799	0.4527218	0.9814344	0.9783860	0.4224404	0.8755802	1.0017022
900	0.6875055	0.2039795	0.3665388	0.4839452	0.4554302	1.1009949	1.0871231	0.5078797	1.0359306	1.0875074
950	0.6635752	0.2649317	0.3751002	0.4704444	0.3654086	1.0602787	1.0230522	0.4265814	1.0518117	1.1432146
1000	0.6972509	0.2865480	0.4524364	0.4191732	0.3806560	1.0343303	0.9701188	0.5780153	0.9653214	0.9832542

0	0.8362583	0.2185557	0.4105380	0.5864133	0.4423739	1.0961662	0.9962814	0.4564024	1.0415322	1.0313242
50	0.7629829	0.2405822	0.4172244	0.5306626	0.4537614	1.0304314	0.6741270	0.2780431	0.7845590	0.9919016
100	0.8467285	0.3224891	0.4140492	0.4828668	0.4442174	0.9662139	0.3525839	0.1131085	0.5349268	0.9005808
150	0.8114146	0.4704482	0.5219625	0.4428441	0.4999901	0.9086021	0.2659759	0.0605854	0.3243209	1.0061046
200	0.7859615	0.6416328	0.4841317	0.5223441	0.4261846	0.9782578	0.2138746	0.0557434	0.2428663	1.0326685
250	0.8675606	0.7759911	0.4240828	0.5783648	0.5435173	1.0202206	0.2239984	0.0572138	0.2875048	0.9362693
300	0.9185015	0.8188534	0.4095219	0.5520570	0.4375719	1.0659425	0.1820030	0.0731736	0.2497468	0.9452281
350	0.9438571	0.8604204	0.3862930	0.5307984	0.4682753	0.9543438	0.1662242	0.0461754	0.2316821	0.9858847
400	0.9485633	0.8090349	0.4272938	0.4793569	0.4792405	0.9594560	0.2325553	0.0640246	0.1885594	1.0124919
450	0.9439805	0.8351113	0.3877344	0.4734170	0.5041157	0.9685065	0.2826937	0.0556097	0.2447647	1.0435616
500	0.8832241	0.7899667	0.3844461	0.4392914	0.4706460	1.0452175	0.2497218	0.0804330	0.2174319	1.0560092
550	0.9535961	0.7215445	0.3863561	0.4414222	0.4744496	1.0261489	0.5574841	0.4650173	0.4557666	0.9852190
600	0.9525401	0.5380307	0.3757836	0.4582009	0.4939073	0.9661606	0.7987920	0.6458157	0.7811377	1.0808915
650	0.8975991	0.3493135	0.4771970	0.4456905	0.5158648	0.9398853	0.9532763	0.6438333	0.9171988	1.0488307
700	0.8207384	0.3039294	0.4143558	0.4807563	0.5230263	0.9152834	0.9129849	0.5545307	1.0161775	0.9517072
750	0.6884109	0.2566693	0.4963815	0.5477382	0.4316138	1.0197192	1.0406034	0.6166561	0.9616959	1.0608470
800	0.6758312	0.2738856	0.4286392	0.4725181	0.5059024	0.9652664	1.0033459	0.4947465	0.9146054	0.9850279
850	0.7085968	0.2657840	0.4676786	0.4937951	0.3907171	1.0215099	1.0068567	0.4784951	1.0288119	1.0272273
900	0.7348692	0.2280140	0.4605425	0.5203976	0.4662090	0.9988458	0.9686405	0.5173168	1.0466221	1.0484930
950	0.6661537	0.2542079	0.4290503	0.5063287	0.4789253	1.0181769	0.9962385	0.4688573	1.0165608	0.9859190
1000	0.7068894	0.3101331	0.4513972	0.5336914	0.5441344	0.9691617	0.9471561	0.4413228	0.9614014	1.0261375

0	0.8362583	0.2185557	0.4105380	0.5864133	0.4423739	1.0961662	0.9962814	0.4564024	1.0415322	1.0313242
50	0.6948897	0.2814253	0.4959006	0.5179953	0.5533443	0.7768576	0.7841285	0.5573994	0.6530632	0.9859765
100	0.6770698	0.3054283	0.4679651	0.5158480	0.4883050	0.4069838	0.6092007	0.7482357	0.3078218	1.0596278
150	0.6356414	0.3386828	0.4131767	0.4872196	0.6035679	0.1984884	0.6606000	0.9262218	0.1373969	1.0231018
200	0.6120909	0.3397146	0.4046803	0.5627259	0.5993235	0.1704561	0.5378067	1.1041412	0.0793215	1.0287818
250	0.6447206	0.2967548	0.3564567	0.5661222	0.7538884	0.1449760	0.6067943	1.0357994	0.0936006	1.1767778
300	0.5625528	0.2767830	0.3232802	0.6202175	0.7081292	0.1372735	0.6382467	1.0691145	0.0861010	1.0335232
350	0.5626696	0.2484183	0.2811628	0.6784135	0.7168506	0.1048397	0.6425027	1.0460465	0.0807060	0.8883941
400	0.6068308	0.2807535	0.2814682	0.5270735	0.7250312	0.1047444	0.6063662	1.0252694	0.0656993	0.9304575
450	0.5849652	0.2771087	0.3660508	0.5011296	0.7366946	0.1185368	0.5431037	1.0193693	0.0509873	0.9324254
500	0.5982772	0.4215227	0.4134685	0.5836938	0.7384489	0.1250071	0.5685603	0.9685064	0.0544525	0.9382556
550	0.6267339	0.3905255	0.3613381	0.5274441	0.8556829	0.4520547	0.7700417	1.0427130	0.3906313	0.9207191
600	0.6766872	0.3607578	0.2865936	0.6016678	0.7231638	0.7128064	0.9612777	0.8214635	0.6807925	1.0001699
650	0.7080593	0.2463460	0.3539278	0.5761522	0.5880423	0.8323275	0.9703261	0.6997139	0.9273394	0.9481540
700	0.6927449	0.1915493	0.3284861	0.6631461	0.6614234	0.8916720	1.0273547	0.6300375	0.8995803	0.8818283
750	0.6894739	0.2316361	0.2874871	0.6056118	0.6103879	0.8660896	1.0845247	0.5570544	0.9799205	0.9224660
800	0.6982492	0.1658488	0.3214088	0.5704355	0.5798958	0.9469730	0.9963769	0.5656596	1.0080377	1.0088949
850	0.6516571	0.1624204	0.2978468	0.5379373	0.5089782	0.9594511	0.9849770	0.5335816	0.9965750	1.1040267
900	0.6529409	0.1926552	0.3717556	0.5371258	0.5244381	0.9103584	1.0446122	0.5027239	1.0474626	1.0713751
950	0.6734308	0.1726537	0.4537061	0.4789359	0.4797146	1.0536579	1.0106715	0.5628533	0.9450962	0.9896147
1000	0.6578945	0.2242203	0.5023061	0.4734788	0.4607515	1.0806338	1.0460916	0.5257227	0.9039664	1.0144117
