YGL096W	YKL043W	YER111C	YLR182W	YLR183C	YPR104C	YOR344C	YMR037C	YGL162W	YPR065W
0.0	0.0	0.0	0.0	0.0	-0.4526889664120972	-0.6333468344528228	0.0	0.0	0.3208969357739293
0.0	0.0	0.0	0.0	0.0	-0.24619144992902875	-0.3505617454648018	0.0	0.0	0.3303037252127283
-0.20889471657574177	0.0	0.0	0.2149588534059358	0.0	0.0	0.0	0.0	0.7090405104294547	0.0
0.0	0.09894542355691563	0.0	0.7369547331156564	0.8139860087307298	0.0	0.0	0.059274587889029395	0.5072135694403329	0.0
0.0	0.7773371283583856	0.0	0.7101526468443108	0.0	0.0	0.0	0.10942714881786586	0.0	0.0
-0.4810476736165583	0.0	0.0	0.0	0.0	-0.2259639068506658	0.0	0.3562350651405889	0.0	0.5989752750693911
-0.8098612516187131	0.318300506627611	-0.8972054766491055	0.0	0.0	-0.7495434868615121	0.0	0.0	0.0	0.5228511857650333
-0.44590307283215225	0.0	-0.07430730457417667	0.5278370844582451	0.0	0.0	0.0	0.0	0.0	0.4312306403963917
0.0	0.31743928051223524	0.0	0.0	0.8649361538468057	-0.8407829224597663	0.0	-0.03070960299408554	0.17643892155812463	0.0
0.0	0.0	0.0	0.0	0.9267286264570558	0.0	-0.15166741306893528	-0.11841262796259044	0.0	0.03540178726791379
