YKL112W	YML027W	YOR028C	YPL248C	YOL108C	YIR018W	YJR060W	YGL096W	YKL043W	YER111C
0.5341751	0.9658966	1.0096307	0.9975288	0.0457801	0.0458026	0.0372604	0.2542513	0.7906856	1.0606988
0.9268566	0.4533471	1.0991863	0.9659504	0.0230667	0.0667692	0.0362831	0.2660638	0.9630866	0.9375843
0.9912198	0.9966165	0.5441874	1.0482387	0.0568333	0.0688567	0.0519810	0.2818801	0.9609290	1.0065258
1.0000744	0.9562686	0.9835269	0.4858066	0.0315171	0.0659446	0.0593396	0.2896236	0.7797640	1.0025394
0.9502962	0.9216208	1.0044034	0.9454858	0.0202405	0.0492209	0.0484652	0.3397158	0.8431071	1.0103825
1.0699482	0.8957094	0.9520445	0.9605082	0.0617589	0.0318571	0.0786617	0.3232023	0.8732511	1.0776247
1.0351479	1.0393743	1.0576451	0.9245953	0.0649338	0.0474444	0.0234912	0.3343931	0.8293855	1.0594648
1.0471800	0.9199827	1.1248897	0.9462977	0.0298953	0.0428579	0.0241025	0.2109536	0.8272299	1.0416641
0.9856037	0.9027436	0.9773000	0.5353335	0.4015488	0.7821333	0.7780399	0.8830019	0.3848002	0.5245424
1.0881297	0.8536781	0.9967268	0.8707540	0.0649427	0.1103899	0.0910034	0.3715483	0.8171590	0.5694905
