"Time"	YGL162W	YPR065W	YHL027W	YBR182C	YIL101C	YPL202C	YML007W	YKL185W	YLR131C	YIL131C
800	0.0414016	0.0590877	0.0445050	0.9174713	0.0333610	0.0624141	0.1884733	0.5467298	0.2215922	1.0000000
850	0.0414009	0.0590876	0.0434884	0.9173433	0.0333778	0.0623736	0.1886092	0.5452453	0.2215922	1.0000000
900	0.0414006	0.0590876	0.0431124	0.9172432	0.0333878	0.0623572	0.1886498	0.5446590	0.2215922	1.0000000
950	0.0414005	0.0590876	0.0429757	0.9171732	0.0333933	0.0623507	0.1886617	0.5444104	0.2215922	1.0000000
1000	0.0414005	0.0590876	0.0429267	0.9171281	0.0333963	0.0623482	0.1886651	0.5442943	0.2215922	1.0000000

0	0.0414004	0.0590876	0.0428999	0.9172808	0.0333929	0.0623479	0.1886642	0.5447241	0.2215923	1.0000000
50	0.0414005	0.0590893	0.2298191	0.6616543	0.0333963	0.0623472	0.1886657	0.5265768	0.2215922	1.0000000
100	0.0414074	0.0592685	0.4353517	0.3856267	0.0334000	0.0623469	0.1886662	0.4144134	0.2215922	1.0000000
150	0.0415284	0.0604224	0.5471658	0.2382689	0.0334396	0.0623468	0.1886664	0.2790372	0.2215922	1.0000000
200	0.0420291	0.0625409	0.5975200	0.1730438	0.0336101	0.0623468	0.1886664	0.1952921	0.2215922	1.0000000
250	0.0429709	0.0645724	0.6182642	0.1465446	0.0339534	0.0623467	0.1886665	0.1556014	0.2215922	1.0000000
300	0.0440763	0.0659351	0.6263800	0.1362053	0.0343894	0.0623467	0.1886665	0.1389040	0.2215922	1.0000000
350	0.0450370	0.0666767	0.6294502	0.1321776	0.0348020	0.0623467	0.1886665	0.1322919	0.2215922	1.0000000
400	0.0457190	0.0670315	0.6305848	0.1305354	0.0351226	0.0623467	0.1886665	0.1297587	0.2215922	1.0000000
450	0.0461390	0.0671876	0.6309969	0.1298013	0.0353397	0.0623467	0.1886665	0.1288057	0.2215922	1.0000000
500	0.0463720	0.0672524	0.6311446	0.1294354	0.0354728	0.0623467	0.1886665	0.1284502	0.2215922	1.0000000
550	0.0464418	0.0658423	0.4441363	0.3819954	0.0355323	0.0623467	0.1886665	0.1297969	0.2215922	1.0000000
600	0.0457938	0.0621545	0.2386856	0.6549170	0.0353290	0.0623467	0.1886665	0.1664598	0.2215922	1.0000000
650	0.0443894	0.0601230	0.1270278	0.8012496	0.0348174	0.0623467	0.1886665	0.2703820	0.2215922	1.0000000
700	0.0430683	0.0594032	0.0767230	0.8672735	0.0342812	0.0623467	0.1886665	0.3805996	0.2215922	1.0000000
750	0.0422136	0.0591804	0.0559623	0.8954300	0.0338896	0.0623467	0.1886665	0.4572247	0.2215922	1.0000000
800	0.0417620	0.0591145	0.0478134	0.9074069	0.0336524	0.0623467	0.1886665	0.5009484	0.2215922	1.0000000
850	0.0415511	0.0590954	0.0447148	0.9126312	0.0335236	0.0623467	0.1886665	0.5234661	0.2215922	1.0000000
900	0.0414603	0.0590898	0.0435616	0.9149883	0.0334583	0.0623467	0.1886665	0.5344353	0.2215922	1.0000000
950	0.0414234	0.0590882	0.0431388	0.9160829	0.0334266	0.0623467	0.1886665	0.5396252	0.2215922	1.0000000
1000	0.0414090	0.0590878	0.0429855	0.9166003	0.0334117	0.0623467	0.1886665	0.5420486	0.2215922	1.0000000

0	0.0414004	0.0590876	0.0428999	0.9172808	0.0333929	0.0623479	0.1886642	0.5447241	0.2215923	1.0000000
50	0.1846455	0.0590876	0.0442833	0.8666084	0.0333963	0.0623472	0.1886657	0.5413659	0.2215922	1.0000000
100	0.3321890	0.0590876	0.0599382	0.8119431	0.0333979	0.0623469	0.1886662	0.5229151	0.2215922	1.0000000
150	0.4069123	0.0590877	0.0936971	0.7827625	0.0333986	0.0623468	0.1886664	0.4952657	0.2215922	1.0000000
200	0.4382919	0.0590882	0.1293589	0.7698496	0.0333990	0.0623468	0.1886664	0.4707418	0.2215922	1.0000000
250	0.4503696	0.0590899	0.1557894	0.7646167	0.0333992	0.0623467	0.1886665	0.4541321	0.2215922	1.0000000
300	0.4547927	0.0590931	0.1718137	0.7626007	0.0333995	0.0623467	0.1886665	0.4445575	0.2215922	1.0000000
350	0.4563625	0.0590966	0.1803746	0.7618485	0.0334001	0.0623467	0.1886665	0.4395907	0.2215922	1.0000000
400	0.4569083	0.0590996	0.1845709	0.7615731	0.0334008	0.0623467	0.1886665	0.4371964	0.2215922	1.0000000
450	0.4570955	0.0591015	0.1865042	0.7614727	0.0334015	0.0623467	0.1886665	0.4361018	0.2215922	1.0000000
500	0.4571593	0.0591026	0.1873544	0.7614353	0.0334021	0.0623467	0.1886665	0.4356205	0.2215922	1.0000000
550	0.3139373	0.0591029	0.1803641	0.8119821	0.0334026	0.0623467	0.1886665	0.4395788	0.2215922	1.0000000
600	0.1664025	0.0590997	0.1437257	0.8665856	0.0334028	0.0623467	0.1886665	0.4615227	0.2215922	1.0000000
650	0.0916810	0.0590938	0.1006627	0.8957371	0.0334025	0.0623467	0.1886665	0.4907241	0.2215922	1.0000000
700	0.0603001	0.0590900	0.0712716	0.9086374	0.0334017	0.0623467	0.1886665	0.5141070	0.2215922	1.0000000
750	0.0482206	0.0590884	0.0556068	0.9138664	0.0334008	0.0623467	0.1886665	0.5287899	0.2215922	1.0000000
800	0.0437965	0.0590878	0.0482708	0.9158825	0.0334001	0.0623467	0.1886665	0.5368103	0.2215922	1.0000000
850	0.0422266	0.0590877	0.0450841	0.9166359	0.0333997	0.0623467	0.1886665	0.5408156	0.2215922	1.0000000
900	0.0416815	0.0590876	0.0437642	0.9169119	0.0333995	0.0623467	0.1886665	0.5426949	0.2215922	1.0000000
950	0.0414951	0.0590876	0.0432350	0.9170116	0.0333993	0.0623467	0.1886665	0.5435373	0.2215922	1.0000000
1000	0.0414321	0.0590876	0.0430277	0.9170474	0.0333993	0.0623467	0.1886665	0.5439020	0.2215922	1.0000000

0	0.0414004	0.0590876	0.0428999	0.9172808	0.0333929	0.0623479	0.1886642	0.5447241	0.2215923	1.0000000
50	0.0518366	0.1972970	0.0429170	0.6936912	0.0377315	0.0623472	0.1886657	0.5291119	0.2215922	1.0000000
100	0.1004099	0.2947578	0.0433741	0.4463586	0.0658626	0.0623469	0.1886662	0.4302814	0.2215922	1.0000000
150	0.1555832	0.3289311	0.0446075	0.2922363	0.1072561	0.0623468	0.1886664	0.2986942	0.2215922	1.0000000
200	0.1933875	0.3394205	0.0450713	0.1954142	0.1421030	0.0623468	0.1886664	0.2082753	0.2215922	1.0000000
250	0.2137961	0.3425105	0.0443618	0.1351154	0.1647622	0.0623467	0.1886665	0.1619586	0.2215922	1.0000000
300	0.2234185	0.3434078	0.0434195	0.0997683	0.1775719	0.0623467	0.1886665	0.1414625	0.2215922	1.0000000
350	0.2275806	0.3436671	0.0427508	0.0802564	0.1842308	0.0623467	0.1886665	0.1330938	0.2215922	1.0000000
400	0.2292776	0.3437419	0.0423785	0.0699674	0.1875119	0.0623467	0.1886665	0.1298323	0.2215922	1.0000000
450	0.2299405	0.3437634	0.0421950	0.0647202	0.1890721	0.0623467	0.1886665	0.1285957	0.2215922	1.0000000
500	0.2301913	0.3437696	0.0421104	0.0621107	0.1897963	0.0623467	0.1886665	0.1281342	0.2215922	1.0000000
550	0.2202577	0.2055620	0.0420960	0.1263475	0.1820875	0.0623467	0.1886665	0.1279823	0.2215922	1.0000000
600	0.1728234	0.1081017	0.0423840	0.2113548	0.1447559	0.0623467	0.1886665	0.1283113	0.2215922	1.0000000
650	0.1175433	0.0739285	0.0430965	0.3108593	0.1013891	0.0623467	0.1886665	0.1306062	0.2215922	1.0000000
700	0.0791531	0.0634392	0.0437997	0.4457969	0.0701924	0.0623467	0.1886665	0.1409800	0.2215922	1.0000000
750	0.0583184	0.0603492	0.0440324	0.5941949	0.0519358	0.0623467	0.1886665	0.1762663	0.2215922	1.0000000
800	0.0484774	0.0594519	0.0438248	0.7194458	0.0423295	0.0623467	0.1886665	0.2479558	0.2215922	1.0000000
850	0.0442187	0.0591926	0.0434958	0.8059941	0.0375775	0.0623467	0.1886665	0.3364492	0.2215922	1.0000000
900	0.0424824	0.0591178	0.0432321	0.8583256	0.0353160	0.0623467	0.1886665	0.4137803	0.2215922	1.0000000
950	0.0418044	0.0590963	0.0430679	0.8873182	0.0342667	0.0623467	0.1886665	0.4685016	0.2215922	1.0000000
1000	0.0415479	0.0590901	0.0429791	0.9024674	0.0337882	0.0623467	0.1886665	0.5025936	0.2215922	1.0000000

0	0.0414004	0.0590876	0.0428999	0.9172808	0.0333929	0.0623479	0.1886642	0.5447241	0.2215923	1.0000000
50	0.0414004	0.0590876	0.0428994	0.8499097	0.1703382	0.0623472	0.1886657	0.5426167	0.2215922	1.0000000
100	0.0414004	0.0590876	0.0428834	0.5748496	0.3371652	0.0623469	0.1886662	0.4975511	0.2215922	1.0000000
150	0.0414004	0.0590876	0.0427748	0.3284362	0.4404664	0.0623468	0.1886664	0.3692925	0.2215922	1.0000000
200	0.0414004	0.0590876	0.0425222	0.1861898	0.4942836	0.0623468	0.1886664	0.2476559	0.2215922	1.0000000
250	0.0414004	0.0590876	0.0422815	0.1168203	0.5202934	0.0623467	0.1886665	0.1791441	0.2215922	1.0000000
300	0.0414004	0.0590876	0.0421372	0.0856114	0.5323825	0.0623467	0.1886665	0.1482176	0.2215922	1.0000000
350	0.0414004	0.0590876	0.0420673	0.0721449	0.5378781	0.0623467	0.1886665	0.1356179	0.2215922	1.0000000
400	0.0414004	0.0590876	0.0420368	0.0664563	0.5403436	0.0623467	0.1886665	0.1307501	0.2215922	1.0000000
450	0.0414004	0.0590876	0.0420243	0.0640754	0.5414408	0.0623467	0.1886665	0.1289245	0.2215922	1.0000000
500	0.0414004	0.0590876	0.0420193	0.0630810	0.5419265	0.0623467	0.1886665	0.1282515	0.2215922	1.0000000
550	0.0414004	0.0590876	0.0420174	0.0646251	0.4051990	0.0623467	0.1886665	0.1280061	0.2215922	1.0000000
600	0.0414004	0.0590876	0.0420169	0.0845842	0.2384680	0.0623467	0.1886665	0.1279214	0.2215922	1.0000000
650	0.0414004	0.0590876	0.0420185	0.1549519	0.1352092	0.0623467	0.1886665	0.1279574	0.2215922	1.0000000
700	0.0414004	0.0590876	0.0420431	0.3021563	0.0814106	0.0623467	0.1886665	0.1291642	0.2215922	1.0000000
750	0.0414004	0.0590876	0.0421799	0.4931819	0.0554089	0.0623467	0.1886665	0.1420746	0.2215922	1.0000000
800	0.0414004	0.0590876	0.0424215	0.6619201	0.0433234	0.0623467	0.1886665	0.1945531	0.2215922	1.0000000
850	0.0414004	0.0590876	0.0426321	0.7776499	0.0378293	0.0623467	0.1886665	0.2862205	0.2215922	1.0000000
900	0.0414004	0.0590876	0.0427641	0.8456833	0.0353645	0.0623467	0.1886665	0.3791316	0.2215922	1.0000000
950	0.0414004	0.0590876	0.0428347	0.8820776	0.0342677	0.0623467	0.1886665	0.4485426	0.2215922	1.0000000
1000	0.0414004	0.0590876	0.0428695	0.9004202	0.0337820	0.0623467	0.1886665	0.4922995	0.2215922	1.0000000

0	0.0414004	0.0590876	0.0428999	0.9172808	0.0333929	0.0623479	0.1886642	0.5447241	0.2215923	1.0000000
50	0.0414004	0.0590879	0.1643144	0.9171715	0.0333963	0.0623472	0.1886070	0.6918324	0.2230250	0.8233003
100	0.0414016	0.0591145	0.2978360	0.9171174	0.0333982	0.0623488	0.1868189	0.8417638	0.2374792	0.5913323
150	0.0414184	0.0592634	0.3705194	0.9170886	0.0334042	0.0623707	0.1772986	0.9181722	0.2854942	0.4372304
200	0.0414803	0.0594794	0.4032895	0.9170566	0.0334244	0.0624792	0.1550600	0.9524144	0.3766548	0.3522776
250	0.0415746	0.0595784	0.4168067	0.9169904	0.0334537	0.0628388	0.1257255	0.9688256	0.4857086	0.3094321
300	0.0416456	0.0595317	0.4221021	0.9168949	0.0334661	0.0637891	0.0995624	0.9779529	0.5783718	0.2889226
350	0.0416614	0.0594289	0.4241084	0.9168348	0.0334309	0.0658385	0.0812166	0.9834202	0.6412858	0.2794366
400	0.0416336	0.0593379	0.4248508	0.9169144	0.0333221	0.0693134	0.0700476	0.9866649	0.6783236	0.2751544
450	0.0415896	0.0592769	0.4251204	0.9172460	0.0331216	0.0738569	0.0637966	0.9885205	0.6981993	0.2732559
500	0.0415487	0.0592413	0.4252164	0.9179190	0.0328329	0.0785295	0.0604787	0.9895452	0.7082192	0.2724259
550	0.0415175	0.0592010	0.3038362	0.9189536	0.0324911	0.0824669	0.0589671	0.9111635	0.6727719	0.4487667
600	0.0414875	0.0591380	0.1703266	0.9202683	0.0321486	0.0847854	0.0622105	0.8225166	0.5104740	0.6805809
650	0.0414554	0.0591046	0.0976467	0.9216894	0.0318838	0.0830439	0.0766332	0.7499107	0.3647289	0.8346174
700	0.0414300	0.0590928	0.0648775	0.9229269	0.0318212	0.0771786	0.1022706	0.6828445	0.2845784	0.9195425
750	0.0414146	0.0590891	0.0513609	0.9235851	0.0320092	0.0710337	0.1312654	0.6283166	0.2479103	0.9623765
800	0.0414067	0.0590880	0.0460668	0.9234152	0.0323439	0.0668378	0.1552142	0.5915202	0.2323917	0.9828810
850	0.0414030	0.0590877	0.0440618	0.9225318	0.0326855	0.0645111	0.1710540	0.5698631	0.2260202	0.9923650
900	0.0414015	0.0590876	0.0433201	0.9212964	0.0329561	0.0633511	0.1800492	0.5580850	0.2234205	0.9966464
950	0.0414008	0.0590876	0.0430503	0.9200640	0.0331408	0.0628036	0.1846590	0.5518636	0.2223540	0.9985445
1000	0.0414006	0.0590876	0.0429534	0.9190435	0.0332555	0.0625523	0.1868651	0.5485420	0.2219122	0.9993744

0	0.0414004	0.0590876	0.0428999	0.9172808	0.0333929	0.0623479	0.1886642	0.5447241	0.2215923	1.0000000
50	0.0614141	0.3213045	0.0429456	0.9153745	0.0432220	0.0625004	0.1179958	0.5396986	0.1522752	1.0000000
100	0.1504558	0.5062116	0.0445226	0.8584420	0.1062925	0.0656728	0.0552472	0.5137448	0.0875718	1.0000000
150	0.2464305	0.5710467	0.0529769	0.6673252	0.1864338	0.0926102	0.0310441	0.4539003	0.0580746	1.0000000
200	0.3097287	0.5909476	0.0680244	0.4568944	0.2071603	0.1705697	0.0253834	0.3326537	0.0468628	1.0000000
250	0.3430213	0.5968100	0.0767429	0.3376134	0.1622454	0.2499466	0.0254017	0.1963891	0.0429323	1.0000000
300	0.3584358	0.5985125	0.0757134	0.3347628	0.1107842	0.2877853	0.0263099	0.1059410	0.0416132	1.0000000
350	0.3650167	0.5990044	0.0773417	0.4287137	0.0761697	0.2943462	0.0269598	0.0666200	0.0411819	1.0000000
400	0.3676738	0.5991462	0.0899518	0.5651160	0.0572550	0.2892825	0.0272953	0.0745880	0.0410431	1.0000000
450	0.3687041	0.5991871	0.1077968	0.6881339	0.0482313	0.2829866	0.0274448	0.1311631	0.0409989	1.0000000
500	0.3690916	0.5991989	0.1225594	0.7736089	0.0444741	0.2785230	0.0275058	0.2150539	0.0409849	1.0000000
550	0.3539244	0.3369858	0.1316443	0.8237800	0.0430239	0.2156859	0.2274754	0.2958371	0.1102976	1.0000000
600	0.2761825	0.1520824	0.1298069	0.8500254	0.0426640	0.1338685	0.2978192	0.3680773	0.1749995	1.0000000
650	0.1800180	0.0872485	0.1114193	0.8626543	0.0418357	0.0910971	0.2653838	0.4280119	0.2044963	1.0000000
700	0.1109369	0.0673461	0.0865032	0.8708310	0.0396877	0.0730070	0.2283154	0.4694102	0.2157081	1.0000000
750	0.0727813	0.0614823	0.0665881	0.8800694	0.0373240	0.0660586	0.2064193	0.4947505	0.2196385	1.0000000
800	0.0545857	0.0597791	0.0544852	0.8903418	0.0355719	0.0635605	0.1959715	0.5103594	0.2209576	1.0000000
850	0.0466668	0.0592870	0.0481907	0.8995743	0.0345125	0.0627158	0.1915074	0.5209165	0.2213889	1.0000000
900	0.0434266	0.0591450	0.0452080	0.9065144	0.0339419	0.0624486	0.1897271	0.5285807	0.2215277	1.0000000
950	0.0421580	0.0591041	0.0438751	0.9110991	0.0336554	0.0623706	0.1890503	0.5341469	0.2215718	1.0000000
1000	0.0416774	0.0590924	0.0433021	0.9138584	0.0335177	0.0623504	0.1888021	0.5380149	0.2215858	1.0000000

0	0.0414004	0.0590876	0.0428999	0.9172808	0.0333929	0.0623479	0.1886642	0.5447241	0.2215923	1.0000000
50	0.0427512	0.0777726	0.1781196	0.9170843	0.0338362	0.0623818	0.1653957	0.5444606	0.2215922	1.0000000
100	0.0490254	0.0909753	0.3268543	0.9150534	0.0362017	0.0626133	0.1440082	0.5442037	0.2215922	1.0000000
150	0.0563176	0.0957320	0.4079154	0.9079902	0.0394114	0.0630113	0.1345183	0.5431851	0.2215922	1.0000000
200	0.0614700	0.0973711	0.4445935	0.8964535	0.0420364	0.0633930	0.1310444	0.5402668	0.2215922	1.0000000
250	0.0643688	0.0979887	0.4598383	0.8839178	0.0437307	0.0636563	0.1298833	0.5351314	0.2215922	1.0000000
300	0.0658194	0.0982413	0.4658891	0.8732781	0.0446948	0.0638048	0.1295154	0.5286273	0.2215922	1.0000000
350	0.0665009	0.0983478	0.4682272	0.8655955	0.0452048	0.0638781	0.1294028	0.5220637	0.2215922	1.0000000
400	0.0668096	0.0983926	0.4691165	0.8606324	0.0454628	0.0639113	0.1293692	0.5164447	0.2215922	1.0000000
450	0.0669464	0.0984110	0.4694517	0.8576714	0.0455896	0.0639254	0.1293593	0.5121927	0.2215922	1.0000000
500	0.0670059	0.0984185	0.4695775	0.8560054	0.0456506	0.0639311	0.1293565	0.5092655	0.2215922	1.0000000
550	0.0656085	0.0796255	0.3346350	0.8552490	0.0451046	0.0638161	0.1526257	0.5073966	0.2215922	1.0000000
600	0.0591265	0.0660753	0.1861077	0.8576356	0.0424022	0.0633572	0.1740134	0.5064707	0.2215922	1.0000000
650	0.0516973	0.0612211	0.1050154	0.8663469	0.0390996	0.0629025	0.1835034	0.5073383	0.2215922	1.0000000
700	0.0465353	0.0597154	0.0682014	0.8792016	0.0365842	0.0626150	0.1869774	0.5110759	0.2215922	1.0000000
750	0.0437156	0.0592699	0.0528371	0.8918396	0.0350424	0.0624661	0.1881385	0.5172682	0.2215922	1.0000000
800	0.0423741	0.0591403	0.0467152	0.9016901	0.0342037	0.0623969	0.1885064	0.5243003	0.2215922	1.0000000
850	0.0417900	0.0591028	0.0443433	0.9083140	0.0337795	0.0623670	0.1886190	0.5306607	0.2215922	1.0000000
900	0.0415506	0.0590920	0.0434404	0.9123417	0.0335747	0.0623547	0.1886526	0.5355963	0.2215922	1.0000000
950	0.0414567	0.0590888	0.0431008	0.9146198	0.0334788	0.0623498	0.1886625	0.5390286	0.2215922	1.0000000
1000	0.0414210	0.0590879	0.0429741	0.9158407	0.0334349	0.0623479	0.1886653	0.5412275	0.2215922	1.0000000

0	0.0414004	0.0590876	0.0428999	0.9172808	0.0333929	0.0623479	0.1886642	0.5447241	0.2215923	1.0000000
50	0.0414005	0.0590915	0.2720827	0.8641812	0.0333963	0.0623472	0.1886155	0.5412456	0.2228033	0.8462099
100	0.0414177	0.0595449	0.5241176	0.8068937	0.0334032	0.0623485	0.1871548	0.5228928	0.2339683	0.6443170
150	0.0417251	0.0624433	0.6613134	0.7762773	0.0335029	0.0623656	0.1798759	0.4997321	0.2662739	0.5101948
200	0.0429546	0.0671014	0.7231702	0.7624203	0.0339275	0.0624429	0.1634441	0.4902878	0.3212463	0.4362563
250	0.0450015	0.0699623	0.7486908	0.7558035	0.0346990	0.0626667	0.1411160	0.5008641	0.3842752	0.3989658
300	0.0468117	0.0699506	0.7586986	0.7515567	0.0354599	0.0631682	0.1197048	0.5241127	0.4381339	0.3811154
350	0.0475982	0.0683937	0.7625007	0.7482336	0.0358584	0.0640819	0.1033599	0.5489792	0.4756345	0.3728593
400	0.0474037	0.0666553	0.7639135	0.7459679	0.0358322	0.0654318	0.0925739	0.5688629	0.4983445	0.3691323
450	0.0466987	0.0653201	0.7644270	0.7450333	0.0355244	0.0670427	0.0861015	0.5823938	0.5108380	0.3674799
500	0.0459083	0.0644529	0.7646068	0.7453017	0.0351087	0.0686201	0.0824645	0.5908686	0.5172622	0.3667575
550	0.0452238	0.0631409	0.5355221	0.7989825	0.0346959	0.0699235	0.0807451	0.5994748	0.4957558	0.5202353
600	0.0443719	0.0608728	0.2835434	0.8573679	0.0342402	0.0706879	0.0843011	0.6136686	0.4007955	0.7219943
650	0.0433077	0.0596849	0.1463580	0.8896176	0.0337439	0.0701418	0.0987328	0.6143877	0.3136784	0.8560596
700	0.0424329	0.0592692	0.0844829	0.9051260	0.0333661	0.0682035	0.1217793	0.5990641	0.2637997	0.9299740
750	0.0418951	0.0591410	0.0589395	0.9124208	0.0331819	0.0660203	0.1455272	0.5798193	0.2399742	0.9672544
800	0.0416180	0.0591031	0.0489196	0.9158075	0.0331491	0.0643951	0.1639399	0.5647498	0.2294431	0.9851005
850	0.0414905	0.0590921	0.0451161	0.9172556	0.0331910	0.0634109	0.1757018	0.5552972	0.2249316	0.9933549
900	0.0414360	0.0590889	0.0437045	0.9177339	0.0332515	0.0628767	0.1822893	0.5500442	0.2230159	0.9970812
950	0.0414140	0.0590880	0.0431889	0.9177646	0.0333043	0.0626038	0.1856658	0.5472975	0.2222014	0.9987332
1000	0.0414055	0.0590877	0.0430029	0.9176292	0.0333421	0.0624691	0.1872965	0.5458827	0.2218536	0.9994555

0	0.0414004	0.0590876	0.0428999	0.9172808	0.0333929	0.0623479	0.1886642	0.5447241	0.2215923	1.0000000
50	0.0414004	0.0590876	0.0428999	0.9171715	0.0333962	0.0623721	0.1712679	0.5444619	0.2215922	1.0000000
100	0.0414004	0.0590876	0.0428999	0.9171181	0.0333963	0.0625262	0.1552777	0.5443182	0.2215922	1.0000000
150	0.0414004	0.0590876	0.0428998	0.9170975	0.0333909	0.0627687	0.1481826	0.5442422	0.2215922	1.0000000
200	0.0414004	0.0590876	0.0428998	0.9171041	0.0333800	0.0629857	0.1455854	0.5442051	0.2215922	1.0000000
250	0.0414004	0.0590876	0.0428998	0.9171349	0.0333669	0.0631287	0.1447173	0.5441929	0.2215922	1.0000000
300	0.0414004	0.0590876	0.0428998	0.9171817	0.0333548	0.0632070	0.1444422	0.5441985	0.2215922	1.0000000
350	0.0414004	0.0590876	0.0428998	0.9172329	0.0333456	0.0632449	0.1443580	0.5442163	0.2215922	1.0000000
400	0.0414004	0.0590876	0.0428998	0.9172791	0.0333395	0.0632618	0.1443329	0.5442405	0.2215922	1.0000000
450	0.0414004	0.0590876	0.0428998	0.9173153	0.0333357	0.0632690	0.1443255	0.5442657	0.2215922	1.0000000
500	0.0414004	0.0590876	0.0428998	0.9173410	0.0333336	0.0632718	0.1443234	0.5442882	0.2215922	1.0000000
550	0.0414004	0.0590876	0.0428999	0.9173578	0.0333326	0.0632136	0.1617207	0.5443061	0.2215922	1.0000000
600	0.0414004	0.0590876	0.0428999	0.9173667	0.0333351	0.0629634	0.1777111	0.5443190	0.2215922	1.0000000
650	0.0414004	0.0590876	0.0428999	0.9173619	0.0333445	0.0626976	0.1848063	0.5443269	0.2215922	1.0000000
700	0.0414004	0.0590876	0.0428999	0.9173357	0.0333582	0.0625208	0.1874037	0.5443278	0.2215922	1.0000000
750	0.0414004	0.0590876	0.0428999	0.9172899	0.0333718	0.0624258	0.1882717	0.5443191	0.2215922	1.0000000
800	0.0414004	0.0590876	0.0428998	0.9172357	0.0333824	0.0623805	0.1885468	0.5443004	0.2215922	1.0000000
850	0.0414004	0.0590876	0.0428998	0.9171846	0.0333896	0.0623605	0.1886310	0.5442750	0.2215922	1.0000000
900	0.0414004	0.0590876	0.0428998	0.9171435	0.0333940	0.0623522	0.1886561	0.5442477	0.2215922	1.0000000
950	0.0414004	0.0590876	0.0428998	0.9171140	0.0333965	0.0623488	0.1886635	0.5442228	0.2215922	1.0000000
1000	0.0414004	0.0590876	0.0428998	0.9170945	0.0333978	0.0623475	0.1886656	0.5442027	0.2215922	1.0000000
