YDR216W	YDR451C	YMR016C	YNL167C	YGL181W	YGL071W	YKL015W	YKL109W	YGL035C	YGL209W
0.0000000	0.4598817	0.9402455	0.8647797	0.7488666	0.1613589	1.0101400	0.6196652	0.6031279	0.9488695
0.9427459	0.0000000	0.9644418	0.6911470	0.4641638	0.5026029	0.3587371	0.5844791	0.6537901	0.9295479
0.3790991	1.1052701	0.0000000	0.7522959	0.7652604	0.1289936	1.0801399	0.1493104	0.6495650	0.9496339
0.4871284	1.0759348	0.0319118	0.0000000	0.7627983	0.1647699	1.0246174	0.1615226	0.6944156	1.0537035
0.5068967	1.0108067	0.0308542	0.0138661	0.0000000	0.1405195	0.9527968	0.1329672	0.5981531	0.9974146
0.5380519	0.7725395	0.9004379	0.7689882	0.6994210	0.0000000	1.0278922	0.3323861	0.6827546	1.0324457
0.7126707	0.4912200	0.9715664	0.6803310	0.4448418	1.0782546	0.0000000	0.5618722	0.6583694	0.9489780
0.7633226	0.4209680	0.8532276	0.8340792	0.6559646	0.1720745	0.9459663	0.0000000	0.6204305	0.9357700
0.6736455	0.5617160	0.9131352	0.6150948	0.4325069	0.8308825	0.1543793	0.8104918	0.0000000	0.9278303
0.6186511	0.6547379	0.9893954	0.5440847	0.4150976	1.0389865	0.0810151	0.9393344	0.0445937	0.0000000
